ticker,sector,close,volume,rs_score,momentum_score,core_signals,rsi_14,macd,macd_signal,adx,date,golden_cross,short_ma_aligned,long_ma_aligned,macd_crossover,macd_hist_increasing,rsi_uptrend,stoch_crossover,strong_trend,positive_trend,bollinger_breakout,volume_surge,new_high,price_momentum,cup_handle_breakout,healthy_ma_distance,uptrend_confirmed,above_30w_3d,stage_2a,vwap_breakout,obv_rising,ad_new_high,rs_rank,sector_strong,signal
BLBX,Technology,7.119999885559082,226700,98.09,15,6,74.76190497815745,0.6072127611645657,0.5436490907951264,50.82180541154391,2025-07-08,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True
OLO,Technology,10.119999885559082,43516500,96.04,15,5,75.17730904191568,0.22244716251474905,0.1403873057114941,16.67005915705015,2025-07-08,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
BULLW,Technology,5.449999809265137,274800,99.85,14,6,80.29411882265238,0.4292343164645134,0.24838135245867415,30.896695232330526,2025-07-08,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True
RAYA,Industrials,2.5999999046325684,573900,98.07,14,6,66.80022840148439,0.2005537088038558,0.16734955512666583,49.666584412328966,2025-07-08,False,True,True,False,True,False,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True
GITS,Communication Services,3.839999914169312,46215400,99.59,12,6,88.44884096317323,0.16396487394682624,0.016672800351604414,49.993439638091886,2025-07-08,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,True,True,True,False,True,False,True,True,True
UUU,Industrials,3.319999933242798,87100,96.97,12,6,60.50420117558386,0.15367205564789987,0.17393367957792774,52.02458760855527,2025-07-08,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True
SATX,Technology,2.930000066757202,812300,98.57,10,5,59.99997615817624,0.11984316228259129,0.14661371435910725,46.64461455651623,2025-07-08,False,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,True,False,False,True,True,True
