ticker,sector,close,volume,rs_score,momentum_score,core_signals,rsi_14,macd,macd_signal,adx,date,golden_cross,short_ma_aligned,long_ma_aligned,macd_crossover,macd_hist_increasing,rsi_uptrend,stoch_crossover,strong_trend,positive_trend,bollinger_breakout,volume_surge,new_high,price_momentum,cup_handle_breakout,healthy_ma_distance,uptrend_confirmed,above_30w_3d,stage_2a,vwap_breakout,obv_rising,ad_new_high,rs_rank,sector_strong,signal
JBL,Technology,204.66000366210935,3556200,95.58,17,7,89.49898402785635,9.006096154185144,7.016514751013676,32.50948165675389,2025-06-21,False,True,True,False,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
CRDO,Technology,85.58999633789062,9770900,97.93,15,6,74.14557887907155,6.664442295563987,5.867732853507742,43.700176209063606,2025-06-21,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True
APPS,Technology,6.739999771118164,26477200,98.84,13,6,64.44780178122082,0.557377195599627,0.4062562533565776,35.08047550600866,2025-06-21,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True
AZ,Technology,10.43000030517578,531100,99.18,13,6,63.546249699876405,0.404595923719258,0.3091487498516006,25.329016579106792,2025-06-21,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,False,True,True,True
FARO,Technology,43.77999877929688,1281600,97.47,12,5,87.75503451712098,1.5433690370486772,1.8260632477479535,59.10677713771533,2025-06-21,False,True,True,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,True,True
OSS,Technology,4.579999923706055,780100,97.0,12,5,84.44881941500715,0.46888265066345536,0.30539205844785267,81.0398880477491,2025-06-21,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,True,True
