symbol,met_count,rs_score,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile
AAMI,7,92.1,AAMI,7,complete,,False,81.06409719312944,97.33975701717638,178.40385421030584
CTRN,7,91.73,CTRN,7,complete,,False,80.10054461667366,97.33975701717638,177.44030163385003
PTGX,7,91.26,PTGX,7,complete,,False,78.92752408881442,97.33975701717638,176.2672811059908
HUHU,7,90.98,HUHU,7,complete,,False,77.92207792207793,97.33975701717638,175.2618349392543
LION,7,90.44,LION,7,complete,,False,76.33012149141182,97.33975701717638,173.6698785085882
MITK,7,89.73,MITK,7,complete,,False,74.61248428990365,97.33975701717638,171.95224130708004
ANIK,7,89.35,ANIK,7,complete,,False,73.7746124842899,97.33975701717638,171.11436950146629
WDS,7,89.31,WDS,7,complete,,False,73.64893171344784,97.33975701717638,170.98868873062423
AUPH,7,89.3,AUPH,7,complete,,False,73.60703812316716,97.33975701717638,170.94679514034354
AROC,7,89.13,AROC,7,complete,,False,73.06242144951823,97.33975701717638,170.4021784666946
CRGY,7,89.03,CRGY,7,complete,,False,72.76916631755341,97.33975701717638,170.1089233347298
MRX,7,88.16,MRX,7,complete,,False,70.50691244239631,97.33975701717638,167.8466694595727
MSGE,7,87.88,MSGE,7,complete,,False,69.75282781734394,97.33975701717638,167.09258483452032
STK,7,87.43,STK,7,complete,,False,68.5798072894847,97.33975701717638,165.91956430666107
BHP,7,87.17,BHP,7,complete,,False,67.9932970255551,97.33975701717638,165.33305404273148
AEF,7,87.08,AEF,7,complete,,False,67.74193548387096,97.33975701717638,165.08169250104734
QIPT,7,86.7,QIPT,7,complete,,False,66.65270213657311,97.33975701717638,163.9924591537495
RIO,7,86.43,RIO,7,complete,,False,66.0242982823628,97.33975701717638,163.3640552995392
CMP,7,85.73,CMP,7,complete,,False,63.971512358609125,97.33975701717638,161.3112693757855
GMED,7,85.02,GMED,7,complete,,False,61.8349392542941,97.33975701717638,159.17469627147048
VOD,7,84.96,VOD,7,complete,,False,61.68831168831169,97.33975701717638,159.02806870548807
RMT,7,84.62,RMT,7,complete,,False,60.72475911185589,97.33975701717638,158.06451612903226
ZGN,7,84.19,ZGN,7,complete,,False,59.782153330540424,97.33975701717638,157.1219103477168
WT,7,83.69,WT,7,complete,,False,58.60913280268119,97.33975701717638,155.94888981985758
BSTZ,7,83.45,BSTZ,7,complete,,False,57.77126099706745,97.33975701717638,155.11101801424383
EMF,7,82.23,EMF,7,complete,,False,54.7130289065773,97.33975701717638,152.05278592375367
BURL,7,81.09,BURL,7,complete,,False,51.780477586929194,97.33975701717638,149.12023460410558
JHG,7,80.75,JHG,7,complete,,False,50.816925010473405,97.33975701717638,148.1566820276498
GNT,7,80.03,GNT,7,complete,,False,49.141181399245916,97.33975701717638,146.4809384164223
RTO,7,79.64,RTO,7,complete,,False,48.010054461667366,97.33975701717638,145.34981147884375
FUND,7,79.63,FUND,7,complete,,False,47.96816087138668,97.33975701717638,145.30791788856305
VLGEA,7,79.26,VLGEA,7,complete,,False,46.79514034352744,97.33975701717638,144.13489736070383
CEE,7,79.02,CEE,7,complete,,False,46.16673648931713,97.33975701717638,143.5064935064935
PEO,7,78.1,PEO,7,complete,,False,43.82069543359866,97.33975701717638,141.16045245077504
IHG,7,77.71,IHG,7,complete,,False,42.731462086300795,97.33975701717638,140.07121910347718
NWN,7,77.16,NWN,7,complete,,False,41.4327607875995,97.33975701717638,138.77251780477587
BGR,7,76.76,BGR,7,complete,,False,40.42731462086301,97.33975701717638,137.7670716380394
IHD,7,76.22,IHD,7,complete,,False,39.19145370758274,97.33975701717638,136.53121072475912
NJR,7,75.25,NJR,7,complete,,False,35.944700460829495,97.33975701717638,133.2844574780059
MXE,7,75.22,MXE,7,complete,,False,35.86091328026812,97.33975701717638,133.2006702974445
CAF,7,75.17,CAF,7,complete,,False,35.609551738583995,97.33975701717638,132.94930875576037
MXF,7,73.93,MXF,7,complete,,False,32.677000418935904,97.33975701717638,130.0167574361123
MDU,7,73.87,MDU,7,complete,,False,32.50942605781316,97.33975701717638,129.84918307498953
UTG,7,73.7,UTG,7,complete,,False,32.04859656472559,97.33975701717638,129.38835358190198
NXG,7,73.68,NXG,7,complete,,False,31.964809384164223,97.33975701717638,129.3045664013406
RGT,7,72.6,RGT,7,complete,,False,28.90657729367407,97.33975701717638,126.24633431085044
ORA,7,72.47,ORA,7,complete,,False,28.529534981147886,97.33975701717638,125.86929199832427
RVT,7,72.12,RVT,7,complete,,False,27.56598240469208,97.33975701717638,124.90573942186846
HQL,7,71.61,HQL,7,complete,,False,26.30917469627147,97.33975701717638,123.64893171344785
BKH,7,71.43,BKH,7,complete,,False,25.890238793464597,97.33975701717638,123.22999581064099
GGZ,7,70.88,GGZ,7,complete,,False,24.633431085043988,97.33975701717638,121.97318810222038
PUK,7,70.22,PUK,7,complete,,False,22.91579388353582,97.33975701717638,120.2555509007122
BGS,7,69.19,BGS,7,complete,,False,20.276497695852534,97.33975701717638,117.61625471302892
CTO,7,68.77,CTO,7,complete,,False,19.271051529116047,97.33975701717638,116.61080854629243
NCZ,7,68.73,NCZ,7,complete,,False,19.145370758273984,97.33975701717638,116.48512777545037
ADX,7,68.13,ADX,7,complete,,False,17.51152073732719,97.33975701717638,114.85127775450357
GAM,7,68.06,GAM,7,complete,,False,17.343946376204443,97.33975701717638,114.68370339338082
EOD,7,67.76,EOD,7,complete,,False,16.5060745705907,97.33975701717638,113.84583158776708
CCD,7,67.59,CCD,7,complete,,False,16.003351487222456,97.33975701717638,113.34310850439884
CHW,7,67.34,CHW,7,complete,,False,15.165479681608716,97.33975701717638,112.5052366987851
NCV,7,67.12,NCV,7,complete,,False,14.620863007959784,97.33975701717638,111.96062002513617
BWB,7,65.72,BWB,7,complete,,False,11.562630917469626,97.33975701717638,108.90238793464601
IDE,7,64.7,IDE,7,complete,,False,9.67741935483871,97.33975701717638,107.01717637201509
TBLD,7,63.86,TBLD,7,complete,,False,8.378718056137412,97.33975701717638,105.7184750733138
FEBO,7,63.78,FEBO,7,complete,,False,8.25303728529535,97.33975701717638,105.59279430247173
GCV,7,62.98,GCV,7,complete,,False,7.080016757436113,97.33975701717638,104.4197737746125
GLQ,7,62.22,GLQ,7,complete,,False,6.284038542103058,97.33975701717638,103.62379555927944
GDV,7,62.15,GDV,7,complete,,False,6.242144951822371,97.33975701717638,103.58190196899875
IAE,7,61.13,IAE,7,complete,,False,4.859656472559699,97.33975701717638,102.19941348973609
ACV,7,59.61,ACV,7,complete,,False,3.4771679932970256,97.33975701717638,100.81692501047341
AOD,7,56.75,AOD,7,complete,,False,2.178466694595727,97.33975701717638,99.51822371177211
MRSN,7,99.96,MRSN,6,soft_unavailable,ineligible:metadata_not_found,True,99.95810640971932,68.05613741097612,168.01424382069544
WATT,7,99.93,WATT,6,complete,,False,99.91621281943863,68.05613741097612,167.97235023041475
MCVT,7,99.8,,6,soft_unavailable,financial data unavailable,True,99.58106409719313,68.05613741097612,167.63720150816926
IKNA,7,99.74,IKNA,6,soft_unavailable,ineligible:metadata_not_found,True,99.41348973607037,68.05613741097612,167.46962714704648
DULL,7,99.65,DULL,6,soft_unavailable,ineligible:etf,True,99.24591537494763,68.05613741097612,167.30205278592376
BREA,7,99.62,BREA,6,soft_unavailable,ineligible:metadata_not_found,True,99.16212819438626,68.05613741097612,167.21826560536238
ATHA,7,99.61,ATHA,6,soft_unavailable,ineligible:metadata_not_found,True,99.12023460410558,68.05613741097612,167.1763720150817
MUU,7,99.57,MUU,6,soft_unavailable,ineligible:etf,True,99.03644742354419,68.05613741097612,167.09258483452032
MULL,7,99.56,MULL,6,soft_unavailable,ineligible:etf,True,98.99455383326351,68.05613741097612,167.05069124423963
BWET,7,99.53,BWET,6,soft_unavailable,ineligible:etf,True,98.95266024298283,68.05613741097612,167.00879765395894
LITE,7,99.35,LITE,6,complete,,False,98.65940511101802,68.05613741097612,166.71554252199414
AAOI,7,99.33,AAOI,6,complete,,False,98.61751152073732,68.05613741097612,166.67364893171344
CDTX,7,99.21,CDTX,6,soft_unavailable,ineligible:metadata_not_found,True,98.49183074989527,68.05613741097612,166.5479681608714
INTW,7,99.18,INTW,6,soft_unavailable,ineligible:etf,True,98.4080435693339,68.05613741097612,166.46418098031
ANTE,7,99.17,ANTE,6,soft_unavailable,ineligible:metadata_not_found,True,98.3661499790532,68.05613741097612,166.42228739002934
KORU,7,99.06,KORU,6,soft_unavailable,ineligible:etf,True,98.15668202764977,68.05613741097612,166.2128194386259
RGLS,7,98.98,RGLS,6,soft_unavailable,ineligible:metadata_not_found,True,98.07289484708839,68.05613741097612,166.1290322580645
IPA,7,98.92,IPA,6,soft_unavailable,ineligible:metadata_not_found,True,97.98910766652702,68.05613741097612,166.04524507750313
SOXL,7,98.8,SOXL,6,soft_unavailable,ineligible:etf,True,97.7796397151236,68.05613741097612,165.8357771260997
CTEC,7,98.76,CTEC,6,soft_unavailable,ineligible:etf,True,97.6958525345622,68.05613741097612,165.75198994553833
SVT,7,98.62,SVT,6,soft_unavailable,ineligible:metadata_not_found,True,97.48638458315878,68.05613741097612,165.54252199413492
VRTL,7,98.6,VRTL,6,soft_unavailable,ineligible:etf,True,97.44449099287809,68.05613741097612,165.5006284038542
NUKKW,7,98.52,,6,soft_unavailable,financial data unavailable,True,97.31881022203602,68.05613741097612,165.37494763301214
HOUS,7,98.37,HOUS,6,soft_unavailable,ineligible:metadata_not_found,True,97.02555509007121,68.05613741097612,165.0816925010473
MVLL,7,98.34,MVLL,6,soft_unavailable,ineligible:etf,True,96.98366149979053,68.05613741097612,165.03979891076665
VICR,7,98.22,VICR,6,complete,,False,96.64851277754504,68.05613741097612,164.70465018852116
IRD,7,98.18,IRD,6,complete,,False,96.56472559698366,68.05613741097612,164.62086300795977
OVID,7,98.13,OVID,6,complete,,False,96.48093841642229,68.05613741097612,164.5370758273984
TSEM,7,97.98,TSEM,6,complete,,False,95.93632174277336,68.05613741097612,163.99245915374948
DALN,7,97.93,DALN,6,soft_unavailable,ineligible:metadata_not_found,True,95.76874738165061,68.05613741097612,163.82488479262673
ENLT,7,97.74,ENLT,6,complete,,False,95.4335986594051,68.05613741097612,163.48973607038124
EVOK,7,97.73,EVOK,6,soft_unavailable,ineligible:metadata_not_found,True,95.39170506912443,68.05613741097612,163.44784248010055
VIGL,7,97.61,VIGL,6,soft_unavailable,ineligible:metadata_not_found,True,95.1403435274403,68.05613741097612,163.1964809384164
ANAB,7,97.56,ANAB,6,complete,,False,95.03560955173859,68.05613741097612,163.0917469627147
DLLL,7,97.54,DLLL,6,soft_unavailable,ineligible:etf,True,94.93087557603687,68.05613741097612,162.98701298701297
GNOM,7,97.47,GNOM,6,soft_unavailable,ineligible:etf,True,94.8051948051948,68.05613741097612,162.86133221617092
WEAT,7,97.44,WEAT,6,soft_unavailable,ineligible:etf,True,94.76330121491412,68.05613741097612,162.81943862589026
PHLT,7,97.36,PHLT,6,soft_unavailable,ineligible:metadata_not_found,True,94.67951403435274,68.05613741097612,162.73565144532887
CLSM,7,97.27,CLSM,6,soft_unavailable,ineligible:etf,True,94.63762044407206,68.05613741097612,162.69375785504818
SATX,7,97.17,SATX,6,soft_unavailable,ineligible:metadata_not_found,True,94.55383326351068,68.05613741097612,162.60997067448682
SPHR,7,96.98,SPHR,6,complete,,False,94.26057813154587,68.05613741097612,162.316715542522
GMRE,7,96.96,GMRE,6,soft_unavailable,ineligible:ineligible,True,94.21868454126519,68.05613741097612,162.27482195224133
DIST,7,96.95,DIST,6,soft_unavailable,ineligible:metadata_not_found,True,94.1767909509845,68.05613741097612,162.2329283619606
FIX,7,96.79,FIX,6,complete,,False,93.75785504817763,68.05613741097612,161.81399245915375
RVRC,7,96.72,,6,soft_unavailable,financial data unavailable,True,93.52744030163385,68.05613741097612,161.58357771260995
PUMP,7,96.58,PUMP,6,complete,,False,93.25513196480938,68.05613741097612,161.3112693757855
MGRM,7,96.55,,6,soft_unavailable,financial data unavailable,True,93.171344784248,68.05613741097612,161.22748219522413
RNRG,7,96.27,RNRG,6,soft_unavailable,ineligible:etf,True,92.62672811059907,68.05613741097612,160.6828655215752
VRNA,7,96.26,VRNA,6,soft_unavailable,ineligible:metadata_not_found,True,92.5848345203184,68.05613741097612,160.64097193129453
TSMU,7,96.24,TSMU,6,soft_unavailable,ineligible:etf,True,92.50104733975701,68.05613741097612,160.55718475073314
MKSI,7,96.23,MKSI,6,complete,,False,92.45915374947633,68.05613741097612,160.51529116045245
TSMX,7,96.14,TSMX,6,soft_unavailable,ineligible:etf,True,92.20779220779221,68.05613741097612,160.26392961876832
UI,7,96.05,UI,6,complete,,False,92.04021784666946,68.05613741097612,160.0963552576456
ELA,7,96.03,ELA,6,complete,,False,91.95643066610808,68.05613741097612,160.0125680770842
TSMG,7,95.94,TSMG,6,soft_unavailable,ineligible:etf,True,91.78885630498533,68.05613741097612,159.84499371596144
SOHO,7,95.82,SOHO,6,soft_unavailable,ineligible:metadata_not_found,True,91.45370758273984,68.05613741097612,159.50984499371594
MNMD,7,95.58,MNMD,6,soft_unavailable,ineligible:metadata_not_found,True,90.9509844993716,68.05613741097612,159.00712191034773
BKSY,7,95.55,BKSY,6,complete,,False,90.82530372852953,68.05613741097612,158.88144113950565
GOOX,7,95.54,GOOX,6,soft_unavailable,ineligible:etf,True,90.78341013824884,68.05613741097612,158.83954754922496
GGLL,7,95.52,GGLL,6,soft_unavailable,ineligible:etf,True,90.69962295768748,68.05613741097612,158.7557603686636
CGON,7,95.49,CGON,6,complete,,False,90.57394218684541,68.05613741097612,158.63007959782152
FARO,7,95.44,FARO,6,soft_unavailable,ineligible:metadata_not_found,True,90.44826141600335,68.05613741097612,158.50439882697947
ICAD,7,95.37,ICAD,6,soft_unavailable,ineligible:metadata_not_found,True,90.19689987431923,68.05613741097612,158.25303728529536
SIMO,7,95.36,SIMO,6,complete,,False,90.15500628403854,68.05613741097612,158.21114369501464
PSI,7,95.34,PSI,6,soft_unavailable,ineligible:etf,True,90.11311269375786,68.05613741097612,158.16925010473398
ASMG,7,95.29,ASMG,6,soft_unavailable,ineligible:etf,True,89.94553833263511,68.05613741097612,158.00167574361123
LABU,7,95.27,LABU,6,soft_unavailable,ineligible:etf,True,89.90364474235442,68.05613741097612,157.95978215333054
SVM,7,95.26,SVM,6,complete,,False,89.86175115207374,68.05613741097612,157.91788856304987
UCO,7,95.21,UCO,6,soft_unavailable,ineligible:etf,True,89.71512358609132,68.05613741097612,157.77126099706743
HIBL,7,95.03,HIBL,6,soft_unavailable,ineligible:etf,True,89.06577293674069,68.05613741097612,157.1219103477168
QD,7,95.01,QD,6,soft_unavailable,ineligible:metadata_not_found,True,89.02387934645999,68.05613741097612,157.0800167574361
FTXL,7,94.83,FTXL,6,soft_unavailable,ineligible:etf,True,88.56304985337243,68.05613741097612,156.61918726434857
STHH,7,94.82,STHH,6,soft_unavailable,ineligible:etf,True,88.52115626309175,68.05613741097612,156.57729367406787
TPC,7,94.64,TPC,6,complete,,False,88.14411395056555,68.05613741097612,156.2002513615417
CFSB,7,94.41,CFSB,6,soft_unavailable,ineligible:metadata_not_found,True,87.55760368663594,68.05613741097612,155.61374109761206
ADTN,7,94.4,ADTN,6,complete,,False,87.51571009635526,68.05613741097612,155.57184750733137
EWY,7,94.37,EWY,6,soft_unavailable,ineligible:etf,True,87.43192291579388,68.05613741097612,155.48806032676998
CHPS,7,94.26,CHPS,6,soft_unavailable,ineligible:etf,True,87.18056137410977,68.05613741097612,155.23669878508588
TIGO,7,94.24,TIGO,6,complete,,False,87.13866778382908,68.05613741097612,155.1948051948052
USO,7,94.2,USO,6,soft_unavailable,ineligible:etf,True,87.01298701298701,68.05613741097612,155.06912442396313
KGS,7,94.19,KGS,6,complete,,False,86.97109342270633,68.05613741097612,155.02723083368244
EZPW,7,94.07,EZPW,6,complete,,False,86.67783829074152,68.05613741097612,154.73397570171764
HYDR,7,94.06,HYDR,6,soft_unavailable,ineligible:etf,True,86.63594470046083,68.05613741097612,154.69208211143695
AIS,7,94.01,AIS,6,soft_unavailable,ineligible:etf,True,86.51026392961877,68.05613741097612,154.5664013405949
RPTX,7,94.0,RPTX,6,soft_unavailable,ineligible:metadata_not_found,True,86.46837033933808,68.05613741097612,154.5245077503142
GREEL,7,93.97,,6,soft_unavailable,financial data unavailable,True,86.3845831587767,68.05613741097612,154.44072056975284
SSRM,7,93.94,SSRM,6,complete,,False,86.25890238793464,68.05613741097612,154.31503979891076
AAUC,7,93.88,AAUC,6,complete,,False,86.13322161709259,68.05613741097612,154.1893590280687
ATRO,7,93.87,ATRO,6,complete,,False,86.0913280268119,68.05613741097612,154.14746543778801
FLKR,7,93.84,FLKR,6,soft_unavailable,ineligible:etf,True,85.96564725596984,68.05613741097612,154.02178466694596
BNO,7,93.69,BNO,6,soft_unavailable,ineligible:etf,True,85.58860494344366,68.05613741097612,153.64474235441978
THTX,7,93.68,,6,soft_unavailable,financial data unavailable,True,85.54671135316296,68.05613741097612,153.60284876413908
VERV,7,93.59,VERV,6,soft_unavailable,ineligible:metadata_not_found,True,85.25345622119815,68.05613741097612,153.30959363217426
YOU,7,93.56,YOU,6,complete,,False,85.16966904063679,68.05613741097612,153.22580645161293
ENS,7,93.53,ENS,6,complete,,False,85.10682865521575,68.05613741097612,153.16296606619187
UGA,7,93.52,UGA,6,soft_unavailable,ineligible:etf,True,85.04398826979472,68.05613741097612,153.10012568077084
MKOR,7,93.51,MKOR,6,soft_unavailable,ineligible:etf,True,85.00209467951404,68.05613741097612,153.05823209049015
COOP,7,93.46,COOP,6,soft_unavailable,ineligible:metadata_not_found,True,84.87641390867198,68.05613741097612,152.9325513196481
FIVE,7,93.42,FIVE,6,complete,,False,84.75073313782991,68.05613741097612,152.80687054880605
VRA,7,93.41,VRA,6,complete,,False,84.70883954754922,68.05613741097612,152.76497695852532
SOXX,7,93.35,SOXX,6,soft_unavailable,ineligible:etf,True,84.58315877670717,68.05613741097612,152.63929618768327
AVDL,7,93.27,AVDL,6,soft_unavailable,ineligible:metadata_not_found,True,84.49937159614579,68.05613741097612,152.5555090071219
CKPT,7,93.18,CKPT,6,soft_unavailable,ineligible:metadata_not_found,True,84.28990364474235,68.05613741097612,152.34604105571847
ILIT,7,93.09,ILIT,6,soft_unavailable,ineligible:etf,True,84.1223292836196,68.05613741097612,152.17846669459573
SOXQ,7,93.06,SOXQ,6,soft_unavailable,ineligible:etf,True,83.99664851277755,68.05613741097612,152.05278592375367
PTEN,7,93.03,PTEN,6,complete,,False,83.89191453707583,68.05613741097612,151.94805194805195
LITP,7,92.9,LITP,6,soft_unavailable,ineligible:etf,True,83.53581901968998,68.05613741097612,151.5919564306661
XSD,7,92.85,XSD,6,soft_unavailable,ineligible:etf,True,83.41013824884793,68.05613741097612,151.46627565982405
KVHI,7,92.79,KVHI,6,complete,,False,83.24256388772517,68.05613741097612,151.2987012987013
SLAB,7,92.69,SLAB,6,complete,,False,82.9702555509007,68.05613741097612,151.0263929618768
XTL,7,92.69,XTL,6,soft_unavailable,ineligible:etf,True,82.9702555509007,68.05613741097612,151.0263929618768
INDV,7,92.59,INDV,6,complete,,False,82.65605362379556,68.05613741097612,150.71219103477168
EMX,7,92.49,EMX,6,soft_unavailable,ineligible:metadata_not_found,True,82.23711772098868,68.05613741097612,150.2932551319648
BBC,7,92.42,BBC,6,soft_unavailable,ineligible:etf,True,82.06954335986593,68.05613741097612,150.12568077084205
BRZU,7,92.4,BRZU,6,soft_unavailable,ineligible:etf,True,81.98575617930457,68.05613741097612,150.0418935902807
UBR,7,92.39,UBR,6,soft_unavailable,ineligible:etf,True,81.94386258902388,68.05613741097612,150.0
EDC,7,92.35,EDC,6,soft_unavailable,ineligible:etf,True,81.81818181818183,68.05613741097612,149.87431922915795
SMH,7,92.33,SMH,6,soft_unavailable,ineligible:etf,True,81.77628822790113,68.05613741097612,149.83242563887725
DBE,7,92.32,DBE,6,soft_unavailable,ineligible:etf,True,81.73439463762044,68.05613741097612,149.79053204859656
GUSH,7,92.31,GUSH,6,soft_unavailable,ineligible:etf,True,81.69250104733976,68.05613741097612,149.7486384583159
SHOC,7,92.3,SHOC,6,soft_unavailable,ineligible:etf,True,81.65060745705907,68.05613741097612,149.70674486803517
GIFI,7,92.29,GIFI,6,soft_unavailable,ineligible:metadata_not_found,True,81.60871386677839,68.05613741097612,149.6648512777545
XES,7,92.28,XES,6,soft_unavailable,ineligible:etf,True,81.5668202764977,68.05613741097612,149.62295768747381
FOLD,7,92.18,FOLD,6,complete,,False,81.29451193967323,68.05613741097612,149.35064935064935
RILYZ,7,92.17,,6,soft_unavailable,financial data unavailable,True,81.23167155425219,68.05613741097612,149.2878089652283
AMRK,7,92.08,AMRK,6,soft_unavailable,ineligible:metadata_not_found,True,81.02220360284876,68.05613741097612,149.07834101382488
SNEX,7,92.05,SNEX,6,complete,,False,80.93841642228739,68.05613741097612,148.99455383326352
RILYT,7,91.96,,6,soft_unavailable,financial data unavailable,True,80.68705488060327,68.05613741097612,148.7431922915794
VMEO,7,91.9,VMEO,6,soft_unavailable,ineligible:metadata_not_found,True,80.51948051948052,68.05613741097612,148.57561793045664
LIMI,7,91.77,LIMI,6,soft_unavailable,ineligible:etf,True,80.22622538751571,68.05613741097612,148.28236279849182
VXRT,7,91.75,VXRT,6,complete,,False,80.14243820695434,68.05613741097612,148.19857561793046
SAND,7,91.71,SAND,6,soft_unavailable,ineligible:metadata_not_found,True,80.05865102639295,68.05613741097612,148.11478843736907
ION,7,91.57,ION,6,soft_unavailable,ineligible:etf,True,79.80728948470885,68.05613741097612,147.86342689568497
GNFT,7,91.55,GNFT,6,soft_unavailable,ineligible:metadata_not_found,True,79.72350230414746,68.05613741097612,147.77963971512358
DBO,7,91.54,DBO,6,soft_unavailable,ineligible:etf,True,79.68160871386678,68.05613741097612,147.7377461248429
ESP,7,91.52,ESP,6,complete,,False,79.6397151235861,68.05613741097612,147.69585253456222
OIH,7,91.36,OIH,6,soft_unavailable,ineligible:etf,True,79.26267281105991,68.05613741097612,147.31881022203603
LIT,7,91.34,LIT,6,soft_unavailable,ineligible:etf,True,79.1579388353582,68.05613741097612,147.21407624633432
DGII,7,91.33,DGII,6,complete,,False,79.09509844993717,68.05613741097612,147.1512358609133
BWAY,7,91.23,BWAY,6,complete,,False,78.80184331797236,68.05613741097612,146.85798072894846
PILL,7,91.18,PILL,6,soft_unavailable,ineligible:etf,True,78.63426895684961,68.05613741097612,146.69040636782574
RDUS,7,91.15,RDUS,6,soft_unavailable,ineligible:metadata_not_found,True,78.59237536656892,68.05613741097612,146.64851277754502
PXJ,7,91.13,PXJ,6,soft_unavailable,ineligible:etf,True,78.50858818600754,68.05613741097612,146.56472559698366
REMX,7,91.11,REMX,6,soft_unavailable,ineligible:etf,True,78.42480100544617,68.05613741097612,146.4809384164223
SMHX,7,91.06,SMHX,6,soft_unavailable,ineligible:etf,True,78.25722664432342,68.05613741097612,146.31336405529953
EMEQ,7,91.02,EMEQ,6,soft_unavailable,ineligible:etf,True,78.13154587348136,68.05613741097612,146.18768328445748
TINY,7,90.82,TINY,6,soft_unavailable,ineligible:etf,True,77.46124842899036,68.05613741097612,145.5173858399665
IBAT,7,90.8,IBAT,6,soft_unavailable,ineligible:etf,True,77.41935483870968,68.05613741097612,145.4754922496858
NPKI,7,90.79,NPKI,6,complete,,False,77.37746124842899,68.05613741097612,145.4335986594051
PTF,7,90.77,PTF,6,soft_unavailable,ineligible:etf,True,77.29367406786761,68.05613741097612,145.34981147884372
