symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
ADEA,True,True,True,True,True,True,True,True,330,18441597.746546745,0.0310332302587558,7,22.790000915527344,1235722.0,2026-03-13,91.5,SPY,True,True,7,91.5,ADEA,8,complete,,False,62.5,96.875,159.375,15
ADCT,True,True,True,True,True,True,True,True,330,3340945.461253643,0.1706827111198903,7,4.130000114440918,815361.0,2026-03-13,87.58,SPY,True,False,7,87.58,ADCT,8,complete,,False,50.0,96.875,146.875,15
ADAG,True,True,True,True,True,True,True,True,330,212862.9975318909,0.0980563184359991,7,4.130000114440918,387899.0,2026-03-13,96.08,SPY,True,True,7,96.08,ADAG,7,complete,,False,87.5,87.5,175.0,14
AAOI,True,True,True,True,True,True,True,True,330,1038915278.5869598,0.2493021671951906,7,96.80999755859376,14779618.0,2026-03-13,97.39,SPY,True,False,7,97.39,AAOI,6,complete,,False,100.0,68.75,168.75,13
AAUC,True,True,True,True,True,True,True,True,330,11596524.339008331,0.0134040582288293,7,31.64999961853028,413100.0,2026-03-11,95.42,SPY,True,True,7,95.42,AAUC,6,complete,,False,81.25,68.75,150.0,13
AAAU,True,True,True,True,True,True,True,True,330,131189281.3539505,0.0654358997672414,7,51.130001068115234,1304800.0,2026-03-11,90.2,SPY,True,True,7,90.2,AAAU,6,soft_unavailable,ineligible:etf,True,56.25,68.75,125.0,13
ADTN,True,True,True,True,True,True,True,True,330,12243398.91242981,0.0774775298014623,7,10.239999771118164,842200.0,2026-03-11,76.47,SPY,True,True,7,76.47,ADTN,6,complete,,False,12.5,68.75,81.25,13
ABEQ,True,True,True,True,True,True,True,True,330,510878.9833068848,0.0354291895900646,7,38.65999984741211,98700.0,2026-03-11,71.24,SPY,True,True,7,71.24,ABEQ,6,soft_unavailable,ineligible:etf,True,6.25,68.75,75.0,13
ABUS,True,True,True,True,True,True,True,True,330,8002807.65132904,0.0745098277542605,7,4.71999979019165,1510100.0,2026-03-11,80.39,SPY,True,True,7,80.39,ABUS,5,complete,,False,18.75,50.0,68.75,12
AA,True,True,True,True,True,True,True,True,330,417294847.1956253,0.0703216559355071,7,63.59000015258789,5743317.0,2026-03-13,93.46,SPY,True,True,7,93.46,AA,4,complete,,False,75.0,37.5,112.5,11
ADI,True,True,True,True,True,True,True,True,330,1510173667.3706057,0.1210903345489391,7,319.2200012207031,2575600.0,2026-03-11,85.62,SPY,True,True,7,85.62,ADI,4,complete,,False,37.5,37.5,75.0,11
ABEV,True,True,True,True,True,True,True,True,330,61233796.61927223,0.0771604936000432,7,2.990000009536743,19391800.0,2026-03-11,82.35,SPY,True,True,7,82.35,ABEV,4,complete,,False,25.0,37.5,62.5,11
ADM,True,True,True,True,True,True,True,True,330,212035496.69799805,0.0236027921182518,7,71.9800033569336,3630693.0,2026-03-13,86.27,SPY,True,True,7,86.27,ADM,3,complete,,False,43.75,21.875,65.625,10
ABX,True,True,True,True,True,True,True,True,753,6616421.243143082,0.1476032584431182,7,8.979999542236328,875558.0,2026-03-20,83.01,SPY,True,True,7,83.01,ABX,3,complete,,False,31.25,21.875,53.125,10
ABOS,True,True,True,True,True,True,True,True,330,764394.4785833359,0.0643776572246084,7,3.2699999809265137,392845.0,2026-03-13,96.73,SPY,True,True,7,96.73,ABOS,2,complete,,False,93.75,12.5,106.25,9
ACLX,True,True,True,True,True,True,True,True,330,148274998.96316525,0.0038327737779576,7,114.36000061035156,904000.0,2026-03-11,92.16,SPY,True,True,7,92.16,ACLX,1,complete,,False,68.75,6.25,75.0,8
