symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,met_count,close,volume,date,rs_score,rs_benchmark,cond8,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
APEI,True,True,True,True,True,True,True,8,45.7400016784668,187600.0,2026-03-11,91.31,SPY,True,8,91.31,APEI,6,False,46.84343434343434,80.68181818181817,127.52525252525253,14
KDEF,True,True,True,True,True,True,True,8,60.0,140600.0,2026-03-11,91.16,SPY,True,8,91.16,,6,False,45.39141414141415,80.68181818181817,126.07323232323232,14
GOAU,True,True,True,True,True,True,True,8,49.54999923706055,22700.0,2026-03-11,91.03,SPY,True,8,91.03,,6,False,44.31818181818182,80.68181818181817,125.0,14
ROKT,True,True,True,True,True,True,True,8,102.66999816894533,12200.0,2026-03-11,90.99,SPY,True,8,90.99,,6,False,44.06565656565656,80.68181818181817,124.74747474747474,14
BODI,True,True,True,True,True,True,True,8,10.90999984741211,257200.0,2026-03-11,90.94,SPY,True,8,90.94,BODI,6,False,43.686868686868685,80.68181818181817,124.36868686868686,14
OR,True,True,True,True,True,True,True,8,42.97999954223633,1038600.0,2026-03-11,90.89,SPY,True,8,90.89,OR,6,False,43.43434343434344,80.68181818181817,124.1161616161616,14
UFO,True,True,True,True,True,True,True,8,45.40999984741211,275800.0,2026-03-11,90.88,SPY,True,8,90.88,,6,False,43.30808080808081,80.68181818181817,123.989898989899,14
BNO,True,True,True,True,True,True,True,8,44.040000915527344,8849300.0,2026-03-11,90.83,SPY,True,8,90.83,,6,False,43.05555555555556,80.68181818181817,123.73737373737372,14
HEES,True,True,True,True,True,True,True,8,94.63999938964844,0.0,2025-06-02,90.79,SPY,True,8,90.79,,6,False,42.80303030303031,80.68181818181817,123.48484848484848,14
CHPS,True,True,True,True,True,True,True,8,55.790000915527344,14400.0,2026-03-11,90.75,SPY,True,8,90.75,,6,False,42.29797979797979,80.68181818181817,122.97979797979797,14
DOOO,True,True,True,True,True,True,True,8,75.75,154012.0,2026-01-20,90.73,SPY,True,8,90.73,,6,False,42.17171717171717,80.68181818181817,122.85353535353534,14
OPOF,True,True,True,True,True,True,True,8,40.63999938964844,22800.0,2025-08-19,90.7,SPY,True,8,90.7,,6,False,41.91919191919192,80.68181818181817,122.60101010101008,14
LENS,True,True,True,True,True,True,True,8,47.0890007019043,2500.0,2026-03-11,90.67,SPY,True,8,90.67,,6,False,41.792929292929294,80.68181818181817,122.47474747474746,14
RILYG,True,True,True,True,True,True,True,8,22.700000762939453,4700.0,2026-03-11,90.66,SPY,True,8,90.66,,6,False,41.66666666666667,80.68181818181817,122.34848484848484,14
XTL,True,True,True,True,True,True,True,8,191.42999267578125,19300.0,2026-03-11,90.63,SPY,True,8,90.63,,6,False,41.54040404040404,80.68181818181817,122.2222222222222,14
GUSH,True,True,True,True,True,True,True,8,36.290000915527344,2253900.0,2026-03-11,90.62,SPY,True,8,90.62,,6,False,41.41414141414141,80.68181818181817,122.09595959595958,14
HYDR,True,True,True,True,True,True,True,8,39.51300048828125,9000.0,2026-03-11,90.59,SPY,True,8,90.59,,6,False,41.16161616161616,80.68181818181817,121.84343434343432,14
LIT,True,True,True,True,True,True,True,8,72.98999786376953,162200.0,2026-03-11,90.58,SPY,True,8,90.58,,6,False,41.035353535353536,80.68181818181817,121.71717171717172,14
FOSLL,True,True,True,True,True,True,True,8,22.51000022888184,23100.0,2025-08-19,90.56,SPY,True,8,90.56,,6,False,40.909090909090914,80.68181818181817,121.5909090909091,14
XES,True,True,True,True,True,True,True,8,112.20999908447266,105800.0,2026-03-11,90.47,SPY,True,8,90.47,,6,False,40.4040404040404,80.68181818181817,121.08585858585856,14
NVAX,True,True,True,True,True,True,True,8,10.800000190734863,5178900.0,2026-03-11,90.39,SPY,True,8,90.39,NVAX,6,False,39.77272727272727,80.68181818181817,120.45454545454544,14
SLAB,True,True,True,True,True,True,True,8,201.6999969482422,550200.0,2026-03-11,90.36,SPY,True,8,90.36,SLAB,6,False,39.52020202020202,80.68181818181817,120.2020202020202,14
AIS,True,True,True,True,True,True,True,8,44.7599983215332,98500.0,2026-03-11,90.23,SPY,True,8,90.23,,6,False,38.51010101010101,80.68181818181817,119.19191919191918,14
DBP,True,True,True,True,True,True,True,8,122.91000366210938,5800.0,2026-03-11,90.15,SPY,True,8,90.15,,6,False,37.94191919191919,80.68181818181817,118.62373737373736,14
FTXL,True,True,True,True,True,True,True,8,152.00999450683594,103600.0,2026-03-11,90.12,SPY,True,8,90.12,,6,False,37.5,80.68181818181817,118.18181818181816,14
EMEQ,True,True,True,True,True,True,True,8,47.93999862670898,78500.0,2026-03-11,90.08,SPY,True,8,90.08,,6,False,37.24747474747475,80.68181818181817,117.92929292929291,14
PSI,True,True,True,True,True,True,True,8,95.0,161000.0,2026-03-11,90.0,SPY,True,8,90.0,,6,False,36.61616161616162,80.68181818181817,117.2979797979798,14
RILYN,True,True,True,True,True,True,True,8,23.770000457763672,10200.0,2026-03-11,89.82,SPY,True,8,89.82,,6,False,35.60606060606061,80.68181818181817,116.28787878787878,14
ODP,True,True,True,True,True,True,True,8,28.0,0.0,2025-12-17,89.79,SPY,True,8,89.79,,6,False,35.47979797979798,80.68181818181817,116.16161616161617,14
PXJ,True,True,True,True,True,True,True,8,40.09999847412109,16100.0,2026-03-11,89.62,SPY,True,8,89.62,,6,False,34.5959595959596,80.68181818181817,115.27777777777776,14
MG,True,True,True,True,True,True,True,8,14.4399995803833,220100.0,2026-03-11,89.55,SPY,True,8,89.55,MG,6,False,33.83838383838384,80.68181818181817,114.52020202020202,14
BDRY,True,True,True,True,True,True,True,8,10.699999809265137,245800.0,2026-03-11,89.54,SPY,True,8,89.54,,6,False,33.71212121212121,80.68181818181817,114.39393939393938,14
IAUM,True,True,True,True,True,True,True,8,51.66999816894531,2227300.0,2026-03-11,89.34,SPY,True,8,89.34,,6,False,32.44949494949495,80.68181818181817,113.13131313131312,14
GLDM,True,True,True,True,True,True,True,8,102.58999633789062,2808700.0,2026-03-11,89.32,SPY,True,8,89.32,,6,False,32.196969696969695,80.68181818181817,112.87878787878788,14
SGOL,True,True,True,True,True,True,True,8,49.38999938964844,2539200.0,2026-03-11,89.3,SPY,True,8,89.3,,6,False,31.944444444444443,80.68181818181817,112.62626262626262,14
BAR,True,True,True,True,True,True,True,8,51.060001373291016,207000.0,2026-03-11,89.28,SPY,True,8,89.28,,6,False,31.818181818181817,80.68181818181817,112.5,14
AAAU,True,True,True,True,True,True,True,8,51.130001068115234,1304800.0,2026-03-11,89.27,SPY,True,8,89.27,,6,False,31.691919191919197,80.68181818181817,112.37373737373736,14
OUNZ,True,True,True,True,True,True,True,8,49.86000061035156,617600.0,2026-03-11,89.24,SPY,True,8,89.24,,6,False,31.313131313131315,80.68181818181817,111.99494949494948,14
IAU,True,True,True,True,True,True,True,8,97.5500030517578,5130300.0,2026-03-11,89.23,SPY,True,8,89.23,,6,False,31.186868686868685,80.68181818181817,111.86868686868686,14
OLO,True,True,True,True,True,True,True,8,10.220000267028809,6080900.0,2025-08-19,89.21,SPY,True,8,89.21,,6,False,31.060606060606062,80.68181818181817,111.74242424242424,14
GLD,True,True,True,True,True,True,True,8,476.239990234375,7463300.0,2026-03-11,89.18,SPY,True,8,89.18,,6,False,30.80808080808081,80.68181818181817,111.48989898989898,14
FGDL,True,True,True,True,True,True,True,8,68.94000244140625,37900.0,2026-03-11,89.13,SPY,True,8,89.13,,6,False,30.303030303030305,80.68181818181817,110.98484848484848,14
DBE,True,True,True,True,True,True,True,8,26.790000915527344,33300.0,2026-03-11,89.01,SPY,True,8,89.01,,6,False,29.166666666666668,80.68181818181817,109.84848484848484,14
OIH,True,True,True,True,True,True,True,8,385.0199890136719,305900.0,2026-03-11,88.96,SPY,True,8,88.96,,6,False,28.66161616161616,80.68181818181817,109.34343434343432,14
UGA,True,True,True,True,True,True,True,8,89.29000091552734,38000.0,2026-03-11,88.87,SPY,True,8,88.87,,6,False,28.030303030303028,80.68181818181817,108.7121212121212,14
MGNR,True,True,True,True,True,True,True,8,51.4900016784668,61100.0,2026-03-11,88.77,SPY,True,8,88.77,,6,False,27.146464646464647,80.68181818181817,107.82828282828282,14
GDE,True,True,True,True,True,True,True,8,71.44999694824219,69300.0,2026-03-11,88.73,SPY,True,8,88.73,,6,False,26.767676767676768,80.68181818181817,107.44949494949496,14
BATT,True,True,True,True,True,True,True,8,15.350000381469728,64000.0,2026-03-11,88.72,SPY,True,8,88.72,,6,False,26.641414141414145,80.68181818181817,107.32323232323232,14
ZSB,True,True,True,True,True,True,True,8,22.79899978637696,3200.0,2026-03-11,88.68,SPY,True,8,88.68,,6,False,26.38888888888889,80.68181818181817,107.07070707070706,14
IEZ,True,True,True,True,True,True,True,8,27.809999465942383,278600.0,2026-03-11,88.58,SPY,True,8,88.58,,6,False,25.88383838383838,80.68181818181817,106.56565656565655,14
YXI,True,True,True,True,True,True,True,8,21.56999969482422,600.0,2026-03-11,88.53,SPY,True,8,88.53,,6,False,25.5050505050505,80.68181818181817,106.18686868686868,14
YGLD,True,True,True,True,True,True,True,8,50.619998931884766,31400.0,2026-03-11,88.47,SPY,True,8,88.47,,6,False,25.0,80.68181818181817,105.68181818181816,14
NGS,True,True,True,True,True,True,True,8,38.13999938964844,54700.0,2026-03-11,88.45,SPY,True,8,88.45,NGS,6,False,24.747474747474747,80.68181818181817,105.42929292929291,14
MAG,True,True,True,True,True,True,True,8,22.479999542236328,1339000.0,2025-08-19,88.44,SPY,True,8,88.44,,6,False,24.62121212121212,80.68181818181817,105.3030303030303,14
FTHF,True,True,True,True,True,True,True,8,38.79499816894531,17400.0,2026-03-11,88.42,SPY,True,8,88.42,,6,False,24.36868686868687,80.68181818181817,105.05050505050504,14
TAN,True,True,True,True,True,True,True,8,55.72999954223633,1118900.0,2026-03-11,88.38,SPY,True,8,88.38,,6,False,24.116161616161616,80.68181818181817,104.7979797979798,14
X,True,True,True,True,True,True,True,8,52.18999862670898,22740100.0,2025-06-13,88.33,SPY,True,8,88.33,,6,False,23.737373737373737,80.68181818181817,104.41919191919192,14
CCNR,True,True,True,True,True,True,True,8,39.321998596191406,3600.0,2026-03-11,88.21,SPY,True,8,88.21,,6,False,23.232323232323232,80.68181818181817,103.9141414141414,14
PICK,True,True,True,True,True,True,True,8,58.77999877929688,291200.0,2026-03-11,88.17,SPY,True,8,88.17,,6,False,22.97979797979798,80.68181818181817,103.66161616161617,14
EMDM,True,True,True,True,True,True,True,8,36.374000549316406,3600.0,2026-03-11,88.04,SPY,True,8,88.04,,6,False,22.095959595959595,80.68181818181817,102.77777777777776,14
EME,True,True,True,True,True,True,True,8,720.1799926757812,354400.0,2026-03-11,88.01,SPY,True,8,88.01,EME,6,False,21.843434343434343,80.68181818181817,102.52525252525253,14
CHN,True,True,True,True,True,True,True,8,16.469999313354492,18500.0,2025-08-19,88.0,SPY,True,8,88.0,,6,False,21.71717171717172,80.68181818181817,102.3989898989899,14
SMH,True,True,True,True,True,True,True,8,401.0299987792969,6007700.0,2026-03-11,87.94,SPY,True,8,87.94,,6,False,21.085858585858585,80.68181818181817,101.76767676767676,14
BPMC,True,True,True,True,True,True,True,8,129.4600067138672,0.0,2025-07-18,87.77,SPY,True,8,87.77,,6,False,19.94949494949495,80.68181818181817,100.63131313131312,14
DGII,True,True,True,True,True,True,True,8,50.5,161400.0,2026-03-11,87.76,SPY,True,8,87.76,DGII,6,False,19.82323232323232,80.68181818181817,100.50505050505048,14
CRAK,True,True,True,True,True,True,True,8,47.11000061035156,84900.0,2026-03-11,87.67,SPY,True,8,87.67,,6,False,19.19191919191919,80.68181818181817,99.87373737373736,14
NANR,True,True,True,True,True,True,True,8,82.7300033569336,34600.0,2026-03-11,87.61,SPY,True,8,87.61,,6,False,18.939393939393938,80.68181818181817,99.62121212121212,14
XAR,True,True,True,True,True,True,True,8,277.45001220703125,212500.0,2026-03-11,87.57,SPY,True,8,87.57,,6,False,18.81313131313131,80.68181818181817,99.49494949494948,14
SOXX,True,True,True,True,True,True,True,8,342.0899963378906,6182600.0,2026-03-11,87.53,SPY,True,8,87.53,,6,False,18.434343434343432,80.68181818181817,99.1161616161616,14
TINY,True,True,True,True,True,True,True,8,63.23500061035156,1100.0,2026-03-11,87.52,SPY,True,8,87.52,,6,False,18.30808080808081,80.68181818181817,98.989898989899,14
PSCE,True,True,True,True,True,True,True,8,57.61000061035156,26200.0,2026-03-11,87.45,SPY,True,8,87.45,,6,False,18.055555555555557,80.68181818181817,98.73737373737372,14
ERJ,True,True,True,True,True,True,True,8,56.02999877929688,1165600.0,2025-08-19,87.27,SPY,True,8,87.27,,6,False,17.045454545454543,80.68181818181817,97.72727272727272,14
SHOC,True,True,True,True,True,True,True,8,75.72000122070312,12300.0,2026-03-11,87.26,SPY,True,8,87.26,,6,False,16.91919191919192,80.68181818181817,97.60101010101008,14
FXP,True,True,True,True,True,True,True,8,20.049999237060547,2500.0,2026-03-11,87.21,SPY,True,8,87.21,,6,False,16.54040404040404,80.68181818181817,97.2222222222222,14
SOXQ,True,True,True,True,True,True,True,8,62.31999969482422,782700.0,2026-03-11,87.17,SPY,True,8,87.17,,6,False,16.161616161616163,80.68181818181817,96.84343434343434,14
SBIO,True,True,True,True,True,True,True,8,51.70000076293945,13500.0,2026-03-11,87.14,SPY,True,8,87.14,,6,False,15.909090909090908,80.68181818181817,96.59090909090908,14
SPTN,True,True,True,True,True,True,True,8,26.600000381469727,1136500.0,2025-08-19,87.08,SPY,True,8,87.08,,6,False,15.404040404040405,80.68181818181817,96.08585858585856,14
OPPJ,True,True,True,True,True,True,True,8,54.25,119000.0,2026-03-11,87.05,SPY,True,8,87.05,,6,False,15.151515151515152,80.68181818181817,95.83333333333331,14
DXJS,True,True,True,True,True,True,True,8,54.24629974365234,118959.0,2026-03-11,87.03,SPY,True,8,87.03,,6,False,14.898989898989898,80.68181818181817,95.58080808080808,14
TRGP,True,True,True,True,True,True,True,8,236.5200042724609,1278800.0,2026-03-11,86.99,SPY,True,8,86.99,TRGP,6,False,14.646464646464649,80.68181818181817,95.32828282828282,14
DARP,True,True,True,True,True,True,True,8,50.08399963378906,6200.0,2026-03-11,86.68,SPY,True,8,86.68,,6,False,12.75252525252525,80.68181818181817,93.43434343434342,14
ASHS,True,True,True,True,True,True,True,8,44.16999816894531,8500.0,2026-03-11,86.61,SPY,True,8,86.61,,6,False,12.12121212121212,80.68181818181817,92.8030303030303,14
PWER,True,True,True,True,True,True,True,8,40.2239990234375,300.0,2026-03-11,86.56,SPY,True,8,86.56,,6,False,11.48989898989899,80.68181818181817,92.17171717171716,14
CNXT,True,True,True,True,True,True,True,8,46.65999984741211,18800.0,2026-03-11,86.46,SPY,True,8,86.46,,6,False,10.353535353535351,80.68181818181817,91.03535353535352,14
TGI,True,True,True,True,True,True,True,8,26.01000022888184,6088377.0,2025-07-24,86.44,SPY,True,8,86.44,,6,False,10.1010101010101,80.68181818181817,90.78282828282828,14
XXCH,True,True,True,True,True,True,True,8,32.70109939575195,0.0,2025-10-30,86.36,SPY,True,8,86.36,,6,False,9.722222222222223,80.68181818181817,90.4040404040404,14
WNS,True,True,True,True,True,True,True,8,75.1500015258789,447100.0,2025-08-19,86.35,SPY,True,8,86.35,,6,False,9.595959595959595,80.68181818181817,90.27777777777776,14
FRNW,True,True,True,True,True,True,True,8,22.790000915527344,32100.0,2026-03-11,86.34,SPY,True,8,86.34,,6,False,9.469696969696969,80.68181818181817,90.15151515151514,14
IBAT,True,True,True,True,True,True,True,8,33.99700164794922,8500.0,2026-03-11,86.26,SPY,True,8,86.26,,6,False,8.712121212121213,80.68181818181817,89.39393939393939,14
CSNR,True,True,True,True,True,True,True,8,36.68999862670898,18600.0,2026-03-11,86.22,SPY,True,8,86.22,,6,False,8.333333333333332,80.68181818181817,89.0151515151515,14
COAL,True,True,True,True,True,True,True,8,26.489999771118164,108900.0,2026-03-11,86.1,SPY,True,8,86.1,,6,False,7.7020202020202015,80.68181818181817,88.38383838383838,14
UTSL,True,True,True,True,True,True,True,8,49.68999862670898,123200.0,2026-03-11,86.05,SPY,True,8,86.05,,6,False,7.3232323232323235,80.68181818181817,88.00505050505049,14
GSG,True,True,True,True,True,True,True,8,29.88999938964844,1268900.0,2026-03-11,86.04,SPY,True,8,86.04,,6,False,7.196969696969697,80.68181818181817,87.87878787878788,14
KAR,True,True,True,True,True,True,True,8,30.11000061035156,838104.0,2026-01-16,85.99,SPY,True,8,85.99,,6,False,6.8181818181818175,80.68181818181817,87.49999999999999,14
VOLT,True,True,True,True,True,True,True,8,34.279998779296875,282400.0,2026-03-11,85.88,SPY,True,8,85.88,,6,False,6.186868686868687,80.68181818181817,86.86868686868686,14
BOAT,True,True,True,True,True,True,True,8,40.54999923706055,45700.0,2026-03-11,85.83,SPY,True,8,85.83,,6,False,6.0606060606060606,80.68181818181817,86.74242424242424,14
FCUS,True,True,True,True,True,True,True,8,36.61800003051758,17400.0,2026-03-11,85.82,SPY,True,8,85.82,,6,False,5.934343434343434,80.68181818181817,86.6161616161616,14
ATMC,True,True,True,True,True,True,True,8,15.600000381469728,0.0,2026-01-20,85.81,SPY,True,8,85.81,,6,False,5.808080808080808,80.68181818181817,86.48989898989898,14
FPA,True,True,True,True,True,True,True,8,46.15999984741211,6600.0,2026-03-11,85.72,SPY,True,8,85.72,,6,False,5.05050505050505,80.68181818181817,85.73232323232322,14
DJP,True,True,True,True,True,True,True,8,46.81999969482422,119500.0,2026-03-11,85.69,SPY,True,8,85.69,,6,False,4.797979797979798,80.68181818181817,85.47979797979797,14
BASE,True,True,True,True,True,True,True,8,24.34000015258789,1274800.0,2025-08-19,85.65,SPY,True,8,85.65,,6,False,4.671717171717172,80.68181818181817,85.35353535353535,14
FCA,True,True,True,True,True,True,True,8,33.52000045776367,153600.0,2026-03-11,85.6,SPY,True,8,85.6,,6,False,4.41919191919192,80.68181818181817,85.10101010101009,14
IGE,True,True,True,True,True,True,True,8,61.41999816894531,130600.0,2026-03-11,85.48,SPY,True,8,85.48,,6,False,4.040404040404041,80.68181818181817,84.72222222222221,14
SHLD,True,True,True,True,True,True,True,8,75.63999938964844,4575600.0,2026-03-11,85.47,SPY,True,8,85.47,,6,False,3.9141414141414144,80.68181818181817,84.59595959595958,14
HAP,True,True,True,True,True,True,True,8,71.70999908447266,21100.0,2026-03-11,85.46,SPY,True,8,85.46,,6,False,3.787878787878788,80.68181818181817,84.46969696969695,14
FTWO,True,True,True,True,True,True,True,8,46.97499847412109,20200.0,2026-03-11,85.42,SPY,True,8,85.42,,6,False,3.535353535353535,80.68181818181817,84.21717171717171,14
GHLD,True,True,True,True,True,True,True,8,20.01000022888184,151494.0,2025-11-26,85.38,SPY,True,8,85.38,,6,False,3.2828282828282838,80.68181818181817,83.96464646464645,14
DTCR,True,True,True,True,True,True,True,8,25.420000076293945,583100.0,2026-03-11,85.33,SPY,True,8,85.33,,6,False,2.7777777777777777,80.68181818181817,83.45959595959594,14
BRAZ,True,True,True,True,True,True,True,8,32.124000549316406,2400.0,2026-03-11,85.2,SPY,True,8,85.2,,6,False,2.0202020202020203,80.68181818181817,82.7020202020202,14
FAN,True,True,True,True,True,True,True,8,23.729999542236328,176200.0,2026-03-11,85.12,SPY,True,8,85.12,,6,False,1.2626262626262623,80.68181818181817,81.94444444444443,14
UXI,True,True,True,True,True,True,True,8,54.34000015258789,1900.0,2026-03-11,85.11,SPY,True,8,85.11,,6,False,1.1363636363636365,80.68181818181817,81.81818181818181,14
ICLN,True,True,True,True,True,True,True,8,18.51000022888184,5373800.0,2026-03-11,85.06,SPY,True,8,85.06,,6,False,0.7575757575757576,80.68181818181817,81.43939393939392,14
ITA,True,True,True,True,True,True,True,8,238.67999267578125,780200.0,2026-03-11,85.03,SPY,True,8,85.03,,6,False,0.5050505050505051,80.68181818181817,81.18686868686868,14
PBD,True,True,True,True,True,True,True,8,17.809999465942383,19500.0,2026-03-11,85.0,SPY,True,8,85.0,,6,False,0.1262626262626262,80.68181818181817,80.8080808080808,14
NKTR,True,True,True,True,True,True,True,8,73.33000183105469,580500.0,2026-03-11,99.84,SPY,True,8,99.84,NKTR,5,False,99.62121212121212,62.436868686868685,162.0580808080808,13
UONEK,True,True,True,True,True,True,True,8,7.039999961853027,8600.0,2026-03-11,99.56,SPY,True,8,99.56,UONEK,5,False,98.23232323232324,62.436868686868685,160.66919191919192,13
AMPX,True,True,True,True,True,True,True,8,18.59000015258789,10981900.0,2026-03-11,98.64,SPY,True,8,98.64,AMPX,5,False,93.93939393939394,62.436868686868685,156.37626262626262,13
WDC,True,True,True,True,True,True,True,8,268.8099975585937,5651300.0,2026-03-11,98.2,SPY,True,8,98.2,WDC,5,False,91.4141414141414,62.436868686868685,153.8510101010101,13
LASR,True,True,True,True,True,True,True,8,66.48999786376953,1635000.0,2026-03-11,98.19,SPY,True,8,98.19,LASR,5,False,91.28787878787878,62.436868686868685,153.72474747474746,13
LVO,True,True,True,True,True,True,True,8,5.190000057220459,54900.0,2026-03-11,98.11,SPY,True,8,98.11,LVO,5,False,90.9090909090909,62.436868686868685,153.34595959595958,13
CIEN,True,True,True,True,True,True,True,8,339.95001220703125,2058400.0,2026-03-11,97.85,SPY,True,8,97.85,CIEN,5,False,90.15151515151516,62.436868686868685,152.58838383838383,13
MU,True,True,True,True,True,True,True,8,418.6900024414063,29897300.0,2026-03-11,97.61,SPY,True,8,97.61,MU,5,False,88.88888888888889,62.436868686868685,151.32575757575756,13
DNTH,True,True,True,True,True,True,True,8,85.83999633789062,3418000.0,2026-03-11,97.49,SPY,True,8,97.49,DNTH,5,False,88.25757575757575,62.436868686868685,150.69444444444443,13
DWSN,True,True,True,True,True,True,True,8,4.309999942779541,215000.0,2026-03-11,97.38,SPY,True,8,97.38,DWSN,5,False,87.62626262626263,62.436868686868685,150.06313131313132,13
DAWN,True,True,True,True,True,True,True,8,21.25,5317600.0,2026-03-11,97.33,SPY,True,8,97.33,DAWN,5,False,87.37373737373737,62.436868686868685,149.81060606060606,13
VSAT,True,True,True,True,True,True,True,8,46.38999938964844,1294500.0,2026-03-11,97.26,SPY,True,8,97.26,VSAT,5,False,86.86868686868688,62.436868686868685,149.30555555555557,13
SII,True,True,True,True,True,True,True,8,164.5399932861328,187100.0,2026-03-11,96.91,SPY,True,8,96.91,SII,5,False,84.97474747474747,62.436868686868685,147.41161616161617,13
PRE,True,True,True,True,True,True,True,8,20.559999465942383,327500.0,2026-03-11,96.8,SPY,True,8,96.8,PRE,5,False,84.72222222222221,62.436868686868685,147.1590909090909,13
STOK,True,True,True,True,True,True,True,8,37.93999862670898,477600.0,2026-03-11,96.76,SPY,True,8,96.76,STOK,5,False,84.34343434343434,62.436868686868685,146.78030303030303,13
FET,True,True,True,True,True,True,True,8,57.79999923706055,212500.0,2026-03-11,96.66,SPY,True,8,96.66,FET,5,False,83.96464646464646,62.436868686868685,146.40151515151516,13
COHR,True,True,True,True,True,True,True,8,251.41000366210932,6789700.0,2026-03-11,96.61,SPY,True,8,96.61,COHR,5,False,83.71212121212122,62.436868686868685,146.1489898989899,13
LWLG,True,True,True,True,True,True,True,8,5.019999980926514,4828800.0,2026-03-11,96.33,SPY,True,8,96.33,LWLG,5,False,82.1969696969697,62.436868686868685,144.6338383838384,13
OSS,True,True,True,True,True,True,True,8,9.90999984741211,1439600.0,2026-03-11,96.22,SPY,True,8,96.22,OSS,5,False,81.31313131313132,62.436868686868685,143.75,13
SVM,True,True,True,True,True,True,True,8,11.850000381469728,4723900.0,2026-03-11,96.09,SPY,True,8,96.09,SVM,5,False,80.17676767676768,62.436868686868685,142.61363636363637,13
VRT,True,True,True,True,True,True,True,8,268.260009765625,7077200.0,2026-03-11,95.82,SPY,True,8,95.82,VRT,5,False,78.91414141414141,62.436868686868685,141.3510101010101,13
RFIL,True,True,True,True,True,True,True,8,11.0,126600.0,2026-03-11,95.62,SPY,True,8,95.62,RFIL,5,False,77.65151515151516,62.436868686868685,140.08838383838383,13
AEIS,True,True,True,True,True,True,True,8,314.8399963378906,545400.0,2026-03-11,95.6,SPY,True,8,95.6,AEIS,5,False,77.52525252525253,62.436868686868685,139.96212121212122,13
GLW,True,True,True,True,True,True,True,8,131.75999450683594,13290600.0,2026-03-11,95.43,SPY,True,8,95.43,GLW,5,False,76.13636363636364,62.436868686868685,138.57323232323233,13
LUNR,True,True,True,True,True,True,True,8,18.450000762939453,14304100.0,2026-03-11,95.08,SPY,True,8,95.08,LUNR,5,False,73.48484848484848,62.436868686868685,135.92171717171718,13
ATRO,True,True,True,True,True,True,True,8,73.19000244140625,469300.0,2026-03-11,94.74,SPY,True,8,94.74,ATRO,5,False,71.21212121212122,62.436868686868685,133.6489898989899,13
EDRY,True,True,True,True,True,True,True,8,21.299999237060547,30600.0,2026-03-11,94.5,SPY,True,8,94.5,EDRY,5,False,69.44444444444444,62.436868686868685,131.88131313131314,13
BTU,True,True,True,True,True,True,True,8,34.52000045776367,2144600.0,2026-03-11,94.47,SPY,True,8,94.47,BTU,5,False,69.1919191919192,62.436868686868685,131.62878787878788,13
NCSM,True,True,True,True,True,True,True,8,67.01000213623047,85900.0,2026-03-11,94.22,SPY,True,8,94.22,NCSM,5,False,67.67676767676768,62.436868686868685,130.11363636363637,13
DOCN,True,True,True,True,True,True,True,8,68.69000244140625,5530900.0,2026-03-11,93.96,SPY,True,8,93.96,DOCN,5,False,65.53030303030303,62.436868686868685,127.96717171717172,13
ADCT,True,True,True,True,True,True,True,8,4.880000114440918,1270700.0,2026-03-11,92.96,SPY,True,8,92.96,ADCT,5,False,58.20707070707071,62.436868686868685,120.6439393939394,13
INSW,True,True,True,True,True,True,True,8,70.41999816894531,612000.0,2026-03-11,92.9,SPY,True,8,92.9,INSW,5,False,57.57575757575758,62.436868686868685,120.01262626262628,13
LXU,True,True,True,True,True,True,True,8,13.5,2163300.0,2026-03-11,92.89,SPY,True,8,92.89,LXU,5,False,57.44949494949495,62.436868686868685,119.88636363636364,13
GIFI,True,True,True,True,True,True,True,8,12.0,0.0,2026-01-26,92.3,SPY,True,8,92.3,GIFI,5,False,53.91414141414141,62.436868686868685,116.3510101010101,13
RMCF,True,True,True,True,True,True,True,8,2.400000095367432,15200.0,2026-03-11,92.28,SPY,True,8,92.28,RMCF,5,False,53.661616161616166,62.436868686868685,116.09848484848484,13
IPGP,True,True,True,True,True,True,True,8,120.52999877929688,441700.0,2026-03-11,92.25,SPY,True,8,92.25,IPGP,5,False,53.40909090909091,62.436868686868685,115.84595959595958,13
NVMI,True,True,True,True,True,True,True,8,435.7699890136719,275800.0,2026-03-11,92.21,SPY,True,8,92.21,NVMI,5,False,52.90404040404041,62.436868686868685,115.3409090909091,13
PAHC,True,True,True,True,True,True,True,8,50.06999969482422,261500.0,2026-03-11,92.17,SPY,True,8,92.17,PAHC,5,False,52.46212121212122,62.436868686868685,114.8989898989899,13
AGI,True,True,True,True,True,True,True,8,49.41999816894531,2332000.0,2026-03-11,92.09,SPY,True,8,92.09,AGI,5,False,51.64141414141415,62.436868686868685,114.07828282828282,13
CCO,True,True,True,True,True,True,True,8,2.359999895095825,20157900.0,2026-03-11,92.05,SPY,True,8,92.05,CCO,5,False,51.388888888888886,62.436868686868685,113.82575757575756,13
KGS,True,True,True,True,True,True,True,8,56.720001220703125,948000.0,2026-03-11,92.03,SPY,True,8,92.03,KGS,5,False,51.26262626262626,62.436868686868685,113.69949494949496,13
ASML,True,True,True,True,True,True,True,8,1386.6800537109375,1164700.0,2026-03-11,91.94,SPY,True,8,91.94,ASML,5,False,50.75757575757576,62.436868686868685,113.19444444444444,13
