symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
AAMI,True,True,True,True,True,True,True,True,330,17478185.75592041,0.0172400050128765,7,66.41000366210938,289500.0,2026-04-16,91.15,SPY,True,True,7,91.15,AAMI,7,complete,,False,65.0,100.0,165.0,14
AAOI,True,True,True,True,True,True,True,True,330,1408773591.4619446,0.0005081739222825,7,157.32000732421875,10634600.0,2026-04-16,99.12,SPY,True,True,7,99.12,AAOI,6,complete,,False,95.0,77.5,172.5,13
AAUC,True,True,True,True,True,True,True,True,330,10241979.498386385,0.0052993134020962,7,31.90999984741211,284500.0,2026-04-16,94.69,SPY,True,True,7,94.69,AAUC,6,complete,,False,80.0,77.5,157.5,13
ACTG,True,True,True,True,True,True,True,True,330,1337765.0080919266,0.0440613081068805,7,4.989999771118164,246100.0,2026-04-16,88.5,SPY,True,True,7,88.5,ACTG,6,complete,,False,60.0,77.5,137.5,13
AAXJ,True,True,True,True,True,True,True,True,330,119909550.0,0.0158553463946777,7,106.13999938964844,1495900.0,2026-04-16,79.65,SPY,True,True,7,79.65,AAXJ,6,soft_unavailable,ineligible:etf,True,45.0,77.5,122.5,13
AAVM,True,True,True,True,True,True,True,True,330,54580.0498008728,0.0162401272687991,7,33.4379997253418,200.0,2026-04-16,77.88,SPY,True,True,7,77.88,AAVM,6,soft_unavailable,ineligible:etf,True,40.0,77.5,117.5,13
ACES,True,True,True,True,True,True,True,True,330,1562914.0594482422,0.0765238228201548,7,34.69499969482422,102700.0,2026-04-16,73.45,SPY,True,True,7,73.45,ACES,6,soft_unavailable,ineligible:etf,True,30.0,77.5,107.5,13
ABFL,True,True,True,True,True,True,True,False,330,2005125.981903076,0.002655145559177,7,75.87799835205078,33600.0,2026-04-16,66.37,SPY,False,True,7,66.37,ABFL,6,soft_unavailable,ineligible:etf,True,15.0,77.5,92.5,13
ABCS,True,True,True,True,True,True,True,False,330,67761.09981536865,0.0154063732733243,7,31.378999710083008,1100.0,2026-04-16,58.41,SPY,False,True,7,58.41,ABCS,6,soft_unavailable,ineligible:etf,True,10.0,77.5,87.5,13
ACLS,True,True,True,True,True,True,True,True,330,64140269.57473755,0.0184312403249228,7,118.76000213623048,693000.0,2026-04-16,92.04,SPY,True,True,7,92.04,ACLS,5,complete,,False,70.0,55.00000000000001,125.0,12
AA,True,True,True,True,True,True,True,True,330,353562364.55955505,0.0698810237700497,7,70.41000366210938,6258800.0,2026-04-16,95.58,SPY,True,True,7,95.58,AA,4,complete,,False,85.0,45.0,130.0,11
ABEV,True,True,True,True,True,True,True,True,330,74285285.0284934,0.0586419927966683,7,3.049999952316284,24920500.0,2026-04-16,83.19,SPY,True,True,7,83.19,ABEV,4,complete,,False,50.0,45.0,95.0,11
ABCB,True,True,True,True,True,True,True,True,330,40117920.52307129,0.0608093418888691,7,82.62999725341797,460900.0,2026-04-16,76.99,SPY,True,True,7,76.99,ABCB,4,complete,,False,35.0,45.0,80.0,11
ABX,True,True,True,True,True,True,True,True,310,6194568.552970886,0.1039392769709239,7,9.4399995803833,1078200.0,2026-03-18,84.96,SPY,True,True,7,84.96,ABX,3,complete,,False,55.00000000000001,35.0,90.0,10
ACRE,True,True,True,True,True,True,True,True,330,1764439.5293712616,0.1256366363145101,7,5.150000095367432,344200.0,2026-04-16,71.68,SPY,True,True,7,71.68,ACRE,2,complete,,False,25.0,25.0,50.0,9
ACNB,True,True,True,True,True,True,True,False,330,3128821.517944336,0.0634625757595063,7,50.470001220703125,65600.0,2026-04-16,68.14,SPY,False,True,7,68.14,ACNB,2,complete,,False,20.0,25.0,45.0,9
AAON,True,True,True,True,True,True,True,False,330,57244698.81439209,0.2116511320649892,7,91.4800033569336,780300.0,2026-04-16,49.56,SPY,False,False,7,49.56,AAON,2,complete,,False,5.0,25.0,30.0,9
ABVX,True,True,True,True,True,True,True,True,330,122622697.32093813,0.177114830921485,7,122.47000122070312,745300.0,2026-04-16,100.0,SPY,True,False,7,100.0,ABVX,1,complete,,False,100.0,10.0,110.0,8
ACRS,True,True,True,True,True,True,True,True,330,5295919.992923737,0.1860940434066145,7,3.9800000190734863,1108200.0,2026-04-16,97.35,SPY,True,False,7,97.35,ACRS,1,complete,,False,90.0,10.0,100.0,8
ACLX,True,True,True,True,True,True,True,True,330,116715337.33634949,0.0002605644055634,7,115.0999984741211,434600.0,2026-04-16,92.92,SPY,True,True,7,92.92,ACLX,1,complete,,False,75.0,10.0,85.0,8
