symbol,met_count,rs_score,provider_symbol,fin_met_count,has_error,rs_percentile,fin_percentile,total_percentile
BHP,8,87.09,BHP,7,False,15.530303030303031,96.84343434343434,112.37373737373737
LION,8,87.01,LION,7,False,14.772727272727273,96.84343434343434,111.6161616161616
AUPH,8,86.76,AUPH,7,False,13.257575757575758,96.84343434343434,110.1010101010101
PSMT,8,86.5,PSMT,7,False,10.85858585858586,96.84343434343434,107.7020202020202
LPBBW,8,85.73,LPBBW,7,False,5.1767676767676765,96.84343434343434,102.02020202020202
TWN,8,85.3,TWN,7,False,2.398989898989899,96.84343434343434,99.24242424242424
MRSN,8,99.96,,6,False,100.0,80.68181818181817,180.6818181818182
BERZ,8,99.69,,6,False,98.73737373737373,80.68181818181817,179.41919191919192
IKNA,8,99.67,,6,False,98.61111111111111,80.68181818181817,179.29292929292927
BREA,8,99.54,,6,False,98.10606060606061,80.68181818181817,178.78787878787878
FLYD,8,99.53,,6,False,97.97979797979798,80.68181818181817,178.66161616161617
MUU,8,99.22,,6,False,96.08585858585859,80.68181818181817,176.76767676767676
MULL,8,99.21,,6,False,95.95959595959596,80.68181818181817,176.64141414141415
CDTX,8,99.05,,6,False,95.70707070707071,80.68181818181817,176.38888888888889
AAOI,8,99.02,AAOI,6,False,95.45454545454545,80.68181818181817,176.13636363636363
ANTE,8,99.0,,6,False,95.32828282828282,80.68181818181817,176.01010101010098
LITE,8,98.94,LITE,6,False,95.2020202020202,80.68181818181817,175.88383838383837
BWET,8,98.9,,6,False,95.07575757575758,80.68181818181817,175.75757575757575
RGLS,8,98.87,,6,False,94.82323232323232,80.68181818181817,175.5050505050505
IPA,8,98.8,,6,False,94.6969696969697,80.68181818181817,175.37878787878788
FAZ,8,98.63,,6,False,93.81313131313132,80.68181818181817,174.49494949494948
SVT,8,98.57,,6,False,93.56060606060606,80.68181818181817,174.24242424242425
BNKD,8,98.36,,6,False,92.42424242424242,80.68181818181817,173.1060606060606
MRNY,8,98.31,,6,False,92.04545454545455,80.68181818181817,172.72727272727272
BNDD,8,98.28,,6,False,91.79292929292929,80.68181818181817,172.47474747474746
DALN,8,97.74,,6,False,89.52020202020202,80.68181818181817,170.2020202020202
SPXS,8,97.7,,6,False,89.39393939393939,80.68181818181817,170.07575757575756
RVRC,8,97.59,,6,False,88.76262626262627,80.68181818181817,169.44444444444446
VICR,8,97.58,VICR,6,False,88.63636363636364,80.68181818181817,169.3181818181818
EVOK,8,97.53,,6,False,88.51010101010101,80.68181818181817,169.19191919191917
VIGL,8,97.44,,6,False,88.0050505050505,80.68181818181817,168.68686868686868
PHLT,8,97.29,,6,False,87.24747474747475,80.68181818181817,167.92929292929293
AG,8,97.25,AG,6,False,86.74242424242425,80.68181818181817,167.42424242424244
WEAT,8,97.18,,6,False,86.36363636363636,80.68181818181817,167.04545454545453
SATX,8,97.17,,6,False,86.23737373737373,80.68181818181817,166.91919191919192
DIST,8,97.02,,6,False,85.47979797979798,80.68181818181817,166.16161616161617
MGRM,8,96.51,,6,False,83.08080808080808,80.68181818181817,163.76262626262627
FEIM,8,96.4,FEIM,6,False,82.7020202020202,80.68181818181817,163.38383838383837
RNRG,8,96.21,,6,False,81.12373737373737,80.68181818181817,161.80555555555554
VRNA,8,96.21,,6,False,81.12373737373737,80.68181818181817,161.80555555555554
SPHR,8,96.15,SPHR,6,False,80.68181818181817,80.68181818181817,161.36363636363635
RCAT,8,95.94,RCAT,6,False,79.29292929292929,80.68181818181817,159.97474747474746
NGD,8,95.75,NGD,6,False,78.66161616161617,80.68181818181817,159.34343434343435
GREEL,8,95.65,,6,False,78.03030303030303,80.68181818181817,158.7121212121212
GDMN,8,95.49,,6,False,76.76767676767676,80.68181818181817,157.44949494949492
KROP,8,95.36,,6,False,75.88383838383838,80.68181818181817,156.56565656565655
MGNX,8,95.29,MGNX,6,False,75.12626262626263,80.68181818181817,155.8080808080808
ASMG,8,95.28,,6,False,75.0,80.68181818181817,155.6818181818182
FARO,8,95.19,,6,False,74.62121212121212,80.68181818181817,155.3030303030303
MKSI,8,95.18,MKSI,6,False,74.4949494949495,80.68181818181817,155.17676767676767
ICAD,8,95.12,,6,False,73.86363636363636,80.68181818181817,154.54545454545453
SLVR,8,95.11,,6,False,73.73737373737373,80.68181818181817,154.41919191919192
DGP,8,95.07,,6,False,73.35858585858585,80.68181818181817,154.04040404040404
SETH,8,95.06,,6,False,73.23232323232324,80.68181818181817,153.9141414141414
PRPO,8,95.02,PRPO,6,False,73.10606060606061,80.68181818181817,153.78787878787878
TSMU,8,94.87,,6,False,72.22222222222221,80.68181818181817,152.9040404040404
SSRM,8,94.84,SSRM,6,False,71.96969696969697,80.68181818181817,152.65151515151513
QD,8,94.83,,6,False,71.84343434343434,80.68181818181817,152.5252525252525
SILJ,8,94.78,,6,False,71.33838383838383,80.68181818181817,152.02020202020202
TSMX,8,94.44,,6,False,68.93939393939394,80.68181818181817,149.62121212121212
NRGU,8,94.37,,6,False,68.56060606060606,80.68181818181817,149.24242424242425
CFSB,8,94.36,,6,False,68.43434343434343,80.68181818181817,149.1161616161616
THTX,8,94.2,,6,False,67.42424242424242,80.68181818181817,148.1060606060606
SIL,8,94.19,,6,False,67.2979797979798,80.68181818181817,147.97979797979798
DFEN,8,94.13,,6,False,66.79292929292929,80.68181818181817,147.47474747474746
REMX,8,94.1,,6,False,66.54040404040404,80.68181818181817,147.22222222222223
TATT,8,94.08,TATT,6,False,66.41414141414141,80.68181818181817,147.09595959595958
TSMG,8,93.94,,6,False,65.40404040404042,80.68181818181817,146.0858585858586
OILU,8,93.91,,6,False,65.15151515151516,80.68181818181817,145.83333333333331
EWY,8,93.85,,6,False,64.77272727272727,80.68181818181817,145.45454545454544
GOEX,8,93.69,,6,False,63.63636363636363,80.68181818181817,144.3181818181818
RILYZ,8,93.67,,6,False,63.38383838383839,80.68181818181817,144.06565656565655
TALK,8,93.66,TALK,6,False,63.25757575757576,80.68181818181817,143.93939393939394
VERV,8,93.62,,6,False,62.752525252525245,80.68181818181817,143.43434343434342
WTIU,8,93.58,,6,False,62.247474747474755,80.68181818181817,142.92929292929293
SETM,8,93.55,,6,False,62.121212121212125,80.68181818181817,142.8030303030303
COOP,8,93.52,,6,False,61.994949494949495,80.68181818181817,142.67676767676767
TIGO,8,93.29,TIGO,6,False,60.60606060606061,80.68181818181817,141.28787878787878
CKPT,8,93.22,,6,False,60.1010101010101,80.68181818181817,140.78282828282826
GDXJ,8,93.21,,6,False,59.97474747474747,80.68181818181817,140.65656565656565
FLKR,8,93.19,,6,False,59.84848484848485,80.68181818181817,140.53030303030303
GBUG,8,93.12,,6,False,59.46969696969697,80.68181818181817,140.15151515151513
SGDJ,8,93.06,,6,False,58.964646464646464,80.68181818181817,139.64646464646464
RING,8,93.02,,6,False,58.58585858585859,80.68181818181817,139.26767676767676
KMT,8,92.98,KMT,6,False,58.333333333333336,80.68181818181817,139.0151515151515
UBR,8,92.92,,6,False,57.82828282828283,80.68181818181817,138.510101010101
BRZU,8,92.91,,6,False,57.7020202020202,80.68181818181817,138.38383838383837
AUMI,8,92.85,,6,False,57.1969696969697,80.68181818181817,137.87878787878788
SGDM,8,92.79,,6,False,56.81818181818182,80.68181818181817,137.5
GDX,8,92.78,,6,False,56.69191919191919,80.68181818181817,137.37373737373736
UI,8,92.65,UI,6,False,55.93434343434344,80.68181818181817,136.6161616161616
LIMI,8,92.57,,6,False,55.42929292929293,80.68181818181817,136.1111111111111
AEM,8,92.52,AEM,6,False,55.17676767676768,80.68181818181817,135.85858585858585
EMX,8,92.51,,6,False,55.05050505050505,80.68181818181817,135.7323232323232
RILYT,8,92.48,,6,False,54.92424242424242,80.68181818181817,135.6060606060606
DMAT,8,92.45,,6,False,54.7979797979798,80.68181818181817,135.47979797979798
SMTC,8,92.44,SMTC,6,False,54.67171717171717,80.68181818181817,135.35353535353534
BBC,8,92.43,,6,False,54.54545454545454,80.68181818181817,135.22727272727272
MKOR,8,92.41,,6,False,54.419191919191924,80.68181818181817,135.1010101010101
CLBR,8,92.26,,6,False,53.535353535353536,80.68181818181817,134.2171717171717
ILIT,8,92.24,,6,False,53.28282828282829,80.68181818181817,133.96464646464648
AMRK,8,92.06,,6,False,51.515151515151516,80.68181818181817,132.1969696969697
VMEO,8,91.99,,6,False,51.010101010101,80.68181818181817,131.69191919191917
ZIM,8,91.86,ZIM,6,False,50.252525252525245,80.68181818181817,130.93434343434342
EZPW,8,91.83,EZPW,6,False,50.0,80.68181818181817,130.6818181818182
ERX,8,91.81,,6,False,49.87373737373738,80.68181818181817,130.55555555555554
SAND,8,91.78,,6,False,49.74747474747475,80.68181818181817,130.42929292929293
DIG,8,91.74,,6,False,49.621212121212125,80.68181818181817,130.3030303030303
GLTR,8,91.72,,6,False,49.494949494949495,80.68181818181817,130.17676767676767
GNFT,8,91.6,,6,False,48.86363636363637,80.68181818181817,129.54545454545453
RDUS,8,91.41,,6,False,47.6010101010101,80.68181818181817,128.28282828282826
PTEN,8,91.35,PTEN,6,False,47.0959595959596,80.68181818181817,127.77777777777777
MITK,8,91.32,MITK,6,False,46.96969696969697,80.68181818181817,127.65151515151514
APEI,8,91.31,APEI,6,False,46.84343434343434,80.68181818181817,127.52525252525251
KDEF,8,91.16,,6,False,45.391414141414145,80.68181818181817,126.07323232323232
GOAU,8,91.03,,6,False,44.31818181818182,80.68181818181817,125.0
ROKT,8,90.99,,6,False,44.06565656565656,80.68181818181817,124.74747474747474
BODI,8,90.94,BODI,6,False,43.686868686868685,80.68181818181817,124.36868686868686
OR,8,90.89,OR,6,False,43.43434343434344,80.68181818181817,124.1161616161616
UFO,8,90.88,,6,False,43.30808080808081,80.68181818181817,123.98989898989899
BNO,8,90.83,,6,False,43.05555555555556,80.68181818181817,123.73737373737373
HEES,8,90.79,,6,False,42.803030303030305,80.68181818181817,123.48484848484847
CHPS,8,90.75,,6,False,42.29797979797979,80.68181818181817,122.97979797979797
DOOO,8,90.73,,6,False,42.17171717171717,80.68181818181817,122.85353535353534
OPOF,8,90.7,,6,False,41.91919191919192,80.68181818181817,122.60101010101009
LENS,8,90.67,,6,False,41.792929292929294,80.68181818181817,122.47474747474746
RILYG,8,90.66,,6,False,41.66666666666667,80.68181818181817,122.34848484848484
XTL,8,90.63,,6,False,41.54040404040404,80.68181818181817,122.22222222222221
GUSH,8,90.62,,6,False,41.41414141414141,80.68181818181817,122.09595959595958
HYDR,8,90.59,,6,False,41.16161616161616,80.68181818181817,121.84343434343432
LIT,8,90.58,,6,False,41.035353535353536,80.68181818181817,121.71717171717171
FOSLL,8,90.56,,6,False,40.909090909090914,80.68181818181817,121.5909090909091
XES,8,90.47,,6,False,40.4040404040404,80.68181818181817,121.08585858585857
NVAX,8,90.39,NVAX,6,False,39.77272727272727,80.68181818181817,120.45454545454544
SLAB,8,90.36,SLAB,6,False,39.52020202020202,80.68181818181817,120.2020202020202
AIS,8,90.23,,6,False,38.51010101010101,80.68181818181817,119.19191919191918
DBP,8,90.15,,6,False,37.94191919191919,80.68181818181817,118.62373737373736
FTXL,8,90.12,,6,False,37.5,80.68181818181817,118.18181818181817
EMEQ,8,90.08,,6,False,37.24747474747475,80.68181818181817,117.92929292929293
PSI,8,90.0,,6,False,36.61616161616162,80.68181818181817,117.29797979797979
RILYN,8,89.82,,6,False,35.60606060606061,80.68181818181817,116.28787878787878
ODP,8,89.79,,6,False,35.47979797979798,80.68181818181817,116.16161616161615
PXJ,8,89.62,,6,False,34.5959595959596,80.68181818181817,115.27777777777777
MG,8,89.55,MG,6,False,33.83838383838384,80.68181818181817,114.52020202020202
BDRY,8,89.54,,6,False,33.71212121212121,80.68181818181817,114.39393939393938
IAUM,8,89.34,,6,False,32.44949494949495,80.68181818181817,113.13131313131312
GLDM,8,89.32,,6,False,32.196969696969695,80.68181818181817,112.87878787878788
SGOL,8,89.3,,6,False,31.944444444444443,80.68181818181817,112.62626262626262
BAR,8,89.28,,6,False,31.818181818181817,80.68181818181817,112.49999999999999
AAAU,8,89.27,,6,False,31.691919191919194,80.68181818181817,112.37373737373737
OUNZ,8,89.24,,6,False,31.313131313131315,80.68181818181817,111.99494949494948
IAU,8,89.23,,6,False,31.186868686868685,80.68181818181817,111.86868686868686
OLO,8,89.21,,6,False,31.060606060606062,80.68181818181817,111.74242424242424
GLD,8,89.18,,6,False,30.808080808080806,80.68181818181817,111.48989898989898
FGDL,8,89.13,,6,False,30.303030303030305,80.68181818181817,110.98484848484847
DBE,8,89.01,,6,False,29.166666666666668,80.68181818181817,109.84848484848484
OIH,8,88.96,,6,False,28.66161616161616,80.68181818181817,109.34343434343432
UGA,8,88.87,,6,False,28.030303030303028,80.68181818181817,108.7121212121212
MGNR,8,88.77,,6,False,27.146464646464647,80.68181818181817,107.82828282828282
GDE,8,88.73,,6,False,26.767676767676768,80.68181818181817,107.44949494949495
BATT,8,88.72,,6,False,26.641414141414145,80.68181818181817,107.32323232323232
ZSB,8,88.68,,6,False,26.38888888888889,80.68181818181817,107.07070707070706
IEZ,8,88.58,,6,False,25.88383838383838,80.68181818181817,106.56565656565655
YXI,8,88.53,,6,False,25.5050505050505,80.68181818181817,106.18686868686868
YGLD,8,88.47,,6,False,25.0,80.68181818181817,105.68181818181817
NGS,8,88.45,NGS,6,False,24.747474747474747,80.68181818181817,105.42929292929293
MAG,8,88.44,,6,False,24.62121212121212,80.68181818181817,105.3030303030303
FTHF,8,88.42,,6,False,24.36868686868687,80.68181818181817,105.05050505050504
TAN,8,88.38,,6,False,24.116161616161616,80.68181818181817,104.79797979797979
X,8,88.33,,6,False,23.737373737373737,80.68181818181817,104.41919191919192
CCNR,8,88.21,,6,False,23.232323232323232,80.68181818181817,103.9141414141414
PICK,8,88.17,,6,False,22.97979797979798,80.68181818181817,103.66161616161615
EMDM,8,88.04,,6,False,22.095959595959595,80.68181818181817,102.77777777777777
EME,8,88.01,EME,6,False,21.843434343434343,80.68181818181817,102.52525252525251
CHN,8,88.0,,6,False,21.71717171717172,80.68181818181817,102.3989898989899
SMH,8,87.94,,6,False,21.085858585858585,80.68181818181817,101.76767676767676
BPMC,8,87.77,,6,False,19.94949494949495,80.68181818181817,100.63131313131312
DGII,8,87.76,DGII,6,False,19.82323232323232,80.68181818181817,100.50505050505049
CRAK,8,87.67,,6,False,19.19191919191919,80.68181818181817,99.87373737373736
NANR,8,87.61,,6,False,18.939393939393938,80.68181818181817,99.62121212121211
XAR,8,87.57,,6,False,18.81313131313131,80.68181818181817,99.49494949494948
SOXX,8,87.53,,6,False,18.434343434343432,80.68181818181817,99.1161616161616
TINY,8,87.52,,6,False,18.30808080808081,80.68181818181817,98.98989898989899
PSCE,8,87.45,,6,False,18.055555555555554,80.68181818181817,98.73737373737373
ERJ,8,87.27,,6,False,17.045454545454543,80.68181818181817,97.72727272727272
SHOC,8,87.26,,6,False,16.91919191919192,80.68181818181817,97.60101010101009
FXP,8,87.21,,6,False,16.54040404040404,80.68181818181817,97.22222222222221
SOXQ,8,87.17,,6,False,16.161616161616163,80.68181818181817,96.84343434343434
SBIO,8,87.14,,6,False,15.909090909090908,80.68181818181817,96.59090909090908
SPTN,8,87.08,,6,False,15.404040404040403,80.68181818181817,96.08585858585857
OPPJ,8,87.05,,6,False,15.151515151515152,80.68181818181817,95.83333333333333
DXJS,8,87.03,,6,False,14.898989898989898,80.68181818181817,95.58080808080807
TRGP,8,86.99,TRGP,6,False,14.646464646464647,80.68181818181817,95.32828282828282
DARP,8,86.68,,6,False,12.75252525252525,80.68181818181817,93.43434343434342
ASHS,8,86.61,,6,False,12.121212121212121,80.68181818181817,92.8030303030303
PWER,8,86.56,,6,False,11.48989898989899,80.68181818181817,92.17171717171716
CNXT,8,86.46,,6,False,10.353535353535353,80.68181818181817,91.03535353535352
TGI,8,86.44,,6,False,10.1010101010101,80.68181818181817,90.78282828282828
XXCH,8,86.36,,6,False,9.722222222222223,80.68181818181817,90.4040404040404
WNS,8,86.35,,6,False,9.595959595959595,80.68181818181817,90.27777777777777
FRNW,8,86.34,,6,False,9.469696969696969,80.68181818181817,90.15151515151514
IBAT,8,86.26,,6,False,8.712121212121213,80.68181818181817,89.39393939393939
CSNR,8,86.22,,6,False,8.333333333333332,80.68181818181817,89.0151515151515
COAL,8,86.1,,6,False,7.7020202020202015,80.68181818181817,88.38383838383838
UTSL,8,86.05,,6,False,7.3232323232323235,80.68181818181817,88.00505050505049
GSG,8,86.04,,6,False,7.196969696969697,80.68181818181817,87.87878787878788
KAR,8,85.99,,6,False,6.8181818181818175,80.68181818181817,87.49999999999999
VOLT,8,85.88,,6,False,6.186868686868687,80.68181818181817,86.86868686868686
BOAT,8,85.83,,6,False,6.0606060606060606,80.68181818181817,86.74242424242424
FCUS,8,85.82,,6,False,5.934343434343434,80.68181818181817,86.6161616161616
ATMC,8,85.81,,6,False,5.808080808080808,80.68181818181817,86.48989898989898
FPA,8,85.72,,6,False,5.05050505050505,80.68181818181817,85.73232323232322
DJP,8,85.69,,6,False,4.797979797979798,80.68181818181817,85.47979797979797
BASE,8,85.65,,6,False,4.671717171717172,80.68181818181817,85.35353535353535
FCA,8,85.6,,6,False,4.41919191919192,80.68181818181817,85.10101010101009
IGE,8,85.48,,6,False,4.040404040404041,80.68181818181817,84.72222222222221
SHLD,8,85.47,,6,False,3.9141414141414144,80.68181818181817,84.59595959595958
HAP,8,85.46,,6,False,3.787878787878788,80.68181818181817,84.46969696969695
FTWO,8,85.42,,6,False,3.535353535353535,80.68181818181817,84.21717171717171
GHLD,8,85.38,,6,False,3.2828282828282833,80.68181818181817,83.96464646464645
DTCR,8,85.33,,6,False,2.7777777777777777,80.68181818181817,83.45959595959594
BRAZ,8,85.2,,6,False,2.0202020202020203,80.68181818181817,82.7020202020202
FAN,8,85.12,,6,False,1.2626262626262625,80.68181818181817,81.94444444444443
UXI,8,85.11,,6,False,1.1363636363636365,80.68181818181817,81.81818181818181
ICLN,8,85.06,,6,False,0.7575757575757576,80.68181818181817,81.43939393939392
ITA,8,85.03,,6,False,0.5050505050505051,80.68181818181817,81.18686868686868
PBD,8,85.0,,6,False,0.12626262626262627,80.68181818181817,80.8080808080808
NKTR,8,99.84,NKTR,5,False,99.62121212121212,62.436868686868685,162.0580808080808
UONEK,8,99.56,UONEK,5,False,98.23232323232324,62.436868686868685,160.66919191919192
AMPX,8,98.64,AMPX,5,False,93.93939393939394,62.436868686868685,156.37626262626262
WDC,8,98.2,WDC,5,False,91.41414141414141,62.436868686868685,153.8510101010101
LASR,8,98.19,LASR,5,False,91.28787878787878,62.436868686868685,153.72474747474746
LVO,8,98.11,LVO,5,False,90.9090909090909,62.436868686868685,153.34595959595958
CIEN,8,97.85,CIEN,5,False,90.15151515151516,62.436868686868685,152.58838383838383
MU,8,97.61,MU,5,False,88.88888888888889,62.436868686868685,151.32575757575756
DNTH,8,97.49,DNTH,5,False,88.25757575757575,62.436868686868685,150.69444444444443
DWSN,8,97.38,DWSN,5,False,87.62626262626263,62.436868686868685,150.06313131313132
DAWN,8,97.33,DAWN,5,False,87.37373737373737,62.436868686868685,149.81060606060606
VSAT,8,97.26,VSAT,5,False,86.86868686868688,62.436868686868685,149.30555555555557
SII,8,96.91,SII,5,False,84.97474747474747,62.436868686868685,147.41161616161617
PRE,8,96.8,PRE,5,False,84.72222222222221,62.436868686868685,147.1590909090909
STOK,8,96.76,STOK,5,False,84.34343434343434,62.436868686868685,146.78030303030303
FET,8,96.66,FET,5,False,83.96464646464646,62.436868686868685,146.40151515151516
COHR,8,96.61,COHR,5,False,83.71212121212122,62.436868686868685,146.1489898989899
LWLG,8,96.33,LWLG,5,False,82.1969696969697,62.436868686868685,144.6338383838384
OSS,8,96.22,OSS,5,False,81.31313131313132,62.436868686868685,143.75
SVM,8,96.09,SVM,5,False,80.17676767676768,62.436868686868685,142.61363636363637
VRT,8,95.82,VRT,5,False,78.91414141414141,62.436868686868685,141.3510101010101
RFIL,8,95.62,RFIL,5,False,77.65151515151516,62.436868686868685,140.08838383838383
AEIS,8,95.6,AEIS,5,False,77.52525252525253,62.436868686868685,139.96212121212122
GLW,8,95.43,GLW,5,False,76.13636363636364,62.436868686868685,138.57323232323233
LUNR,8,95.08,LUNR,5,False,73.48484848484848,62.436868686868685,135.92171717171718
ATRO,8,94.74,ATRO,5,False,71.21212121212122,62.436868686868685,133.6489898989899
EDRY,8,94.5,EDRY,5,False,69.44444444444444,62.436868686868685,131.88131313131314
BTU,8,94.47,BTU,5,False,69.1919191919192,62.436868686868685,131.62878787878788
NCSM,8,94.22,NCSM,5,False,67.67676767676768,62.436868686868685,130.11363636363637
DOCN,8,93.96,DOCN,5,False,65.53030303030303,62.436868686868685,127.96717171717171
ADCT,8,92.96,ADCT,5,False,58.207070707070706,62.436868686868685,120.64393939393939
INSW,8,92.9,INSW,5,False,57.57575757575758,62.436868686868685,120.01262626262627
LXU,8,92.89,LXU,5,False,57.44949494949495,62.436868686868685,119.88636363636363
GIFI,8,92.3,GIFI,5,False,53.91414141414141,62.436868686868685,116.3510101010101
RMCF,8,92.28,RMCF,5,False,53.661616161616166,62.436868686868685,116.09848484848484
IPGP,8,92.25,IPGP,5,False,53.40909090909091,62.436868686868685,115.84595959595958
NVMI,8,92.21,NVMI,5,False,52.90404040404041,62.436868686868685,115.3409090909091
PAHC,8,92.17,PAHC,5,False,52.46212121212122,62.436868686868685,114.8989898989899
AGI,8,92.09,AGI,5,False,51.641414141414145,62.436868686868685,114.07828282828282
CCO,8,92.05,CCO,5,False,51.388888888888886,62.436868686868685,113.82575757575756
KGS,8,92.03,KGS,5,False,51.26262626262626,62.436868686868685,113.69949494949495
ASML,8,91.94,ASML,5,False,50.75757575757576,62.436868686868685,113.19444444444444
KEYS,8,91.91,KEYS,5,False,50.505050505050505,62.436868686868685,112.9419191919192
MTSI,8,91.89,MTSI,5,False,50.378787878787875,62.436868686868685,112.81565656565655
CEF,8,91.63,CEF,5,False,49.11616161616162,62.436868686868685,111.55303030303031
TXG,8,91.28,TXG,5,False,46.717171717171716,62.436868686868685,109.1540404040404
CW,8,91.19,CW,5,False,45.83333333333333,62.436868686868685,108.27020202020202
IMTX,8,91.04,IMTX,5,False,44.44444444444444,62.436868686868685,106.88131313131314
RGLD,8,90.76,RGLD,5,False,42.42424242424242,62.436868686868685,104.86111111111111
QIPT,8,90.5,QIPT,5,False,40.65656565656566,62.436868686868685,103.09343434343435
ENTA,8,90.42,ENTA,5,False,39.8989898989899,62.436868686868685,102.33585858585859
CVV,8,89.87,CVV,5,False,35.984848484848484,62.436868686868685,98.42171717171718
PLOW,8,89.65,PLOW,5,False,34.91161616161616,62.436868686868685,97.34848484848484
NOK,8,89.65,NOK,5,False,34.91161616161616,62.436868686868685,97.34848484848484
YOU,8,89.61,YOU,5,False,34.46969696969697,62.436868686868685,96.90656565656565
PTGX,8,89.07,PTGX,5,False,29.797979797979796,62.436868686868685,92.23484848484848
PHYS,8,89.02,PHYS,5,False,29.292929292929294,62.436868686868685,91.72979797979798
NTR,8,88.19,NTR,5,False,23.106060606060606,62.436868686868685,85.54292929292929
BTG,8,87.95,BTG,5,False,21.21212121212121,62.436868686868685,83.6489898989899
IHS,8,87.93,IHS,5,False,20.95959595959596,62.436868686868685,83.39646464646464
FCFS,8,87.85,FCFS,5,False,20.58080808080808,62.436868686868685,83.01767676767676
NATL,8,87.78,NATL,5,False,20.075757575757574,62.436868686868685,82.51262626262626
JNJ,8,87.56,JNJ,5,False,18.68686868686869,62.436868686868685,81.12373737373737
NVST,8,87.29,NVST,5,False,17.17171717171717,62.436868686868685,79.60858585858585
AENT,8,87.13,AENT,5,False,15.782828282828282,62.436868686868685,78.21969696969697
ASTE,8,86.64,ASTE,5,False,12.373737373737374,62.436868686868685,74.81060606060606
PXS,8,86.0,PXS,5,False,6.944444444444445,62.436868686868685,69.38131313131314
GFR,8,85.75,GFR,5,False,5.42929292929293,62.436868686868685,67.86616161616162
WATT,8,99.83,WATT,4,False,99.4949494949495,51.76767676767676,151.26262626262627
RLYB,8,99.8,RLYB,4,False,99.24242424242425,51.76767676767676,151.010101010101
AXTI,8,99.75,AXTI,4,False,98.86363636363636,51.76767676767676,150.6313131313131
LFWD,8,99.36,LFWD,4,False,97.34848484848484,51.76767676767676,149.1161616161616
AP,8,98.21,AP,4,False,91.54040404040404,51.76767676767676,143.3080808080808
STTK,8,98.1,STTK,4,False,90.78282828282829,51.76767676767676,142.55050505050505
SIF,8,97.78,SIF,4,False,89.8989898989899,51.76767676767676,141.66666666666666
