symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,met_count,close,volume,date,rs_score,rs_benchmark,cond8,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count,market,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_state_detail,vcp_state_bucket,vcp_pattern_start,vcp_pattern_end,vcp_pivot_price,vcp_invalidation_price,vcp_breakout_date,vcp_breakout_price,vcp_breakout_volume,vcp_volume_multiple,vcp_distance_to_pivot_pct,vcp_extended,vcp_dimensional_scores,vcp_metrics,vcp_pivots,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_state_detail,cup_handle_state_bucket,cup_handle_pattern_start,cup_handle_pattern_end,cup_handle_pivot_price,cup_handle_invalidation_price,cup_handle_breakout_date,cup_handle_breakout_price,cup_handle_breakout_volume,cup_handle_volume_multiple,cup_handle_distance_to_pivot_pct,cup_handle_extended,cup_handle_dimensional_scores,cup_handle_metrics,cup_handle_pivots,has_forming_pattern,has_completed_pattern,has_recent_breakout_pattern,has_failed_pattern,pattern_included,pattern_stage_summary,max_pattern_confidence,pattern_count,total_met_count_pctile,rs_score_pctile,pattern_confidence_pctile,pattern_stage_score,actual_data_pattern_priority_score,actionable_pattern_pass
MTC,True,True,True,True,True,True,True,8,5.409999847412109,38500.0,2026-03-11,98.49,SPY,True,8,98.49,MTC,7,False,93.18181818181816,96.84343434343434,190.0252525252525,15,us,True,0.74,Medium,FORMING_VCP,FORMING,2025-11-06,2026-03-11,3.619999885559082,3.109999895095825,,,,,0.49447514321580566,False,"{'technical_quality': 0.7492, 'volume_confirmation': 1.0, 'temporal_validity': 0.4583, 'market_context': 0.6667}","{'contractions': 2, 'depths_pct': [0.4085, 0.1409], 'contraction_bars': [23, 4], 'recovery_bars': [8, 4], 'prior_run_up_pct': 14.498009181015519, 'resistance_band_pct': 0.08287298348589049, 'last_two_high_gap_pct': 0.008287285176291445, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.2955800355388589, 'volume_ratio_last10_vs_first_half': 0.30048823790501555, 'natr_ratio_last10_vs_first10': 0.23076502450722133, 'range_ratio_last10_vs_first10': 0.37756500635180007}","[{'pivot_index': 245, 'pivot_date': '2025-11-06', 'pivot_type': 'H', 'pivot_price': 3.89, 'prominence_pct': 0.9203, 'source_window': 7}, {'pivot_index': 268, 'pivot_date': '2025-12-10', 'pivot_type': 'L', 'pivot_price': 2.301, 'prominence_pct': 0.2173, 'source_window': 7}, {'pivot_index': 276, 'pivot_date': '2025-12-22', 'pivot_type': 'H', 'pivot_price': 3.62, 'prominence_pct': 0.2017, 'source_window': 7}, {'pivot_index': 280, 'pivot_date': '2025-12-29', 'pivot_type': 'L', 'pivot_price': 3.11, 'prominence_pct': 0.1409, 'source_window': 7}, {'pivot_index': 284, 'pivot_date': '2026-01-05', 'pivot_type': 'H', 'pivot_price': 3.59, 'prominence_pct': 0.1727, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.74,1,96.84343434343434,93.18181818181817,70.07575757575758,82.0,82.92146464646464,True
ICAD,True,True,True,True,True,True,True,8,3.869999885559082,0.0,2025-07-17,95.12,SPY,True,8,95.12,,6,False,73.86363636363636,80.68181818181817,154.54545454545453,14,us,True,0.738,Medium,FORMING_VCP,FORMING,2025-05-16,2025-07-17,4.0,3.5799999237060547,,,,,-0.03250002861022949,False,"{'technical_quality': 0.6667, 'volume_confirmation': 0.75, 'temporal_validity': 0.9167, 'market_context': 0.6667}","{'contractions': 2, 'depths_pct': [0.0998, 0.105], 'contraction_bars': [9, 8], 'recovery_bars': [8, 3], 'prior_run_up_pct': 1.7278912590722726, 'resistance_band_pct': 0.022500038146972767, 'last_two_high_gap_pct': 0.019999980926513783, 'higher_lows_ratio': 0.0, 'tightness_pct': 0.06999999284744263, 'volume_ratio_last10_vs_first_half': 0.513984962406015, 'natr_ratio_last10_vs_first10': 0.7711260535502172, 'range_ratio_last10_vs_first10': 1.4828411716880103}","[{'pivot_index': 288, 'pivot_date': '2025-05-16', 'pivot_type': 'H', 'pivot_price': 4.01, 'prominence_pct': 0.0898, 'source_window': 7}, {'pivot_index': 297, 'pivot_date': '2025-05-30', 'pivot_type': 'L', 'pivot_price': 3.61, 'prominence_pct': 0.0814, 'source_window': 7}, {'pivot_index': 305, 'pivot_date': '2025-06-11', 'pivot_type': 'H', 'pivot_price': 4.0, 'prominence_pct': 0.065, 'source_window': 7}, {'pivot_index': 313, 'pivot_date': '2025-06-24', 'pivot_type': 'L', 'pivot_price': 3.58, 'prominence_pct': 0.0761, 'source_window': 7}, {'pivot_index': 316, 'pivot_date': '2025-06-27', 'pivot_type': 'H', 'pivot_price': 3.92, 'prominence_pct': 0.0867, 'source_window': 7}]",True,0.805,High,FORMING_HANDLE,FORMING,2025-05-16,2025-07-17,3.990000009536743,3.7100000381469727,,,,,-0.030075218970135764,False,"{'technical_quality': 0.8115, 'volume_confirmation': 1.0, 'temporal_validity': 0.6667, 'market_context': 0.6667}","{'cup_len': 39, 'cup_depth_pct': 0.10723199018262505, 'rim_diff_pct': 0.0049875855869139715, 'recovery_ratio': 0.9950124144130861, 'balance_ratio': 0.56, 'bottom_zone_width': 4, 'bottom_zone_ratio': 0.10256410256410256, 'v_shape_recovery_ratio': 0.7906974681073782, 'handle_len': 2, 'handle_depth_pct': 0.07017543125827705, 'handle_volume_ratio': 0.6152977346278317, 'handle_upper_half': False, 'handle_vs_cup_advance': 0.6829266165212411, 'prior_run_up_pct': 1.7278912590722726, 'price_only_break_index': None}","[{'pivot_index': 288, 'pivot_date': '2025-05-16', 'pivot_type': 'H', 'pivot_price': 4.01, 'prominence_pct': 0.0898, 'source_window': 7}, {'pivot_index': 313, 'pivot_date': '2025-06-24', 'pivot_type': 'L', 'pivot_price': 3.58, 'prominence_pct': 0.1072, 'source_window': 0}, {'pivot_index': 327, 'pivot_date': '2025-07-15', 'pivot_type': 'H', 'pivot_price': 3.99, 'prominence_pct': 0.0777, 'source_window': 7}]",True,False,False,False,True,FORMING,0.805,2,80.68181818181817,73.86363636363636,85.41666666666666,82.0,82.11969696969697,True
SPHR,True,True,True,True,True,True,True,8,113.70999908447266,1006000.0,2026-03-11,96.15,SPY,True,8,96.15,SPHR,6,False,80.68181818181817,80.68181818181817,161.36363636363637,14,us,True,0.768,Medium,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2025-11-12,2026-03-11,97.1999969482422,88.6989974975586,2026-03-09,117.73999786376952,1704700.0,2.2431975071781793,0.16985599438878407,True,"{'technical_quality': 1.0, 'volume_confirmation': 0.4573, 'temporal_validity': 0.6827, 'market_context': 0.8068}","{'contractions': 2, 'depths_pct': [0.1036, 0.0875], 'contraction_bars': [7, 5], 'recovery_bars': [25, 6], 'prior_run_up_pct': 1.289769449915965, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.11707816471926116, 'volume_ratio_last10_vs_first_half': 1.0586314787103794, 'natr_ratio_last10_vs_first10': 0.8754627084095341, 'range_ratio_last10_vs_first10': 1.0172004138886213}","[{'pivot_index': 249, 'pivot_date': '2025-11-12', 'pivot_type': 'H', 'pivot_price': 81.47, 'prominence_pct': 0.1153, 'source_window': 7}, {'pivot_index': 256, 'pivot_date': '2025-11-21', 'pivot_type': 'L', 'pivot_price': 73.03, 'prominence_pct': 0.1021, 'source_window': 7}, {'pivot_index': 281, 'pivot_date': '2025-12-30', 'pivot_type': 'H', 'pivot_price': 97.2, 'prominence_pct': 0.0699, 'source_window': 7}, {'pivot_index': 286, 'pivot_date': '2026-01-07', 'pivot_type': 'L', 'pivot_price': 88.699, 'prominence_pct': 0.086, 'source_window': 7}, {'pivot_index': 292, 'pivot_date': '2026-01-15', 'pivot_type': 'H', 'pivot_price': 101.891, 'prominence_pct': 0.1092, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,True,False,True,RECENT_BREAKOUT,0.768,1,80.68181818181817,80.68181818181817,78.4090909090909,100.0,81.02272727272727,True
MGRM,True,True,True,True,True,True,True,8,6.0,1566622.0,2025-10-06,96.51,SPY,True,8,96.51,,6,False,83.08080808080808,80.68181818181817,163.76262626262627,14,us,True,0.742,Medium,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2025-05-01,2025-10-06,2.819999933242798,2.319999933242798,2025-10-06,6.0,1566622.0,3.3245771378071987,1.1276596248356752,True,"{'technical_quality': 0.6742, 'volume_confirmation': 0.75, 'temporal_validity': 0.6417, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.2054, 0.1773], 'contraction_bars': [9, 6], 'recovery_bars': [6, 28], 'prior_run_up_pct': 0.6371220714323449, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 0.0, 'tightness_pct': 0.25886526111865493, 'volume_ratio_last10_vs_first_half': 1.874897792313982, 'natr_ratio_last10_vs_first10': 0.3214216655177768, 'range_ratio_last10_vs_first10': 0.22710565380119976}","[{'pivot_index': 253, 'pivot_date': '2025-05-01', 'pivot_type': 'H', 'pivot_price': 3.14, 'prominence_pct': 0.1338, 'source_window': 7}, {'pivot_index': 262, 'pivot_date': '2025-05-14', 'pivot_type': 'L', 'pivot_price': 2.495, 'prominence_pct': 0.1337, 'source_window': 7}, {'pivot_index': 268, 'pivot_date': '2025-05-22', 'pivot_type': 'H', 'pivot_price': 2.82, 'prominence_pct': 0.1152, 'source_window': 7}, {'pivot_index': 274, 'pivot_date': '2025-06-02', 'pivot_type': 'L', 'pivot_price': 2.32, 'prominence_pct': 0.1375, 'source_window': 7}, {'pivot_index': 302, 'pivot_date': '2025-07-14', 'pivot_type': 'H', 'pivot_price': 6.02, 'prominence_pct': 0.4668, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,True,False,True,RECENT_BREAKOUT,0.742,1,80.68181818181817,83.08080808080808,70.77020202020202,100.0,80.09469696969697,True
FLYD,True,True,True,True,True,True,True,8,79.56999969482422,2100.0,2026-03-11,99.53,SPY,True,8,99.53,,6,False,97.97979797979798,80.68181818181817,178.66161616161617,14,us,True,0.725,Medium,FORMING_VCP,FORMING,2025-10-10,2026-03-11,8.300000190734863,6.96999979019165,2026-03-05,75.0739974975586,4800.0,1.6403526758253026,8.586746730879204,True,"{'technical_quality': 0.7216, 'volume_confirmation': 0.75, 'temporal_validity': 0.4667, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.1447, 0.1602], 'contraction_bars': [11, 6], 'recovery_bars': [6, 6], 'prior_run_up_pct': 0.27887631666206825, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 1.6265059867191087, 'volume_ratio_last10_vs_first_half': 0.4383561643835616, 'natr_ratio_last10_vs_first10': 1.3236403330458264, 'range_ratio_last10_vs_first10': 0.7709330937567211}","[{'pivot_index': 226, 'pivot_date': '2025-10-10', 'pivot_type': 'H', 'pivot_price': 8.149, 'prominence_pct': 0.1226, 'source_window': 7}, {'pivot_index': 237, 'pivot_date': '2025-10-27', 'pivot_type': 'L', 'pivot_price': 6.97, 'prominence_pct': 0.0865, 'source_window': 7}, {'pivot_index': 243, 'pivot_date': '2025-11-04', 'pivot_type': 'H', 'pivot_price': 8.3, 'prominence_pct': 0.1108, 'source_window': 7}, {'pivot_index': 249, 'pivot_date': '2025-11-12', 'pivot_type': 'L', 'pivot_price': 6.97, 'prominence_pct': 0.149, 'source_window': 7}, {'pivot_index': 255, 'pivot_date': '2025-11-20', 'pivot_type': 'H', 'pivot_price': 9.198, 'prominence_pct': 0.1705, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.725,1,80.68181818181817,97.97979797979798,64.70959595959596,82.0,79.00732323232323,True
MGNX,True,True,True,True,True,True,True,8,3.3399999141693115,4052000.0,2026-03-11,95.29,SPY,True,8,95.29,MGNX,6,False,75.12626262626263,80.68181818181817,155.8080808080808,14,us,True,0.741,Medium,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2025-11-13,2026-03-11,1.899999976158142,1.6150000095367432,2026-03-10,3.430000066757202,14023500.0,12.856372767427406,0.7578947137267302,True,"{'technical_quality': 0.9167, 'volume_confirmation': 0.4039, 'temporal_validity': 0.6083, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.2356, 0.15], 'contraction_bars': [6, 8], 'recovery_bars': [32, 5], 'prior_run_up_pct': 0.4683545093305166, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.8052631529414425, 'volume_ratio_last10_vs_first_half': 0.9062152357920193, 'natr_ratio_last10_vs_first10': 0.7235743458489902, 'range_ratio_last10_vs_first10': 1.0399195849786116}","[{'pivot_index': 250, 'pivot_date': '2025-11-13', 'pivot_type': 'H', 'pivot_price': 1.74, 'prominence_pct': 0.1868, 'source_window': 7}, {'pivot_index': 256, 'pivot_date': '2025-11-21', 'pivot_type': 'L', 'pivot_price': 1.33, 'prominence_pct': 0.1582, 'source_window': 7}, {'pivot_index': 288, 'pivot_date': '2026-01-09', 'pivot_type': 'H', 'pivot_price': 1.9, 'prominence_pct': 0.1211, 'source_window': 7}, {'pivot_index': 296, 'pivot_date': '2026-01-22', 'pivot_type': 'L', 'pivot_price': 1.615, 'prominence_pct': 0.1317, 'source_window': 7}, {'pivot_index': 301, 'pivot_date': '2026-01-29', 'pivot_type': 'H', 'pivot_price': 1.97, 'prominence_pct': 0.1396, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,True,False,True,RECENT_BREAKOUT,0.741,1,80.68181818181817,75.12626262626263,70.39141414141415,100.0,78.03030303030303,True
VRT,True,True,True,True,True,True,True,8,268.260009765625,7077200.0,2026-03-11,95.82,SPY,True,8,95.82,VRT,5,False,78.91414141414141,62.436868686868685,141.3510101010101,13,us,True,0.814,High,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2026-01-30,2026-03-11,264.8599853515625,234.72000122070312,2026-03-10,270.0599975585937,11306800.0,1.8199916427312688,0.012837063362174161,False,"{'technical_quality': 1.0, 'volume_confirmation': 0.6551, 'temporal_validity': 0.5, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.1399, 0.1138], 'contraction_bars': [4, 4], 'recovery_bars': [13, 6], 'prior_run_up_pct': 0.6882477626333967, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.14396287469472038, 'volume_ratio_last10_vs_first_half': 1.0674677367869032, 'natr_ratio_last10_vs_first10': 0.870207412931468, 'range_ratio_last10_vs_first10': 0.8246994979437893}","[{'pivot_index': 302, 'pivot_date': '2026-01-30', 'pivot_type': 'H', 'pivot_price': 200.395, 'prominence_pct': 0.1387, 'source_window': 7}, {'pivot_index': 306, 'pivot_date': '2026-02-05', 'pivot_type': 'L', 'pivot_price': 172.35, 'prominence_pct': 0.1399, 'source_window': 7}, {'pivot_index': 319, 'pivot_date': '2026-02-25', 'pivot_type': 'H', 'pivot_price': 264.86, 'prominence_pct': 0.1138, 'source_window': 7}, {'pivot_index': 323, 'pivot_date': '2026-03-03', 'pivot_type': 'L', 'pivot_price': 234.72, 'prominence_pct': 0.1198, 'source_window': 7}, {'pivot_index': 329, 'pivot_date': '2026-03-11', 'pivot_type': 'H', 'pivot_price': 276.78, 'prominence_pct': 0.152, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,True,False,True,RECENT_BREAKOUT,0.814,1,62.436868686868685,78.91414141414141,87.18434343434343,100.0,77.77462121212122,True
SDS,True,True,True,True,True,True,True,8,70.41999816894531,3280300.0,2026-03-11,95.33,SPY,True,8,95.33,SDS,4,False,75.5050505050505,51.76767676767676,127.27272727272728,12,us,True,0.759,Medium,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2025-11-21,2026-03-11,70.26000213623047,67.8499984741211,2026-03-06,71.20999908447266,5209700.0,1.6182358660234766,0.002277199371622851,False,"{'technical_quality': 0.8889, 'volume_confirmation': 0.5, 'temporal_validity': 0.9167, 'market_context': 0.6667}","{'contractions': 4, 'depths_pct': [0.1284, 0.0583, 0.0597, 0.0343], 'contraction_bars': [23, 6, 4, 9], 'recovery_bars': [15, 6, 3, 5], 'prior_run_up_pct': 3.95519476940588, 'resistance_band_pct': 0.0015656220752495434, 'last_two_high_gap_pct': 0.0015656220752495434, 'higher_lows_ratio': 0.6667, 'tightness_pct': 0.06917154615984439, 'volume_ratio_last10_vs_first_half': 1.9719065788921968, 'natr_ratio_last10_vs_first10': 0.7982227584751986, 'range_ratio_last10_vs_first10': 1.780497081956644}","[{'pivot_index': 256, 'pivot_date': '2025-11-21', 'pivot_type': 'H', 'pivot_price': 76.31, 'prominence_pct': 0.0731, 'source_window': 7}, {'pivot_index': 279, 'pivot_date': '2025-12-26', 'pivot_type': 'L', 'pivot_price': 66.51, 'prominence_pct': 0.041, 'source_window': 7}, {'pivot_index': 294, 'pivot_date': '2026-01-20', 'pivot_type': 'H', 'pivot_price': 69.78, 'prominence_pct': 0.0535, 'source_window': 7}, {'pivot_index': 300, 'pivot_date': '2026-01-28', 'pivot_type': 'L', 'pivot_price': 65.71, 'prominence_pct': 0.04, 'source_window': 7}, {'pivot_index': 306, 'pivot_date': '2026-02-05', 'pivot_type': 'H', 'pivot_price': 70.15, 'prominence_pct': 0.0596, 'source_window': 7}, {'pivot_index': 310, 'pivot_date': '2026-02-11', 'pivot_type': 'L', 'pivot_price': 65.96, 'prominence_pct': 0.0597, 'source_window': 7}, {'pivot_index': 313, 'pivot_date': '2026-02-17', 'pivot_type': 'H', 'pivot_price': 70.26, 'prominence_pct': 0.0612, 'source_window': 7}, {'pivot_index': 322, 'pivot_date': '2026-03-02', 'pivot_type': 'L', 'pivot_price': 67.85, 'prominence_pct': 0.0749, 'source_window': 7}, {'pivot_index': 327, 'pivot_date': '2026-03-09', 'pivot_type': 'H', 'pivot_price': 73.34, 'prominence_pct': 0.0749, 'source_window': 7}]",True,0.714,Medium,FORMING_HANDLE,FORMING,2025-11-07,2026-03-11,71.62999725341797,65.95999908447266,,,,,-0.016892351401212924,False,"{'technical_quality': 0.8201, 'volume_confirmation': 0.6209, 'temporal_validity': 0.6667, 'market_context': 0.6667}","{'cup_len': 60, 'cup_depth_pct': 0.10962064543020997, 'rim_diff_pct': 0.04945801321063724, 'recovery_ratio': 0.9505419867893627, 'balance_ratio': 0.1111111111111111, 'bottom_zone_width': 23, 'bottom_zone_ratio': 0.38333333333333336, 'v_shape_recovery_ratio': 0.30778697684682654, 'handle_len': 19, 'handle_depth_pct': 0.07915675535886967, 'handle_volume_ratio': 0.9171461164567007, 'handle_upper_half': False, 'handle_vs_cup_advance': 1.2770259124338443, 'prior_run_up_pct': 3.792208109080528, 'price_only_break_index': 326}","[{'pivot_index': 246, 'pivot_date': '2025-11-07', 'pivot_type': 'H', 'pivot_price': 73.8, 'prominence_pct': 0.0711, 'source_window': 7}, {'pivot_index': 300, 'pivot_date': '2026-01-28', 'pivot_type': 'L', 'pivot_price': 65.71, 'prominence_pct': 0.1096, 'source_window': 0}, {'pivot_index': 306, 'pivot_date': '2026-02-05', 'pivot_type': 'H', 'pivot_price': 70.15, 'prominence_pct': 0.0596, 'source_window': 7}]",True,False,True,False,True,RECENT_BREAKOUT,0.759,2,51.76767676767676,75.5050505050505,75.82070707070707,100.0,76.98232323232324,True
ASA,True,True,True,True,True,True,True,8,72.27999877929688,57600.0,2026-03-11,94.6,SPY,True,8,94.6,ASA,7,False,70.2020202020202,96.84343434343434,167.04545454545453,15,us,True,0.731,Medium,FORMING_VCP,FORMING,2025-10-16,2026-03-11,50.95000076293945,45.790000915527344,,,,,0.4186456859068912,False,"{'technical_quality': 1.0, 'volume_confirmation': 0.3233, 'temporal_validity': 0.5, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.1964, 0.1013], 'contraction_bars': [7, 6], 'recovery_bars': [13, 23], 'prior_run_up_pct': 0.9172609331750496, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.18312059002846384, 'volume_ratio_last10_vs_first_half': 0.9087256027554536, 'natr_ratio_last10_vs_first10': 1.009232535734186, 'range_ratio_last10_vs_first10': 1.2933197623567039}","[{'pivot_index': 230, 'pivot_date': '2025-10-16', 'pivot_type': 'H', 'pivot_price': 53.76, 'prominence_pct': 0.1722, 'source_window': 7}, {'pivot_index': 237, 'pivot_date': '2025-10-27', 'pivot_type': 'L', 'pivot_price': 43.2, 'prominence_pct': 0.1508, 'source_window': 7}, {'pivot_index': 250, 'pivot_date': '2025-11-13', 'pivot_type': 'H', 'pivot_price': 50.95, 'prominence_pct': 0.1164, 'source_window': 7}, {'pivot_index': 256, 'pivot_date': '2025-11-21', 'pivot_type': 'L', 'pivot_price': 45.79, 'prominence_pct': 0.0718, 'source_window': 7}, {'pivot_index': 279, 'pivot_date': '2025-12-26', 'pivot_type': 'H', 'pivot_price': 63.02, 'prominence_pct': 0.0944, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.731,1,96.84343434343434,70.2020202020202,67.2979797979798,82.0,76.6209595959596,True
DAWN,True,True,True,True,True,True,True,8,21.25,5317600.0,2026-03-11,97.33,SPY,True,8,97.33,DAWN,5,False,87.37373737373737,62.436868686868685,149.81060606060606,13,us,True,0.742,Medium,BREAKOUT_VCP_RECENT,BROKEOUT_RECENT,2025-11-11,2026-03-11,10.470000267028809,8.350000381469727,2026-03-06,21.200000762939453,78373800.0,19.680803245203837,1.029608353203066,True,"{'technical_quality': 0.8333, 'volume_confirmation': 0.5, 'temporal_validity': 0.65, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.2752, 0.2025], 'contraction_bars': [18, 10], 'recovery_bars': [8, 11], 'prior_run_up_pct': 0.9343388067072322, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.852913092399562, 'volume_ratio_last10_vs_first_half': 2.0343297640293474, 'natr_ratio_last10_vs_first10': 0.7307155064758575, 'range_ratio_last10_vs_first10': 0.5490140502815855}","[{'pivot_index': 248, 'pivot_date': '2025-11-11', 'pivot_type': 'H', 'pivot_price': 10.9, 'prominence_pct': 0.2748, 'source_window': 7}, {'pivot_index': 266, 'pivot_date': '2025-12-08', 'pivot_type': 'L', 'pivot_price': 7.9, 'prominence_pct': 0.1232, 'source_window': 7}, {'pivot_index': 274, 'pivot_date': '2025-12-18', 'pivot_type': 'H', 'pivot_price': 10.47, 'prominence_pct': 0.2087, 'source_window': 7}, {'pivot_index': 284, 'pivot_date': '2026-01-05', 'pivot_type': 'L', 'pivot_price': 8.35, 'prominence_pct': 0.1347, 'source_window': 7}, {'pivot_index': 295, 'pivot_date': '2026-01-21', 'pivot_type': 'H', 'pivot_price': 13.2, 'prominence_pct': 0.2545, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,True,False,True,RECENT_BREAKOUT,0.742,1,62.436868686868685,87.37373737373737,70.77020202020202,100.0,76.60669191919192,True
VSAT,True,True,True,True,True,True,True,8,46.38999938964844,1294500.0,2026-03-11,97.26,SPY,True,8,97.26,VSAT,5,False,86.86868686868688,62.436868686868685,149.30555555555557,13,us,True,0.816,High,FORMING_VCP,FORMING,2025-11-10,2026-03-11,38.65999984741211,32.060001373291016,,,,,0.19994825589099863,False,"{'technical_quality': 0.8591, 'volume_confirmation': 1.0, 'temporal_validity': 0.6333, 'market_context': 0.6667}","{'contractions': 2, 'depths_pct': [0.3317, 0.1707], 'contraction_bars': [9, 6], 'recovery_bars': [13, 26], 'prior_run_up_pct': 4.062717989632308, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.14071397989853854, 'volume_ratio_last10_vs_first_half': 0.763539329249803, 'natr_ratio_last10_vs_first10': 0.726207894829576, 'range_ratio_last10_vs_first10': 0.7839800345003142}","[{'pivot_index': 247, 'pivot_date': '2025-11-10', 'pivot_type': 'H', 'pivot_price': 43.59, 'prominence_pct': 0.2494, 'source_window': 7}, {'pivot_index': 256, 'pivot_date': '2025-11-21', 'pivot_type': 'L', 'pivot_price': 29.13, 'prominence_pct': 0.2178, 'source_window': 7}, {'pivot_index': 269, 'pivot_date': '2025-12-11', 'pivot_type': 'H', 'pivot_price': 38.66, 'prominence_pct': 0.1296, 'source_window': 7}, {'pivot_index': 275, 'pivot_date': '2025-12-19', 'pivot_type': 'L', 'pivot_price': 32.06, 'prominence_pct': 0.1534, 'source_window': 7}, {'pivot_index': 301, 'pivot_date': '2026-01-29', 'pivot_type': 'H', 'pivot_price': 49.68, 'prominence_pct': 0.1538, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.816,1,62.436868686868685,86.86868686868688,87.5,82.0,76.22638888888889,True
