symbol,met_count,rs_score,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile
GSIW,7,99.99,GSIW,1,complete,,False,100.0,100.0,200.0
MRSN,7,99.93,,0,failed,,True,99.96415770609319,50.0,149.9641577060932
MKDW,7,99.92,,0,failed,,True,99.92831541218638,50.0,149.92831541218638
COOK,7,99.89,,0,failed,,True,99.89247311827957,50.0,149.89247311827955
WATT,7,99.86,,0,failed,,True,99.85663082437276,50.0,149.85663082437276
NKTR,7,99.85,,0,failed,,True,99.82078853046595,50.0,149.82078853046596
ADV,7,99.84,,0,failed,,True,99.78494623655914,50.0,149.78494623655914
AXTI,7,99.82,,0,failed,,True,99.74910394265233,50.0,149.7491039426523
PED,7,99.81,,0,failed,,True,99.71326164874552,50.0,149.71326164874552
RAPT,7,99.8,,0,failed,,True,99.67741935483872,50.0,149.67741935483872
AGL,7,99.78,,0,failed,,True,99.6415770609319,50.0,149.6415770609319
STRO,7,99.76,,0,failed,,True,99.60573476702508,50.0,149.60573476702507
INTJ,7,99.73,,0,failed,,True,99.56989247311829,50.0,149.56989247311827
SNSE,7,99.72,,0,failed,,True,99.53405017921146,50.0,149.53405017921148
NINE,7,99.71,,0,failed,,True,99.49820788530465,50.0,149.49820788530465
PSTV,7,99.7,,0,failed,,True,99.46236559139786,50.0,149.46236559139786
BW,7,99.69,,0,failed,,True,99.42652329749104,50.0,149.42652329749103
QDMI,7,99.63,,0,failed,,True,99.39068100358422,50.0,149.39068100358423
HBIO,7,99.6,,0,failed,,True,99.35483870967742,50.0,149.35483870967744
MCVT,7,99.59,,0,failed,,True,99.31899641577061,50.0,149.3189964157706
SNDK,7,99.54,,0,failed,,True,99.2831541218638,50.0,149.2831541218638
XLO,7,99.53,,0,failed,,True,99.24731182795699,50.0,149.247311827957
IKNA,7,99.51,,0,failed,,True,99.21146953405018,50.0,149.2114695340502
ASRT,7,99.5,,0,failed,,True,99.17562724014337,50.0,149.17562724014337
NDLS,7,99.48,,0,failed,,True,99.13978494623656,50.0,149.13978494623655
ATXG,7,99.45,,0,failed,,True,99.10394265232975,50.0,149.10394265232975
MODD,7,99.4,,0,failed,,True,99.06810035842294,50.0,149.06810035842295
BREA,7,99.36,BREA,0,soft_unavailable,ineligible:metadata_not_found,True,99.03225806451613,50.0,149.03225806451613
ANL,7,99.35,,0,failed,,True,98.99641577060932,50.0,148.9964157706093
ATHA,7,99.34,ATHA,0,soft_unavailable,ineligible:metadata_not_found,True,98.9605734767025,50.0,148.9605734767025
RLMD,7,99.33,,0,failed,,True,98.9247311827957,50.0,148.9247311827957
BWET,7,99.31,BWET,0,soft_unavailable,ineligible:etf,True,98.88888888888889,50.0,148.88888888888889
LFWD,7,99.28,,0,failed,,True,98.85304659498208,50.0,148.85304659498206
MUU,7,99.27,,0,failed,,True,98.81720430107526,50.0,148.81720430107526
MULL,7,99.25,,0,failed,,True,98.78136200716845,50.0,148.78136200716847
TERN,7,99.23,,0,failed,,True,98.74551971326166,50.0,148.74551971326167
MOBBW,7,99.21,,0,failed,,True,98.70967741935483,50.0,148.70967741935482
NXPL,7,99.17,,0,failed,,True,98.67383512544802,50.0,148.67383512544802
ERAS,7,99.16,,0,failed,,True,98.63799283154123,50.0,148.63799283154123
LITE,7,99.05,,0,failed,,True,98.6021505376344,50.0,148.6021505376344
AAOI,7,99.0,,0,failed,,True,98.56630824372759,50.0,148.56630824372758
ABVX,7,98.99,,0,failed,,True,98.5304659498208,50.0,148.53046594982078
PSIG,7,98.96,,0,failed,,True,98.49462365591398,50.0,148.49462365591398
EKSO,7,98.95,,0,failed,,True,98.45878136200716,50.0,148.45878136200716
KOD,7,98.92,,0,failed,,True,98.42293906810036,50.0,148.42293906810036
HYMC,7,98.88,,0,failed,,True,98.38709677419355,50.0,148.38709677419354
TNGX,7,98.84,,0,failed,,True,98.35125448028674,50.0,148.35125448028674
NMTC,7,98.8,,0,failed,,True,98.31541218637993,50.0,148.31541218637994
ANRO,7,98.77,,0,failed,,True,98.27956989247312,50.0,148.27956989247312
CDTX,7,98.73,CDTX,0,soft_unavailable,ineligible:metadata_not_found,True,98.24372759856631,50.0,148.2437275985663
LWLG,7,98.71,,0,failed,,True,98.2078853046595,50.0,148.2078853046595
KORU,7,98.68,,0,failed,,True,98.17204301075269,50.0,148.1720430107527
ANTE,7,98.67,ANTE,0,soft_unavailable,ineligible:metadata_not_found,True,98.13620071684588,50.0,148.13620071684588
STTK,7,98.61,,0,failed,,True,98.10035842293907,50.0,148.10035842293905
CELC,7,98.59,,0,failed,,True,98.06451612903226,50.0,148.06451612903226
FIEE,7,98.56,,0,failed,,True,98.02867383512545,50.0,148.02867383512546
RGLS,7,98.51,,0,failed,,True,97.99283154121864,50.0,147.99283154121864
AEHR,7,98.49,,0,failed,,True,97.95698924731184,50.0,147.95698924731184
IPA,7,98.47,,0,failed,,True,97.92114695340501,50.0,147.921146953405
BE,7,98.46,,0,failed,,True,97.8853046594982,50.0,147.88530465949822
PL,7,98.41,,0,failed,,True,97.84946236559139,50.0,147.8494623655914
VRTL,7,98.33,,0,failed,,True,97.8136200716846,50.0,147.8136200716846
RYDE,7,98.32,,0,failed,,True,97.77777777777777,50.0,147.77777777777777
CLYM,7,98.3,,0,failed,,True,97.74193548387096,50.0,147.74193548387098
WDC,7,98.28,,0,failed,,True,97.70609318996416,50.0,147.70609318996418
PRAX,7,98.26,,0,failed,,True,97.67025089605734,50.0,147.67025089605733
FUBO,7,98.24,,0,failed,,True,97.63440860215053,50.0,147.63440860215053
CTEC,7,98.23,CTEC,0,soft_unavailable,ineligible:etf,True,97.59856630824373,50.0,147.59856630824373
CIEN,7,98.22,,0,failed,,True,97.56272401433692,50.0,147.56272401433694
