symbol,met_count,rs_score,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile
CTEC,7,98.73,,0,skipped_local_only,local_only_no_cached_financials,False,97.97939778129953,50.0,147.97939778129953
WDC,7,98.7,,0,skipped_local_only,local_only_no_cached_financials,False,97.93977812995246,50.0,147.93977812995246
VRTL,7,98.69,,0,skipped_local_only,local_only_no_cached_financials,False,97.90015847860539,50.0,147.9001584786054
OPTX,7,98.67,,0,skipped_local_only,local_only_no_cached_financials,False,97.86053882725832,50.0,147.86053882725832
SOXL,7,98.61,,0,skipped_local_only,local_only_no_cached_financials,False,97.82091917591124,50.0,147.82091917591123
CLYM,7,98.6,,0,skipped_local_only,local_only_no_cached_financials,False,97.78129952456418,50.0,147.7812995245642
CIEN,7,98.59,,0,skipped_local_only,local_only_no_cached_financials,False,97.74167987321711,50.0,147.7416798732171
SVT,7,98.58,,0,skipped_local_only,local_only_no_cached_financials,False,97.70206022187004,50.0,147.70206022187006
RYDE,7,98.54,,0,skipped_local_only,local_only_no_cached_financials,False,97.66244057052297,50.0,147.66244057052296
NUKKW,7,98.51,,0,skipped_local_only,local_only_no_cached_financials,False,97.62282091917591,50.0,147.62282091917592
NBTX,7,98.47,,0,skipped_local_only,local_only_no_cached_financials,False,97.58320126782884,50.0,147.58320126782883
ALMS,7,98.46,,0,skipped_local_only,local_only_no_cached_financials,False,97.54358161648177,50.0,147.5435816164818
PRAX,7,98.43,,0,skipped_local_only,local_only_no_cached_financials,False,97.5039619651347,50.0,147.5039619651347
IRD,7,98.41,,0,skipped_local_only,local_only_no_cached_financials,False,97.46434231378764,50.0,147.46434231378765
LASR,7,98.4,,0,skipped_local_only,local_only_no_cached_financials,False,97.42472266244057,50.0,147.42472266244056
AMPX,7,98.39,,0,skipped_local_only,local_only_no_cached_financials,False,97.3851030110935,50.0,147.38510301109352
ALTO,7,98.38,,0,skipped_local_only,local_only_no_cached_financials,False,97.34548335974644,50.0,147.34548335974642
HOUS,7,98.36,,0,skipped_local_only,local_only_no_cached_financials,False,97.30586370839937,50.0,147.3058637083994
LVO,7,98.29,,0,skipped_local_only,local_only_no_cached_financials,False,97.2662440570523,50.0,147.2662440570523
EDSA,7,98.27,,0,skipped_local_only,local_only_no_cached_financials,False,97.22662440570524,50.0,147.22662440570525
MVLL,7,98.26,,0,skipped_local_only,local_only_no_cached_financials,False,97.18700475435817,50.0,147.18700475435816
VICR,7,98.25,,0,skipped_local_only,local_only_no_cached_financials,False,97.1473851030111,50.0,147.14738510301112
ORKA,7,98.24,,0,skipped_local_only,local_only_no_cached_financials,False,97.10776545166404,50.0,147.10776545166402
UNCY,7,98.23,,0,skipped_local_only,local_only_no_cached_financials,False,97.06814580031696,50.0,147.06814580031696
OVID,7,98.21,,0,skipped_local_only,local_only_no_cached_financials,False,97.02852614896989,50.0,147.0285261489699
AP,7,98.19,,0,skipped_local_only,local_only_no_cached_financials,False,96.96909667194929,50.0,146.96909667194927
STX,7,98.19,,0,skipped_local_only,local_only_no_cached_financials,False,96.96909667194929,50.0,146.96909667194927
FORM,7,98.15,,0,skipped_local_only,local_only_no_cached_financials,False,96.90966719492869,50.0,146.9096671949287
NVTS,7,98.14,,0,skipped_local_only,local_only_no_cached_financials,False,96.87004754358162,50.0,146.87004754358162
SYRE,7,98.12,,0,skipped_local_only,local_only_no_cached_financials,False,96.83042789223455,50.0,146.83042789223455
VIAV,7,98.1,,0,skipped_local_only,local_only_no_cached_financials,False,96.79080824088749,50.0,146.7908082408875
RLAY,7,98.09,,0,skipped_local_only,local_only_no_cached_financials,False,96.75118858954042,50.0,146.75118858954042
INTW,7,98.07,,0,skipped_local_only,local_only_no_cached_financials,False,96.71156893819335,50.0,146.71156893819335
IMMX,7,98.06,,0,skipped_local_only,local_only_no_cached_financials,False,96.67194928684627,50.0,146.67194928684626
XWIN,7,98.05,,0,skipped_local_only,local_only_no_cached_financials,False,96.6323296354992,50.0,146.63232963549922
VSAT,7,98.02,,0,skipped_local_only,local_only_no_cached_financials,False,96.5729001584786,50.0,146.5729001584786
WULF,7,98.02,,0,skipped_local_only,local_only_no_cached_financials,False,96.5729001584786,50.0,146.5729001584786
COHR,7,98.0,,0,skipped_local_only,local_only_no_cached_financials,False,96.513470681458,50.0,146.513470681458
MU,7,97.98,,0,skipped_local_only,local_only_no_cached_financials,False,96.47385103011094,50.0,146.47385103011095
EQ,7,97.95,,0,skipped_local_only,local_only_no_cached_financials,False,96.43423137876387,50.0,146.43423137876385
CAPR,7,97.94,,0,skipped_local_only,local_only_no_cached_financials,False,96.3946117274168,50.0,146.39461172741682
TSEM,7,97.93,,0,skipped_local_only,local_only_no_cached_financials,False,96.35499207606973,50.0,146.35499207606972
LPTH,7,97.91,,0,skipped_local_only,local_only_no_cached_financials,False,96.31537242472267,50.0,146.31537242472268
ARTV,7,97.89,,0,skipped_local_only,local_only_no_cached_financials,False,96.27575277337559,50.0,146.2757527733756
PRLD,7,97.88,,0,skipped_local_only,local_only_no_cached_financials,False,96.23613312202852,50.0,146.23613312202852
SIF,7,97.87,,0,skipped_local_only,local_only_no_cached_financials,False,96.19651347068145,50.0,146.19651347068145
TER,7,97.86,,0,skipped_local_only,local_only_no_cached_financials,False,96.15689381933439,50.0,146.15689381933439
DALN,7,97.85,,0,skipped_local_only,local_only_no_cached_financials,False,96.11727416798732,50.0,146.11727416798732
LXP,7,97.84,,0,skipped_local_only,local_only_no_cached_financials,False,96.07765451664025,50.0,146.07765451664025
HUT,7,97.81,,0,skipped_local_only,local_only_no_cached_financials,False,96.03803486529318,50.0,146.03803486529318
ALM,7,97.77,,0,skipped_local_only,local_only_no_cached_financials,False,95.99841521394612,50.0,145.99841521394612
NBIS,7,97.76,,0,skipped_local_only,local_only_no_cached_financials,False,95.95879556259905,50.0,145.95879556259905
IPSC,7,97.73,,0,skipped_local_only,local_only_no_cached_financials,False,95.91917591125198,50.0,145.91917591125198
DLLL,7,97.71,,0,skipped_local_only,local_only_no_cached_financials,False,95.8795562599049,50.0,145.87955625990492
CVGI,7,97.7,,0,skipped_local_only,local_only_no_cached_financials,False,95.83993660855784,50.0,145.83993660855782
ARWR,7,97.69,,0,skipped_local_only,local_only_no_cached_financials,False,95.80031695721077,50.0,145.80031695721078
TYGO,7,97.68,,0,skipped_local_only,local_only_no_cached_financials,False,95.7606973058637,50.0,145.7606973058637
EVOK,7,97.67,,0,skipped_local_only,local_only_no_cached_financials,False,95.72107765451663,50.0,145.72107765451665
TOYO,7,97.66,,0,skipped_local_only,local_only_no_cached_financials,False,95.68145800316957,50.0,145.68145800316955
TLYS,7,97.65,,0,skipped_local_only,local_only_no_cached_financials,False,95.6418383518225,50.0,145.6418383518225
TTMI,7,97.64,,0,skipped_local_only,local_only_no_cached_financials,False,95.60221870047543,50.0,145.60221870047542
DNTH,7,97.63,,0,skipped_local_only,local_only_no_cached_financials,False,95.56259904912837,50.0,145.56259904912838
GNOM,7,97.6,,0,skipped_local_only,local_only_no_cached_financials,False,95.5229793977813,50.0,145.52297939778128
VIGL,7,97.56,,0,skipped_local_only,local_only_no_cached_financials,False,95.48335974643423,50.0,145.48335974643425
ENLT,7,97.55,,0,skipped_local_only,local_only_no_cached_financials,False,95.44374009508716,50.0,145.44374009508715
FOSL,7,97.48,,0,skipped_local_only,local_only_no_cached_financials,False,95.4041204437401,50.0,145.4041204437401
ICHR,7,97.44,,0,skipped_local_only,local_only_no_cached_financials,False,95.36450079239303,50.0,145.36450079239302
AGX,7,97.41,,0,skipped_local_only,local_only_no_cached_financials,False,95.32488114104596,50.0,145.32488114104598
UCTT,7,97.37,,0,skipped_local_only,local_only_no_cached_financials,False,95.2852614896989,50.0,145.28526148969888
ASYS,7,97.34,,0,skipped_local_only,local_only_no_cached_financials,False,95.24564183835183,50.0,145.24564183835184
SATS,7,97.33,,0,skipped_local_only,local_only_no_cached_financials,False,95.18621236133123,50.0,145.18621236133123
PHLT,7,97.33,,0,skipped_local_only,local_only_no_cached_financials,False,95.18621236133123,50.0,145.18621236133123
NGL,7,97.32,,0,skipped_local_only,local_only_no_cached_financials,False,95.12678288431063,50.0,145.12678288431061
WEAT,7,97.29,,0,skipped_local_only,local_only_no_cached_financials,False,95.08716323296355,50.0,145.08716323296355
NEWP,7,97.28,,0,skipped_local_only,local_only_no_cached_financials,False,95.04754358161648,50.0,145.04754358161648
KORE,7,97.27,,0,skipped_local_only,local_only_no_cached_financials,False,95.00792393026941,50.0,145.0079239302694
FIX,7,97.25,,0,skipped_local_only,local_only_no_cached_financials,False,94.96830427892235,50.0,144.96830427892235
CLSM,7,97.19,,0,skipped_local_only,local_only_no_cached_financials,False,94.92868462757528,50.0,144.92868462757528
OCC,7,97.17,,0,skipped_local_only,local_only_no_cached_financials,False,94.88906497622821,50.0,144.8890649762282
SATX,7,97.13,,0,skipped_local_only,local_only_no_cached_financials,False,94.84944532488115,50.0,144.84944532488115
POWL,7,97.09,,0,skipped_local_only,local_only_no_cached_financials,False,94.80982567353408,50.0,144.80982567353408
AMKR,7,97.05,,0,skipped_local_only,local_only_no_cached_financials,False,94.77020602218701,50.0,144.770206022187
PVLA,7,96.99,,0,skipped_local_only,local_only_no_cached_financials,False,94.73058637083994,50.0,144.73058637083994
DOCN,7,96.98,,0,skipped_local_only,local_only_no_cached_financials,False,94.69096671949286,50.0,144.69096671949285
SGML,7,96.95,,0,skipped_local_only,local_only_no_cached_financials,False,94.6513470681458,50.0,144.6513470681458
SRZN,7,96.94,,0,skipped_local_only,local_only_no_cached_financials,False,94.61172741679873,50.0,144.61172741679871
SKYT,7,96.9,,0,skipped_local_only,local_only_no_cached_financials,False,94.57210776545166,50.0,144.57210776545168
RVMD,7,96.89,,0,skipped_local_only,local_only_no_cached_financials,False,94.5324881141046,50.0,144.53248811410458
DIST,7,96.88,,0,skipped_local_only,local_only_no_cached_financials,False,94.49286846275753,50.0,144.49286846275754
GLW,7,96.86,,0,skipped_local_only,local_only_no_cached_financials,False,94.45324881141046,50.0,144.45324881141045
SPHR,7,96.84,,0,skipped_local_only,local_only_no_cached_financials,False,94.4136291600634,50.0,144.4136291600634
BKSY,7,96.83,,0,skipped_local_only,local_only_no_cached_financials,False,94.37400950871633,50.0,144.3740095087163
ANAB,7,96.82,,0,skipped_local_only,local_only_no_cached_financials,False,94.33438985736925,50.0,144.33438985736925
DAWN,7,96.81,,0,skipped_local_only,local_only_no_cached_financials,False,94.29477020602218,50.0,144.29477020602218
TYRA,7,96.8,,0,skipped_local_only,local_only_no_cached_financials,False,94.25515055467511,50.0,144.2551505546751
SSL,7,96.77,,0,skipped_local_only,local_only_no_cached_financials,False,94.21553090332804,50.0,144.21553090332804
LAR,7,96.75,,0,skipped_local_only,local_only_no_cached_financials,False,94.17591125198098,50.0,144.17591125198098
PARR,7,96.73,,0,skipped_local_only,local_only_no_cached_financials,False,94.13629160063391,50.0,144.1362916006339
RVRC,7,96.72,,0,skipped_local_only,local_only_no_cached_financials,False,94.09667194928684,50.0,144.09667194928684
GORO,7,96.71,,0,skipped_local_only,local_only_no_cached_financials,False,94.05705229793978,50.0,144.05705229793978
NCSM,7,96.67,,0,skipped_local_only,local_only_no_cached_financials,False,94.01743264659271,50.0,144.0174326465927
BODI,7,96.66,,0,skipped_local_only,local_only_no_cached_financials,False,93.97781299524564,50.0,143.97781299524564
ASX,7,96.65,,0,skipped_local_only,local_only_no_cached_financials,False,93.93819334389858,50.0,143.93819334389858
GLUE,7,96.63,,0,skipped_local_only,local_only_no_cached_financials,False,93.89857369255151,50.0,143.8985736925515
NESR,7,96.61,,0,skipped_local_only,local_only_no_cached_financials,False,93.85895404120444,50.0,143.85895404120444
EFXT,7,96.6,,0,skipped_local_only,local_only_no_cached_financials,False,93.81933438985737,50.0,143.81933438985737
NRXS,7,96.59,,0,skipped_local_only,local_only_no_cached_financials,False,93.77971473851031,50.0,143.7797147385103
QTTB,7,96.55,,0,skipped_local_only,local_only_no_cached_financials,False,93.74009508716324,50.0,143.74009508716324
MGRM,7,96.54,,0,skipped_local_only,local_only_no_cached_financials,False,93.70047543581617,50.0,143.70047543581617
FET,7,96.52,,0,skipped_local_only,local_only_no_cached_financials,False,93.6608557844691,50.0,143.6608557844691
VRT,7,96.47,,0,skipped_local_only,local_only_no_cached_financials,False,93.62123613312204,50.0,143.62123613312204
MKSI,7,96.46,,0,skipped_local_only,local_only_no_cached_financials,False,93.58161648177497,50.0,143.58161648177497
GSAT,7,96.45,,0,skipped_local_only,local_only_no_cached_financials,False,93.54199683042789,50.0,143.54199683042788
AEIS,7,96.42,,0,skipped_local_only,local_only_no_cached_financials,False,93.50237717908082,50.0,143.50237717908084
FBRX,7,96.41,,0,skipped_local_only,local_only_no_cached_financials,False,93.46275752773376,50.0,143.46275752773374
LUNR,7,96.4,,0,skipped_local_only,local_only_no_cached_financials,False,93.42313787638669,50.0,143.4231378763867
WTI,7,96.39,,0,skipped_local_only,local_only_no_cached_financials,False,93.38351822503962,50.0,143.3835182250396
CLS,7,96.38,,0,skipped_local_only,local_only_no_cached_financials,False,93.34389857369256,50.0,143.34389857369257
DSGN,7,96.33,,0,skipped_local_only,local_only_no_cached_financials,False,93.30427892234549,50.0,143.30427892234547
SITM,7,96.32,,0,skipped_local_only,local_only_no_cached_financials,False,93.26465927099842,50.0,143.26465927099844
CENX,7,96.3,,0,skipped_local_only,local_only_no_cached_financials,False,93.22503961965135,50.0,143.22503961965134
AIP,7,96.29,,0,skipped_local_only,local_only_no_cached_financials,False,93.18541996830429,50.0,143.1854199683043
TSMU,7,96.28,,0,skipped_local_only,local_only_no_cached_financials,False,93.1458003169572,50.0,143.1458003169572
RNRG,7,96.27,,0,skipped_local_only,local_only_no_cached_financials,False,93.10618066561014,50.0,143.10618066561014
VRNA,7,96.26,,0,skipped_local_only,local_only_no_cached_financials,False,93.06656101426307,50.0,143.06656101426307
FRGE,7,96.22,,0,skipped_local_only,local_only_no_cached_financials,False,93.026941362916,50.0,143.026941362916
LRCX,7,96.19,,0,skipped_local_only,local_only_no_cached_financials,False,92.98732171156894,50.0,142.98732171156894
MOD,7,96.17,,0,skipped_local_only,local_only_no_cached_financials,False,92.94770206022187,50.0,142.94770206022187
IMOS,7,96.11,,0,skipped_local_only,local_only_no_cached_financials,False,92.9080824088748,50.0,142.9080824088748
FIGS,7,96.09,,0,skipped_local_only,local_only_no_cached_financials,False,92.86846275752774,50.0,142.86846275752774
TSMX,7,96.08,,0,skipped_local_only,local_only_no_cached_financials,False,92.82884310618067,50.0,142.82884310618067
PUMP,7,96.06,,0,skipped_local_only,local_only_no_cached_financials,False,92.7892234548336,50.0,142.7892234548336
SLS,7,96.05,,0,skipped_local_only,local_only_no_cached_financials,False,92.74960380348652,50.0,142.74960380348654
MRVL,7,96.03,,0,skipped_local_only,local_only_no_cached_financials,False,92.70998415213946,50.0,142.70998415213944
BELFA,7,96.02,,0,skipped_local_only,local_only_no_cached_financials,False,92.67036450079239,50.0,142.6703645007924
LABU,7,96.01,,0,skipped_local_only,local_only_no_cached_financials,False,92.63074484944532,50.0,142.6307448494453
SHIM,7,96.0,,0,skipped_local_only,local_only_no_cached_financials,False,92.59112519809825,50.0,142.59112519809827
MXL,7,95.99,,0,skipped_local_only,local_only_no_cached_financials,False,92.55150554675119,50.0,142.55150554675117
GPRE,7,95.98,,0,skipped_local_only,local_only_no_cached_financials,False,92.51188589540412,50.0,142.51188589540413
DFTX,7,95.97,,0,skipped_local_only,local_only_no_cached_financials,False,92.47226624405705,50.0,142.47226624405704
BELFB,7,95.96,,0,skipped_local_only,local_only_no_cached_financials,False,92.43264659270999,50.0,142.43264659271
VATE,7,95.94,,0,skipped_local_only,local_only_no_cached_financials,False,92.39302694136292,50.0,142.3930269413629
OBE,7,95.93,,0,skipped_local_only,local_only_no_cached_financials,False,92.35340729001584,50.0,142.35340729001584
FN,7,95.91,,0,skipped_local_only,local_only_no_cached_financials,False,92.31378763866877,50.0,142.31378763866877
TSMG,7,95.9,,0,skipped_local_only,local_only_no_cached_financials,False,92.2741679873217,50.0,142.2741679873217
ONTO,7,95.87,,0,skipped_local_only,local_only_no_cached_financials,False,92.23454833597464,50.0,142.23454833597464
OSS,7,95.85,,0,skipped_local_only,local_only_no_cached_financials,False,92.19492868462757,50.0,142.19492868462757
NEXA,7,95.84,,0,skipped_local_only,local_only_no_cached_financials,False,92.1553090332805,50.0,142.1553090332805
PRPO,7,95.83,,0,skipped_local_only,local_only_no_cached_financials,False,92.11568938193344,50.0,142.11568938193344
POET,7,95.82,,0,skipped_local_only,local_only_no_cached_financials,False,92.07606973058637,50.0,142.07606973058637
UI,7,95.78,,0,skipped_local_only,local_only_no_cached_financials,False,92.0364500792393,50.0,142.0364500792393
CNTA,7,95.77,,0,skipped_local_only,local_only_no_cached_financials,False,91.99683042789223,50.0,141.99683042789223
GEV,7,95.76,,0,skipped_local_only,local_only_no_cached_financials,False,91.95721077654517,50.0,141.95721077654517
UUUU,7,95.73,,0,skipped_local_only,local_only_no_cached_financials,False,91.9175911251981,50.0,141.9175911251981
INTT,7,95.71,,0,skipped_local_only,local_only_no_cached_financials,False,91.87797147385103,50.0,141.87797147385103
CSTM,7,95.7,,0,skipped_local_only,local_only_no_cached_financials,False,91.83835182250397,50.0,141.83835182250397
ELA,7,95.68,,0,skipped_local_only,local_only_no_cached_financials,False,91.7987321711569,50.0,141.7987321711569
SOHO,7,95.67,,0,skipped_local_only,local_only_no_cached_financials,False,91.75911251980983,50.0,141.75911251980983
HIBL,7,95.64,,0,skipped_local_only,local_only_no_cached_financials,False,91.71949286846277,50.0,141.71949286846277
ACRS,7,95.63,,0,skipped_local_only,local_only_no_cached_financials,False,91.6798732171157,50.0,141.6798732171157
COHU,7,95.62,,0,skipped_local_only,local_only_no_cached_financials,False,91.64025356576863,50.0,141.64025356576863
GOOX,7,95.61,,0,skipped_local_only,local_only_no_cached_financials,False,91.60063391442155,50.0,141.60063391442156
IDN,7,95.56,,0,skipped_local_only,local_only_no_cached_financials,False,91.56101426307448,50.0,141.56101426307447
NBR,7,95.55,,0,skipped_local_only,local_only_no_cached_financials,False,91.52139461172742,50.0,141.52139461172743
GGLL,7,95.51,,0,skipped_local_only,local_only_no_cached_financials,False,91.48177496038035,50.0,141.48177496038033
SMTC,7,95.5,,0,skipped_local_only,local_only_no_cached_financials,False,91.44215530903328,50.0,141.4421553090333
RILYL,7,95.49,,0,skipped_local_only,local_only_no_cached_financials,False,91.40253565768622,50.0,141.4025356576862
ADAG,7,95.48,,0,skipped_local_only,local_only_no_cached_financials,False,91.36291600633915,50.0,141.36291600633916
KLIC,7,95.46,,0,skipped_local_only,local_only_no_cached_financials,False,91.32329635499208,50.0,141.32329635499207
MTZ,7,95.45,,0,skipped_local_only,local_only_no_cached_financials,False,91.28367670364501,50.0,141.28367670364503
INTC,7,95.44,,0,skipped_local_only,local_only_no_cached_financials,False,91.24405705229795,50.0,141.24405705229793
TSHA,7,95.43,,0,skipped_local_only,local_only_no_cached_financials,False,91.20443740095087,50.0,141.20443740095087
PLAB,7,95.42,,0,skipped_local_only,local_only_no_cached_financials,False,91.1648177496038,50.0,141.1648177496038
RFIL,7,95.4,,0,skipped_local_only,local_only_no_cached_financials,False,91.12519809825673,50.0,141.12519809825673
ALB,7,95.39,,0,skipped_local_only,local_only_no_cached_financials,False,91.08557844690966,50.0,141.08557844690966
CGON,7,95.38,,0,skipped_local_only,local_only_no_cached_financials,False,91.0459587955626,50.0,141.0459587955626
DBI,7,95.36,,0,skipped_local_only,local_only_no_cached_financials,False,91.00633914421553,50.0,141.00633914421553
CLMT,7,95.35,,0,skipped_local_only,local_only_no_cached_financials,False,90.96671949286846,50.0,140.96671949286846
MNMD,7,95.32,,0,skipped_local_only,local_only_no_cached_financials,False,90.9270998415214,50.0,140.9270998415214
ASMG,7,95.3,,0,skipped_local_only,local_only_no_cached_financials,False,90.88748019017433,50.0,140.88748019017433
SND,7,95.27,,0,skipped_local_only,local_only_no_cached_financials,False,90.82805071315373,50.0,140.82805071315374
SVM,7,95.27,,0,skipped_local_only,local_only_no_cached_financials,False,90.82805071315373,50.0,140.82805071315374
RILYP,7,95.24,,0,skipped_local_only,local_only_no_cached_financials,False,90.76862123613311,50.0,140.76862123613313
FARO,7,95.23,,0,skipped_local_only,local_only_no_cached_financials,False,90.72900158478605,50.0,140.72900158478603
TSAT,7,95.21,,0,skipped_local_only,local_only_no_cached_financials,False,90.68938193343898,50.0,140.689381933439
RKLB,7,95.18,,0,skipped_local_only,local_only_no_cached_financials,False,90.64976228209191,50.0,140.6497622820919
GTE,7,95.16,,0,skipped_local_only,local_only_no_cached_financials,False,90.61014263074485,50.0,140.61014263074486
VECO,7,95.14,,0,skipped_local_only,local_only_no_cached_financials,False,90.57052297939778,50.0,140.57052297939777
DRTS,7,95.13,,0,skipped_local_only,local_only_no_cached_financials,False,90.53090332805071,50.0,140.53090332805073
AVNS,7,95.12,,0,skipped_local_only,local_only_no_cached_financials,False,90.49128367670365,50.0,140.49128367670363
ICAD,7,95.11,,0,skipped_local_only,local_only_no_cached_financials,False,90.45166402535658,50.0,140.4516640253566
TH,7,95.09,,0,skipped_local_only,local_only_no_cached_financials,False,90.39223454833596,50.0,140.39223454833598
DAN,7,95.09,,0,skipped_local_only,local_only_no_cached_financials,False,90.39223454833596,50.0,140.39223454833598
ECG,7,95.08,,0,skipped_local_only,local_only_no_cached_financials,False,90.33280507131536,50.0,140.33280507131536
ANNX,7,95.07,,0,skipped_local_only,local_only_no_cached_financials,False,90.2931854199683,50.0,140.2931854199683
UCO,7,95.03,,0,skipped_local_only,local_only_no_cached_financials,False,90.25356576862123,50.0,140.25356576862123
ELVN,7,95.02,,0,skipped_local_only,local_only_no_cached_financials,False,90.21394611727416,50.0,140.21394611727416
STOK,7,95.0,,0,skipped_local_only,local_only_no_cached_financials,False,90.1743264659271,50.0,140.1743264659271
