symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
GSIW,True,True,True,True,True,True,True,True,330,79060.75057983398,0.2472156524255987,7,27.780000686645508,7400.0,2026-04-17,99.99,SPY,True,False,7,99.99,GSIW,1,complete,,False,100.0,100.0,200.0,8
MRSN,True,True,True,True,True,True,True,True,330,1874001.3325634005,0.0431062682544378,7,29.07999992370605,0.0,2026-01-06,99.93,SPY,True,True,7,99.93,,0,failed,,True,99.96415770609319,50.0,149.9641577060932,7
MKDW,True,True,True,True,True,True,True,True,330,327938.4910583496,0.1288888719346788,7,7.840000152587891,12500.0,2026-04-17,99.92,SPY,True,True,7,99.92,,0,failed,,True,99.92831541218638,50.0,149.92831541218638,7
COOK,True,True,True,True,True,True,True,True,330,440949.0043640137,0.0337852945333668,7,43.470001220703125,18600.0,2026-04-17,99.89,SPY,True,True,7,99.89,,0,failed,,True,99.89247311827957,50.0,149.89247311827955,7
WATT,True,True,True,True,True,True,True,True,330,8065869.078207016,0.0298156232132636,7,24.729999542236328,381300.0,2026-04-17,99.86,SPY,True,True,7,99.86,,0,failed,,True,99.85663082437276,50.0,149.85663082437276,7
NKTR,True,True,True,True,True,True,True,True,330,51271580.06591797,0.0240367614864289,7,84.86000061035156,509900.0,2026-04-17,99.85,SPY,True,True,7,99.85,,0,failed,,True,99.82078853046595,50.0,149.82078853046596,7
ADV,True,True,True,True,True,True,True,True,330,2053412.5807151792,0.0074385362764816,7,30.690000534057617,73700.0,2026-04-17,99.84,SPY,True,True,7,99.84,,0,failed,,True,99.78494623655914,50.0,149.78494623655914,7
AXTI,True,True,True,True,True,True,True,True,330,845708668.6592102,0.0082883176144894,7,82.55999755859375,10286500.0,2026-04-17,99.82,SPY,True,True,7,99.82,,0,failed,,True,99.74910394265233,50.0,149.7491039426523,7
PED,True,True,True,True,True,True,True,True,330,587314.0033721924,0.2308099416385631,7,14.529999732971191,35000.0,2026-04-17,99.81,SPY,True,False,7,99.81,,0,failed,,True,99.71326164874552,50.0,149.71326164874552,7
RAPT,True,True,True,True,True,True,True,True,330,25461485.733551025,8.614469164902605e-05,7,58.005001068115234,0.0,2026-03-06,99.8,SPY,True,True,7,99.8,,0,failed,,True,99.67741935483872,50.0,149.67741935483872,7
