종목명,매수일,매수가,비중(%),수익률,차익실현,손절매,수익보호,롱여부
BMNR,2025-07-08,60.84,2.01,0.0,58.41,121.32,없음,False
BMNR,2025-07-08,60.84,2.01,0.0,58.41,121.32,없음,False
