symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,met_count,rs_score,cond8
MTRX,True,True,True,True,True,True,True,8,85.58,True
GDE,True,True,True,True,True,True,True,8,85.53,True
CIB,True,True,True,True,True,True,True,8,85.46,True
SAMT,True,True,True,True,True,True,True,8,85.43,True
ALG,True,True,True,True,True,True,True,8,85.41,True
CCEP,True,True,True,True,True,True,True,8,85.38,True
CNM,True,True,True,True,True,True,True,8,85.36,True
SWTX,True,True,True,True,True,True,True,8,85.35,True
BYD,True,True,True,True,True,True,True,8,85.25,True
FPA,True,True,True,True,True,True,True,8,85.24,True
OSW,True,True,True,True,True,True,True,8,85.23,True
ONLN,True,True,True,True,True,True,True,8,85.21,True
FLKR,True,True,True,True,True,True,True,8,85.2,True
PTCT,True,True,True,True,True,True,True,8,85.19,True
JBTM,True,True,True,True,True,True,True,8,85.16,True
AEIS,True,True,True,True,True,True,True,8,85.15,True
EVRI,True,True,True,True,True,True,True,8,85.13,True
FDTS,True,True,True,True,True,True,True,8,85.11,True
JEQ,True,True,True,True,True,True,True,8,85.07,True
BNT,True,True,True,True,True,True,True,8,85.05,True
BN,True,True,True,True,True,True,True,8,85.03,True
AIR,True,True,True,True,True,True,True,8,85.01,True
