symbol,has_image,vcp_detected,vcp_confidence,cup_handle_detected,cup_handle_confidence,detection_date,error
FNGG,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ASA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
DGP,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SIL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ULS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MTZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CEG,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ARKQ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SENEA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BELFB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GPI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
VEON,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MOMO,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TDS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LRCX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SLND,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
RRBI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
AEIS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GF,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
METU,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
KAR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
COF,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BTRN,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
X,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
EMR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CBNK,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SKLZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SENEB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
WBS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
OVBC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
KALV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BTI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
UAL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NTRS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NATH,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CTOS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FET,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FGM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MNMD,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SLVP,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MGYR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GILT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CASY,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BUZZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ENVA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CXW,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CAE,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
WNS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CNM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FHN,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CCLDO,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
PERI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
PUK,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CUBI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
KT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MGRM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TGTX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LAUR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NGVT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GEL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
EIS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GDXJ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LBRDA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
UBER,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NUS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GSIB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CEE,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GOAU,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
XAR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SHOP,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FAS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SGDJ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NIC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
IZRL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
WHLRD,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FTI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
JBTM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
HGV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GNTY,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BETH,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
QTUM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
EPR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FSS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TBPH,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
PLPC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BNGE,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SGI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
UPV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
THFF,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
DERM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SPRX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
HAFC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BPAY,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TSM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TRMB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
AZZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
TMAT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ING,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
OND,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
HBCP,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
WFC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
EWO,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
AGMI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
STT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
IAI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CHAT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BDL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GTX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ALV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SSYS,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CTBB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LUV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CHN,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
PLOW,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
RING,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ITA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
METV,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FPX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ROKT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FEUZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
EPOL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ATLC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
RYAAY,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
MAKX,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FOSLL,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
GAMR,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ECVT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
FWONK,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ALAI,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BETZ,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BKNG,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BFC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
ISRA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CTDD,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SYBT,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
BK,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
VNM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SRBK,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
KMDA,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
CM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
SEIC,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
NTB,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
JPM,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
LOUP,False,False,0.0,False,0.0,2025-07-15,Data fetch failed
