symbol,data_available,image_generated,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_dimensional_scores,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_dimensional_scores,processing_date
PLYA,True,True,True,0.622,Medium,"{'technical_quality': np.float64(0.3591052406209886), 'volume_confirmation': np.float64(0.7624688728350788), 'temporal_validity': 0.9, 'market_context': 0.7}",False,0.57,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:24:24
REVG,True,True,False,0.464,Low,"{'technical_quality': np.float64(0.36763679354810197), 'volume_confirmation': np.float64(0.322194785954672), 'temporal_validity': 0.8, 'market_context': 0.6000000000000001}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.6000000000000001}",2025-08-01 23:24:25
MTRX,True,True,True,0.697,Medium,"{'technical_quality': np.float64(0.627890636688663), 'volume_confirmation': np.float64(0.48537659031363656), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:25
IDCC,True,True,True,0.7,Medium,"{'technical_quality': np.float64(0.9905815887742317), 'volume_confirmation': np.float64(0.08015761201423262), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:26
URBN,True,True,False,0.489,Low,"{'technical_quality': np.float64(0.432529073459312), 'volume_confirmation': np.float64(0.153728548664462), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.65,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:24:26
UI,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:27
AAMI,True,True,False,0.507,Low,"{'technical_quality': np.float64(0.33781343838665506), 'volume_confirmation': np.float64(0.23993749462160158), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 1.0}",2025-08-01 23:24:27
TATT,True,True,False,0.588,Low,"{'technical_quality': np.float64(0.3129493329363867), 'volume_confirmation': np.float64(0.5439442855436059), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:28
GTX,True,True,True,0.654,Medium,"{'technical_quality': np.float64(0.3941477687652948), 'volume_confirmation': np.float64(0.6558730515194036), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.62,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:28
FRHC,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.8,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:29
FSS,True,True,False,0.489,Low,"{'technical_quality': np.float64(0.5688343984256312), 'volume_confirmation': np.float64(0.004116487484884125), 'temporal_validity': 0.7999999999999999, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:29
SMCI,True,True,False,0.494,Low,"{'technical_quality': np.float64(0.28088464788960343), 'volume_confirmation': np.float64(0.2717305681400553), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.4, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:30
NEXT,True,True,True,0.716,Medium,"{'technical_quality': np.float64(0.7066435632259915), 'volume_confirmation': np.float64(0.510473746145386), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.5,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.7999999999999999}",2025-08-01 23:24:31
KGC,True,True,False,0.435,Low,"{'technical_quality': np.float64(0.343997611517944), 'volume_confirmation': np.float64(0.12422244919324302), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.52,Low,"{'technical_quality': 0.35, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:31
ZLAB,True,True,False,0.502,Low,"{'technical_quality': np.float64(0.5779339925012991), 'volume_confirmation': np.float64(0.0020548041602747244), 'temporal_validity': 1.0, 'market_context': 0.7}",False,0.41,Low,"{'technical_quality': 0.44999999999999996, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:24:32
DOUG,True,True,True,0.647,Medium,"{'technical_quality': np.float64(0.3501506183363763), 'volume_confirmation': np.float64(0.7239318296248036), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.57,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:32
YALA,True,True,False,0.564,Low,"{'technical_quality': np.float64(0.6087103624884913), 'volume_confirmation': np.float64(0.13613637895789607), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.54,Low,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 0.7, 'market_context': 0.7999999999999999}",2025-08-01 23:24:33
LANV,True,True,False,0.587,Low,"{'technical_quality': np.float64(0.41011806990565436), 'volume_confirmation': np.float64(0.5112648372085118), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 0.8, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:24:33
RYTM,True,True,True,0.701,Medium,"{'technical_quality': np.float64(0.76793484940421), 'volume_confirmation': np.float64(0.514156753069752), 'temporal_validity': 0.9, 'market_context': 0.6}",False,0.54,Low,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.6}",2025-08-01 23:24:33
CALX,True,True,True,0.611,Medium,"{'technical_quality': np.float64(0.735246665989847), 'volume_confirmation': np.float64(0.05524091234071187), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.54,Low,"{'technical_quality': 0.7, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:34
WBD,True,True,False,0.454,Low,"{'technical_quality': np.float64(0.41025983284971423), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.65,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:35
CHEF,True,True,True,0.617,Medium,"{'technical_quality': np.float64(0.7853303483456239), 'volume_confirmation': np.float64(0.07779559254963499), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.8,High,"{'technical_quality': 0.8, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:35
SNOW,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.72,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:35
HEES,True,True,False,0.482,Low,"{'technical_quality': np.float64(0.4427069614004823), 'volume_confirmation': np.float64(0.21691042932900695), 'temporal_validity': 1.0, 'market_context': 0.4}",False,0.52,Low,"{'technical_quality': 0.5, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 0.4}",2025-08-01 23:24:36
SIMO,True,True,True,0.674,Medium,"{'technical_quality': np.float64(0.9568922198117185), 'volume_confirmation': np.float64(0.10554643801027036), 'temporal_validity': 0.9, 'market_context': 0.8}",False,0.54,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:24:36
SOC,True,True,False,0.407,Low,"{'technical_quality': np.float64(0.3160013034106206), 'volume_confirmation': np.float64(0.0013227881589573645), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.5,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:24:37
ALNY,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.66,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:37
EMX,True,True,False,0.507,Low,"{'technical_quality': np.float64(0.524033092380759), 'volume_confirmation': np.float64(0.05950999172455096), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.56,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.7999999999999999}",2025-08-01 23:24:38
LTM,True,True,True,0.736,Medium,"{'technical_quality': np.float64(0.6720884291960838), 'volume_confirmation': np.float64(0.6907713858201523), 'temporal_validity': 0.9, 'market_context': 0.8}",True,0.76,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.6, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:24:38
LINC,True,True,True,0.755,Medium,"{'technical_quality': np.float64(0.7410089660146679), 'volume_confirmation': np.float64(0.7617601417415667), 'temporal_validity': 1.0, 'market_context': 0.30000000000000004}",True,0.75,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 0.30000000000000004}",2025-08-01 23:24:39
VSEC,True,True,True,0.741,Medium,"{'technical_quality': np.float64(0.8510217390182), 'volume_confirmation': np.float64(0.46867719672037844), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.66,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:39
TOST,True,True,False,0.524,Low,"{'technical_quality': np.float64(0.39835111919899335), 'volume_confirmation': np.float64(0.21634852463674542), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.75, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:39
VEON,True,True,True,0.674,Medium,"{'technical_quality': np.float64(0.7175058730011432), 'volume_confirmation': np.float64(0.32292506894619066), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.57,Low,"{'technical_quality': 0.8, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.8999999999999999}",2025-08-01 23:24:40
TEL,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.64,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:41
FTI,True,True,True,0.621,Medium,"{'technical_quality': np.float64(0.6433317942747658), 'volume_confirmation': np.float64(0.3124266628846598), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.69,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:24:41
GHLD,True,True,True,0.74,Medium,"{'technical_quality': np.float64(0.7418439583468714), 'volume_confirmation': np.float64(0.5455826854844783), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.78,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.6, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:41
DY,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:42
SLNO,True,True,True,0.647,Medium,"{'technical_quality': np.float64(0.6361100811882163), 'volume_confirmation': np.float64(0.507881333316847), 'temporal_validity': 1.0, 'market_context': 0.4}",False,0.5,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.4, 'temporal_validity': 0.6, 'market_context': 0.4}",2025-08-01 23:24:43
U,True,True,True,0.604,Medium,"{'technical_quality': np.float64(0.3321795353713705), 'volume_confirmation': np.float64(0.5697729516221779), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.84,High,"{'technical_quality': 0.6000000000000001, 'volume_confirmation': 1.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:43
INTU,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:44
ACAD,True,True,True,0.697,Medium,"{'technical_quality': np.float64(0.5987747144294082), 'volume_confirmation': np.float64(0.5256332779910335), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:44
MTZ,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.62,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:24:44
RMBS,True,True,False,0.53,Low,"{'technical_quality': np.float64(0.5773094276904731), 'volume_confirmation': np.float64(0.06274531623032412), 'temporal_validity': 0.9, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:45
LPLA,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.72,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:45
CEG,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:46
BH,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.66,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:24:46
ROKU,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.30415709426222104), 'volume_confirmation': np.float64(0.14657220473419635), 'temporal_validity': 0.9, 'market_context': 1.0}",False,0.54,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:47
AVXL,True,True,False,0.41,Low,"{'technical_quality': np.float64(0.3006147022292346), 'volume_confirmation': np.float64(0.09958578846041655), 'temporal_validity': 1.0, 'market_context': 0.6}",True,0.78,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.8, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:47
C,True,True,False,0.525,Low,"{'technical_quality': np.float64(0.5392157764982026), 'volume_confirmation': np.float64(0.06332475461965675), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.69,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:48
RTX,True,True,False,0.485,Low,"{'technical_quality': np.float64(0.3890459120493594), 'volume_confirmation': np.float64(0.23116797357469057), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:48
SXT,True,True,True,0.671,Medium,"{'technical_quality': np.float64(0.8167483896827537), 'volume_confirmation': np.float64(0.21466806495679275), 'temporal_validity': 1.0, 'market_context': 0.8}",True,0.76,Medium,"{'technical_quality': 0.5, 'volume_confirmation': 1.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8}",2025-08-01 23:24:49
CW,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",2025-08-01 23:24:49
INSM,True,True,True,0.627,Medium,"{'technical_quality': np.float64(0.2938280886874832), 'volume_confirmation': np.float64(0.7651623197525822), 'temporal_validity': 0.9, 'market_context': 1.0}",False,0.56,Low,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:49
CTOS,True,True,True,0.626,Medium,"{'technical_quality': np.float64(0.7122215185729479), 'volume_confirmation': np.float64(0.13549687966090984), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.5,Low,"{'technical_quality': 0.4, 'volume_confirmation': 0.2, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:50
LQDA,True,True,False,0.445,Low,"{'technical_quality': np.float64(0.37348167844783786), 'volume_confirmation': np.float64(0.017142925693994577), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",False,0.55,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",2025-08-01 23:24:50
CX,True,True,False,0.545,Low,"{'technical_quality': np.float64(0.5227805745212519), 'volume_confirmation': np.float64(0.12017615545264687), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.6,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:51
SENEB,True,True,True,0.62,Medium,"{'technical_quality': np.float64(0.31857667354744745), 'volume_confirmation': np.float64(0.8425798779012159), 'temporal_validity': 0.9, 'market_context': 0.6000000000000001}",False,0.42,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.0, 'temporal_validity': 0.8999999999999999, 'market_context': 0.6000000000000001}",2025-08-01 23:24:51
SENEA,True,True,True,0.795,Medium,"{'technical_quality': np.float64(0.7711796302651338), 'volume_confirmation': np.float64(0.7553159301158372), 'temporal_validity': 1.0, 'market_context': 0.6000000000000001}",True,0.74,Medium,"{'technical_quality': 0.55, 'volume_confirmation': 1.0, 'temporal_validity': 0.8, 'market_context': 0.6000000000000001}",2025-08-01 23:24:52
AAME,True,True,True,0.673,Medium,"{'technical_quality': np.float64(0.4095358013013405), 'volume_confirmation': np.float64(0.8305270173439956), 'temporal_validity': 1.0, 'market_context': 0.6000000000000001}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.6000000000000001}",2025-08-01 23:24:52
BWMN,True,True,False,0.459,Low,"{'technical_quality': np.float64(0.33939759921272583), 'volume_confirmation': np.float64(0.11243251701744778), 'temporal_validity': 1.0, 'market_context': 0.8999999999999999}",True,0.67,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",2025-08-01 23:24:53
EBAY,True,True,False,0.574,Low,"{'technical_quality': np.float64(0.5153092849274195), 'volume_confirmation': np.float64(0.22648330525922772), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.74,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.6000000000000001, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:53
ROK,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.64,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:54
VIK,True,True,True,0.811,High,"{'technical_quality': np.float64(0.8090489160666317), 'volume_confirmation': np.float64(0.6257071156722023), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.72,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:54
GE,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.68,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:24:55
WRBY,True,True,True,0.642,Medium,"{'technical_quality': np.float64(0.6949336013724385), 'volume_confirmation': np.float64(0.2786662962759314), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.52,Low,"{'technical_quality': 0.45, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:24:55
SHOP,True,True,True,0.614,Medium,"{'technical_quality': np.float64(0.776668516678998), 'volume_confirmation': np.float64(0.14449704272913022), 'temporal_validity': 1.0, 'market_context': 0.6}",False,0.48,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.6}",2025-08-01 23:24:56
NTRS,True,True,False,0.557,Low,"{'technical_quality': np.float64(0.37361292289997683), 'volume_confirmation': np.float64(0.656918175697195), 'temporal_validity': 0.8, 'market_context': 0.5}",True,0.67,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:24:56
SSBI,True,True,True,0.614,Medium,"{'technical_quality': np.float64(0.2969380483157636), 'volume_confirmation': np.float64(0.6499152733369313), 'temporal_validity': 1.0, 'market_context': 1.0}",False,0.54,Low,"{'technical_quality': 0.65, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:57
LLYVK,True,True,False,0.446,Low,"{'technical_quality': np.float64(0.3353201053754832), 'volume_confirmation': np.float64(0.13966902578067722), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.71,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:24:57
DLTR,True,True,False,0.365,None,"{'technical_quality': np.float64(0.1608015259777243), 'volume_confirmation': np.float64(0.23704961104795325), 'temporal_validity': 0.7, 'market_context': 0.8999999999999999}",False,0.57,Low,"{'technical_quality': 0.75, 'volume_confirmation': 0.0, 'temporal_validity': 0.9000000000000001, 'market_context': 0.8999999999999999}",2025-08-01 23:24:58
LLYVA,True,True,False,0.444,Low,"{'technical_quality': np.float64(0.38498631955314744), 'volume_confirmation': np.float64(0.0673044832573145), 'temporal_validity': 1.0, 'market_context': 0.7}",True,0.71,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 0.7}",2025-08-01 23:24:58
BBVA,True,True,False,0.457,Low,"{'technical_quality': np.float64(0.2868158155602127), 'volume_confirmation': np.float64(0.14028594554473733), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.7000000000000001, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 1.0}",2025-08-01 23:24:59
NPO,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.64,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.8}",2025-08-01 23:24:59
GLW,True,True,True,0.624,Medium,"{'technical_quality': np.float64(0.7511419451767043), 'volume_confirmation': np.float64(0.07935690179906812), 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:00
MYRG,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",False,0.53,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 0.8, 'market_context': 0.7}",2025-08-01 23:25:00
RL,True,True,False,0.0,None,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",True,0.74,Medium,"{'technical_quality': 0.8, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:01
X,True,True,True,0.677,Medium,"{'technical_quality': np.float64(0.8271067898700872), 'volume_confirmation': np.float64(0.22008808183625003), 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",False,0.48,Low,"{'technical_quality': 0.5, 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 0.7999999999999999}",2025-08-01 23:25:01
BCS,True,True,False,0.493,Low,"{'technical_quality': np.float64(0.4819699591017809), 'volume_confirmation': 0.0, 'temporal_validity': 1.0, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.75, 'volume_confirmation': 0.4, 'temporal_validity': 0.8, 'market_context': 1.0}",2025-08-01 23:25:02
SATS,True,True,False,0.557,Low,"{'technical_quality': np.float64(0.43342118153491227), 'volume_confirmation': np.float64(0.34464125556632275), 'temporal_validity': 1.0, 'market_context': 0.8}",False,0.46,Low,"{'technical_quality': 0.55, 'volume_confirmation': 0.0, 'temporal_validity': 0.8, 'market_context': 0.8}",2025-08-01 23:25:02
CIEN,True,True,False,0.452,Low,"{'technical_quality': np.float64(0.19898409644863455), 'volume_confirmation': np.float64(0.3732200054413351), 'temporal_validity': 0.8, 'market_context': 1.0}",True,0.68,Medium,"{'technical_quality': 0.65, 'volume_confirmation': 0.4, 'temporal_validity': 1.0, 'market_context': 1.0}",2025-08-01 23:25:02
ESE,True,True,False,0.532,Low,"{'technical_quality': np.float64(0.32745848203849826), 'volume_confirmation': np.float64(0.5689227405599083), 'temporal_validity': 0.9, 'market_context': 0.5}",False,0.55,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.2, 'temporal_validity': 1.0, 'market_context': 0.5}",2025-08-01 23:25:03
VEEV,True,True,False,0.431,Low,"{'technical_quality': np.float64(0.19849035061734777), 'volume_confirmation': np.float64(0.40382472785771684), 'temporal_validity': 1.0, 'market_context': 0.30000000000000004}",False,0.57,Low,"{'technical_quality': 0.6, 'volume_confirmation': 0.4, 'temporal_validity': 0.9000000000000001, 'market_context': 0.30000000000000004}",2025-08-01 23:25:03
