symbol,fin_met_count,rs_score,met_count,total_met_count,added_date
DEFI,6.0,90.91,8,14.0,2025-08-01
SVT,0.0,98.85,8,8.0,2025-08-01
CFSB,0.0,96.27,8,8.0,2025-08-01
BK,0.0,89.14,8,8.0,2025-08-01
TPR,0.0,96.26,8,8.0,2025-08-01
SMR,0.0,98.39,8,8.0,2025-08-01
TDS,0.0,87.27,8,8.0,2025-08-01
TPTA,6.0,85.11,8,14.0,2025-08-01
GS,0.0,89.05,8,8.0,2025-08-01
FNGS,6.0,86.52,8,14.0,2025-08-01
FBL,6.0,95.1,8,14.0,2025-08-01
LYEL,0.0,99.89,8,8.0,2025-08-01
CBRE,0.0,85.49,8,8.0,2025-08-01
CTBB,6.0,87.81,8,14.0,2025-08-01
SOFI,0.0,96.89,8,8.0,2025-08-01
LLYVK,0.0,91.66,8,8.0,2025-08-01
BTI,5.0,90.66,8,13.0,2025-08-01
ARKK,6.0,92.76,8,14.0,2025-08-01
IHS,0.0,95.93,8,8.0,2025-08-01
BHST,0.0,89.17,8,8.0,2025-08-01
ASTS,0.0,97.84,8,8.0,2025-08-01
KGC,4.0,91.28,8,12.0,2025-08-01
LASR,0.0,97.12,8,8.0,2025-08-01
ROKT,6.0,87.7,8,14.0,2025-08-01
ETR,0.0,85.36,8,8.0,2025-08-01
CSGP,0.0,86.11,8,8.0,2025-08-01
GAMR,6.0,90.01,8,14.0,2025-08-01
EM,0.0,85.03,8,8.0,2025-07-30
GL,0.0,86.64,8,8.0,2025-07-30
LYG,0.0,85.67,8,8.0,2025-07-30
CVLT,0.0,87.87,8,8.0,2025-07-30
STT,0.0,85.24,8,8.0,2025-07-30
SGDM,6.0,89.27,8,14.0,2025-07-30
CXSE,6.0,85.04,8,14.0,2025-07-30
GDX,6.0,86.23,8,14.0,2025-07-30
SPTN,0.0,88.75,8,8.0,2025-07-30
GREK,6.0,90.17,8,14.0,2025-07-30
AGMI,6.0,86.21,8,14.0,2025-07-30
FLEX,0.0,92.29,8,8.0,2025-07-30
AFK,6.0,85.63,8,14.0,2025-07-30
VALN,0.0,86.5,8,8.0,2025-07-30
KEQU,0.0,92.94,8,8.0,2025-07-30
EWY,6.0,85.89,8,14.0,2025-07-30
WGS,0.0,90.89,8,8.0,2025-07-30
GLW,0.0,89.64,8,8.0,2025-07-30
BVN,0.0,85.98,8,8.0,2025-07-30
GCAD,6.0,85.29,8,14.0,2025-07-30
AWI,4.0,87.86,8,12.0,2025-07-30
CBRE,0.0,86.05,8,8.0,2025-07-30
TBMCR,6.0,95.63,8,14.0,2025-07-30
PPA,6.0,85.33,8,14.0,2025-07-30
CPSH,4.0,95.04,8,12.0,2025-07-30
FLKR,6.0,86.33,8,14.0,2025-07-30
RMBS,0.0,91.65,8,8.0,2025-07-30
ALNY,0.0,85.71,8,8.0,2025-07-30
BAP,0.0,86.41,8,8.0,2025-07-30
PLTM,6.0,91.62,8,14.0,2025-07-30
VIRT,0.0,87.03,8,8.0,2025-07-30
ENLT,0.0,93.99,8,8.0,2025-07-30
ESE,0.0,90.74,8,8.0,2025-07-30
MEXX,6.0,88.16,8,14.0,2025-07-30
GRMN,0.0,85.46,8,8.0,2025-07-30
CPER,6.0,85.5,8,14.0,2025-07-30
PPLT,6.0,91.61,8,14.0,2025-07-30
GTLS,0.0,89.47,8,8.0,2025-07-30
AHR,4.0,92.64,8,12.0,2025-07-30
GRAB,0.0,85.42,8,8.0,2025-07-30
SENEA,0.0,91.75,8,8.0,2025-07-30
ULS,0.0,90.08,8,8.0,2025-07-30
CCLDO,0.0,90.41,8,8.0,2025-07-30
SANM,4.0,94.19,8,12.0,2025-07-30
EWP,6.0,85.14,8,14.0,2025-07-30
NUGT,6.0,92.02,8,14.0,2025-07-30
MISL,6.0,85.21,8,14.0,2025-07-30
TGS,0.0,87.8,8,8.0,2025-07-30
AIP,0.0,90.07,8,8.0,2025-07-30
MOS,4.0,86.88,8,12.0,2025-07-30
CYBR,0.0,89.69,8,8.0,2025-07-30
LTM,0.0,92.42,8,8.0,2025-07-30
ADTN,0.0,88.3,0,0.0,2025-07-29
PARR,0.0,95.98,0,0.0,2025-07-29
MDAI,0.0,96.06,0,0.0,2025-07-29
ARKA,0.0,85.84,0,0.0,2025-07-29
XERS,0.0,91.82,0,0.0,2025-07-29
FENC,0.0,92.1,0,0.0,2025-07-29
FET,0.0,86.47,0,0.0,2025-07-29
AGIX,0.0,85.19,0,0.0,2025-07-29
MSB,0.0,85.9,0,0.0,2025-07-29
SMCI,0.0,92.22,0,0.0,2025-07-29
SFYF,0.0,85.32,0,0.0,2025-07-29
BBW,0.0,92.65,0,0.0,2025-07-29
SLXN,0.0,99.87,0,0.0,2025-07-29
CFSB,0.0,95.89,0,0.0,2025-07-29
PDEX,0.0,92.64,0,0.0,2025-07-29
FNGS,0.0,85.55,0,0.0,2025-07-29
NUS,0.0,87.68,0,0.0,2025-07-29
WTAI,0.0,85.31,0,0.0,2025-07-29
ZEPP,0.0,99.01,0,0.0,2025-07-29
ICCC,0.0,90.59,0,0.0,2025-07-29
AXIL,0.0,90.78,0,0.0,2025-07-29
ACDC,0.0,90.8,0,0.0,2025-07-29
KLAC,0.0,87.62,0,0.0,2025-07-29
OWLT,0.0,96.57,0,0.0,2025-07-29
FBL,0.0,92.89,0,0.0,2025-07-29
SY,0.0,99.11,0,0.0,2025-07-29
TENX,0.0,85.43,0,0.0,2025-07-29
STXS,0.0,85.52,0,0.0,2025-07-29
ELLO,0.0,86.62,0,0.0,2025-07-29
SFIX,0.0,91.51,0,0.0,2025-07-29
METU,0.0,92.44,0,0.0,2025-07-29
IDR,0.0,86.08,0,0.0,2025-07-29
MTW,0.0,90.33,0,0.0,2025-07-29
SIXG,0.0,85.6,0,0.0,2025-07-29
FROG,0.0,86.07,0,0.0,2025-07-29
META,0.0,87.43,0,0.0,2025-07-29
GSL,0.0,86.78,0,0.0,2025-07-29
SIMO,0.0,91.77,0,0.0,2025-07-29
CREG,0.0,97.91,0,0.0,2025-07-29
CCEC,0.0,88.47,0,0.0,2025-07-29
BWFG,0.0,88.11,0,0.0,2025-07-29
HNRG,0.0,93.67,0,0.0,2025-07-29
EWH,0.0,85.15,0,0.0,2025-07-29
AIR,0.0,86.11,0,0.0,2025-07-29
AIRT,0.0,86.53,0,0.0,2025-07-29
KURE,0.0,87.79,0,0.0,2025-07-29
AWRE,0.0,86.55,0,0.0,2025-07-29
SE,0.0,93.79,0,0.0,2025-07-29
IBEX,0.0,90.94,0,0.0,2025-07-29
REVG,0.0,94.01,0,0.0,2025-07-29
IQM,0.0,86.18,0,0.0,2025-07-29
PINS,0.0,85.38,0,0.0,2025-07-29
ILDR,0.0,85.11,0,0.0,2025-07-29
ARTY,0.0,86.34,0,0.0,2025-07-29
AS,0.0,96.72,0,0.0,2025-07-29
ARTW,0.0,97.04,0,0.0,2025-07-29
NVNO,0.0,93.34,0,0.0,2025-07-29
LOMA,0.0,85.78,0,0.0,2025-07-29
AFRM,0.0,94.09,0,0.0,2025-07-29
UTES,0.0,85.42,0,0.0,2025-07-29
XTL,0.0,85.25,0,0.0,2025-07-29
NC,0.0,86.03,0,0.0,2025-07-29
EWP,0.0,85.61,8,8.0,2025-07-28
HIMS,4.0,97.28,8,12.0,2025-07-28
GOEX,0.0,86.58,8,8.0,2025-07-28
BN,0.0,85.76,8,8.0,2025-07-28
XPP,0.0,91.59,8,8.0,2025-07-28
BBUC,0.0,88.48,8,8.0,2025-07-28
GOOS,0.0,92.26,8,8.0,2025-07-28
RBKB,4.0,88.44,8,12.0,2025-07-28
BWMN,0.0,92.2,8,8.0,2025-07-28
UCYB,0.0,87.64,8,8.0,2025-07-28
COMM,6.0,97.57,8,14.0,2025-07-28
FLUT,5.0,88.36,8,13.0,2025-07-28
FLKR,0.0,85.5,8,8.0,2025-07-28
TFPM,0.0,87.58,8,8.0,2025-07-28
UGI,0.0,85.31,8,8.0,2025-07-28
EVLV,5.0,95.31,8,13.0,2025-07-28
GHLD,0.0,91.96,8,8.0,2025-07-28
GDMN,0.0,88.43,8,8.0,2025-07-28
FHI,0.0,86.51,8,8.0,2025-07-28
MFG,0.0,87.8,8,8.0,2025-07-28
FRHC,0.0,92.39,8,8.0,2025-07-28
SMR,0.0,98.4,8,8.0,2025-07-28
FOXA,4.0,85.33,8,12.0,2025-07-28
FLYE,0.0,99.47,8,8.0,2025-07-28
SLNO,0.0,92.74,8,8.0,2025-07-28
NRSN,0.0,96.79,8,8.0,2025-07-28
CNEQ,0.0,86.88,8,8.0,2025-07-28
OSIS,0.0,87.29,8,8.0,2025-07-28
TRFK,0.0,87.86,8,8.0,2025-07-28
AYRO,0.0,99.56,8,8.0,2025-07-28
TZUP,0.0,98.31,8,8.0,2025-07-28
MASS,4.0,95.78,8,12.0,2025-07-28
WDH,0.0,94.94,8,8.0,2025-07-28
ARQT,0.0,86.23,8,8.0,2025-07-28
PXLW,0.0,99.81,8,8.0,2025-07-28
DOMO,0.0,96.94,8,8.0,2025-07-28
HEI,0.0,88.76,8,8.0,2025-07-28
DOUG,0.0,96.64,8,8.0,2025-07-28
VLN,0.0,86.97,8,8.0,2025-07-28
INSM,0.0,91.06,8,8.0,2025-07-28
SOC,0.0,91.24,8,8.0,2025-07-28
NUGT,0.0,91.46,8,8.0,2025-07-28
GBFH,0.0,91.5,8,8.0,2025-07-28
OPRX,0.0,96.43,8,8.0,2025-07-28
TPB,0.0,93.69,8,8.0,2025-07-28
SRM,0.0,99.82,8,8.0,2025-07-28
LPLA,4.0,88.22,8,12.0,2025-07-28
BBVA,4.0,87.27,8,12.0,2025-07-28
BNT,0.0,85.93,8,8.0,2025-07-28
MYE,0.0,86.72,8,8.0,2025-07-28
MEXX,0.0,85.17,8,8.0,2025-07-28
SWAG,0.0,89.42,8,8.0,2025-07-28
IH,0.0,93.55,8,8.0,2025-07-28
NEXN,0.0,87.81,8,8.0,2025-07-28
MIND,0.0,93.97,8,8.0,2025-07-28
ESPO,0.0,88.28,8,8.0,2025-07-28
LLYVA,0.0,91.87,8,8.0,2025-07-28
SPPP,0.0,87.28,8,8.0,2025-07-28
NNE,0.0,95.97,8,8.0,2025-07-28
GRAB,0.0,85.12,8,8.0,2025-07-28
PPA,0.0,85.34,8,8.0,2025-07-28
ONC,5.0,89.31,8,13.0,2025-07-28
DAIO,0.0,88.03,8,8.0,2025-07-28
MCRI,0.0,89.75,8,8.0,2025-07-28
COOP,4.0,93.33,8,12.0,2025-07-28
DALN,5.0,98.36,8,13.0,2025-07-28
VFF,0.0,96.05,8,8.0,2025-07-28
CIEN,0.0,89.07,8,8.0,2025-07-28
STIM,4.0,97.16,8,12.0,2025-07-28
OLLI,0.0,87.22,8,8.0,2025-07-28
OKLO,0.0,98.75,8,8.0,2025-07-28
CLFD,0.0,85.94,8,8.0,2025-07-28
TWLO,4.0,93.73,8,12.0,2025-07-28
BHST,0.0,87.44,8,8.0,2025-07-28
SMMT,0.0,93.77,8,8.0,2025-07-28
AHG,0.0,95.11,8,8.0,2025-07-28
PGRE,0.0,89.08,8,8.0,2025-07-28
GFI,0.0,87.54,8,8.0,2025-07-28
DY,0.0,92.37,8,8.0,2025-07-28
FCA,0.0,86.95,8,8.0,2025-07-28
GSIT,4.0,92.44,8,12.0,2025-07-28
NTES,0.0,90.39,8,8.0,2025-07-28
NET,0.0,96.41,8,8.0,2025-07-28
SNOW,0.0,93.15,8,8.0,2025-07-28
LTL,0.0,86.76,8,8.0,2025-07-28
QS,0.0,97.73,8,8.0,2025-07-28
NVTS,4.0,98.52,8,12.0,2025-07-28
LDWY,0.0,86.18,8,8.0,2025-07-28
WNEB,0.0,86.05,8,8.0,2025-07-28
STVN,0.0,85.82,8,8.0,2025-07-28
UNFI,0.0,86.54,8,8.0,2025-07-28
ATFV,0.0,87.55,8,8.0,2025-07-28
GORV,0.0,99.74,8,8.0,2025-07-28
SPNT,0.0,88.37,8,8.0,2025-07-28
MNPR,0.0,99.09,8,8.0,2025-07-28
AU,0.0,93.24,8,8.0,2025-07-28
UCL,0.0,96.86,8,8.0,2025-07-28
DGXX,0.0,97.52,8,8.0,2025-07-28
IDXX,0.0,85.2,8,8.0,2025-07-28
CW,0.0,91.65,8,8.0,2025-07-28
ZLAB,4.0,90.37,8,12.0,2025-07-28
YINN,0.0,94.09,8,8.0,2025-07-28
TLSA,0.0,95.71,8,8.0,2025-07-28
MNYWW,0.0,97.63,8,8.0,2025-07-28
TSSI,0.0,99.02,8,8.0,2025-07-28
NWG,0.0,88.47,8,8.0,2025-07-28
MTRX,5.0,86.26,8,13.0,2025-07-28
TLN,0.0,96.15,8,8.0,2025-07-28
DFEN,0.0,96.28,8,8.0,2025-07-28
PENG,0.0,89.52,8,8.0,2025-07-28
AAME,0.0,91.74,8,8.0,2025-07-28
FFIV,0.0,86.66,8,8.0,2025-07-28
GDX,0.0,85.19,8,8.0,2025-07-28
EKSO,0.0,99.31,8,8.0,2025-07-28
LASR,0.0,96.71,8,8.0,2025-07-28
LYEL,0.0,99.86,8,8.0,2025-07-28
NRG,0.0,94.5,8,8.0,2025-07-28
ICAD,0.0,96.66,8,8.0,2025-07-28
CMPX,0.0,96.22,8,8.0,2025-07-28
ODDS,0.0,86.85,8,8.0,2025-07-28
COUR,4.0,92.85,8,12.0,2025-07-28
OPY,0.0,85.15,8,8.0,2025-07-28
LQDA,0.0,92.96,8,8.0,2025-07-28
BAP,0.0,85.21,8,8.0,2025-07-28
QBTS,4.0,99.39,8,12.0,2025-07-28
SCHW,0.0,87.13,8,8.0,2025-07-28
NFG,4.0,85.75,8,12.0,2025-07-28
MKTW,0.0,91.77,8,8.0,2025-07-28
CELH,4.0,89.49,8,12.0,2025-07-28
RPID,0.0,98.54,8,8.0,2025-07-28
PWRD,0.0,86.47,8,8.0,2025-07-28
BULLW,0.0,99.72,8,8.0,2025-07-28
XGN,0.0,96.96,8,8.0,2025-07-28
INTU,5.0,86.03,8,13.0,2025-07-28
NG,0.0,88.94,8,8.0,2025-07-28
SGDM,0.0,88.65,8,8.0,2025-07-28
SOCL,0.0,85.85,8,8.0,2025-07-28
IMRX,0.0,97.89,8,8.0,2025-07-28
IPA,0.0,98.72,8,8.0,2025-07-28
VNAM,0.0,88.29,8,8.0,2025-07-28
TGB,0.0,93.65,8,8.0,2025-07-28
KF,0.0,87.11,8,8.0,2025-07-28
SUPX,0.0,96.11,8,8.0,2025-07-28
LLYVK,0.0,91.94,8,8.0,2025-07-28
STX,0.0,93.39,8,8.0,2025-07-28
NDAQ,0.0,86.9,8,8.0,2025-07-28
LYV,0.0,85.78,8,8.0,2025-07-28
JUNE,0.0,96.11,8,8.0,2025-07-28
VSEC,0.0,87.46,8,8.0,2025-07-28
RDCM,0.0,87.36,8,8.0,2025-07-28
PTGX,0.0,86.62,8,8.0,2025-07-28
LIDRW,0.0,99.89,8,8.0,2025-07-28
EBAY,0.0,86.78,8,8.0,2025-07-28
ALAB,0.0,95.81,8,8.0,2025-07-28
GDXU,0.0,92.31,8,8.0,2025-07-28
MRCY,0.0,86.52,8,8.0,2025-07-28
TDUP,4.0,98.88,8,12.0,2025-07-28
LTBR,0.0,97.7,8,8.0,2025-07-28
TD,0.0,85.43,8,8.0,2025-07-28
NEM,0.0,87.16,8,8.0,2025-07-28
LI,0.0,87.12,8,8.0,2025-07-28
ECNS,0.0,89.77,8,8.0,2025-07-28
FEIM,0.0,95.34,8,8.0,2025-07-28
SEDG,0.0,95.43,8,8.0,2025-07-28
IOBT,0.0,96.34,8,8.0,2025-07-28
DUOT,0.0,94.79,8,8.0,2025-07-28
ALNY,0.0,85.04,8,8.0,2025-07-28
AFK,0.0,85.98,8,8.0,2025-07-28
KEMQ,0.0,87.79,8,8.0,2025-07-28
QURE,0.0,91.62,8,8.0,2025-07-28
TR,0.0,88.1,8,8.0,2025-07-28
ABAT,0.0,98.11,8,8.0,2025-07-28
CPER,0.0,85.99,8,8.0,2025-07-28
TEL,0.0,90.35,8,8.0,2025-07-28
DNA,4.0,91.82,8,12.0,2025-07-28
ORN,0.0,87.66,8,8.0,2025-07-28
VEEV,4.0,89.16,8,12.0,2025-07-28
CMCL,4.0,95.26,8,12.0,2025-07-28
DDC,0.0,98.81,8,8.0,2025-07-28
AMPL,0.0,89.84,8,8.0,2025-07-28
AEM,4.0,88.69,8,12.0,2025-07-28
DDS,0.0,87.82,8,8.0,2025-07-28
VRSN,0.0,90.9,8,8.0,2025-07-28
PAYS,0.0,98.06,8,8.0,2025-07-28
NIU,4.0,92.94,8,12.0,2025-07-28
BZ,0.0,90.07,8,8.0,2025-07-28
ZK,0.0,90.31,8,8.0,2025-07-28
COEP,0.0,95.17,8,8.0,2025-07-28
AGQ,0.0,87.06,8,8.0,2025-07-28
RTX,5.0,87.18,8,13.0,2025-07-28
ASPI,0.0,97.4,8,8.0,2025-07-28
ULTA,0.0,88.98,8,8.0,2025-07-28
IKNA,0.0,99.65,8,8.0,2025-07-28
LYG,0.0,86.04,8,8.0,2025-07-28
ONLN,0.0,85.59,8,8.0,2025-07-28
EOSE,0.0,95.57,8,8.0,2025-07-28
UAMY,4.0,98.59,8,12.0,2025-07-28
RILYK,0.0,86.11,8,8.0,2025-07-28
MIR,0.0,93.21,8,8.0,2025-07-28
ACAD,0.0,91.76,8,8.0,2025-07-28
BYD,0.0,86.75,8,8.0,2025-07-28
PLNT,0.0,85.44,8,8.0,2025-07-28
NPK,0.0,85.51,8,8.0,2025-07-28
OSW,4.0,85.66,8,12.0,2025-07-28
WBX,0.0,99.58,8,8.0,2025-07-28
LINC,0.0,92.7,8,8.0,2025-07-28
RBC,4.0,85.54,8,12.0,2025-07-28
GCAD,0.0,85.03,8,8.0,2025-07-28
PFGC,4.0,85.65,8,12.0,2025-07-28
GILD,0.0,86.14,8,8.0,2025-07-28
GOLF,0.0,86.35,8,8.0,2025-07-28
MISL,0.0,85.42,8,8.0,2025-07-28
