Symbol,Company_Name,VCP_Pattern,Cup_Handle_Pattern,Both_Patterns,Current_Price,Analysis_Date,Data_Points,symbol,fin_met_count,has_error,rs_score,rs_percentile,fin_percentile,total_percentile
FTEK,,False,False,False,2.569999933242798,2025-08-03,249,FTEK,0.0,True,98.06,91.47424511545292,0.0,91.47424511545292
SOCL,,False,False,False,54.20000076293945,2025-08-03,249,SOCL,6.0,False,87.71,17.584369449378332,73.8425925925926,91.42696204197092
ROKT,,False,False,False,67.16000366210938,2025-08-03,249,ROKT,6.0,False,87.7,17.406749555950267,73.8425925925926,91.24934214854288
SATX,,False,False,False,2.9600000381469727,2025-08-03,228,SATX,0.0,True,97.99,90.94138543516874,0.0,90.94138543516874
KEMQ,,False,False,False,22.0,2025-08-03,249,KEMQ,6.0,False,87.64,17.05150976909414,73.8425925925926,90.89410236168672
PGY,,False,False,False,29.1200008392334,2025-08-03,249,PGY,0.0,True,97.96,90.76376554174068,0.0,90.76376554174068
BLBX,,False,False,False,7.079999923706055,2025-08-03,249,BLBX,0.0,True,97.92,90.5861456483126,0.0,90.5861456483126
VRNA,,False,False,False,105.18000030517578,2025-08-03,249,VRNA,0.0,True,97.89,90.40852575488456,0.0,90.40852575488456
DIST,,False,False,False,28.0,2025-08-03,232,DIST,0.0,True,97.88,90.23090586145648,0.0,90.23090586145648
BE,,False,False,False,36.720001220703125,2025-08-03,249,BE,0.0,True,97.87,90.05328596802842,0.0,90.05328596802842
VERV,,False,False,False,11.130000114440918,2025-08-03,243,VERV,4.0,False,95.72,75.13321492007104,14.814814814814811,89.94802973488585
PAYS,,False,False,False,7.139999866485596,2025-08-03,249,PAYS,0.0,True,97.85,89.87566607460036,0.0,89.87566607460036
ASTS,,False,False,False,52.459999084472656,2025-08-03,249,ASTS,0.0,True,97.84,89.69804618117229,0.0,89.69804618117229
IZRL,,False,False,False,27.10099983215332,2025-08-03,249,IZRL,6.0,False,87.41,15.808170515097691,73.8425925925926,89.65076310769028
CPSH,,False,False,False,2.9000000953674316,2025-08-03,249,CPSH,4.0,False,95.67,74.77797513321492,14.814814814814811,89.59278994802973
RBLX,,False,False,False,125.02999877929688,2025-08-03,249,RBLX,0.0,True,97.83,89.52042628774423,0.0,89.52042628774423
VIOT,,False,False,False,3.240000009536743,2025-08-03,249,VIOT,0.0,True,97.79,89.1651865008881,0.0,89.1651865008881
XGN,,False,False,False,8.630000114440918,2025-08-03,249,XGN,0.0,True,97.75,88.80994671403198,0.0,88.80994671403198
WLDN,,False,False,False,84.01000213623047,2025-08-03,249,WLDN,0.0,True,97.4,87.56660746003553,0.0,87.56660746003553
FCA,,False,False,False,25.149999618530273,2025-08-03,249,FCA,6.0,False,87.11,13.49911190053286,73.8425925925926,87.34170449312546
GHM,,False,False,False,55.5099983215332,2025-08-03,249,GHM,4.0,False,95.31,72.46891651865009,14.814814814814811,87.2837313334649
KEP,,False,False,False,13.130000114440918,2025-08-03,249,KEP,4.0,False,95.29,72.29129662522202,14.814814814814811,87.10611144003683
OSS,,False,False,False,4.929999828338623,2025-08-03,249,OSS,0.0,True,97.23,87.03374777975134,0.0,87.03374777975134
THM,,False,False,False,1.1299999952316284,2025-08-03,249,THM,0.0,True,97.16,86.6785079928952,0.0,86.6785079928952
BETZ,,False,False,False,24.06999969482422,2025-08-03,249,BETZ,6.0,False,87.0,12.788632326820604,73.8425925925926,86.6312249194132
USAS,,False,False,False,0.9200000166893005,2025-08-03,249,USAS,0.0,True,97.15,86.50088809946715,0.0,86.50088809946715
IAI,,False,False,False,170.97000122070312,2025-08-03,249,IAI,6.0,False,86.96,12.61101243339254,73.8425925925926,86.45360502598514
TLN,,False,False,False,378.010009765625,2025-08-03,249,TLN,0.0,True,97.14,86.32326820603907,0.0,86.32326820603907
LASR,,False,False,False,20.110000610351562,2025-08-03,249,LASR,0.0,True,97.12,86.14564831261102,0.0,86.14564831261102
IQM,,False,False,False,77.4749984741211,2025-08-03,249,IQM,6.0,False,86.92,12.25577264653641,73.8425925925926,86.09836523912901
DOMO,,False,False,False,16.110000610351562,2025-08-03,249,DOMO,0.0,True,97.09,85.96802841918296,0.0,85.96802841918296
ARTY,,False,False,False,42.2599983215332,2025-08-03,249,ARTY,6.0,False,86.91,12.078152753108348,73.8425925925926,85.92074534570094
MDAI,,False,False,False,2.359999895095825,2025-08-03,249,MDAI,4.0,False,95.13,71.04795737122558,14.814814814814811,85.86277218604039
ASPI,,False,False,False,8.930000305175781,2025-08-03,249,ASPI,0.0,True,97.01,85.61278863232683,0.0,85.61278863232683
UCL,,False,False,False,2.552000045776367,2025-08-03,249,UCL,0.0,True,96.99,85.43516873889875,0.0,85.43516873889875
ONLN,,False,False,False,53.130001068115234,2025-08-03,249,ONLN,6.0,False,86.75,11.367673179396093,73.8425925925926,85.21026577198869
IOBT,,False,False,False,2.2200000286102295,2025-08-03,249,IOBT,0.0,True,96.97,85.07992895204262,0.0,85.07992895204262
EIS,,False,False,False,91.01000213623047,2025-08-03,249,EIS,6.0,False,86.73,11.190053285968029,73.8425925925926,85.03264587856063
PVLA,,False,False,False,36.54999923706055,2025-08-03,249,PVLA,0.0,True,96.95,84.7246891651865,0.0,84.7246891651865
FLKR,,False,False,False,23.959999084472656,2025-08-03,249,FLKR,6.0,False,86.71,10.8348134991119,73.8425925925926,84.6774060917045
MGRM,,False,False,False,5.389999866485596,2025-08-03,249,MGRM,0.0,True,96.94,84.54706927175843,0.0,84.54706927175843
GOGO,,False,False,False,15.140000343322754,2025-08-03,249,GOGO,0.0,True,96.91,84.36944937833037,0.0,84.36944937833037
SOFI,,False,False,False,21.229999542236328,2025-08-03,249,SOFI,0.0,True,96.89,84.19182948490231,0.0,84.19182948490231
ELVA,,False,False,False,4.860000133514404,2025-08-03,249,ELVA,0.0,True,96.86,83.83658969804618,0.0,83.83658969804618
FARO,,False,False,False,43.9900016784668,2025-08-03,241,FARO,0.0,True,96.84,83.65896980461812,0.0,83.65896980461812
FNGS,,False,False,False,64.26000213623047,2025-08-03,249,FNGS,6.0,False,86.52,9.591474245115451,73.8425925925926,83.43406683770804
NET,,False,False,False,200.11000061035156,2025-08-03,249,NET,0.0,True,96.82,83.30373001776199,0.0,83.30373001776199
ICAD,,False,False,False,3.869999885559082,2025-08-03,238,ICAD,0.0,True,96.75,82.94849023090586,0.0,82.94849023090586
INOD,,False,False,False,44.959999084472656,2025-08-03,249,INOD,0.0,True,96.74,82.7708703374778,0.0,82.7708703374778
CMCL,,False,False,False,19.8799991607666,2025-08-03,249,CMCL,4.0,False,94.67,67.85079928952042,14.814814814814811,82.66561410433523
MQ,,False,False,False,5.53000020980835,2025-08-03,249,MQ,6.0,False,86.44,8.703374777975133,73.8425925925926,82.54596737056772
ONC,,False,False,False,299.010009765625,2025-08-03,249,ONC,5.0,False,91.19,43.87211367673179,38.657407407407405,82.52952108413919
AGX,,False,False,False,225.27000427246094,2025-08-03,249,AGX,0.0,True,96.72,82.41563055062167,0.0,82.41563055062167
SLGL,,False,False,False,13.0,2025-08-03,249,SLGL,0.0,True,96.66,82.2380106571936,0.0,82.2380106571936
LTL,,False,False,False,94.30999755859375,2025-08-03,249,LTL,6.0,False,86.4,8.348134991119005,73.8425925925926,82.1907275837116
RFIL,,False,False,False,7.900000095367432,2025-08-03,249,RFIL,0.0,True,96.65,82.06039076376554,0.0,82.06039076376554
SIFY,,False,False,False,6.659999847412109,2025-08-03,249,SIFY,0.0,True,96.63,81.88277087033747,0.0,81.88277087033747
EWY,,False,False,False,70.6500015258789,2025-08-03,249,EWY,6.0,False,86.31,7.63765541740675,73.8425925925926,81.48024800999934
CVNA,,False,False,False,367.7799987792969,2025-08-03,249,CVNA,0.0,True,96.54,81.34991119005328,0.0,81.34991119005328
EPOL,,False,False,False,31.700000762939453,2025-08-03,249,EPOL,6.0,False,86.3,7.460035523978685,73.8425925925926,81.30262811657128
FFTY,,False,False,False,33.09000015258789,2025-08-03,249,FFTY,6.0,False,86.24,7.104795737122557,73.8425925925926,80.94738832971515
WTAI,,False,False,False,24.65999984741211,2025-08-03,249,WTAI,6.0,False,86.09,6.74955595026643,73.8425925925926,80.59214854285902
PPIH,,False,False,False,21.100000381469727,2025-08-03,249,PPIH,0.0,True,96.39,80.46181172291297,0.0,80.46181172291297
EWP,,False,False,False,44.52000045776367,2025-08-03,249,EWP,6.0,False,86.07,6.571936056838366,73.8425925925926,80.41452864943096
SNES,,False,False,False,5.25,2025-08-03,249,SNES,0.0,True,96.38,80.28419182948491,0.0,80.28419182948491
SIXG,,False,False,False,53.051998138427734,2025-08-03,249,SIXG,6.0,False,86.03,6.394316163410302,73.8425925925926,80.23690875600289
ESP,,False,False,False,46.439998626708984,2025-08-03,249,ESP,4.0,False,94.19,65.18650088809946,14.814814814814811,80.00131570291427
DASH,,False,False,False,248.35000610351562,2025-08-03,249,DASH,4.0,False,94.18,65.0088809946714,14.814814814814811,79.82369580948621
TPR,,False,False,False,106.30999755859375,2025-08-03,249,TPR,0.0,True,96.26,79.75133214920072,0.0,79.75133214920072
UUU,,False,False,False,3.109999895095825,2025-08-03,249,UUU,0.0,True,96.25,79.57371225577265,0.0,79.57371225577265
SPMO,,False,False,False,113.2300033569336,2025-08-03,249,SPMO,6.0,False,85.84,5.683836589698046,73.8425925925926,79.52642918229064
TIGO,,False,False,False,40.349998474121094,2025-08-03,249,TIGO,5.0,False,90.9,40.852575488454704,38.657407407407405,79.50998289586211
SNT,,False,False,False,4.269999980926514,2025-08-03,249,SNT,0.0,True,96.2,79.04085257548846,0.0,79.04085257548846
AGIX,,False,False,False,31.389999389648438,2025-08-03,249,AGIX,6.0,False,85.78,5.150976909413854,73.8425925925926,78.99356950200645
LIF,,False,False,False,74.4000015258789,2025-08-03,249,LIF,0.0,True,96.19,78.86323268206039,0.0,78.86323268206039
ILDR,,False,False,False,29.700000762939453,2025-08-03,249,ILDR,6.0,False,85.76,4.973357015985791,73.8425925925926,78.81594960857839
PARR,,False,False,False,29.979999542236328,2025-08-03,249,PARR,0.0,True,96.15,78.68561278863233,0.0,78.68561278863233
EWO,,False,False,False,29.31999969482422,2025-08-03,249,EWO,6.0,False,85.75,4.795737122557727,73.8425925925926,78.63832971515032
BPMC,,False,False,False,129.4600067138672,2025-08-03,239,BPMC,5.0,False,90.78,39.96447602131439,38.657407407407405,78.62188342872179
ELTX,,False,False,False,9.979999542236328,2025-08-03,249,ELTX,0.0,True,96.08,78.3303730017762,0.0,78.3303730017762
GROY,,False,False,False,2.680000066757202,2025-08-03,249,GROY,0.0,True,96.07,78.15275310834814,0.0,78.15275310834814
PPA,,False,False,False,145.10000610351562,2025-08-03,249,PPA,6.0,False,85.68,4.085257548845471,73.8425925925926,77.92785014143807
PLBY,,False,False,False,1.8600000143051147,2025-08-03,249,PLBY,0.0,True,95.99,77.61989342806395,0.0,77.61989342806395
SRAD,,False,False,False,29.56999969482422,2025-08-03,249,SRAD,0.0,True,95.97,77.44227353463587,0.0,77.44227353463587
PUK,,False,False,False,25.020000457763672,2025-08-03,249,PUK,5.0,False,90.61,38.72113676731794,38.657407407407405,77.37854417472533
FUTU,,False,False,False,141.6699981689453,2025-08-03,249,FUTU,0.0,True,95.94,77.26465364120781,0.0,77.26465364120781
OGIG,,False,False,False,53.03300094604492,2025-08-03,249,OGIG,6.0,False,85.51,3.374777975133215,73.8425925925926,77.21737056772581
BELFB,,False,False,False,127.5,2025-08-03,249,BELFB,0.0,True,95.92,76.90941385435168,0.0,76.90941385435168
IETC,,False,False,False,95.4000015258789,2025-08-03,249,IETC,6.0,False,85.48,3.019538188277087,73.8425925925926,76.86213078086968
TSAT,,False,False,False,23.489999771118164,2025-08-03,249,TSAT,0.0,True,95.88,76.55417406749557,0.0,76.55417406749557
SEI,,False,False,False,30.010000228881836,2025-08-03,249,SEI,0.0,True,95.87,76.3765541740675,0.0,76.3765541740675
INDV,,False,False,False,21.049999237060547,2025-08-03,249,INDV,0.0,True,95.84,76.19893428063943,0.0,76.19893428063943
AHR,,False,False,False,38.88999938964844,2025-08-03,249,AHR,4.0,False,93.56,61.278863232682056,14.814814814814811,76.09367804749687
GGME,,False,False,False,60.619998931884766,2025-08-03,249,GGME,6.0,False,85.3,1.953818827708704,73.8425925925926,75.7964114203013
SANM,,False,False,False,110.95999908447266,2025-08-03,249,SANM,4.0,False,93.54,60.92362344582594,14.814814814814811,75.73843826064075
RBRK,,False,False,False,87.6500015258789,2025-08-03,249,RBRK,0.0,True,95.81,75.66607460035524,0.0,75.66607460035524
VST,,False,False,False,208.0500030517578,2025-08-03,249,VST,0.0,True,95.79,75.48845470692717,0.0,75.48845470692717
EVEX,,False,False,False,6.320000171661377,2025-08-03,249,EVEX,0.0,True,95.74,75.31083481349911,0.0,75.31083481349911
SFYF,,False,False,False,47.63600158691406,2025-08-03,249,SFYF,6.0,False,85.2,1.2433392539964476,73.8425925925926,75.08593184658905
CCRD,,False,False,False,27.709999084472656,2025-08-03,249,CCRD,0.0,True,95.68,74.95559502664298,0.0,74.95559502664298
VFF,,False,False,False,1.5399999618530273,2025-08-03,249,VFF,0.0,True,95.6,74.42273534635879,0.0,74.42273534635879
TRVI,,False,False,False,7.329999923706055,2025-08-03,249,TRVI,0.0,True,95.57,74.24511545293073,0.0,74.24511545293073
TPTA,,False,False,False,21.899999618530273,2025-08-03,249,TPTA,6.0,False,85.11,0.3552397868561279,73.8425925925926,74.19783237944873
NRG,,False,False,False,167.6300048828125,2025-08-03,249,NRG,0.0,True,95.55,74.06749555950266,0.0,74.06749555950266
EPRX,,False,False,False,5.260000228881836,2025-08-03,249,EPRX,0.0,True,95.53,73.8898756660746,0.0,73.8898756660746
RMNI,,False,False,False,4.15500020980835,2025-08-03,249,RMNI,0.0,True,95.47,73.71225577264654,0.0,73.71225577264654
FEIM,,False,False,False,26.450000762939453,2025-08-03,249,FEIM,0.0,True,95.46,73.53463587921847,0.0,73.53463587921847
TWLO,,False,False,False,121.16000366210938,2025-08-03,249,TWLO,4.0,False,93.19,58.61456483126111,14.814814814814811,73.42937964607592
MGNI,,False,False,False,22.190000534057617,2025-08-03,249,MGNI,0.0,True,95.41,73.00177619893428,0.0,73.00177619893428
OLO,,False,False,False,10.390000343322754,2025-08-03,249,OLO,0.0,True,95.36,72.82415630550622,0.0,72.82415630550622
ERJ,,False,False,False,56.84000015258789,2025-08-03,249,ERJ,4.0,False,93.09,57.90408525754884,14.814814814814811,72.71890007236365
COOP,,False,False,False,174.25999450683594,2025-08-03,249,COOP,4.0,False,93.04,57.19360568383659,14.814814814814811,72.0084204986514
FIVE,,False,False,False,133.16000366210938,2025-08-03,249,FIVE,0.0,True,95.21,71.93605683836589,0.0,71.93605683836589
APH,,False,False,False,104.30999755859375,2025-08-03,249,APH,4.0,False,93.02,57.01598579040853,14.814814814814811,71.83080060522335
MIND,,False,False,False,8.9399995803833,2025-08-03,249,MIND,0.0,True,95.2,71.75843694493783,0.0,71.75843694493783
SEDG,,False,False,False,25.549999237060547,2025-08-03,249,SEDG,0.0,True,95.19,71.58081705150977,0.0,71.58081705150977
KEN,,False,False,False,46.779998779296875,2025-08-03,249,KEN,0.0,True,95.15,71.22557726465364,0.0,71.22557726465364
AP,,False,False,False,3.0999999046325684,2025-08-03,249,AP,0.0,True,95.07,70.69271758436945,0.0,70.69271758436945
QD,,False,False,False,3.950000047683716,2025-08-03,249,QD,0.0,True,95.06,70.51509769094139,0.0,70.51509769094139
STX,,False,False,False,154.80999755859375,2025-08-03,249,STX,0.0,True,94.98,70.15985790408526,0.0,70.15985790408526
LMB,,False,False,False,133.47999572753906,2025-08-03,249,LMB,0.0,True,94.95,69.9822380106572,0.0,69.9822380106572
DB,,False,False,False,32.529998779296875,2025-08-03,249,DB,0.0,True,94.9,69.62699822380107,0.0,69.62699822380107
DCO,,False,False,False,89.58000183105469,2025-08-03,249,DCO,4.0,False,92.59,54.35168738898757,14.814814814814811,69.16650220380238
CLBR,,False,False,False,17.239999771118164,2025-08-03,236,CLBR,0.0,True,94.83,69.09413854351686,0.0,69.09413854351686
CPS,,False,False,False,26.34000015258789,2025-08-03,249,CPS,0.0,True,94.79,68.73889875666075,0.0,68.73889875666075
KFS,,False,False,False,13.359999656677246,2025-08-03,249,KFS,0.0,True,94.75,68.56127886323267,0.0,68.56127886323267
AWI,,False,False,False,188.52000427246094,2025-08-03,249,AWI,5.0,False,89.3,29.66252220248668,38.657407407407405,68.31992960989409
AVGO,,False,False,False,288.6400146484375,2025-08-03,249,AVGO,0.0,True,94.71,68.20603907637656,0.0,68.20603907637656
HNRG,,False,False,False,16.93000030517578,2025-08-03,249,HNRG,0.0,True,94.7,68.02841918294848,0.0,68.02841918294848
GFI,,False,False,False,25.59000015258789,2025-08-03,249,GFI,5.0,False,89.25,29.307282415630556,38.657407407407405,67.96468982303796
DXPE,,False,False,False,110.0199966430664,2025-08-03,249,DXPE,0.0,True,94.62,67.67317939609237,0.0,67.67317939609237
ACMR,,False,False,False,29.479999542236328,2025-08-03,249,ACMR,0.0,True,94.59,67.49555950266429,0.0,67.49555950266429
DNA,,False,False,False,12.1899995803833,2025-08-03,249,DNA,4.0,False,92.19,51.865008880994665,14.814814814814811,66.67982369580947
EOSE,,False,False,False,5.510000228881836,2025-08-03,249,EOSE,0.0,True,94.51,66.60746003552399,0.0,66.60746003552399
TPB,,False,False,False,80.95999908447266,2025-08-03,249,TPB,0.0,True,94.48,66.42984014209591,0.0,66.42984014209591
MIR,,False,False,False,19.860000610351562,2025-08-03,249,MIR,0.0,True,94.4,66.07460035523978,0.0,66.07460035523978
ABCL,,False,False,False,4.239999771118164,2025-08-03,249,ABCL,0.0,True,94.37,65.71936056838365,0.0,65.71936056838365
REVG,,False,False,False,48.369998931884766,2025-08-03,249,REVG,0.0,True,94.29,65.54174067495559,0.0,65.54174067495559
IDCC,,False,False,False,252.8000030517578,2025-08-03,249,IDCC,0.0,True,94.16,64.83126110124334,0.0,64.83126110124334
URBN,,False,False,False,76.20999908447266,2025-08-03,249,URBN,0.0,True,94.15,64.65364120781527,0.0,64.65364120781527
UI,,False,False,False,427.1499938964844,2025-08-03,249,UI,0.0,True,94.14,64.47602131438721,0.0,64.47602131438721
KF,,False,False,False,26.809999465942383,2025-08-03,249,KF,5.0,False,88.8,25.57726465364121,38.657407407407405,64.23467206104861
AAMI,,False,False,False,39.58000183105469,2025-08-03,249,AAMI,0.0,True,94.02,64.12078152753108,0.0,64.12078152753108
FLUT,,False,False,False,299.6199951171875,2025-08-03,249,FLUT,5.0,False,88.78,25.399644760213143,38.657407407407405,64.05705216762055
TATT,,False,False,False,34.380001068115234,2025-08-03,249,TATT,0.0,True,94.01,63.94316163410302,0.0,63.94316163410302
FRHC,,False,False,False,182.1699981689453,2025-08-03,249,FRHC,0.0,True,94.0,63.76554174067496,0.0,63.76554174067496
ZDGE,,False,False,False,3.8499999046325684,2025-08-03,249,ZDGE,4.0,False,91.8,48.84547069271758,14.814814814814811,63.66028550753239
TMQ,,False,False,False,1.590000033378601,2025-08-03,249,TMQ,0.0,True,93.98,63.58792184724689,0.0,63.58792184724689
NVMI,,False,False,False,263.54998779296875,2025-08-03,249,NVMI,5.0,False,88.68,24.866785079928952,38.657407407407405,63.52419248733636
SMCI,,False,False,False,56.63999938964844,2025-08-03,249,SMCI,0.0,True,93.94,63.232682060390765,0.0,63.232682060390765
ENLT,,False,False,False,24.479999542236328,2025-08-03,249,ENLT,0.0,True,93.71,62.34458259325044,0.0,62.34458259325044
MTRX,,False,False,False,14.260000228881836,2025-08-03,249,MTRX,5.0,False,88.52,23.623445825932503,38.657407407407405,62.28085323333991
ARMN,,False,False,False,7.099999904632568,2025-08-03,249,ARMN,0.0,True,93.62,62.16696269982238,0.0,62.16696269982238
DOUG,,False,False,False,2.119999885559082,2025-08-03,249,DOUG,0.0,True,93.61,61.98934280639432,0.0,61.98934280639432
YALA,,False,False,False,7.550000190734863,2025-08-03,249,YALA,0.0,True,93.6,61.811722912966246,0.0,61.811722912966246
GTX,,False,False,False,12.890000343322754,2025-08-03,249,GTX,4.0,False,91.46,46.35879218472469,14.814814814814811,61.1736069995395
SAN,,False,False,False,8.399999618530273,2025-08-03,249,SAN,0.0,True,93.55,61.101243339254,0.0,61.101243339254
FSS,,False,False,False,122.56999969482422,2025-08-03,249,FSS,4.0,False,91.4,46.18117229129663,14.814814814814811,60.99598710611144
WBD,,False,False,False,12.869999885559082,2025-08-03,249,WBD,0.0,True,93.52,60.746003552397866,0.0,60.746003552397866
SNOW,,False,False,False,205.02000427246094,2025-08-03,249,SNOW,0.0,True,93.48,60.56838365896981,0.0,60.56838365896981
COUR,,False,False,False,12.170000076293945,2025-08-03,249,COUR,0.0,True,93.4,60.03552397868561,0.0,60.03552397868561
KGC,,False,False,False,16.209999084472656,2025-08-03,249,KGC,4.0,False,91.28,44.93783303730018,14.814814814814811,59.75264785211499
ZLAB,,False,False,False,36.81999969482422,2025-08-03,249,ZLAB,4.0,False,91.27,44.760213143872114,14.814814814814811,59.57502795868693
WF,,False,False,False,51.43000030517578,2025-08-03,249,WF,0.0,True,93.32,59.50266429840142,0.0,59.50266429840142
ALNY,,False,False,False,401.79998779296875,2025-08-03,249,ALNY,0.0,True,93.24,59.14742451154529,0.0,59.14742451154529
EMX,,False,False,False,2.9200000762939453,2025-08-03,249,EMX,0.0,True,93.21,58.792184724689164,0.0,58.792184724689164
CALX,,False,False,False,56.060001373291016,2025-08-03,249,CALX,4.0,False,91.16,43.69449378330373,14.814814814814811,58.50930859811854
HWM,,False,False,False,184.25999450683594,2025-08-03,249,HWM,0.0,True,93.17,58.43694493783303,0.0,58.43694493783303
LTM,,False,False,False,42.7599983215332,2025-08-03,249,LTM,0.0,True,93.13,58.259325044404974,0.0,58.259325044404974
CHEF,,False,False,False,67.41999816894531,2025-08-03,249,CHEF,4.0,False,91.14,43.3392539964476,14.814814814814811,58.15406881126242
LINC,,False,False,False,23.040000915527344,2025-08-03,249,LINC,0.0,True,93.11,58.08170515097692,0.0,58.08170515097692
VSEC,,False,False,False,146.27000427246094,2025-08-03,249,VSEC,0.0,True,93.08,57.726465364120784,0.0,57.726465364120784
SIMO,,False,False,False,76.41999816894531,2025-08-03,249,SIMO,4.0,False,91.09,42.80639431616341,14.814814814814811,57.62120913097823
TOST,,False,False,False,46.65999984741211,2025-08-03,249,TOST,0.0,True,93.07,57.548845470692726,0.0,57.548845470692726
VEON,,False,False,False,50.54999923706055,2025-08-03,249,VEON,0.0,True,93.05,57.37122557726465,0.0,57.37122557726465
GHLD,,False,False,False,19.860000610351562,2025-08-03,249,GHLD,0.0,True,93.0,56.838365896980456,0.0,56.838365896980456
DY,,False,False,False,263.2900085449219,2025-08-03,249,DY,0.0,True,92.97,56.6607460035524,0.0,56.6607460035524
MTZ,,False,False,False,174.0500030517578,2025-08-03,249,MTZ,0.0,True,92.86,56.12788632326821,0.0,56.12788632326821
RMBS,,False,False,False,72.41000366210938,2025-08-03,249,RMBS,0.0,True,92.79,55.77264653641208,0.0,55.77264653641208
CEG,,False,False,False,340.7699890136719,2025-08-03,249,CEG,0.0,True,92.75,55.41740674955595,0.0,55.41740674955595
BH,,False,False,False,298.9700012207031,2025-08-03,249,BH,0.0,True,92.71,55.06216696269982,0.0,55.06216696269982
TEL,,False,False,False,201.92999267578125,2025-08-03,249,TEL,4.0,False,90.8,40.142095914742455,14.814814814814811,54.95691072955727
AVXL,,False,False,False,11.199999809265137,2025-08-03,249,AVXL,0.0,True,92.67,54.88454706927176,0.0,54.88454706927176
ODC,,False,False,False,56.099998474121094,2025-08-03,249,ODC,0.0,True,92.65,54.70692717584369,0.0,54.70692717584369
CW,,False,False,False,493.5799865722656,2025-08-03,249,CW,0.0,True,92.53,53.99644760213144,0.0,53.99644760213144
FTI,,False,False,False,35.31999969482422,2025-08-03,249,FTI,5.0,False,87.37,15.2753108348135,38.657407407407405,53.9327182422209
INSM,,False,False,False,108.69000244140625,2025-08-03,249,INSM,0.0,True,92.48,53.64120781527532,0.0,53.64120781527532
CTOS,,False,False,False,6.159999847412109,2025-08-03,249,CTOS,0.0,True,92.47,53.46358792184724,0.0,53.46358792184724
PZG,,False,False,False,0.6439999938011169,2025-08-03,249,PZG,0.0,True,92.43,53.108348134991125,0.0,53.108348134991125
LPLA,,False,False,False,369.9100036621094,2025-08-03,249,LPLA,4.0,False,90.5,38.18827708703375,14.814814814814811,53.00309190184856
LQDA,,False,False,False,17.68000030517578,2025-08-03,249,LQDA,0.0,True,92.41,52.93072824156305,0.0,52.93072824156305
INTU,,False,False,False,776.1500244140625,2025-08-03,249,INTU,5.0,False,87.23,14.209591474245114,38.657407407407405,52.86699888165252
CX,,False,False,False,8.399999618530273,2025-08-03,249,CX,0.0,True,92.35,52.57548845470693,0.0,52.57548845470693
CELH,,False,False,False,44.720001220703125,2025-08-03,249,CELH,4.0,False,90.35,37.47779751332149,14.814814814814811,52.2926123281363
ROKU,,False,False,False,79.9800033569336,2025-08-03,249,ROKU,4.0,False,90.34,37.30017761989343,14.814814814814811,52.11499243470824
ATAT,,False,False,False,33.459999084472656,2025-08-03,249,ATAT,0.0,True,92.22,52.04262877442274,0.0,52.04262877442274
C,,False,False,False,91.83000183105469,2025-08-03,249,C,4.0,False,90.32,36.9449378330373,14.814814814814811,51.75975264785211
SENEB,,False,False,False,104.5,2025-08-03,249,SENEB,0.0,True,92.14,51.50976909413855,0.0,51.50976909413855
SXT,,False,False,False,111.70999908447266,2025-08-03,249,SXT,4.0,False,90.3,36.58969804618118,14.814814814814811,51.40451286099599
AAME,,False,False,False,2.25,2025-08-03,249,AAME,0.0,True,92.09,51.15452930728242,0.0,51.15452930728242
BWMN,,False,False,False,33.560001373291016,2025-08-03,249,BWMN,0.0,True,92.06,50.799289520426285,0.0,50.799289520426285
TGB,,False,False,False,3.0799999237060547,2025-08-03,249,TGB,0.0,True,92.05,50.62166962699822,0.0,50.62166962699822
RTX,,False,False,False,156.80999755859375,2025-08-03,249,RTX,5.0,False,86.86,11.900532859680284,38.657407407407405,50.55794026708769
PBI,,False,False,False,11.25,2025-08-03,249,PBI,0.0,True,92.01,50.44404973357016,0.0,50.44404973357016
BBW,,False,False,False,49.36000061035156,2025-08-03,249,BBW,0.0,True,91.99,50.26642984014209,0.0,50.26642984014209
EBAY,,False,False,False,91.73999786376953,2025-08-03,249,EBAY,0.0,True,91.98,50.08880994671403,0.0,50.08880994671403
VIK,,False,False,False,57.560001373291016,2025-08-03,249,VIK,0.0,True,91.93,49.73357015985791,0.0,49.73357015985791
PPTA,,False,False,False,15.15999984741211,2025-08-03,249,PPTA,0.0,True,91.86,49.55595026642984,0.0,49.55595026642984
SII,,False,False,False,66.58999633789062,2025-08-03,249,SII,0.0,True,91.84,49.37833037300178,0.0,49.37833037300178
ARLO,,False,False,False,15.760000228881836,2025-08-03,249,ARLO,0.0,True,91.82,49.02309058614564,0.0,49.02309058614564
GE,,False,False,False,269.3800048828125,2025-08-03,249,GE,0.0,True,91.79,48.66785079928952,0.0,48.66785079928952
SHOP,,False,False,False,118.5999984741211,2025-08-03,249,SHOP,0.0,True,91.74,48.13499111900533,0.0,48.13499111900533
SSBI,,False,False,False,12.100000381469727,2025-08-03,249,SSBI,0.0,True,91.7,47.95737122557727,0.0,47.95737122557727
LLYVK,,False,False,False,82.56999969482422,2025-08-03,249,LLYVK,0.0,True,91.66,47.7797513321492,0.0,47.7797513321492
ROK,,False,False,False,344.5,2025-08-03,249,ROK,4.0,False,89.69,32.682060390763766,14.814814814814811,47.496875205578576
DLTR,,False,False,False,114.72000122070312,2025-08-03,249,DLTR,0.0,True,91.61,47.42451154529307,0.0,47.42451154529307
