Symbol,Company_Name,VCP_Pattern,Cup_Handle_Pattern,Both_Patterns,Current_Price,Analysis_Date,Data_Points,symbol,fin_met_count,has_error,rs_score,rs_percentile,fin_percentile,total_percentile
DFEN,,False,False,False,57.150001525878906,2025-08-03,249,DFEN,6.0,False,95.83,76.02131438721138,73.8425925925926,149.86390697980397
TBMCR,,False,False,False,0.40400001406669617,2025-08-03,249,TBMCR,6.0,False,95.44,73.35701598579041,73.8425925925926,147.199608578383
KORU,,False,False,False,75.18000030517578,2025-08-03,249,KORU,6.0,False,95.35,72.64653641207815,73.8425925925926,146.48912900467076
FBL,,False,False,False,46.189998626708984,2025-08-03,249,FBL,6.0,False,95.1,70.87033747779752,73.8425925925926,144.71293007039012
JBL,,False,False,False,218.55999755859375,2025-08-03,249,JBL,6.0,False,94.99,70.33747779751333,73.8425925925926,144.18007039010593
ARKW,,False,False,False,150.1699981689453,2025-08-03,249,ARKW,6.0,False,94.87,69.27175843694494,73.8425925925926,143.11435102953754
METU,,False,False,False,45.77000045776367,2025-08-03,249,METU,6.0,False,94.74,68.38365896980461,73.8425925925926,142.2262515623972
SMDD,,False,False,False,15.579999923706055,2025-08-03,249,SMDD,6.0,False,94.58,67.31793960923623,73.8425925925926,141.16053220182883
ARKF,,False,False,False,50.959999084472656,2025-08-03,249,ARKF,6.0,False,94.38,65.89698046181172,73.8425925925926,139.73957305440433
AIBU,,False,False,False,43.36000061035156,2025-08-03,249,AIBU,6.0,False,94.22,65.36412078152753,73.8425925925926,139.2067133741201
SCC,,False,False,False,17.989999771118164,2025-08-03,249,SCC,6.0,False,94.03,64.29840142095915,73.8425925925926,138.14099401355173
JFBR,,False,False,False,6.349999904632568,2025-08-03,249,JFBR,5.0,False,99.72,98.93428063943162,38.657407407407405,137.591688046839
BTFX,,False,False,False,58.138999938964844,2025-08-03,249,BTFX,6.0,False,93.83,63.05506216696269,73.8425925925926,136.89765475955528
BTCL,,False,False,False,57.650001525878906,2025-08-03,249,BTCL,6.0,False,93.76,62.52220248667852,73.8425925925926,136.36479507927112
BREA,,False,False,False,6.21999979019165,2025-08-03,249,BREA,5.0,False,99.45,97.69094138543517,38.657407407407405,136.34834879284256
XTKG,,False,False,False,2.0999999046325684,2025-08-03,249,XTKG,5.0,False,99.0,95.91474245115454,38.657407407407405,134.57214985856194
BITU,,False,False,False,54.720001220703125,2025-08-03,249,BITU,6.0,False,93.42,60.21314387211368,73.8425925925926,134.05573646470629
WEBL,,False,False,False,28.059999465942383,2025-08-03,249,WEBL,6.0,False,93.27,59.32504440497336,73.8425925925926,133.16763699756595
DALN,,False,False,False,14.859999656677246,2025-08-03,249,DALN,5.0,False,98.4,93.07282415630551,38.657407407407405,131.73023156371292
ARKK,,False,False,False,71.16000366210938,2025-08-03,249,ARKK,6.0,False,92.76,55.59502664298401,73.8425925925926,129.43761923557662
NUKZ,,False,False,False,58.540000915527344,2025-08-03,249,NUKZ,6.0,False,92.73,55.23978685612788,73.8425925925926,129.08237944872047
ARKX,,False,False,False,25.549999237060547,2025-08-03,249,ARKX,6.0,False,92.62,54.52930728241563,73.8425925925926,128.37189987500824
WWD,,False,False,False,259.2900085449219,2025-08-03,249,WWD,6.0,False,92.55,54.17406749555951,73.8425925925926,128.0166600881521
TLSA,,False,False,False,2.380000114440918,2025-08-03,249,TLSA,5.0,False,97.8,89.34280639431617,38.657407407407405,128.0002138017236
SHLD,,False,False,False,60.880001068115234,2025-08-03,249,SHLD,6.0,False,92.31,52.39786856127886,73.8425925925926,126.24046115387144
ARKQ,,False,False,False,94.5999984741211,2025-08-03,249,ARKQ,6.0,False,92.25,52.2202486678508,73.8425925925926,126.0628412604434
SPRX,,False,False,False,32.15700149536133,2025-08-03,249,SPRX,6.0,False,92.07,50.97690941385436,73.8425925925926,124.81950200644695
GOSS,,False,False,False,2.0,2025-08-03,249,GOSS,5.0,False,97.07,85.79040852575488,38.657407407407405,124.44781593316227
TPC,,False,False,False,45.650001525878906,2025-08-03,249,TPC,5.0,False,96.98,85.2575488454707,38.657407407407405,123.9149562528781
BITX,,False,False,False,57.540000915527344,2025-08-03,249,BITX,6.0,False,91.94,49.91119005328597,73.8425925925926,123.75378264587856
FNGG,,False,False,False,207.07000732421875,2025-08-03,249,FNGG,6.0,False,91.83,49.20071047957372,73.8425925925926,123.04330307216632
TOYO,,False,False,False,6.099999904632568,2025-08-03,249,TOYO,5.0,False,96.87,84.01420959147424,38.657407407407405,122.67161699888165
PSIL,,False,False,False,16.125,2025-08-03,249,PSIL,6.0,False,91.76,48.49023090586146,73.8425925925926,122.33282349845403
BLOK,,False,False,False,56.04999923706055,2025-08-03,249,BLOK,6.0,False,91.75,48.31261101243339,73.8425925925926,122.155203605026
BWEB,,False,False,False,68.697998046875,2025-08-03,249,BWEB,6.0,False,91.57,47.246891651865006,73.8425925925926,121.0894842444576
UFO,,False,False,False,29.45800018310547,2025-08-03,249,UFO,6.0,False,91.52,46.714031971580816,73.8425925925926,120.5566245641734
AKBA,,False,False,False,3.7200000286102295,2025-08-03,249,AKBA,5.0,False,96.5,81.17229129662522,38.657407407407405,119.82969870403262
ESGL,,False,False,False,2.740000009536743,2025-08-03,249,ESGL,5.0,False,96.49,80.99467140319716,38.657407407407405,119.65207881060456
SBSW,,False,False,False,8.279999732971191,2025-08-03,249,SBSW,5.0,False,96.42,80.63943161634103,38.657407407407405,119.29683902374845
CYD,,False,False,False,22.350000381469727,2025-08-03,249,CYD,5.0,False,96.31,80.10657193605684,38.657407407407405,118.76397934346424
EVLV,,False,False,False,6.75,2025-08-03,249,EVLV,5.0,False,96.24,79.39609236234459,38.657407407407405,118.053499769752
HODL,,False,False,False,32.0099983215332,2025-08-03,249,HODL,6.0,False,91.15,43.51687388987567,73.8425925925926,117.35946648246826
CAR,,False,False,False,164.07000732421875,2025-08-03,249,CAR,5.0,False,96.1,78.50799289520425,38.657407407407405,117.16540030261166
BTCW,,False,False,False,119.73999786376953,2025-08-03,249,BTCW,6.0,False,91.13,43.16163410301954,73.8425925925926,117.00422669561212
EZBC,,False,False,False,65.48999786376953,2025-08-03,249,EZBC,6.0,False,91.12,42.98401420959148,73.8425925925926,116.82660680218407
BRRR,,False,False,False,31.969999313354492,2025-08-03,249,BRRR,6.0,False,91.08,42.62877442273535,73.8425925925926,116.47136701532794
BITB,,False,False,False,61.5099983215332,2025-08-03,249,BITB,6.0,False,91.07,42.45115452930728,73.8425925925926,116.29374712189988
BTCO,,False,False,False,112.80000305175781,2025-08-03,249,BTCO,6.0,False,91.04,42.273534635879216,73.8425925925926,116.1161272284718
FBTC,,False,False,False,98.66000366210938,2025-08-03,249,FBTC,6.0,False,91.02,42.09591474245116,73.8425925925926,115.93850733504377
BUZZ,,False,False,False,31.190000534057617,2025-08-03,249,BUZZ,6.0,False,90.95,41.3854351687389,73.8425925925926,115.2280277613315
ALAI,,False,False,False,32.0,2025-08-03,249,ALAI,6.0,False,90.92,41.20781527531084,73.8425925925926,115.05040786790344
DEFI,,False,False,False,128.0399932861328,2025-08-03,249,DEFI,6.0,False,90.91,41.03019538188277,73.8425925925926,114.87278797447536
RSI,,False,False,False,19.350000381469727,2025-08-03,249,RSI,5.0,False,95.82,75.8436944937833,38.657407407407405,114.50110190119072
CHAT,,False,False,False,49.90999984741211,2025-08-03,249,CHAT,6.0,False,90.84,40.319715808170514,73.8425925925926,114.16230840076312
QBTS,,False,False,False,16.3799991607666,2025-08-03,249,QBTS,4.0,False,99.36,97.33570159857904,14.814814814814811,112.15051641339385
ATFV,,False,False,False,30.475000381469727,2025-08-03,249,ATFV,6.0,False,90.42,37.83303730017762,73.8425925925926,111.67562989277022
SEZL,,False,False,False,144.0,2025-08-03,249,SEZL,4.0,False,99.08,96.6252220248668,14.814814814814811,111.4400368396816
RGLS,,False,False,False,8.15999984741211,2025-08-03,224,RGLS,4.0,False,99.04,96.44760213143871,14.814814814814811,111.26241694625354
ESLT,,False,False,False,465.010009765625,2025-08-03,249,ESLT,5.0,False,95.28,72.11367673179396,38.657407407407405,110.77108413920136
TDUP,,False,False,False,8.470000267028809,2025-08-03,249,TDUP,4.0,False,98.97,95.73712255772648,14.814814814814811,110.55193737254127
ALMU,,False,False,False,20.81999969482422,2025-08-03,249,ALMU,4.0,False,98.92,95.5595026642984,14.814814814814811,110.37431747911322
XPP,,False,False,False,24.989999771118164,2025-08-03,249,XPP,6.0,False,90.22,36.05683836589698,73.8425925925926,109.89943095848956
ECNS,,False,False,False,34.119998931884766,2025-08-03,249,ECNS,6.0,False,90.03,35.701598579040855,73.8425925925926,109.54419117163346
GAMR,,False,False,False,88.19300079345703,2025-08-03,249,GAMR,6.0,False,90.01,35.52397868561279,73.8425925925926,109.36657127820538
METV,,False,False,False,17.719999313354492,2025-08-03,249,METV,6.0,False,89.86,34.4582593250444,73.8425925925926,108.300851917637
KURE,,False,False,False,19.399999618530273,2025-08-03,249,KURE,6.0,False,89.84,34.280639431616336,73.8425925925926,108.12323202420892
TME,,False,False,False,20.540000915527344,2025-08-03,249,TME,5.0,False,94.8,68.9165186500888,38.657407407407405,107.5739260574962
HOOD,,False,False,False,99.9000015258789,2025-08-03,249,HOOD,4.0,False,98.33,92.71758436944938,14.814814814814811,107.5323991842642
NVTS,,False,False,False,7.960000038146973,2025-08-03,249,NVTS,4.0,False,98.28,92.53996447602132,14.814814814814811,107.35477929083612
PLTR,,False,False,False,154.27000427246094,2025-08-03,249,PLTR,4.0,False,98.22,92.36234458259324,14.814814814814811,107.17715939740806
CNEQ,,False,False,False,30.6299991607666,2025-08-03,249,CNEQ,6.0,False,89.68,32.5044404973357,73.8425925925926,106.34703308992827
BNGE,,False,False,False,36.95899963378906,2025-08-03,249,BNGE,6.0,False,89.66,32.326820603907635,73.8425925925926,106.16941319650024
CLS,,False,False,False,194.74000549316406,2025-08-03,249,CLS,4.0,False,98.02,91.1190053285968,14.814814814814811,105.9338201434116
RILYK,,False,False,False,22.8700008392334,2025-08-03,249,RILYK,6.0,False,89.45,30.905861456483123,73.8425925925926,104.74845404907572
TRFK,,False,False,False,60.470001220703125,2025-08-03,249,TRFK,6.0,False,89.31,29.84014209591474,73.8425925925926,103.68273468850734
PLTM,,False,False,False,12.710000038146973,2025-08-03,249,PLTM,6.0,False,89.26,29.48490230905861,73.8425925925926,103.3274949016512
HIMS,,False,False,False,62.54999923706055,2025-08-03,249,HIMS,4.0,False,97.61,88.27708703374778,14.814814814814811,103.0919018485626
PPLT,,False,False,False,120.05000305175781,2025-08-03,249,PPLT,6.0,False,89.23,29.129662522202487,73.8425925925926,102.97225511479508
GEV,,False,False,False,656.5,2025-08-03,249,GEV,4.0,False,97.58,87.92184724689164,14.814814814814811,102.73666206170644
FPX,,False,False,False,149.17999267578125,2025-08-03,249,FPX,6.0,False,89.18,28.774422735346363,73.8425925925926,102.61701532793896
RDUS,,False,False,False,,2025-08-03,234,RDUS,5.0,False,93.96,63.41030195381882,38.657407407407405,102.06770936122624
TTMI,,False,False,False,43.34000015258789,2025-08-03,249,TTMI,4.0,False,97.24,87.2113676731794,14.814814814814811,102.0261824879942
XAR,,False,False,False,214.27999877929688,2025-08-03,249,XAR,6.0,False,89.04,27.353463587921844,73.8425925925926,101.19605618051445
BTRN,,False,False,False,40.13800048828125,2025-08-03,249,BTRN,6.0,False,88.94,26.465364120781526,73.8425925925926,100.30795671337413
RCL,,False,False,False,314.25,2025-08-03,249,RCL,5.0,False,93.59,61.63410301953819,38.657407407407405,100.2915104269456
LYEL,,False,False,False,11.020000457763672,2025-08-03,249,LYEL,0.0,True,99.89,99.82238010657194,0.0,99.82238010657194
PXLW,,False,False,False,10.779999732971191,2025-08-03,249,PXLW,0.0,True,99.85,99.64476021314388,0.0,99.64476021314388
QTUM,,False,False,False,90.44999694824219,2025-08-03,249,QTUM,6.0,False,88.82,25.754884547069278,73.8425925925926,99.59747713966186
FGEN,,False,False,False,6.889999866485596,2025-08-03,249,FGEN,0.0,True,99.82,99.4671403197158,0.0,99.4671403197158
SNSE,,False,False,False,10.324999809265137,2025-08-03,249,SNSE,0.0,True,99.81,99.28952042628777,0.0,99.28952042628777
INUV,,False,False,False,4.860000133514404,2025-08-03,249,INUV,0.0,True,99.78,99.11190053285968,0.0,99.11190053285968
NERD,,False,False,False,25.235000610351562,2025-08-03,249,NERD,6.0,False,88.74,25.22202486678508,73.8425925925926,99.06461745937769
AYRO,,False,False,False,7.170000076293945,2025-08-03,249,AYRO,0.0,True,99.7,98.75666074600356,0.0,98.75666074600356
IKNA,,False,False,False,,2025-08-03,245,IKNA,0.0,True,99.67,98.57904085257547,0.0,98.57904085257547
LOUP,,False,False,False,62.06999969482422,2025-08-03,249,LOUP,6.0,False,88.66,24.68916518650089,73.8425925925926,98.53175777909348
BOLT,,False,False,False,5.53000020980835,2025-08-03,249,BOLT,0.0,True,99.66,98.40142095914744,0.0,98.40142095914744
FLYE,,False,False,False,5.980000019073486,2025-08-03,249,FLYE,0.0,True,99.59,98.22380106571936,0.0,98.22380106571936
WBX,,False,False,False,4.829999923706055,2025-08-03,249,WBX,0.0,True,99.52,98.04618117229128,0.0,98.04618117229128
ABVX,,False,False,False,71.94499969482422,2025-08-03,249,ABVX,0.0,True,99.46,97.86856127886324,0.0,97.86856127886324
RAPT,,False,False,False,10.489999771118164,2025-08-03,249,RAPT,0.0,True,99.37,97.51332149200712,0.0,97.51332149200712
TGEN,,False,False,False,9.180000305175781,2025-08-03,249,TGEN,0.0,True,99.26,97.15808170515098,0.0,97.15808170515098
SHPH,,False,False,False,3.5,2025-08-03,249,SHPH,0.0,True,99.25,96.98046181172292,0.0,96.98046181172292
OND,,False,False,False,41.959999084472656,2025-08-03,249,OND,6.0,False,88.43,22.735346358792185,73.8425925925926,96.57793895138478
BPAY,,False,False,False,31.996000289916992,2025-08-03,249,BPAY,6.0,False,88.41,22.55772646536412,73.8425925925926,96.40031905795672
UTES,,False,False,False,81.9800033569336,2025-08-03,249,UTES,6.0,False,88.4,22.380106571936057,73.8425925925926,96.22269916452863
ODDS,,False,False,False,32.11199951171875,2025-08-03,249,ODDS,6.0,False,88.28,22.02486678507993,73.8425925925926,95.86745937767252
TSSI,,False,False,False,27.09000015258789,2025-08-03,249,TSSI,0.0,True,98.9,95.38188277087032,0.0,95.38188277087032
AIMD,,False,False,False,2.4600000381469727,2025-08-03,249,AIMD,0.0,True,98.87,95.20426287744228,0.0,95.20426287744228
SVT,,False,False,False,46.939998626708984,2025-08-03,228,SVT,0.0,True,98.85,95.0266429840142,0.0,95.0266429840142
ITA,,False,False,False,195.77999877929688,2025-08-03,249,ITA,6.0,False,88.18,21.136767317939608,73.8425925925926,94.9793599105322
PSIX,,False,False,False,86.98999786376953,2025-08-03,249,PSIX,0.0,True,98.82,94.84902309058614,0.0,94.84902309058614
PWRD,,False,False,False,92.9800033569336,2025-08-03,249,PWRD,6.0,False,88.16,20.959147424511546,73.8425925925926,94.80174001710414
DAVE,,False,False,False,232.72999572753906,2025-08-03,249,DAVE,0.0,True,98.81,94.67140319715809,0.0,94.67140319715809
OKLO,,False,False,False,71.48999786376953,2025-08-03,249,OKLO,0.0,True,98.78,94.49378330373,0.0,94.49378330373
PRCH,,False,False,False,12.300000190734863,2025-08-03,249,PRCH,0.0,True,98.77,94.31616341030195,0.0,94.31616341030195
CDTX,,False,False,False,62.900001525878906,2025-08-03,249,CDTX,0.0,True,98.74,94.13854351687388,0.0,94.13854351687388
AMPX,,False,False,False,6.360000133514404,2025-08-03,249,AMPX,0.0,True,98.71,93.96092362344582,0.0,93.96092362344582
FOSLL,,False,False,False,18.059999465942383,2025-08-03,249,FOSLL,6.0,False,88.07,19.89342806394316,73.8425925925926,93.73602065653576
MNPR,,False,False,False,40.689998626708984,2025-08-03,249,MNPR,0.0,True,98.52,93.60568383658968,0.0,93.60568383658968
LEU,,False,False,False,208.3300018310547,2025-08-03,249,LEU,0.0,True,98.45,93.42806394316165,0.0,93.42806394316165
MP,,False,False,False,63.689998626708984,2025-08-03,249,MP,0.0,True,98.44,93.25044404973356,0.0,93.25044404973356
SMR,,False,False,False,44.43000030517578,2025-08-03,249,SMR,0.0,True,98.39,92.89520426287744,0.0,92.89520426287744
VNAM,,False,False,False,19.860000610351562,2025-08-03,249,VNAM,6.0,False,87.94,19.005328596802844,73.8425925925926,92.84792118939544
ATAI,,False,False,False,4.170000076293945,2025-08-03,249,ATAI,0.0,True,98.21,92.1847246891652,0.0,92.1847246891652
CTBB,,False,False,False,19.06999969482422,2025-08-03,249,CTBB,6.0,False,87.81,18.29484902309059,73.8425925925926,92.1374416156832
CRDO,,False,False,False,107.55999755859375,2025-08-03,249,CRDO,0.0,True,98.13,92.00710479573712,0.0,92.00710479573712
MAKX,,False,False,False,47.013999938964844,2025-08-03,249,MAKX,6.0,False,87.75,18.117229129662523,73.8425925925926,91.95982172225511
VIGL,,False,False,False,8.050000190734863,2025-08-03,249,VIGL,0.0,True,98.12,91.82948490230906,0.0,91.82948490230906
TZUP,,False,False,False,12.6899995803833,2025-08-03,249,TZUP,0.0,True,98.07,91.651865008881,0.0,91.651865008881
