symbol,fin_met_count,has_error,rs_score,rs_percentile,fin_percentile,total_percentile
NEON,4.0,False,99.13,95.83333333333334,24.242424242424242,120.07575757575759
RGLS,4.0,False,99.05,95.5246913580247,24.242424242424242,119.76711560044893
FROG,6.0,False,89.78,32.407407407407405,86.61616161616162,119.02356902356902
AZ,4.0,False,98.84,94.1358024691358,24.242424242424242,118.37822671156005
IPI,5.0,False,92.7,52.623456790123456,65.15151515151516,117.77497194163861
AX,6.0,False,89.47,30.246913580246915,86.61616161616162,116.86307519640853
EXEL,5.0,False,92.5,51.388888888888886,65.15151515151516,116.54040404040404
ASM,4.0,False,98.45,92.28395061728395,24.242424242424242,116.5263748597082
BKSY,4.0,False,98.42,92.12962962962963,24.242424242424242,116.37205387205387
FTEK,4.0,False,98.3,91.51234567901234,24.242424242424242,115.75476992143658
BLBX,4.0,False,98.17,90.74074074074075,24.242424242424242,114.98316498316498
WPM,5.0,False,92.11,49.2283950617284,65.15151515151516,114.37991021324356
OCFT,4.0,False,97.79,88.42592592592592,24.242424242424242,112.66835016835017
WOR,5.0,False,91.86,47.376543209876544,65.15151515151516,112.5280583613917
OPFI,4.0,False,97.78,88.27160493827161,24.242424242424242,112.51402918069584
DGXX,4.0,False,97.76,87.96296296296296,24.242424242424242,112.20538720538721
CLS,4.0,False,97.7,87.65432098765432,24.242424242424242,111.89674523007855
CAR,4.0,False,97.45,86.11111111111111,24.242424242424242,110.35353535353536
JFIN,4.0,False,97.38,85.49382716049382,24.242424242424242,109.73625140291807
LASR,4.0,False,97.33,84.87654320987654,24.242424242424242,109.11896745230078
UPST,4.0,False,97.26,84.25925925925925,24.242424242424242,108.50168350168349
CMP,4.0,False,97.07,82.87037037037037,24.242424242424242,107.1127946127946
AEM,5.0,False,91.15,41.82098765432099,65.15151515151516,106.97250280583614
RSI,5.0,False,91.12,41.66666666666667,65.15151515151516,106.81818181818183
TKO,6.0,False,88.08,20.061728395061728,86.61616161616162,106.67789001122335
SXT,5.0,False,91.08,41.358024691358025,65.15151515151516,106.50953984287318
NPO,7.0,False,86.63,11.11111111111111,94.6969696969697,105.80808080808082
IIIN,5.0,False,90.97,40.586419753086425,65.15151515151516,105.73793490460159
TIGO,5.0,False,90.84,39.50617283950617,65.15151515151516,104.65768799102133
DCO,5.0,False,90.83,39.351851851851855,65.15151515151516,104.503367003367
CFSB,4.0,False,96.45,79.16666666666666,24.242424242424242,103.4090909090909
ORLA,4.0,False,96.44,79.01234567901234,24.242424242424242,103.25476992143658
BBVA,5.0,False,90.56,37.5,65.15151515151516,102.65151515151516
PARR,4.0,False,96.28,77.9320987654321,24.242424242424242,102.17452300785635
RBC,7.0,False,86.04,6.790123456790123,94.6969696969697,101.48709315375983
WTS,7.0,False,86.0,6.481481481481481,94.6969696969697,101.17845117845118
TGI,5.0,False,90.29,35.648148148148145,65.15151515151516,100.79966329966331
GLYC,0.0,True,100.0,100.0,0.0,100.0
CVAC,4.0,False,95.95,75.61728395061729,24.242424242424242,99.85970819304154
BSGM,0.0,True,99.91,99.84567901234568,0.0,99.84567901234568
SNSE,0.0,True,99.9,99.69135802469135,0.0,99.69135802469135
GTES,5.0,False,90.08,34.413580246913575,65.15151515151516,99.56509539842872
SPRC,0.0,True,99.88,99.53703703703704,0.0,99.53703703703704
STEM,0.0,True,99.87,99.38271604938271,0.0,99.38271604938271
INUV,0.0,True,99.83,99.07407407407408,0.0,99.07407407407408
TMCWW,0.0,True,99.71,98.76543209876543,0.0,98.76543209876543
JFBR,0.0,True,99.7,98.61111111111111,0.0,98.61111111111111
TG,5.0,False,89.91,33.33333333333333,65.15151515151516,98.48484848484848
COE,4.0,False,95.76,74.22839506172839,24.242424242424242,98.47081930415263
BOLT,0.0,True,99.69,98.4567901234568,0.0,98.4567901234568
ALG,6.0,False,86.73,11.728395061728394,86.61616161616162,98.34455667789001
CCRD,4.0,False,95.7,73.91975308641975,24.242424242424242,98.162177328844
GITS,0.0,True,99.67,98.14814814814815,0.0,98.14814814814815
GROY,4.0,False,95.67,73.76543209876543,24.242424242424242,98.00785634118967
TRUG,0.0,True,99.63,97.99382716049382,0.0,97.99382716049382
AYRO,0.0,True,99.62,97.8395061728395,0.0,97.8395061728395
UI,4.0,False,95.53,73.4567901234568,24.242424242424242,97.69921436588103
BREA,0.0,True,99.57,97.68518518518519,0.0,97.68518518518519
KULR,0.0,True,99.55,97.53086419753086,0.0,97.53086419753086
DBVT,0.0,True,99.45,97.0679012345679,0.0,97.0679012345679
HWM,4.0,False,95.43,72.68518518518519,24.242424242424242,96.92760942760944
MFI,0.0,True,99.44,96.91358024691358,0.0,96.91358024691358
VRSN,5.0,False,89.69,31.635802469135804,65.15151515151516,96.78731762065095
ALNT,4.0,False,95.42,72.53086419753086,24.242424242424242,96.77328843995511
KTOS,4.0,False,95.4,72.37654320987654,24.242424242424242,96.61896745230078
AIMD,0.0,True,99.2,96.14197530864197,0.0,96.14197530864197
DVS,0.0,True,99.08,95.67901234567901,0.0,95.67901234567901
TMC,0.0,True,99.0,95.37037037037037,0.0,95.37037037037037
REVG,4.0,False,95.22,70.98765432098766,24.242424242424242,95.2300785634119
SY,0.0,True,98.99,95.21604938271605,0.0,95.21604938271605
PRCH,0.0,True,98.98,95.06172839506173,0.0,95.06172839506173
ROMA,0.0,True,98.93,94.9074074074074,0.0,94.9074074074074
SVT,0.0,True,98.9,94.75308641975309,0.0,94.75308641975309
C,5.0,False,89.33,29.475308641975307,65.15151515151516,94.62682379349046
CNVS,0.0,True,98.87,94.59876543209876,0.0,94.59876543209876
PSIX,0.0,True,98.86,94.44444444444444,0.0,94.44444444444444
INTU,6.0,False,86.11,7.561728395061729,86.61616161616162,94.17789001122335
FLUT,6.0,False,86.1,7.4074074074074066,86.61616161616162,94.02356902356902
U,5.0,False,89.26,28.858024691358025,65.15151515151516,94.00953984287318
CTEV,0.0,True,98.8,93.98148148148148,0.0,93.98148148148148
OCG,0.0,True,98.78,93.82716049382715,0.0,93.82716049382715
RKLB,0.0,True,98.76,93.67283950617285,0.0,93.67283950617285
BBAI,0.0,True,98.73,93.51851851851852,0.0,93.51851851851852
NAK,0.0,True,98.7,93.3641975308642,0.0,93.3641975308642
XTKG,0.0,True,98.68,93.20987654320987,0.0,93.20987654320987
CTVA,5.0,False,89.18,27.9320987654321,65.15151515151516,93.08361391694726
IONQ,0.0,True,98.59,93.05555555555556,0.0,93.05555555555556
RPID,0.0,True,98.56,92.90123456790124,0.0,92.90123456790124
LEU,0.0,True,98.54,92.74691358024691,0.0,92.74691358024691
CDTX,0.0,True,98.51,92.5925925925926,0.0,92.5925925925926
LPLA,5.0,False,89.09,27.314814814814813,65.15151515151516,92.46632996632997
HOOD,0.0,True,98.48,92.43827160493827,0.0,92.43827160493827
RAYA,0.0,True,98.36,91.9753086419753,0.0,91.9753086419753
NYAX,4.0,False,94.77,67.5925925925926,24.242424242424242,91.83501683501683
AMPX,0.0,True,98.35,91.82098765432099,0.0,91.82098765432099
MATH,0.0,True,98.25,91.35802469135803,0.0,91.35802469135803
CDE,4.0,False,94.69,66.9753086419753,24.242424242424242,91.21773288439954
TAOX,0.0,True,98.21,91.12654320987654,0.0,91.12654320987654
SNPX,0.0,True,98.21,91.12654320987654,0.0,91.12654320987654
MS,5.0,False,88.87,25.617283950617285,65.15151515151516,90.76879910213245
NXT,4.0,False,94.61,66.51234567901234,24.242424242424242,90.75476992143658
BWFG,5.0,False,88.82,25.308641975308642,65.15151515151516,90.4601571268238
HSAI,0.0,True,98.13,90.4320987654321,0.0,90.4320987654321
GRPN,0.0,True,98.12,90.27777777777779,0.0,90.27777777777779
YSG,0.0,True,98.1,90.12345679012346,0.0,90.12345679012346
USAS,0.0,True,98.08,89.96913580246914,0.0,89.96913580246914
PLYA,6.0,False,85.53,3.2407407407407405,86.61616161616162,89.85690235690237
SATX,0.0,True,98.03,89.81481481481481,0.0,89.81481481481481
CRDO,0.0,True,98.02,89.6604938271605,0.0,89.6604938271605
PRPO,0.0,True,97.95,89.35185185185185,0.0,89.35185185185185
OKYO,0.0,True,97.92,89.19753086419753,0.0,89.19753086419753
DIST,0.0,True,97.91,89.0432098765432,0.0,89.0432098765432
ASTS,0.0,True,97.89,88.88888888888889,0.0,88.88888888888889
TCI,4.0,False,94.17,63.73456790123457,24.242424242424242,87.9769921436588
SGHC,0.0,True,97.73,87.80864197530865,0.0,87.80864197530865
YYGH,0.0,True,97.67,87.5,0.0,87.5
SOGP,0.0,True,97.66,87.34567901234568,0.0,87.34567901234568
FIX,4.0,False,94.05,62.96296296296296,24.242424242424242,87.20538720538721
ALLT,0.0,True,97.65,87.19135802469135,0.0,87.19135802469135
CEAD,5.0,False,88.35,21.99074074074074,65.15151515151516,87.14225589225589
VAPE,5.0,False,88.35,21.99074074074074,65.15151515151516,87.14225589225589
ATYR,0.0,True,97.62,87.03703703703704,0.0,87.03703703703704
TWLO,4.0,False,94.01,62.65432098765432,24.242424242424242,86.89674523007857
SNES,0.0,True,97.61,86.88271604938271,0.0,86.88271604938271
BNRG,0.0,True,97.56,86.72839506172839,0.0,86.72839506172839
IDT,4.0,False,93.97,62.34567901234568,24.242424242424242,86.58810325476992
GORO,0.0,True,97.52,86.41975308641975,0.0,86.41975308641975
UUU,0.0,True,97.42,85.9567901234568,0.0,85.9567901234568
BLDE,5.0,False,88.16,20.679012345679013,65.15151515151516,85.83052749719417
RBLX,0.0,True,97.41,85.80246913580247,0.0,85.80246913580247
OPRT,0.0,True,97.39,85.64814814814815,0.0,85.64814814814815
BYRN,0.0,True,97.35,85.18518518518519,0.0,85.18518518518519
SEI,0.0,True,97.34,85.03086419753086,0.0,85.03086419753086
THTX,0.0,True,97.32,84.72222222222221,0.0,84.72222222222221
APYX,0.0,True,97.28,84.41358024691358,0.0,84.41358024691358
URBN,4.0,False,93.56,60.03086419753087,24.242424242424242,84.27328843995511
PGY,0.0,True,97.25,84.10493827160494,0.0,84.10493827160494
SOFI,0.0,True,97.22,83.9506172839506,0.0,83.9506172839506
FENC,4.0,False,93.52,59.5679012345679,24.242424242424242,83.81032547699215
DOMO,0.0,True,97.19,83.79629629629629,0.0,83.79629629629629
APH,4.0,False,93.49,59.25925925925925,24.242424242424242,83.50168350168349
AHR,4.0,False,93.48,59.10493827160494,24.242424242424242,83.34736251402919
TBMCR,0.0,True,97.14,83.33333333333334,0.0,83.33333333333334
RBRK,0.0,True,97.11,83.17901234567901,0.0,83.17901234567901
WF,4.0,False,93.46,58.79629629629629,24.242424242424242,83.03872053872053
MGNI,0.0,True,97.09,83.0246913580247,0.0,83.0246913580247
EVEX,0.0,True,97.06,82.71604938271605,0.0,82.71604938271605
BOSC,4.0,False,93.41,58.17901234567901,24.242424242424242,82.42143658810326
GEV,0.0,True,97.02,82.4074074074074,0.0,82.4074074074074
ATAI,0.0,True,96.99,82.25308641975309,0.0,82.25308641975309
CYD,0.0,True,96.91,82.09876543209876,0.0,82.09876543209876
FARO,0.0,True,96.9,81.94444444444444,0.0,81.94444444444444
LMB,0.0,True,96.88,81.79012345679013,0.0,81.79012345679013
PMEC,0.0,True,96.87,81.6358024691358,0.0,81.6358024691358
SNT,0.0,True,96.85,81.48148148148148,0.0,81.48148148148148
MT,5.0,False,87.4,16.203703703703702,65.15151515151516,81.35521885521885
NET,0.0,True,96.84,81.32716049382715,0.0,81.32716049382715
DAN,4.0,False,93.15,56.79012345679012,24.242424242424242,81.03254769921436
SBSW,0.0,True,96.81,81.01851851851852,0.0,81.01851851851852
ITRN,5.0,False,87.31,15.74074074074074,65.15151515151516,80.89225589225589
KFS,0.0,True,96.78,80.8641975308642,0.0,80.8641975308642
PPIH,0.0,True,96.74,80.55555555555556,0.0,80.55555555555556
THM,0.0,True,96.66,80.40123456790124,0.0,80.40123456790124
SLSR,0.0,True,96.65,80.24691358024691,0.0,80.24691358024691
SKE,0.0,True,96.63,80.0925925925926,0.0,80.0925925925926
SSRM,0.0,True,96.59,79.93827160493827,0.0,79.93827160493827
PJT,5.0,False,87.16,14.506172839506174,65.15151515151516,79.65768799102133
HTZ,0.0,True,96.56,79.62962962962963,0.0,79.62962962962963
DLO,5.0,False,87.15,14.351851851851851,65.15151515151516,79.503367003367
SLS,0.0,True,96.51,79.4753086419753,0.0,79.4753086419753
USAU,0.0,True,96.49,79.32098765432099,0.0,79.32098765432099
SAH,4.0,False,92.97,54.93827160493827,24.242424242424242,79.18069584736251
GDXU,0.0,True,96.43,78.85802469135803,0.0,78.85802469135803
PAC,5.0,False,87.04,13.580246913580247,65.15151515151516,78.73176206509541
DUOT,0.0,True,96.4,78.70370370370371,0.0,78.70370370370371
AL,5.0,False,87.03,13.425925925925927,65.15151515151516,78.57744107744108
CXDO,4.0,False,92.88,54.166666666666664,24.242424242424242,78.4090909090909
TSAT,0.0,True,96.32,78.39506172839506,0.0,78.39506172839506
GRNQ,0.0,True,96.3,78.08641975308642,0.0,78.08641975308642
NTGR,4.0,False,92.81,53.54938271604939,24.242424242424242,77.79180695847363
EPRX,0.0,True,96.26,77.62345679012346,0.0,77.62345679012346
COIN,0.0,True,96.25,77.46913580246914,0.0,77.46913580246914
STRL,0.0,True,96.24,77.31481481481481,0.0,77.31481481481481
FSI,0.0,True,96.13,77.00617283950618,0.0,77.00617283950618
LMND,0.0,True,96.09,76.85185185185185,0.0,76.85185185185185
AAP,5.0,False,86.71,11.574074074074074,65.15151515151516,76.72558922558923
DHX,0.0,True,96.07,76.69753086419753,0.0,76.69753086419753
TOST,4.0,False,92.65,52.160493827160494,24.242424242424242,76.40291806958473
AFRM,0.0,True,96.04,76.38888888888889,0.0,76.38888888888889
NGD,0.0,True,96.02,76.23456790123457,0.0,76.23456790123457
OSW,5.0,False,86.59,10.802469135802468,65.15151515151516,75.95398428731762
WRLD,4.0,False,92.51,51.54320987654321,24.242424242424242,75.78563411896745
SRAD,0.0,True,95.96,75.77160493827161,0.0,75.77160493827161
AXON,0.0,True,95.91,75.30864197530865,0.0,75.30864197530865
JNUG,0.0,True,95.89,75.15432098765432,0.0,75.15432098765432
NRG,0.0,True,95.86,75.0,0.0,75.0
ESE,4.0,False,92.42,50.617283950617285,24.242424242424242,74.85970819304153
LIF,0.0,True,95.85,74.84567901234568,0.0,74.84567901234568
PZG,0.0,True,95.82,74.69135802469135,0.0,74.69135802469135
ICL,4.0,False,92.38,50.308641975308646,24.242424242424242,74.55106621773288
JOBY,0.0,True,95.77,74.38271604938271,0.0,74.38271604938271
RFIL,0.0,True,95.71,74.07407407407408,0.0,74.07407407407408
MGIC,0.0,True,95.55,73.61111111111111,0.0,73.61111111111111
SSSS,0.0,True,95.48,73.14814814814815,0.0,73.14814814814815
VST,0.0,True,95.47,72.99382716049382,0.0,72.99382716049382
RDWR,4.0,False,91.91,47.99382716049383,24.242424242424242,72.23625140291807
ESP,0.0,True,95.38,72.22222222222221,0.0,72.22222222222221
CPS,0.0,True,95.36,72.0679012345679,0.0,72.0679012345679
SPOT,0.0,True,95.35,71.91358024691358,0.0,71.91358024691358
CRPT,0.0,True,95.34,71.75925925925925,0.0,71.75925925925925
AVAL,5.0,False,85.96,6.172839506172839,65.15151515151516,71.32435465768799
WEBL,0.0,True,95.28,71.29629629629629,0.0,71.29629629629629
OSS,0.0,True,95.26,71.14197530864197,0.0,71.14197530864197
BCS,4.0,False,91.7,46.45061728395062,24.242424242424242,70.69304152637486
TPR,0.0,True,95.17,70.5246913580247,0.0,70.5246913580247
OPOF,0.0,True,95.15,70.21604938271605,0.0,70.21604938271605
TLN,0.0,True,95.13,70.06172839506173,0.0,70.06172839506173
CKPT,0.0,True,95.08,69.9074074074074,0.0,69.9074074074074
AWI,5.0,False,85.73,4.62962962962963,65.15151515151516,69.78114478114479
NUGT,0.0,True,95.02,69.75308641975309,0.0,69.75308641975309
VHC,0.0,True,95.0,69.59876543209876,0.0,69.59876543209876
OSIS,4.0,False,91.5,45.21604938271605,24.242424242424242,69.4584736251403
SNOW,0.0,True,94.99,69.44444444444444,0.0,69.44444444444444
MTRX,5.0,False,85.63,4.166666666666666,65.15151515151516,69.31818181818183
QD,4.0,False,91.49,45.06172839506173,24.242424242424242,69.30415263748597
PVLA,0.0,True,94.98,69.29012345679013,0.0,69.29012345679013
ATI,0.0,True,94.97,69.1358024691358,0.0,69.1358024691358
CAH,4.0,False,91.46,44.75308641975309,24.242424242424242,68.99551066217734
FIVE,0.0,True,94.95,68.98148148148148,0.0,68.98148148148148
NRIM,4.0,False,91.45,44.598765432098766,24.242424242424242,68.84118967452301
ARKW,0.0,True,94.92,68.67283950617285,0.0,68.67283950617285
PODC,4.0,False,91.41,44.29012345679013,24.242424242424242,68.53254769921438
ARMN,0.0,True,94.91,68.51851851851852,0.0,68.51851851851852
JCI,4.0,False,91.39,44.135802469135804,24.242424242424242,68.37822671156005
ELTX,0.0,True,94.89,68.3641975308642,0.0,68.3641975308642
FLEX,0.0,True,94.88,68.20987654320987,0.0,68.20987654320987
FORTY,0.0,True,94.85,68.05555555555556,0.0,68.05555555555556
AU,0.0,True,94.83,67.90123456790124,0.0,67.90123456790124
HNRG,0.0,True,94.75,67.43827160493827,0.0,67.43827160493827
EFOI,0.0,True,94.73,67.28395061728395,0.0,67.28395061728395
DC,0.0,True,94.72,67.12962962962963,0.0,67.12962962962963
SAN,0.0,True,94.66,66.82098765432099,0.0,66.82098765432099
VIRT,4.0,False,91.22,42.43827160493827,24.242424242424242,66.68069584736251
IHS,0.0,True,94.63,66.66666666666666,0.0,66.66666666666666
BE,0.0,True,94.53,66.35802469135803,0.0,66.35802469135803
MPAA,0.0,True,94.52,66.20370370370371,0.0,66.20370370370371
ARKF,0.0,True,94.5,66.0493827160494,0.0,66.0493827160494
MIR,0.0,True,94.49,65.89506172839506,0.0,65.89506172839506
SII,0.0,True,94.46,65.74074074074075,0.0,65.74074074074075
ENLT,0.0,True,94.42,65.58641975308642,0.0,65.58641975308642
SAND,0.0,True,94.4,65.4320987654321,0.0,65.4320987654321
GS,4.0,False,91.03,40.89506172839506,24.242424242424242,65.13748597081931
INDV,4.0,False,90.98,40.74074074074074,24.242424242424242,64.98316498316498
BWAY,0.0,True,94.31,64.96913580246914,0.0,64.96913580246914
SLNO,0.0,True,94.25,64.81481481481481,0.0,64.81481481481481
FNGO,0.0,True,94.24,64.6604938271605,0.0,64.6604938271605
CW,0.0,True,94.22,64.50617283950618,0.0,64.50617283950618
BITU,0.0,True,94.21,64.35185185185185,0.0,64.35185185185185
AVGO,0.0,True,94.19,64.0432098765432,0.0,64.0432098765432
FORD,0.0,True,94.18,63.888888888888886,0.0,63.888888888888886
BASE,0.0,True,94.1,63.42592592592593,0.0,63.42592592592593
AAMI,0.0,True,94.09,63.27160493827161,0.0,63.27160493827161
MAG,0.0,True,94.06,63.117283950617285,0.0,63.117283950617285
DRS,0.0,True,94.02,62.808641975308646,0.0,62.808641975308646
SLM,4.0,False,90.65,37.96296296296296,24.242424242424242,62.205387205387204
CCB,0.0,True,93.96,62.191358024691354,0.0,62.191358024691354
MYRG,0.0,True,93.94,62.03703703703704,0.0,62.03703703703704
APEI,0.0,True,93.92,61.882716049382715,0.0,61.882716049382715
CTRN,0.0,True,93.91,61.72839506172839,0.0,61.72839506172839
FPH,4.0,False,90.53,37.34567901234568,24.242424242424242,61.58810325476992
FNGG,0.0,True,93.87,61.57407407407407,0.0,61.57407407407407
SYF,4.0,False,90.51,37.03703703703704,24.242424242424242,61.27946127946128
ODC,0.0,True,93.77,61.26543209876543,0.0,61.26543209876543
NN,0.0,True,93.76,61.111111111111114,0.0,61.111111111111114
AIBU,0.0,True,93.73,60.802469135802475,0.0,60.802469135802475
DB,0.0,True,93.7,60.64814814814815,0.0,60.64814814814815
FBL,0.0,True,93.69,60.49382716049383,0.0,60.49382716049383
BLOK,0.0,True,93.57,60.18518518518518,0.0,60.18518518518518
CLBR,0.0,True,93.55,59.876543209876544,0.0,59.876543209876544
LITE,0.0,True,93.54,59.72222222222222,0.0,59.72222222222222
SURG,0.0,True,93.51,59.413580246913575,0.0,59.413580246913575
ESQ,0.0,True,93.47,58.95061728395061,0.0,58.95061728395061
MKTW,0.0,True,93.43,58.48765432098766,0.0,58.48765432098766
PBI,0.0,True,93.42,58.333333333333336,0.0,58.333333333333336
METU,0.0,True,93.4,58.0246913580247,0.0,58.0246913580247
STNE,0.0,True,93.34,57.71604938271605,0.0,57.71604938271605
GDMN,0.0,True,93.33,57.56172839506173,0.0,57.56172839506173
WILC,0.0,True,93.32,57.407407407407405,0.0,57.407407407407405
CBRL,0.0,True,93.31,57.25308641975309,0.0,57.25308641975309
CEG,0.0,True,93.26,57.098765432098766,0.0,57.098765432098766
EMX,0.0,True,93.18,56.94444444444444,0.0,56.94444444444444
IDCC,4.0,False,89.79,32.56172839506173,24.242424242424242,56.80415263748597
MGTX,0.0,True,93.14,56.6358024691358,0.0,56.6358024691358
SHLD,0.0,True,93.13,56.481481481481474,0.0,56.481481481481474
KEN,0.0,True,93.12,56.32716049382716,0.0,56.32716049382716
CRWD,0.0,True,93.1,56.17283950617284,0.0,56.17283950617284
SIFY,0.0,True,93.09,56.018518518518526,0.0,56.018518518518526
NUKZ,0.0,True,93.07,55.8641975308642,0.0,55.8641975308642
SNEX,0.0,True,93.06,55.70987654320988,0.0,55.70987654320988
BBW,0.0,True,93.03,55.55555555555556,0.0,55.55555555555556
ARKK,0.0,True,93.01,55.401234567901234,0.0,55.401234567901234
OMAB,0.0,True,92.99,55.24691358024691,0.0,55.24691358024691
UFO,0.0,True,92.98,55.092592592592595,0.0,55.092592592592595
NEU,4.0,False,89.53,30.709876543209873,24.242424242424242,54.952300785634115
LFCR,0.0,True,92.93,54.629629629629626,0.0,54.629629629629626
ALGM,0.0,True,92.92,54.4753086419753,0.0,54.4753086419753
RMNI,0.0,True,92.9,54.32098765432099,0.0,54.32098765432099
STCE,0.0,True,92.86,54.01234567901234,0.0,54.01234567901234
KD,0.0,True,92.82,53.70370370370371,0.0,53.70370370370371
DGII,4.0,False,89.28,29.166666666666668,24.242424242424242,53.40909090909091
SKLZ,0.0,True,92.8,53.39506172839506,0.0,53.39506172839506
BITQ,0.0,True,92.79,53.24074074074075,0.0,53.24074074074075
NYC,0.0,True,92.78,53.086419753086425,0.0,53.086419753086425
VIK,0.0,True,92.72,52.9320987654321,0.0,52.9320987654321
PAAS,4.0,False,89.22,28.549382716049383,24.242424242424242,52.79180695847363
ETNB,0.0,True,92.71,52.77777777777778,0.0,52.77777777777778
HEES,0.0,True,92.69,52.46913580246913,0.0,52.46913580246913
UCYB,0.0,True,92.6,52.00617283950617,0.0,52.00617283950617
PRIM,0.0,True,92.54,51.85185185185185,0.0,51.85185185185185
IMMX,0.0,True,92.53,51.697530864197525,0.0,51.697530864197525
MOS,0.0,True,92.46,51.23456790123457,0.0,51.23456790123457
MTZ,0.0,True,92.45,51.080246913580254,0.0,51.080246913580254
IBEX,0.0,True,92.44,50.92592592592593,0.0,50.92592592592593
