symbol,provider_symbol,fetch_status,unavailable_reason,source,cache_status,error_details,has_error,quarterly_eps_growth,annual_eps_growth,eps_growth_acceleration,eps_3q_accel,quarterly_revenue_growth,annual_revenue_growth,revenue_growth_acceleration,sales_3q_accel,quarterly_op_margin_improved,annual_op_margin_improved,net_margin_improved,margin_3q_accel,quarterly_net_income_growth,annual_net_income_growth,roe,debt_to_equity,cached_at
003000,003000.KS,complete,,yfinance,,[],False,-88.29787234042553,91.48471613384078,False,False,30.741935032500606,25.378292151393623,True,True,True,True,True,False,205.06249843358964,200.0,0.0,0.0,2026-04-17T04:08:09.033995+00:00
