symbol,provider_symbol,error_details,has_error,cached_at
240810,,"[""yahooquery_fetch_failed:240810.KS:Failed to perform, curl: (7) Failed to connect to finance.yahoo.com port 443 aft"", ""yahooquery_fetch_failed:240810.KQ:Failed to perform, curl: (7) Failed to connect to finance.yahoo.com port 443 aft""]",True,2026-03-14T07:26:09.739431+00:00
