symbol,market,exchange,benchmark_symbol,mode,market_state,group_state,stock_stage,timing_state,base_high,base_low,percent_to_stage2,breakout_age_weeks,weekly_close,daily_close,ma10w,ma30w,ma40w,ma50d,ma200d,ma30w_slope_4w,ma40w_slope_4w,rp,mrs,rs_proxy,rp_ma52_slope,weekly_volume_ratio,weekly_volume_reference,overhead_reference,resistance_confidence,early_stage2_score,confidence_tier,priority_label,rejection_reason,sector,industry_group,assumption_flags,confidence_penalty_points,base_duration_weeks,base_quality_score,group_name,group_truth_source,retest_signal,retest_volume_lighter,breakout_level,breakout_date,breakout_type,continuation_setup_pass,continuation_quality_score,continuation_lifecycle_state,continuation_volume_dryup_ratio,breakout_structure_pass,close_gt_ma10w,close_gt_ma40w,close_gt_ma50d,close_gt_ma200d,ma50d_gt_ma200d,bar_end_date,industry_key,phase_bucket
INTT,us,ASE,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,11.829999923706056,6.630000114440918,-35.56645135928711,7.0,18.36000061035156,18.36000061035156,14.096000003814698,10.204999987284342,9.485750007629395,13.708800029754638,9.334499988555908,0.03071703702759554,0.025068871201071874,2.5716447527197333,91.5682502851615,1.068415222224206,0.018005421843499236,2.379297597042514,4w,19.75,LOW,48.2,MEDIUM,EXCLUDED,breakout_age_ge_3,Technology,Semiconductor Equipment & Materials,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,36.0,0.6046918968966773,Semiconductor Equipment & Materials,local_proxy,False,True,11.829999923706056,2026-03-06,STAGE2_BREAKOUT,False,,,,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
XWIN,us,NCM,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2B,TOO_LATE_FOR_PRIMARY,6.389999866485596,5.409999847412109,-12.225279088916176,5.0,7.28000020980835,7.28000020980835,6.799000024795532,6.080000019073486,5.352250012755394,6.720999994277954,5.216499996781349,0.013279446118512062,0.026544900822241202,1.0196935575697519,52.271162989780095,0.25088523838877963,0.02931571437566921,1.0519388243593943,4w,7.420000076293945,LOW,46.68,MEDIUM,EXCLUDED,breakout_age_ge_3,Consumer Cyclical,"Furnishings, Fixtures & Appliances","['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,14.0,0.9988305770277685,"Furnishings, Fixtures & Appliances",local_proxy,False,True,6.389999866485596,2026-03-20,CONTINUATION_BREAKOUT,True,0.9997076442569421,MID,0.8361267729715444,True,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
RCKY,us,NMS,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2B,TOO_LATE_FOR_PRIMARY,34.61000061035156,31.100000381469727,-19.059864431934372,8.0,42.7599983215332,42.7599983215332,41.07199974060059,33.88866659800212,32.34299998283386,40.79400001525879,31.97810001373291,0.013380689238841115,0.015452515460750438,5.989298565048897,31.56027855364276,0.4491170227966448,0.015613211361054646,1.080560607681609,4w,48.70000076293945,LOW,44.87,MEDIUM,EXCLUDED,breakout_age_ge_3,Consumer Cyclical,Footwear & Accessories,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,4.0,0.9287022422047178,Footwear & Accessories,local_proxy,False,True,34.61000061035156,2026-02-27,CONTINUATION_BREAKOUT,True,0.8574044844094356,MID,0.8001245330012453,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
KORE,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2B,TOO_LATE_FOR_PRIMARY,5.289999961853027,4.460000038146973,-42.18579035631983,8.0,9.149999618530272,9.149999618530272,8.661999797821045,5.682366593678792,4.841624945402145,8.2535999584198,4.670254980325699,0.04776593900810061,0.03952758238800558,1.281620246412964,98.17999953186165,1.4478910049307379,0.028914625033396424,0.9839554682383759,4w,9.1899995803833,LOW,43.87,MEDIUM,EXCLUDED,breakout_age_ge_3,Communication Services,Telecom Services,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,4.0,0.9375439063973472,Telecom Services,local_proxy,False,True,5.289999961853027,2026-02-27,CONTINUATION_BREAKOUT,True,0.8870983048498555,EARLY,0.7920072661217076,True,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
FLNG,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,28.15999984741211,24.0,-9.102646018375808,7.0,30.979999542236328,30.979999542236328,29.547999763488768,27.007666524251302,26.606249856948853,29.382199821472167,26.437399978637696,0.006372691555075527,0.0072043805472366,4.339300142350392,9.282785222364897,0.1396469475359492,0.0008426463280266638,0.6695567111156876,4w,31.989999771118164,LOW,37.92,MEDIUM,EXCLUDED,breakout_age_ge_3,Energy,Oil & Gas Midstream,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,26.0,0.9522236908240518,Oil & Gas Midstream,local_proxy,False,True,28.15999984741211,2026-03-06,STAGE2_BREAKOUT,True,0.8676848888497349,EARLY,0.6343119666001577,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
KVHI,us,NMS,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,7.710000038146973,4.690000057220459,-21.16564162926973,5.0,9.779999732971191,9.779999732971191,7.977000093460083,6.880666700998942,6.550000035762787,7.9128000354766845,6.487750015258789,0.01921070470733144,0.017107087122595344,1.3698629716120783,43.54416822177542,0.5650398122431894,0.009103376277836694,0.90625,4w,10.630000114440918,LOW,37.63,MEDIUM,EXCLUDED,breakout_age_ge_3,Communication Services,Telecom Services,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,54.0,0.7156620684923567,Telecom Services,local_proxy,False,True,7.710000038146973,2026-03-20,STAGE2_BREAKOUT,False,,,,True,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
SNX,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,175.55999755859375,142.22000122070312,-22.90194001917685,3.0,227.7100067138672,227.7100067138672,176.64600067138673,162.0190007527669,158.89950141906738,174.43500061035155,157.66480018615724,0.011457601226184722,0.011029732721922647,31.89483793248517,37.80423421673535,0.3901330640130154,0.008963791266191734,0.8006958077582566,4w,227.83999633789065,LOW,36.59,MEDIUM,EXCLUDED,breakout_age_ge_3,Technology,Electronics & Computer Distribution,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,27.0,0.8841365698422151,Electronics & Computer Distribution,local_proxy,False,True,175.55999755859375,2026-04-02,STAGE2_BREAKOUT,False,,,,True,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
VET,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2B,TOO_LATE_FOR_PRIMARY,10.920000076293944,9.149999618530272,-11.578949481826701,7.0,12.350000381469728,12.350000381469728,12.189000034332276,9.807000080744425,9.27750005722046,12.067399978637695,9.192399990558624,0.017113959201410733,0.013453073387290848,1.729837288740983,28.81956931136753,0.5794549532446092,0.00912546650553514,0.6339700478776541,4w,14.81999969482422,LOW,36.44,MEDIUM,EXCLUDED,breakout_age_ge_3,Energy,Oil & Gas E&P,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,4.0,0.8662580113791096,Oil & Gas E&P,local_proxy,False,True,10.920000076293944,2026-03-06,CONTINUATION_BREAKOUT,True,0.778807978575626,EARLY,0.8892612813905857,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
PLOW,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,42.880001068115234,27.6200008392334,-7.685682747442654,8.0,46.45000076293945,46.45000076293945,43.56499977111817,37.00299987792969,35.68674983978271,43.67639999389648,35.362049951553345,0.01203368764768531,0.011240437096310063,6.506149060719098,25.545879706083994,0.46794048285375367,0.008382017077796566,0.8734423356064963,4w,47.15999984741211,LOW,35.55,MEDIUM,EXCLUDED,breakout_age_ge_3,Consumer Cyclical,Auto Parts,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,30.0,0.686078050905357,Auto Parts,local_proxy,False,True,42.880001068115234,2026-02-27,STAGE2_BREAKOUT,False,0.7142857142857143,MID,1.3836402774455872,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
PBR,us,NYQ,SPY,BOOTSTRAP_MODE,MARKET_STAGE2_FAVORABLE,UNKNOWN,STAGE_2A,TOO_LATE_FOR_PRIMARY,17.829999923706055,11.029999732971191,-14.566367001828112,6.0,20.8700008392334,20.8700008392334,19.155000019073487,14.856333351135254,14.260999989509582,18.932199993133544,14.193149995803832,0.01989269535345839,0.015409812084431984,2.923214943533889,38.733014306642154,0.7128934007237466,0.007153066524137386,0.4679405164623149,4w,22.049999237060547,LOW,35.37,MEDIUM,EXCLUDED,breakout_age_ge_3,Energy,Oil & Gas Integrated,"['bootstrap_mode', 'missing_104w_resistance', 'missing_core_group']",14,52.0,0.7624636127850911,Oil & Gas Integrated,local_proxy,False,True,17.829999923706055,2026-03-13,STAGE2_BREAKOUT,True,0.8812771627373708,EARLY,0.9669549511149705,False,True,True,True,True,True,2026-04-24,,COMPLETED_NOT_FRESH
