ticker,sector,close,volume,volume_ratio,rsi_14,above_30w_sma,above_10w_sma,market_stage,date
SATX,Technology,2.930000066757202,812300,2.361577486081433,59.99997615817624,True,True,stage1,2025-07-01
RKLB,Industrials,35.380001068115234,75749300,2.7740904515656726,66.73575618032926,True,True,stage1,2025-07-01
AMPX,Industrials,4.070000171661377,15846000,3.0222796136196894,67.88991213654285,True,True,stage1,2025-07-01
PSIX,Industrials,66.73999786376953,1514000,3.4551387658125656,80.64309392399389,True,True,stage1,2025-07-01
AEVA,Technology,36.43000030517578,5537300,2.343352296798838,83.31188009643934,True,True,stage1,2025-07-01
CNVS,Communication Services,4.800000190734863,3343600,12.86,84.21051824375631,True,True,stage1,2025-07-01
NEON,Technology,22.82999992370605,1797600,2.9843857653963326,85.01392523831231,True,True,stage1,2025-07-01
