date,symbol,benchmark_symbol,ret_20d_symbol,ret_20d_benchmark,rs_spread_20d,rs_ratio,rs_score,source
2024-09-25 04:00:00,XLF,SPY,,,,0.07857343807801995,,local_csv_or_provider
2024-09-26 04:00:00,XLF,SPY,,,,0.07866503829814826,,local_csv_or_provider
2024-09-27 04:00:00,XLF,SPY,,,,0.0790067787294707,,local_csv_or_provider
2024-09-30 04:00:00,XLF,SPY,,,,0.0789877281850594,,local_csv_or_provider
2024-10-01 04:00:00,XLF,SPY,,,,0.07927966342753055,,local_csv_or_provider
2024-10-02 04:00:00,XLF,SPY,,,,0.07933411073064725,,local_csv_or_provider
2024-10-03 04:00:00,XLF,SPY,,,,0.07905674123951177,,local_csv_or_provider
2024-10-04 04:00:00,XLF,SPY,,,,0.07967119809060874,,local_csv_or_provider
2024-10-07 04:00:00,XLF,SPY,,,,0.07941176668187708,,local_csv_or_provider
2024-10-08 04:00:00,XLF,SPY,,,,0.07912137729869509,,local_csv_or_provider
2024-10-09 04:00:00,XLF,SPY,,,,0.0793048468241182,,local_csv_or_provider
2024-10-10 04:00:00,XLF,SPY,,,,0.07920087598526758,,local_csv_or_provider
2024-10-11 04:00:00,XLF,SPY,,,,0.08024776036114345,,local_csv_or_provider
2024-10-14 04:00:00,XLF,SPY,,,,0.08009309736179009,,local_csv_or_provider
2024-10-15 04:00:00,XLF,SPY,,,,0.08089275096756372,,local_csv_or_provider
2024-10-16 04:00:00,XLF,SPY,,,,0.08153872666594902,,local_csv_or_provider
2024-10-17 04:00:00,XLF,SPY,,,,0.08175496283390116,,local_csv_or_provider
2024-10-18 04:00:00,XLF,SPY,,,,0.08145879461549231,,local_csv_or_provider
2024-10-21 04:00:00,XLF,SPY,,,,0.0809416947093941,,local_csv_or_provider
2024-10-22 04:00:00,XLF,SPY,,,,0.0808304205819434,,local_csv_or_provider
2024-10-23 04:00:00,XLF,SPY,0.05179726830547904,0.013946411678954052,0.03785085662652499,0.0815066028933277,59.46271415663125,local_csv_or_provider
2024-10-24 04:00:00,XLF,SPY,0.04731232888621428,0.012126511601319168,0.035185817284895116,0.08139976921621181,58.79645432122378,local_csv_or_provider
2024-10-25 04:00:00,XLF,SPY,0.03277961223075554,0.013246553121426086,0.019533059109329454,0.0805298473984006,54.883264777332364,local_csv_or_provider
2024-10-28 04:00:00,XLF,SPY,0.04170342900210322,0.012322237876262632,0.02938119112584059,0.08128023293460424,57.34529778146015,local_csv_or_provider
2024-10-29 04:00:00,XLF,SPY,0.04081624363695324,0.023126208235699552,0.01769003540125369,0.08065042300864901,54.42250885031342,local_csv_or_provider
2024-10-30 04:00:00,XLF,SPY,0.04431641818446619,0.0196006481404587,0.02471577004400749,0.08125722017652746,56.17894251100187,local_csv_or_provider
2024-10-31 04:00:00,XLF,SPY,0.0354199192293716,0.0014441324955825063,0.03397578673378909,0.08173888285187361,58.49394668344728,local_csv_or_provider
2024-11-01 04:00:00,XLF,SPY,0.021686699467212467,-0.0033858119088543415,0.02507251137606681,0.08167554144066447,56.2681278440167,local_csv_or_provider
2024-11-04 05:00:00,XLF,SPY,0.02639163057622418,0.0035399961409612324,0.022851634435262946,0.08122005401377307,55.71290860881574,local_csv_or_provider
2024-11-05 05:00:00,XLF,SPY,0.029988989109396513,0.0061587825638600435,0.02383020654553647,0.08099531488774114,55.95755163638412,local_csv_or_provider
2024-11-06 05:00:00,XLF,SPY,0.08258681978351823,0.02408421358095114,0.05850260620256709,0.08383527524219044,64.62565155064178,local_csv_or_provider
2024-11-07 05:00:00,XLF,SPY,0.06837604336733016,0.033811779118694485,0.03456426424863568,0.08184886284474396,58.64106606215892,local_csv_or_provider
2024-11-08 05:00:00,XLF,SPY,0.05762202541157668,0.03210943235242292,0.025512593059153765,0.08223139541942984,56.37814826478844,local_csv_or_provider
2024-11-11 05:00:00,XLF,SPY,0.06602564536242439,0.024712490177311253,0.04131315518511314,0.08332219683338084,60.32828879627829,local_csv_or_provider
2024-11-12 05:00:00,XLF,SPY,0.0605543722854851,0.029528431908821817,0.031025940376663286,0.08333054053280244,57.756485094165825,local_csv_or_provider
2024-11-13 05:00:00,XLF,SPY,0.048230853782764926,0.025571037198323765,0.02265981658444116,0.0833403108797805,55.66495414611029,local_csv_or_provider
2024-11-14 05:00:00,XLF,SPY,0.042638075052986,0.018888985079688947,0.023749089973297055,0.08366057374592216,55.937272493324265,local_csv_or_provider
2024-11-15 05:00:00,XLF,SPY,0.04724905607869467,0.0019842506564313744,0.0452648054222633,0.08513870923070382,61.31620135556582,local_csv_or_provider
2024-11-18 05:00:00,XLF,SPY,0.05884840559952953,0.007744666129969824,0.051103739469559706,0.08504632896614348,62.77593486738993,local_csv_or_provider
2024-11-19 05:00:00,XLF,SPY,0.05387056243117949,0.011965954160852998,0.04190460827032649,0.08417753625998102,60.47615206758162,local_csv_or_provider
2024-11-20 05:00:00,XLF,SPY,0.051581411031479174,0.021643990340649566,0.029937420690829608,0.08389500578412759,57.4843551727074,local_csv_or_provider
2024-11-21 05:00:00,XLF,SPY,0.06405082810885676,0.024911941369832658,0.039138886739024104,0.08450822782552213,59.78472168475602,local_csv_or_provider
2024-11-22 05:00:00,XLF,SPY,0.08792619301320581,0.028443686728489626,0.059482506284716186,0.08518748419057162,64.87062657117905,local_csv_or_provider
2024-11-25 05:00:00,XLF,SPY,0.08155056902097302,0.028751978574909076,0.05279859044606394,0.08545177458842411,63.199647611515985,local_csv_or_provider
2024-11-26 05:00:00,XLF,SPY,0.09036662071468493,0.032452694791706094,0.05791392592297884,0.08517439069001784,64.4784814807447,local_csv_or_provider
2024-11-27 05:00:00,XLF,SPY,0.08762989942327892,0.03244772850010591,0.05518217092317301,0.08560024858246636,63.79554273079325,local_csv_or_provider
