symbol,met_count,fin_met_count,total_met_count,rs_score
GEV,8,4,12,95.14683153013912
BKTI,8,4,12,94.83771251931994
MELI,8,4,12,94.60072127769192
SLM,8,4,12,94.56980937661
LMB,8,4,12,94.50798557444617
BCS,8,4,12,94.0443070582174
ASR,8,4,12,93.71458011334364
CMP,8,4,12,93.56002060793406
SPNT,8,4,12,93.46728490468831
SAP,8,4,12,93.40546110252448
IFS,8,4,12,93.19938176197836
REVG,8,4,12,92.80783101494076
HURN,8,4,12,92.76661514683153
FORTY,8,4,12,92.7253992787223
RNW,8,4,12,92.65327150953117
HFFG,8,4,12,92.45749613601237
KEP,8,4,12,92.41628026790312
EMX,8,4,12,92.39567233384854
EPSN,8,4,12,92.27202472952088
ACMR,8,4,12,92.23080886141165
CME,8,4,12,91.89077794951056
WDH,8,4,12,91.75682637815558
RGLD,8,4,12,91.66409067490984
LZ,8,4,12,91.36527563111798
STN,8,4,12,91.17980422462648
PHX,8,4,12,91.13858835651726
RSG,8,4,12,90.8706852138073
CBNK,8,4,12,90.73673364245236
LPLA,8,4,12,90.6646058732612
DRS,8,4,12,90.56156620298816
FFIV,8,4,12,90.2936630602782
TXNM,8,4,12,90.15971148892324
CSGS,8,4,12,89.98454404945903
MAG,8,4,12,89.88150437918598
MNST,8,4,12,89.80937660999486
UVE,8,4,12,89.78876867594023
LOMA,8,4,12,89.7372488408037
AL,8,4,12,89.29417825862957
LAUR,8,4,12,89.19113858835652
HDB,8,4,12,89.1499227202473
VLGEA,8,4,12,89.03657908294693
MGYR,8,4,12,88.9747552807831
PEGA,8,4,12,88.83049974240083
SSYS,8,4,12,88.56259659969088
UAN,8,4,12,88.4080370942813
LLYVA,8,4,12,88.17104585265328
MIR,8,4,12,88.06800618238022
ULTA,8,4,12,87.61463163317877
BHF,8,4,12,87.37764039155074
MYRG,8,4,12,87.24368882019577
LLYVK,8,4,12,87.16125708397733
IBN,8,4,12,86.913961875322
ABT,8,4,12,86.68727460072128
WTS,8,4,12,86.12055641421948
IBKR,8,4,12,85.80113343637301
MTZ,8,4,12,85.62596599690882
CAKE,8,4,12,85.31684698608964
COST,8,4,12,85.14167954662545
ATAT,8,4,12,85.10046367851622
TW,8,4,12,84.97681607418856
CBOE,8,4,12,84.59556929417826
MNSB,8,4,12,83.58578052550232
PGR,8,4,12,83.3590932509016
NRIM,8,4,12,83.08088614116434
BBW,8,4,12,82.9984544049459
LYV,8,4,12,82.48325605358063
BWFG,8,4,12,82.4317362184441
EVTC,8,4,12,82.08140133951571
KEYS,8,4,12,81.07161257083976
DFDV,8,3,11,99.9896960329727
DVS,8,3,11,99.17568263781556
GRPN,8,3,11,99.10355486862444
RPID,8,3,11,99.09325090159712
SSRM,8,3,11,98.3410613086038
NPCE,8,3,11,98.3307573415765
OPOF,8,3,11,98.16589386913962
FORD,8,3,11,98.01133436373004
IRTC,8,3,11,97.9392065945389
XERS,8,3,11,97.5579598145286
CRK,8,3,11,97.49613601236476
SAND,8,3,11,96.87789799072642
OMAB,8,3,11,96.69242658423492
SUPV,8,3,11,95.16743946419372
NAGE,8,3,11,95.1571354971664
PRA,8,3,11,95.1159196290572
NTES,8,3,11,94.72436888201958
PHAR,8,3,11,94.5492014425554
AZ,8,3,11,94.29160226687274
SII,8,3,11,94.07521895929932
GE,8,3,11,93.86913961875322
RKLB,8,3,11,93.6733642452344
DGICA,8,3,11,93.62184441009788
TFPM,8,3,11,93.54971664090674
EXEEL,8,3,11,93.31272539927872
LI,8,3,11,92.81813498196806
CKPT,8,3,11,92.73570324574962
EXEEZ,8,3,11,92.56053580628542
EQT,8,3,11,92.55023183925812
EXEEW,8,3,11,92.52962390520352
OCS,8,3,11,92.44719216898504
WRLD,8,3,11,91.88047398248324
DGICB,8,3,11,91.80834621329213
WLDN,8,3,11,91.73621844410098
PAC,8,3,11,91.3858835651726
FWONA,8,3,11,91.31375579598144
GILD,8,3,11,91.30345182895417
FWONK,8,3,11,91.16950025759918
LOGC,8,3,11,90.89129314786192
WRB,8,3,11,90.72642967542504
CIEN,8,3,11,90.6543019062339
NOK,8,3,11,90.47913446676972
JOYY,8,3,11,90.2730551262236
SGI,8,3,11,90.20092735703246
MUFG,8,3,11,89.39721792890263
AXS,8,3,11,89.22205048943843
MCK,8,3,11,88.95414734672849
EBAY,8,3,11,88.85110767645543
JCI,8,3,11,88.69654817104585
RRC,8,3,11,87.88253477588871
RBA,8,3,11,87.75888717156106
CART,8,3,11,87.74858320453374
RDCM,8,3,11,87.44976816074188
VSEC,8,3,11,86.40906749098403
BK,8,3,11,86.33693972179289
CCLDO,8,3,11,86.31633178773828
MFG,8,3,11,85.57444616177227
NIC,8,3,11,85.2241112828439
BMO,8,3,11,84.78104070066976
IMAX,8,3,11,84.52344152498712
ICE,8,3,11,84.42040185471407
UNM,8,3,11,84.28645028335909
BMA,8,3,11,83.9258114374034
BBUC,8,3,11,82.45234415249871
SMFG,8,3,11,80.80370942812984
RYTM,8,3,11,80.370942812983
CTEV,8,2,10,99.6084492529624
AREN,8,2,10,99.56723338485315
PNBK,8,2,10,99.13446676970634
ICAD,8,2,10,98.83565172591447
ACHR,8,2,10,98.77382792375064
VGZ,8,2,10,98.59866048428646
RBRK,8,2,10,98.26893353941269
NVCT,8,2,10,98.24832560535806
JFIN,8,2,10,98.03194229778464
YALA,8,2,10,97.84647089129317
THM,8,2,10,97.72282328696548
SLSR,8,2,10,97.71251931993817
LQDA,8,2,10,97.54765584750128
RDUS,8,2,10,97.40340030911902
DB,8,2,10,97.3930963420917
AKRO,8,2,10,97.1973209685729
CTRN,8,2,10,96.89850592478103
PCRX,8,2,10,96.8263781555899
LYG,8,2,10,96.12570839773312
MLYS,8,2,10,95.91962905718702
DADA,8,2,10,95.83204533745491
III,8,2,10,95.81658938691396
SNOW,8,2,10,95.3219989696033
LINC,8,2,10,95.28078310149408
MGIC,8,2,10,95.19835136527564
ITRN,8,2,10,94.98196805770222
DC,8,2,10,94.71406491499226
FMS,8,2,10,94.44616177228234
WHLRD,8,2,10,93.6527563111798
HSBC,8,2,10,93.15816589386914
NRSN,8,2,10,93.02421432251415
KT,8,2,10,92.93147861926842
CRWD,8,2,10,92.83874291602268
TENX,8,2,10,92.4987120041216
IBM,8,2,10,92.3544564657393
BBAR,8,2,10,91.7774343122102
AZO,8,2,10,91.44770736733643
LEU,8,2,10,91.3961875321999
NATH,8,2,10,91.25193199381762
CCB,8,2,10,91.231324059763
TRI,8,2,10,91.0149407521896
SRBK,8,2,10,90.97372488408038
LOPE,8,2,10,90.58217413704276
T,8,2,10,90.38639876352396
AER,8,2,10,89.7269448737764
SPR,8,2,10,89.66512107161257
CW,8,2,10,89.45904173106646
CNH,8,2,10,89.09840288511077
DBD,8,2,10,88.42864502833591
V,8,2,10,87.85162287480681
CPNG,8,2,10,85.7805255023184
EQH,8,2,10,83.79185986604843
ERIC,8,2,10,83.68882019577538
HIG,8,2,10,83.5342606903658
TJX,8,2,10,83.28696548171047
MA,8,2,10,82.9778464708913
CHTR,8,2,10,81.71045852653272
NTCT,8,2,10,81.34981968057701
SANM,8,2,10,80.14425553838228
JPM,8,2,10,80.12364760432766
RGC,8,1,9,100.0
TMCWW,8,1,9,99.89696032972697
TMC,8,1,9,99.55692941782588
OCFT,8,1,9,99.2375064399794
MATH,8,1,9,99.14477073673363
ROMA,8,1,9,99.12416280267902
TBMCR,8,1,9,98.56774858320452
MTEN,8,1,9,98.53683668212264
GDXU,8,1,9,97.90829469345698
BGM,8,1,9,97.88768675940236
SJT,8,1,9,97.82586295723854
SHNY,8,1,9,97.63008758371971
HMY,8,1,9,97.25914477073674
HEES,8,1,9,97.22823286965482
NUGT,8,1,9,97.166409067491
SAN,8,1,9,97.14580113343636
JNUG,8,1,9,97.13549716640908
OKYO,8,1,9,97.10458526532716
GDMN,8,1,9,96.93972179289028
DGP,8,1,9,96.75425038639877
DRD,8,1,9,96.70273055126223
GFI,8,1,9,96.4451313755796
UGL,8,1,9,96.4348274085523
FCAP,8,1,9,96.28026790314271
SKE,8,1,9,96.17722823286964
SGDM,8,1,9,95.94023699124162
AUMI,8,1,9,95.92993302421432
FGM,8,1,9,95.56929417825864
TPR,8,1,9,95.40443070582174
PUK,8,1,9,95.311695002576
TITN,8,1,9,95.22926326635756
GREK,8,1,9,95.10561566202988
NWG,8,1,9,95.04379185986603
USAU,8,1,9,94.99227202472952
GF,8,1,9,94.9613601236476
RING,8,1,9,94.86862442040186
TESL,8,1,9,94.85832045337456
GOAU,8,1,9,94.69345698093768
GOEX,8,1,9,94.5904173106646
BJ,8,1,9,94.53889747552807
BCH,8,1,9,94.49768160741884
STVN,8,1,9,94.48737764039154
SBSW,8,1,9,94.41524987120042
GDX,8,1,9,94.28129829984545
GDXJ,8,1,9,94.26069036579084
EWO,8,1,9,94.21947449768162
CEE,8,1,9,94.13704276146316
EUFN,8,1,9,94.11643482740855
FLGR,8,1,9,94.10613086038124
DAX,8,1,9,94.09582689335394
RAYA,8,1,9,94.03400309119012
EWG,8,1,9,93.97217928902629
QTUM,8,1,9,93.8485316846986
NTR,8,1,9,93.75579598145286
EWP,8,1,9,93.69397217928903
FDD,8,1,9,93.68366821226172
EWI,8,1,9,93.58062854198866
CLBR,8,1,9,93.34363730036064
ECH,8,1,9,93.32302936630605
KFS,8,1,9,93.30242143225142
FEUZ,8,1,9,93.20968572900568
FGDL,8,1,9,93.1066460587326
CHKP,8,1,9,93.09634209170532
XPP,8,1,9,93.07573415765069
DE,8,1,9,93.05512622359608
GLDM,8,1,9,93.00360638845956
IAUM,8,1,9,92.97269448737764
AAAU,8,1,9,92.96239052035034
SGOL,8,1,9,92.95208655332304
IAU,8,1,9,92.94178258629572
BAR,8,1,9,92.9108706852138
OUNZ,8,1,9,92.89026275115918
GLD,8,1,9,92.8696548171046
SGDJ,8,1,9,92.84904688304998
BOSC,8,1,9,92.74600721277692
GVAL,8,1,9,92.6944873776404
PFIX,8,1,9,92.5399278722308
SSSS,8,1,9,92.43688820195776
FEP,8,1,9,92.3029366306028
ATYR,8,1,9,92.17928902627511
PERI,8,1,9,92.16898505924782
TURN,8,1,9,92.08655332302936
GXG,8,1,9,92.06594538897475
HERO,8,1,9,91.98351365275632
ESQ,8,1,9,91.93199381761978
ESPO,8,1,9,91.92168985059249
RYAAY,8,1,9,91.68469860896444
NERD,8,1,9,91.65378670788252
FOSLL,8,1,9,91.54044307058216
BROG,8,1,9,91.14889232354456
BTI,8,1,9,91.07676455435345
GSIB,8,1,9,90.96342091705306
GDE,8,1,9,90.93250901597116
KTEC,8,1,9,90.90159711488924
KGRN,8,1,9,90.78825347758888
UCYB,8,1,9,90.70582174137044
UAE,8,1,9,90.68521380731582
USG,8,1,9,90.6749098402885
AM,8,1,9,90.63369397217927
JEQ,8,1,9,90.62339000515198
GLTR,8,1,9,90.57187017001546
CRPT,8,1,9,90.49974240082432
BTRN,8,1,9,90.36579082946936
BKGI,8,1,9,90.26275115919628
HDMV,8,1,9,90.18031942297785
AADR,8,1,9,90.12879958784131
IDMO,8,1,9,90.0978876867594
GAMR,8,1,9,90.06697578567749
DEFI,8,1,9,90.05667181865019
BRRR,8,1,9,89.94332818134983
IBIT,8,1,9,89.90211231324061
BITB,8,1,9,89.87120041215869
ARKB,8,1,9,89.86089644513137
EZBC,8,1,9,89.84028851107676
FBTC,8,1,9,89.81968057702215
AFK,8,1,9,89.79907264296754
HODL,8,1,9,89.76816074188562
BTCW,8,1,9,89.74755280783101
JOF,8,1,9,89.7063369397218
BTCO,8,1,9,89.69603297269448
GBTC,8,1,9,89.5311695002576
SLVP,8,1,9,89.46934569809376
PIZ,8,1,9,89.43843379701185
TMV,8,1,9,89.42812982998454
FXI,8,1,9,89.37660999484802
DBP,8,1,9,89.30448222565688
SIL,8,1,9,88.99536321483771
EIS,8,1,9,88.84080370942813
KEMQ,8,1,9,88.768675940237
BNGE,8,1,9,88.5935085007728
JIVE,8,1,9,88.43894899536322
UUU,8,1,9,88.397733127254
CIBR,8,1,9,88.20195775373519
ARGT,8,1,9,88.11952601751675
TGLS,8,1,9,88.00618238021639
GNTY,8,1,9,87.97527047913447
FPXE,8,1,9,87.94435857805254
CGRO,8,1,9,87.6455435342607
MCHI,8,1,9,87.56311179804224
ARKX,8,1,9,87.52189592993302
MUSQ,8,1,9,87.21277691911385
IZRL,8,1,9,87.18186501803194
RCG,8,1,9,87.17156105100463
ITA,8,1,9,86.90365790829469
FDNI,8,1,9,86.87274600721278
IROQ,8,1,9,86.82122617207625
ISRA,8,1,9,86.81092220504894
FLCH,8,1,9,86.64605873261205
EWS,8,1,9,86.60484286450283
RXD,8,1,9,86.543019062339
CHIQ,8,1,9,86.52241112828439
ARKW,8,1,9,86.47089129314787
HACK,8,1,9,86.28541988665637
BFC,8,1,9,86.27511591962906
UFO,8,1,9,86.23390005151984
ARKQ,8,1,9,85.9866048428645
ISBA,8,1,9,85.92478104070067
OND,8,1,9,85.8114374034003
ECNS,8,1,9,85.74961360123648
TTT,8,1,9,85.5950540958269
FNGO,8,1,9,85.53323029366307
XAR,8,1,9,85.45079855744461
ARVR,8,1,9,85.43019062339
AGMI,8,1,9,85.41988665636269
PCCE,8,1,9,85.17259144770736
TBT,8,1,9,85.12107161257084
FLEX,8,1,9,84.76043276661514
NFLP,8,1,9,84.70891293147862
BLOK,8,1,9,84.68830499742401
GXC,8,1,9,84.6780010303967
WCBR,8,1,9,84.6676970633694
ODDS,8,1,9,84.54404945904173
MAXI,8,1,9,84.53374549201442
FNGS,8,1,9,84.51313755795982
CXSE,8,1,9,84.24523441524987
PGJ,8,1,9,84.1215868109222
CSCO,8,1,9,84.07006697578568
METV,8,1,9,83.97733127253993
FJP,8,1,9,83.94641937145802
LEGR,8,1,9,83.82277176713035
BUZZ,8,1,9,83.77125193199382
FNGG,8,1,9,83.70942812982999
KWEB,8,1,9,83.62699639361153
ECBK,8,1,9,83.60638845955692
SPMO,8,1,9,83.46213292117464
GCAD,8,1,9,83.41061308603813
ARKA,8,1,9,83.3487892838743
ASTE,8,1,9,83.30757341576506
FPX,8,1,9,82.93663060278207
RAYJ,8,1,9,82.80267903142709
OGIG,8,1,9,82.68933539412674
GGME,8,1,9,82.60690365790829
EBIZ,8,1,9,82.49356002060793
PSO,8,1,9,82.27717671303452
BITU,8,1,9,82.14322514167954
FDCF,8,1,9,81.99896960329727
IXG,8,1,9,81.96805770221536
MTUM,8,1,9,81.78258629572386
CDNS,8,1,9,81.68985059247811
FDN,8,1,9,81.57650695517773
RAYD,8,1,9,81.53529108706852
SCHW,8,1,9,81.4940752189593
MTUL,8,1,9,81.20556414219475
ARKF,8,1,9,80.9479649665121
EMQQ,8,1,9,80.9376609994848
CNEQ,8,1,9,80.78310149407521
FSCO,8,1,9,80.70066975785679
ATFV,8,1,9,80.30911901081916
UTES,8,1,9,80.29881504379186
QTJL,8,1,9,80.27820710973725
XNTK,8,1,9,80.20607934054611
THNQ,8,1,9,80.1854714064915
TOGA,8,1,9,80.17516743946419
ALAI,8,1,9,80.04121586810922
