symbol,met_count,fin_met_count,total_met_count,rs_score
HIMS,8,10,18,98.95929933024216
MSGM,8,9,17,98.91808346213293
PLTR,8,9,17,98.18650180319425
NIU,8,9,17,98.05255023183923
DCTH,8,9,17,97.78464708912932
SE,8,9,17,96.35239567233384
FEIM,8,9,17,95.99175682637816
BCRX,8,9,17,95.65172591447708
RL,8,9,17,93.90005151983512
ZLAB,8,9,17,93.51880473982484
TG,8,9,17,90.32457496136011
DASH,8,9,17,89.9124162802679
AJG,8,9,17,88.0164863472437
MIRM,8,9,17,80.74188562596599
QSG,8,8,16,98.8768675940237
DAVE,8,8,16,98.76352395672336
FENC,8,8,16,98.37197320968572
LFMD,8,8,16,98.36166924265842
ATRO,8,8,16,98.07315816589389
DUOL,8,8,16,97.47552807831016
OKTA,8,8,16,97.45492014425554
EYE,8,8,16,97.15610510046368
NGVC,8,8,16,96.5996908809892
CGNT,8,8,16,96.55847501287997
UGI,8,8,16,95.8784131890778
NFLX,8,8,16,95.43534260690366
KD,8,8,16,95.2910870685214
TIGO,8,8,16,95.23956723338486
ZK,8,8,16,95.18804739824832
COMM,8,8,16,94.43585780525504
STRT,8,8,16,93.93096342091704
CAH,8,8,16,93.14786192684184
AHR,8,8,16,92.12776919113858
TTMI,8,8,16,92.107161257084
ERJ,8,8,16,91.72591447707369
ZS,8,8,16,91.602266872746
WWD,8,8,16,91.48892323544564
CTVA,8,8,16,90.95311695002576
EHC,8,8,16,90.92220504894384
MT,8,8,16,90.88098918083465
TWLO,8,8,16,90.0875837197321
MMM,8,8,16,87.8310149407522
RELY,8,8,16,86.38845955692942
TOST,8,8,16,81.46316331787739
QBTS,8,7,15,99.85574446161772
LEDS,8,7,15,97.9289026275116
ODD,8,7,15,97.1870170015456
NXT,8,7,15,96.66151468315302
HCI,8,7,15,96.424523441525
KGC,8,7,15,96.32148377125192
PLMR,8,7,15,96.20814013395156
SEZL,8,7,15,96.18753219989696
TME,8,7,15,96.08449252962392
AEM,8,7,15,95.84750128799588
NYAX,8,7,15,95.74446161772282
PLYA,8,7,15,95.49716640906748
FROG,8,7,15,95.45595054095828
TGI,8,7,15,95.09531169500256
CHWY,8,7,15,94.7449768160742
GROY,8,7,15,94.46676970633692
ISSC,8,7,15,94.45646573930964
NFG,8,7,15,93.72488408037094
OLLI,8,7,15,93.36424523441524
JBL,8,7,15,93.33333333333331
BTSG,8,7,15,93.01391035548686
NEXN,8,7,15,92.19989696032972
NTGR,8,7,15,91.55074703760948
CVNA,8,7,15,90.33487892838744
PAYC,8,7,15,89.38691396187532
NTNX,8,7,15,88.90262751159196
HG,8,7,15,87.81040700669757
BMI,8,7,15,87.50128799587841
ROAD,8,7,15,86.19268418341062
CRMD,8,7,15,86.03812467800103
PAY,8,7,15,83.5651725914477
DRVN,8,7,15,82.15352910870686
TDUP,8,6,14,99.79392065945387
HSAI,8,6,14,99.629057187017
CURI,8,6,14,99.46419371458012
AEVA,8,6,14,99.41267387944356
ASM,8,6,14,98.84595569294176
QURE,8,6,14,98.82534775888718
VRNA,8,6,14,98.44410097887688
ADPT,8,6,14,98.15558990211233
AU,8,6,14,97.68160741885626
MPAA,8,6,14,97.52704791344668
CPSH,8,6,14,97.44461617722824
FARO,8,6,14,97.24884080370944
SIEB,8,6,14,97.06336939721793
AKBA,8,6,14,96.78516228748067
GOGO,8,6,14,96.76455435342606
CCRD,8,6,14,95.86810922205048
HWM,8,6,14,95.77537351880474
BA,8,6,14,95.44564657393096
WPM,8,6,14,95.27047913446675
OLO,8,6,14,94.90984028851108
IPI,8,6,14,94.88923235445648
PM,8,6,14,94.05461102524472
NCSM,8,6,14,93.92065945388974
CRS,8,6,14,93.2715095311695
PHYS,8,6,14,92.75631117980424
ONIT,8,6,14,92.21020092735704
CCEC,8,6,14,91.91138588356516
DRI,8,6,14,91.81865018031942
SKWD,8,6,14,91.46831530139104
ESE,8,6,14,91.45801133436372
SXT,8,6,14,91.4270994332818
CEF,8,6,14,90.75734157650696
TPC,8,6,14,90.4585265327151
NC,8,6,14,90.34518289541474
BJRI,8,6,14,90.19062339000516
GPOR,8,6,14,89.41782586295723
CPRX,8,6,14,89.00566718186502
AVPT,8,6,14,88.75837197320968
PRDO,8,6,14,88.30499742400825
RBC,8,6,14,87.63523956723338
MNDY,8,6,14,87.40855229263266
CXDO,8,6,14,87.03760947964967
TLN,8,6,14,86.76970633693972
RTX,8,6,14,86.3472436888202
PAYX,8,6,14,84.00824317362185
BWAY,8,6,14,83.85368366821227
ADP,8,6,14,82.13292117465224
OPY,8,6,14,80.07212776919114
NUTX,8,5,13,99.74240082431736
MVST,8,5,13,99.71148892323544
RGLS,8,5,13,99.69088098918084
TGEN,8,5,13,99.58784131890778
SATX,8,5,13,99.39206594538898
XNET,8,5,13,99.18598660484288
TVRD,8,5,13,99.15507470376096
NCL,8,5,13,98.6810922205049
FTK,8,5,13,98.04224626481196
DAO,8,5,13,97.99072642967542
HOOD,8,5,13,97.97011849562082
UTI,8,5,13,97.89799072642968
XPEV,8,5,13,97.5682637815559
NET,8,5,13,97.53735188047398
NRG,8,5,13,97.42400824317362
GRND,8,5,13,97.33127253992788
DUOT,8,5,13,97.29005667181865
PRPO,8,5,13,97.17671303451829
LRN,8,5,13,96.58938691396187
FRHC,8,5,13,96.54817104585264
OSIS,8,5,13,96.22874806800618
WOR,8,5,13,96.10510046367853
RDVT,8,5,13,96.0947964966512
SNT,8,5,13,95.54868624420402
SPOT,8,5,13,95.5074703760948
FNV,8,5,13,95.20865533230294
AVGO,8,5,13,95.08500772797528
AGX,8,5,13,95.01287995878414
MOS,8,5,13,94.9201442555384
WILC,8,5,13,94.63163317877384
FER,8,5,13,94.62132921174651
CLS,8,5,13,94.61102524471922
SRAD,8,5,13,94.55950540958268
UNFI,8,5,13,94.52859350850076
KARO,8,5,13,94.3946419371458
SENEB,8,5,13,94.1885625965997
ELVA,8,5,13,93.85883565172593
BSAC,8,5,13,93.76609994848016
SENEA,8,5,13,93.66306027820713
OR,8,5,13,93.64245234415247
BZ,8,5,13,93.57032457496136
HCSG,8,5,13,93.456980937661
APG,8,5,13,93.4363730036064
COOP,8,5,13,93.39515713549716
UBER,8,5,13,93.17877382792376
EXEL,8,5,13,92.78722308088614
ZTEK,8,5,13,92.62235960844926
PBI,8,5,13,92.24111282843896
CEG,8,5,13,92.1895929933024
PODD,8,5,13,92.1483771251932
YSG,8,5,13,92.00412158681092
AMPL,8,5,13,91.63317877382792
APH,8,5,13,91.61257083977333
AXON,8,5,13,91.5919629057187
AR,8,5,13,91.53013910355486
EQX,8,5,13,91.35497166409068
FOXA,8,5,13,91.2210200927357
IDT,8,5,13,91.2107161257084
TPB,8,5,13,90.76764554353426
COR,8,5,13,90.6439979392066
ESP,8,5,13,90.22153529108708
EXE,8,5,13,90.14940752189592
FOX,8,5,13,90.13910355486864
BLX,8,5,13,90.04636785162288
BTSGU,8,5,13,89.96393611540444
PSMT,8,5,13,89.89180834621328
FUTU,8,5,13,89.68572900566718
EPR,8,5,13,89.47964966512107
UI,8,5,13,89.3560020607934
IDCC,8,5,13,89.13961875321999
FRAF,8,5,13,89.04688304997424
USFD,8,5,13,88.79958784131891
BSX,8,5,13,88.46986089644513
VIRT,8,5,13,88.35651725914477
ONON,8,5,13,87.90314270994332
META,8,5,13,87.6867594023699
RBKB,8,5,13,87.62493560020607
KEN,8,5,13,86.97578567748583
CBRL,8,5,13,86.42967542503864
LBRDK,8,5,13,86.11025244719217
LBRDA,8,5,13,85.86295723853684
CAAP,8,5,13,85.63626996393612
KAR,8,5,13,84.96651210716125
VIASP,8,5,13,84.91499227202472
PSIX,8,5,13,84.63678516228748
CVCO,8,5,13,84.34827408552292
CSV,8,5,13,84.2967542503864
DOCU,8,5,13,82.76146316331787
GWRE,8,5,13,82.41112828438949
DLO,8,5,13,82.2462648119526
SOLV,8,5,13,82.23596084492529
FVRR,8,5,13,81.84441009788769
UPWK,8,5,13,81.18495620814014
GPI,8,5,13,81.02009273570324
PLNT,8,5,13,81.00978876867593
GAN,8,5,13,80.15455950540958
PRCH,8,4,12,99.27872230808862
ALTS,8,4,12,99.04173106646058
XYF,8,4,12,98.99021123132404
EOSE,8,4,12,98.94899536321483
ALLT,8,4,12,98.42349304482224
ETON,8,4,12,98.2998454404946
CFSB,8,4,12,98.2895414734673
DAN,8,4,12,98.20710973724884
HRTG,8,4,12,98.09376609994848
AS,8,4,12,98.06285419886656
CDTX,8,4,12,97.7537351880474
ICCC,8,4,12,97.64039155074704
BSGM,8,4,12,97.59917568263782
VEON,8,4,12,97.51674394641935
NGD,8,4,12,96.97063369397218
AP,8,4,12,96.96032972694488
RBLX,8,4,12,96.95002575991757
CHEF,8,4,12,96.84698608964452
CPS,8,4,12,96.8160741885626
VRSN,8,4,12,96.8057702215353
URBN,8,4,12,96.72333848531684
SIBN,8,4,12,96.68212261720764
BBVA,8,4,12,96.6409067490984
HNRG,8,4,12,96.47604327666151
ASA,8,4,12,96.37300360638848
VZLA,8,4,12,96.31117980422462
SOC,8,4,12,96.29057187017
ATGE,8,4,12,96.25965996908808
ATEC,8,4,12,96.15662029881504
IBEX,8,4,12,96.0741885625966
APEI,8,4,12,96.06388459556928
FPH,8,4,12,95.63111798042246
ULS,8,4,12,95.4868624420402
LARK,8,4,12,95.47655847501288
YMM,8,4,12,95.34260690365792
ODC,8,4,12,95.3323029366306
