date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-02-12,0.56,0.66,,,yfinance_earnings_dates:ABNB,ABNB
2025-11-06,2.21,2.32,,,yfinance_earnings_dates:ABNB,ABNB
2025-08-06,1.03,0.94,,,yfinance_earnings_dates:ABNB,ABNB
2025-05-01,0.24,0.24,,,yfinance_earnings_dates:ABNB,ABNB
