date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-02-03,0.05,0.08,,,yfinance_earnings_dates:AAT,AAT
2025-10-28,0.07,0.09,,,yfinance_earnings_dates:AAT,AAT
2025-07-29,0.09,0.1,,,yfinance_earnings_dates:AAT,AAT
2025-04-29,0.7,0.06,,,yfinance_earnings_dates:AAT,AAT
