date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-03-10,0.83,0.87,,,yfinance_earnings_dates:ABM,ABM
2025-12-17,0.88,1.09,,,yfinance_earnings_dates:ABM,ABM
2025-09-05,0.82,0.95,,,yfinance_earnings_dates:ABM,ABM
2025-06-06,0.86,0.86,,,yfinance_earnings_dates:ABM,ABM
