date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-02-10,0.15,-0.02,,,yfinance_earnings_dates:ACRE,ACRE
2025-11-07,0.1,0.04,,,yfinance_earnings_dates:ACRE,ACRE
2025-08-05,-0.51,,,,yfinance_earnings_dates:ACRE,ACRE
2025-05-07,0.13,0.07,,,yfinance_earnings_dates:ACRE,ACRE
