date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2024-05-08,-0.54,-0.37,,,yfinance_earnings_dates:ACNT,ACNT
2024-03-28,-0.68,-0.08,,,yfinance_earnings_dates:ACNT,ACNT
2023-11-08,-0.2,-0.12,,,yfinance_earnings_dates:ACNT,ACNT
2023-08-08,-0.36,-0.39,,,yfinance_earnings_dates:ACNT,ACNT
