date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-03-03,0.29,0.2,,,yfinance_earnings_dates:ACEL,ACEL
2025-11-04,0.25,0.21,,,yfinance_earnings_dates:ACEL,ACEL
2025-08-05,0.26,0.22,,,yfinance_earnings_dates:ACEL,ACEL
2025-05-05,0.23,0.2,,,yfinance_earnings_dates:ACEL,ACEL
