date,eps_actual,eps_estimate,revenue_actual,revenue_estimate,data_source,provider_symbol
2026-04-16,1.4,1.55,,,yfinance_earnings_dates:AA,AA
2026-01-22,1.26,1.01,,,yfinance_earnings_dates:AA,AA
2025-10-22,-0.02,-0.05,,,yfinance_earnings_dates:AA,AA
2025-07-16,0.39,0.39,,,yfinance_earnings_dates:AA,AA
