as_of_ts,symbol,market,sector,setup_scope,stock_grade,a_pp_score,focus_seed_score,compression_score,high_52w_proximity,breakout_universe_pass,ep_universe_pass,pivot_price,stop_price,regime_state,market_alias,market_alignment_score,breadth_support_score,rotation_support_score,leader_health_score
2026-04-17,000660,KR,,PATTERN_EXCLUDED_POOL,A+,82.36,74.54,61.51,0.9659,True,True,1174172.9999999998,1120274.2376200208,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,000210,KR,,PATTERN_EXCLUDED_POOL,A+,82.17,72.44,60.0,0.9237,True,True,70870.79999999999,66010.79999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001120,KR,,PATTERN_EXCLUDED_POOL,A+,81.34,74.46,73.88,0.9073,True,True,53453.399999999994,50545.899999999994,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001820,KR,,PATTERN_EXCLUDED_POOL,A+,80.83,68.88,62.4,0.9433,True,True,68868.79999999999,64333.79999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,000720,KR,,PATTERN_EXCLUDED_POOL,A+,79.75,68.44,57.8,0.8931,True,True,198598.39999999997,186038.39999999997,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001230,KR,,PATTERN_EXCLUDED_POOL,A+,78.06,70.42,62.71,0.9578,True,True,11611.599999999999,11013.599999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001340,KR,,PATTERN_EXCLUDED_POOL,A+,76.08,67.11,56.31,0.9594,True,True,8138.129999999999,7763.129999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001440,KR,,PATTERN_EXCLUDED_POOL,B,73.81,55.16,30.5,0.9157,True,True,42742.7,40265.2,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,002150,KR,,PATTERN_EXCLUDED_POOL,B,73.56,64.89,60.0,0.9451,False,True,7657.649999999999,7360.649999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001430,KR,,PATTERN_EXCLUDED_POOL,B,72.51,75.33,80.37,0.8205,False,True,76176.09999999999,70645.58018942091,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,000990,KR,,PATTERN_EXCLUDED_POOL,B,71.49,64.41,48.6,0.9225,True,True,106606.49999999999,100281.49999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,001390,KR,,PATTERN_EXCLUDED_POOL,B,71.25,76.55,91.55,0.956,False,True,5975.969999999999,5680.969999999999,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,000880,KR,,PATTERN_EXCLUDED_POOL,B,63.11,61.62,62.56,0.8869,False,True,135535.4,128252.29375927924,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
2026-04-17,002720,KR,,PATTERN_EXCLUDED_POOL,Discard,59.87,62.27,68.73,0.9132,False,True,5135.129999999999,4952.640798287046,RISK_ON,RISK_ON,82.0,78.0,86.0,74.0
