as_of_ts,symbol,market,sector,setup_scope,stock_grade,a_pp_score,focus_seed_score,compression_score,high_52w_proximity,breakout_universe_pass,ep_universe_pass,pivot_price,stop_price,regime_state,regime_score
2025-04-22,005930,KR,,PATTERN_EXCLUDED_POOL,A+,84.62,80.52,70.0,0.9972,False,False,180.17999999999998,178.17999999999998,RISK_ON,66.5
