symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass
150,True,True,True,True,True,True,True,True,330,91284899000.0,0.0560681334279631,7,1330000.0,67468.0,2026-04-17,100.0,KOSPI,True,True
155,True,True,True,True,True,True,True,True,330,8055596500.0,0.1601866251944012,7,540000.0,12160.0,2026-04-17,95.0,KOSPI,True,False
