symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
000660,True,True,True,True,True,True,True,True,330,4254630379000.0,0.0375106564364876,7,1129000.0,1682864.0,2026-04-17,98.67,KOSPI,True,True,7,98.67,000660.KS,6,complete,,False,100.0,98.48484848484848,198.4848484848485,13
000880,True,True,True,True,True,True,True,True,330,29346037700.0,0.1124579124579124,7,131800.0,129725.0,2026-04-17,85.33,KOSPI,True,True,7,85.33,000880.KS,6,complete,,False,60.60606060606061,98.48484848484848,159.0909090909091,13
001465,True,True,True,True,True,True,True,True,330,37296600.0,0.0747126436781608,7,32200.0,1075.0,2026-04-17,84.67,KOSPI,True,True,7,84.67,001465.KS,5,complete,,False,57.57575757575758,92.42424242424242,150.0,12
000670,True,True,True,True,True,True,True,True,330,1842079200.0,0.1332926700818273,7,62100.0,9763.0,2026-04-17,75.33,KOSPI,True,True,7,75.33,000670.KS,5,complete,,False,42.42424242424242,92.42424242424242,134.84848484848484,12
000500,True,True,True,True,True,True,True,True,330,3362170600.0,0.0198807157057654,7,147900.0,99112.0,2026-04-17,94.0,KOSPI,True,True,7,94.0,000500.KS,4,complete,,False,87.87878787878788,75.75757575757575,163.63636363636363,11
001440,True,True,True,True,True,True,True,True,330,71860432500.0,0.081967213114754,7,39200.0,7775090.0,2026-04-17,92.67,KOSPI,True,True,7,92.67,001440.KS,4,complete,,False,81.81818181818183,75.75757575757575,157.57575757575756,11
000990,True,True,True,True,True,True,True,True,330,33568133150.0,0.0819383259911894,7,104200.0,199557.0,2026-04-17,91.33,KOSPI,True,True,7,91.33,000990.KS,4,complete,,False,75.75757575757575,75.75757575757575,151.5151515151515,11
002020,True,True,True,True,True,True,True,True,330,4466020200.0,0.1359890109890109,7,62900.0,22369.0,2026-04-17,88.67,KOSPI,True,True,7,88.67,002020.KS,4,complete,,False,69.6969696969697,75.75757575757575,145.45454545454544,11
002025,True,True,True,True,True,True,True,True,330,151153025.0,0.0664556962025316,7,29500.0,873.0,2026-04-17,78.67,KOSPI,True,True,7,78.67,002025.KS,4,complete,,False,45.45454545454545,75.75757575757575,121.2121212121212,11
001275,True,True,True,True,True,True,True,True,330,107455200.0,0.1135265700483091,7,36700.0,1029.0,2026-04-17,74.67,KOSPI,True,True,7,74.67,001275.KS,4,complete,,False,39.39393939393939,75.75757575757575,115.15151515151514,11
000725,True,True,True,True,True,True,True,True,330,966157050.0,0.1082352941176471,7,75800.0,6941.0,2026-04-17,72.67,KOSPI,True,True,7,72.67,000725.KS,4,complete,,False,30.303030303030305,75.75757575757575,106.06060606060606,11
002355,True,True,True,True,True,True,True,False,330,46290885.0,0.0922431865828092,7,4330.0,4556.0,2026-04-17,66.0,KOSPI,False,True,7,66.0,002355.KS,4,complete,,False,24.24242424242424,75.75757575757575,100.0,11
000430,True,True,True,True,True,True,True,False,330,535326885.0,0.0425764192139738,7,4385.0,114847.0,2026-04-17,51.33,KOSPI,False,True,7,51.33,000430.KS,4,complete,,False,9.090909090909092,75.75757575757575,84.84848484848484,11
000720,True,True,True,True,True,True,True,True,330,190279300400.0,0.1088709677419355,7,176800.0,456067.0,2026-04-17,97.33,KOSPI,True,True,7,97.33,000720.KS,3,complete,,False,96.96969696969695,42.42424242424242,139.39393939393938,10
000150,True,True,True,True,True,True,True,True,330,91189467000.0,0.0539389638041164,7,1333000.0,44318.0,2026-04-17,96.0,KOSPI,True,True,7,96.0,000150.KS,3,complete,,False,93.93939393939394,42.42424242424242,136.36363636363637,10
001820,True,True,True,True,True,True,True,True,330,13473078300.0,0.0494186046511627,7,65400.0,159461.0,2026-04-17,93.33,KOSPI,True,True,7,93.33,001820.KS,3,complete,,False,84.84848484848484,42.42424242424242,127.27272727272728,10
000155,True,True,True,True,True,True,True,True,330,8055596500.0,0.1570762052877138,7,542000.0,7706.0,2026-04-17,92.0,KOSPI,True,False,7,92.0,000155.KS,3,complete,,False,78.78787878787878,42.42424242424242,121.2121212121212,10
001750,True,True,True,True,True,True,True,True,330,542443825.0,0.0224137931034482,7,28350.0,8921.0,2026-04-17,89.33,KOSPI,True,True,7,89.33,001750.KS,3,complete,,False,72.72727272727273,42.42424242424242,115.15151515151516,10
001720,True,True,True,True,True,True,True,True,330,3258467200.0,0.2408088235294118,7,206500.0,3863.0,2026-04-17,86.0,KOSPI,True,False,7,86.0,001720.KS,3,complete,,False,63.63636363636363,42.42424242424242,106.06060606060606,10
001120,True,True,True,True,True,True,True,True,330,9907687350.0,0.0889908256880733,7,49650.0,74301.0,2026-04-17,84.0,KOSPI,True,True,7,84.0,001120.KS,3,complete,,False,54.54545454545454,42.42424242424242,96.96969696969695,10
002380,True,True,True,True,True,True,True,True,330,14035953000.0,0.2254335260115607,7,536000.0,25450.0,2026-04-17,80.0,KOSPI,True,False,7,80.0,002380.KS,3,complete,,False,51.51515151515152,42.42424242424242,93.93939393939394,10
001080,True,True,True,True,True,True,True,True,330,181852755.0,0.1491085899513776,7,5250.0,15459.0,2026-04-17,79.33,KOSPI,True,True,7,79.33,001080.KS,3,complete,,False,48.48484848484848,42.42424242424242,90.9090909090909,10
002240,True,True,True,True,True,True,True,True,330,453529500.0,0.0969479353680431,7,25150.0,43392.0,2026-04-17,73.33,KOSPI,True,True,7,73.33,002240.KS,3,complete,,False,33.33333333333333,42.42424242424242,75.75757575757575,10
001040,True,True,True,True,True,True,True,False,330,22197648900.0,0.0851063829787234,7,215000.0,54104.0,2026-04-17,66.67,KOSPI,False,True,7,66.67,001040.KS,3,complete,,False,27.27272727272727,42.42424242424242,69.69696969696969,10
002170,True,True,True,True,True,True,True,False,330,147361500.0,0.0382775119617224,7,60300.0,1501.0,2026-04-17,49.33,KOSPI,False,True,7,49.33,002170.KS,3,complete,,False,6.0606060606060606,42.42424242424242,48.48484848484848,10
002290,True,True,True,True,True,True,True,False,330,259391835.0,0.2215799614643545,7,4040.0,146510.0,2026-04-16,48.67,KOSPI,False,False,7,48.67,002290.KQ,3,complete,,False,3.0303030303030303,42.42424242424242,45.45454545454545,10
001755,True,True,True,True,True,True,True,True,330,62830250.0,0.0592216582064297,7,27800.0,1574.0,2026-04-17,86.67,KOSPI,True,True,7,86.67,001755.KS,2,complete,,False,66.66666666666666,15.151515151515152,81.81818181818181,9
001340,True,True,True,True,True,True,True,True,330,1623042315.0,0.038130381303813,7,7820.0,2009282.0,2026-04-17,74.0,KOSPI,True,True,7,74.0,001340.KS,2,complete,,False,36.36363636363637,15.151515151515152,51.51515151515152,9
001390,True,True,True,True,True,True,True,False,330,3151167525.0,0.0358890701468189,7,5910.0,536925.0,2026-04-17,64.67,KOSPI,False,True,7,64.67,001390.KS,2,complete,,False,21.21212121212121,15.151515151515152,36.36363636363636,9
002460,True,True,True,True,True,True,True,False,330,232507910.0,0.1533586818757921,7,13360.0,6429.0,2026-04-17,64.0,KOSPI,False,False,7,64.0,002460.KS,2,complete,,False,18.181818181818183,15.151515151515152,33.333333333333336,9
001740,True,True,True,True,True,True,True,False,330,4430509080.0,0.1661538461538462,7,5420.0,521728.0,2026-04-17,58.67,KOSPI,False,False,7,58.67,001740.KS,2,complete,,False,15.151515151515152,15.151515151515152,30.303030303030305,9
001430,True,True,True,True,True,True,True,True,330,15449589300.0,0.1848648648648648,7,75400.0,288864.0,2026-04-17,94.67,KOSPI,True,False,7,94.67,001430.KS,1,complete,,False,90.9090909090909,4.545454545454546,95.45454545454544,8
