symbol,met_count,rs_score,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile
000880,7,88.89,000880.KS,6,complete,,False,61.53846153846154,100.0,161.53846153846155
001465,7,74.6,001465.KS,5,complete,,False,30.76923076923077,92.3076923076923,123.07692307692308
001510,7,98.41,001510.KS,4,complete,,False,100.0,73.07692307692307,173.07692307692307
001440,7,92.06,001440.KS,4,complete,,False,76.92307692307693,73.07692307692307,150.0
001270,7,90.48,001270.KS,4,complete,,False,69.23076923076923,73.07692307692307,142.3076923076923
001275,7,76.19,001275.KS,4,complete,,False,38.46153846153847,73.07692307692307,111.53846153846153
000720,7,96.83,000720.KS,3,complete,,False,92.3076923076923,42.30769230769231,134.6153846153846
001080,7,85.71,001080.KS,3,complete,,False,53.84615384615385,42.30769230769231,96.15384615384616
001120,7,77.78,001120.KS,3,complete,,False,46.15384615384615,42.30769230769231,88.46153846153845
001060,7,71.43,001060.KS,3,complete,,False,23.076923076923077,42.30769230769231,65.38461538461539
000815,7,57.14,000815.KS,2,complete,,False,15.384615384615385,19.230769230769234,34.61538461538462
001340,7,49.21,001340.KS,2,complete,,False,7.6923076923076925,19.230769230769234,26.923076923076927
001430,7,95.24,001430.KS,1,complete,,False,84.61538461538461,7.6923076923076925,92.3076923076923
