symbol,met_count,rs_score,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile
000660,7,98.67,000660.KS,6,complete,,False,100.0,98.48484848484848,198.4848484848485
000880,7,85.33,000880.KS,6,complete,,False,60.60606060606061,98.48484848484848,159.0909090909091
001465,7,84.67,001465.KS,5,complete,,False,57.57575757575758,92.42424242424242,150.0
000670,7,75.33,000670.KS,5,complete,,False,42.42424242424242,92.42424242424242,134.84848484848484
000500,7,94.0,000500.KS,4,complete,,False,87.87878787878788,75.75757575757575,163.63636363636363
001440,7,92.67,001440.KS,4,complete,,False,81.81818181818183,75.75757575757575,157.57575757575756
000990,7,91.33,000990.KS,4,complete,,False,75.75757575757575,75.75757575757575,151.5151515151515
002020,7,88.67,002020.KS,4,complete,,False,69.6969696969697,75.75757575757575,145.45454545454544
002025,7,78.67,002025.KS,4,complete,,False,45.45454545454545,75.75757575757575,121.2121212121212
001275,7,74.67,001275.KS,4,complete,,False,39.39393939393939,75.75757575757575,115.15151515151514
000725,7,72.67,000725.KS,4,complete,,False,30.303030303030305,75.75757575757575,106.06060606060606
002355,7,66.0,002355.KS,4,complete,,False,24.242424242424242,75.75757575757575,100.0
000430,7,51.33,000430.KS,4,complete,,False,9.090909090909092,75.75757575757575,84.84848484848484
000720,7,97.33,000720.KS,3,complete,,False,96.96969696969697,42.42424242424242,139.39393939393938
000150,7,96.0,000150.KS,3,complete,,False,93.93939393939394,42.42424242424242,136.36363636363637
001820,7,93.33,001820.KS,3,complete,,False,84.84848484848484,42.42424242424242,127.27272727272727
000155,7,92.0,000155.KS,3,complete,,False,78.78787878787878,42.42424242424242,121.2121212121212
001750,7,89.33,001750.KS,3,complete,,False,72.72727272727273,42.42424242424242,115.15151515151516
001720,7,86.0,001720.KS,3,complete,,False,63.63636363636363,42.42424242424242,106.06060606060606
001120,7,84.0,001120.KS,3,complete,,False,54.54545454545454,42.42424242424242,96.96969696969697
002380,7,80.0,002380.KS,3,complete,,False,51.515151515151516,42.42424242424242,93.93939393939394
001080,7,79.33,001080.KS,3,complete,,False,48.484848484848484,42.42424242424242,90.9090909090909
002240,7,73.33,002240.KS,3,complete,,False,33.33333333333333,42.42424242424242,75.75757575757575
001040,7,66.67,001040.KS,3,complete,,False,27.27272727272727,42.42424242424242,69.69696969696969
002170,7,49.33,002170.KS,3,complete,,False,6.0606060606060606,42.42424242424242,48.484848484848484
002290,7,48.67,002290.KQ,3,complete,,False,3.0303030303030303,42.42424242424242,45.45454545454545
001755,7,86.67,001755.KS,2,complete,,False,66.66666666666666,15.151515151515152,81.81818181818181
001340,7,74.0,001340.KS,2,complete,,False,36.36363636363637,15.151515151515152,51.515151515151516
001390,7,64.67,001390.KS,2,complete,,False,21.21212121212121,15.151515151515152,36.36363636363636
002460,7,64.0,002460.KS,2,complete,,False,18.181818181818183,15.151515151515152,33.333333333333336
001740,7,58.67,001740.KS,2,complete,,False,15.151515151515152,15.151515151515152,30.303030303030305
001430,7,94.67,001430.KS,1,complete,,False,90.9090909090909,4.545454545454546,95.45454545454545
001560,7,56.67,001560.KS,1,complete,,False,12.121212121212121,4.545454545454546,16.666666666666668
