symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count,market,recent_data_quality_pass,trend_template_lite_pass,pattern_pre_gate_pass,pattern_pre_gate_reason,pattern_market_threshold,vcp_detected,vcp_confidence,vcp_confidence_level,vcp_state_detail,vcp_state_bucket,vcp_pattern_start,vcp_pattern_end,vcp_pivot_price,vcp_invalidation_price,vcp_breakout_date,vcp_breakout_price,vcp_breakout_volume,vcp_volume_multiple,vcp_distance_to_pivot_pct,vcp_extended,vcp_dimensional_scores,vcp_metrics,vcp_pivots,cup_handle_detected,cup_handle_confidence,cup_handle_confidence_level,cup_handle_state_detail,cup_handle_state_bucket,cup_handle_pattern_start,cup_handle_pattern_end,cup_handle_pivot_price,cup_handle_invalidation_price,cup_handle_breakout_date,cup_handle_breakout_price,cup_handle_breakout_volume,cup_handle_volume_multiple,cup_handle_distance_to_pivot_pct,cup_handle_extended,cup_handle_dimensional_scores,cup_handle_metrics,cup_handle_pivots,has_forming_pattern,has_completed_pattern,has_recent_breakout_pattern,has_failed_pattern,pattern_included,pattern_stage_summary,max_pattern_confidence,pattern_count,tv_median20_pctile,leader_score_component,pattern_quality_score_component,tightness_dryup_score_component,breakout_readiness_score_component,actual_data_pattern_priority_score,actionable_pattern_pass
001510,True,True,True,True,True,True,True,True,296,93193247342.5,0.2453389830508474,7,1781.0,20756175.0,2026-03-13,98.41,KOSPI,True,False,7,98.41,001510.KS,4,complete,,False,100.0,73.07692307692307,173.07692307692307,11,kr,True,True,True,passed,6813022170.000001,True,0.723,Medium,FORMING_VCP,FORMING,2025-11-11,2026-03-13,686.0,660.0,2026-03-11,1850.0,113098355.0,2.1515797132774583,1.5962099125364433,True,"{'technical_quality': 1.0, 'volume_confirmation': 0.25, 'temporal_validity': 0.55, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.1167, 0.0379], 'contraction_bars': [27, 14], 'recovery_bars': [11, 3], 'prior_run_up_pct': 0.43999999999999995, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.6034985422740525, 'volume_ratio_last10_vs_first_half': 40.428719354318126, 'natr_ratio_last10_vs_first10': 4.266971564443327, 'range_ratio_last10_vs_first10': 3.58075540423432}","[{'pivot_index': 214, 'pivot_date': '2025-11-11', 'pivot_type': 'H', 'pivot_price': 720.0, 'prominence_pct': 0.0917, 'source_window': 7}, {'pivot_index': 241, 'pivot_date': '2025-12-18', 'pivot_type': 'L', 'pivot_price': 636.0, 'prominence_pct': 0.055, 'source_window': 7}, {'pivot_index': 252, 'pivot_date': '2026-01-07', 'pivot_type': 'H', 'pivot_price': 686.0, 'prominence_pct': 0.0671, 'source_window': 7}, {'pivot_index': 266, 'pivot_date': '2026-01-27', 'pivot_type': 'L', 'pivot_price': 660.0, 'prominence_pct': 0.2617, 'source_window': 7}, {'pivot_index': 269, 'pivot_date': '2026-01-30', 'pivot_type': 'H', 'pivot_price': 1099.0, 'prominence_pct': 0.3849, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.723,1,84.61538461538461,22.5,30.27,1.25,9.73,63.75,False
001430,True,True,True,True,True,True,True,True,296,18892472250.0,0.2378378378378378,7,70500.0,263643.0,2026-03-13,95.24,KOSPI,True,False,7,95.24,001430.KS,1,complete,,False,84.61538461538461,7.6923076923076925,92.3076923076923,8,kr,True,True,True,passed,6813022170.000001,True,0.697,Medium,FORMING_VCP,FORMING,2025-11-14,2026-03-13,77500.0,67100.0,,,,,-0.0903225806451613,False,"{'technical_quality': 0.7939, 'volume_confirmation': 0.5, 'temporal_validity': 0.5, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.1267, 0.1342], 'contraction_bars': [5, 4], 'recovery_bars': [40, 6], 'prior_run_up_pct': 0.6174863387978142, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.22838709677419355, 'volume_ratio_last10_vs_first_half': 0.7170336079128672, 'natr_ratio_last10_vs_first10': 1.5369708736180712, 'range_ratio_last10_vs_first10': 1.7385106379591315}","[{'pivot_index': 217, 'pivot_date': '2025-11-14', 'pivot_type': 'H', 'pivot_price': 29600.0, 'prominence_pct': 0.098, 'source_window': 7}, {'pivot_index': 222, 'pivot_date': '2025-11-21', 'pivot_type': 'L', 'pivot_price': 25850.0, 'prominence_pct': 0.1024, 'source_window': 7}, {'pivot_index': 262, 'pivot_date': '2026-01-21', 'pivot_type': 'H', 'pivot_price': 77500.0, 'prominence_pct': 0.1523, 'source_window': 7}, {'pivot_index': 266, 'pivot_date': '2026-01-27', 'pivot_type': 'L', 'pivot_price': 67100.0, 'prominence_pct': 0.1229, 'source_window': 7}, {'pivot_index': 272, 'pivot_date': '2026-02-04', 'pivot_type': 'H', 'pivot_price': 92500.0, 'prominence_pct': 0.2541, 'source_window': 7}]",False,0.531,Low,FORMING_HANDLE,FORMING,2026-01-21,2026-03-13,73300.0,55300.0,,,,,-0.038199181446111896,False,"{'technical_quality': 0.6555, 'volume_confirmation': 0.4, 'temporal_validity': 0.3423, 'market_context': 0.6667}","{'cup_len': 33, 'cup_depth_pct': 0.2864516129032258, 'rim_diff_pct': 0.05419354838709677, 'recovery_ratio': 0.9458064516129032, 'balance_ratio': 0.2692307692307692, 'bottom_zone_width': 2, 'bottom_zone_ratio': 0.06060606060606061, 'v_shape_recovery_ratio': 0.4009009009009009, 'handle_len': 0, 'handle_depth_pct': None, 'handle_volume_ratio': None, 'handle_upper_half': None, 'handle_vs_cup_advance': None, 'prior_run_up_pct': 2.3622559652928414, 'price_only_break_index': None}","[{'pivot_index': 262, 'pivot_date': '2026-01-21', 'pivot_type': 'H', 'pivot_price': 77500.0, 'prominence_pct': 0.1523, 'source_window': 7}, {'pivot_index': 288, 'pivot_date': '2026-03-04', 'pivot_type': 'L', 'pivot_price': 55300.0, 'prominence_pct': 0.2865, 'source_window': 0}, {'pivot_index': 295, 'pivot_date': '2026-03-13', 'pivot_type': 'H', 'pivot_price': 73300.0, 'prominence_pct': 0.2456, 'source_window': 7}]",True,False,False,False,True,FORMING,0.697,1,69.23076923076923,21.78,24.7,2.5,13.55,62.53,False
000880,True,True,True,True,True,True,True,True,296,62701113600.0,0.1777777777777778,7,122100.0,188161.0,2026-03-13,88.89,KOSPI,True,False,7,88.89,000880.KS,6,complete,,False,61.53846153846154,100.0,161.53846153846155,13,kr,True,True,True,passed,6813022170.000001,False,0.533,Low,FORMING_VCP,FORMING,2025-10-27,2026-03-13,138900.0,107000.0,,,,,-0.12095032397408212,False,"{'technical_quality': 0.8333, 'volume_confirmation': 0.0, 'temporal_validity': 0.475, 'market_context': 0.711}","{'contractions': 2, 'depths_pct': [0.2856, 0.2297], 'contraction_bars': [38, 16], 'recovery_bars': [17, 13], 'prior_run_up_pct': 1.433519553072626, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.16846652267818574, 'volume_ratio_last10_vs_first_half': 2.3526041459435802, 'natr_ratio_last10_vs_first10': 1.3795419653067689, 'range_ratio_last10_vs_first10': 1.1121840708815212}","[{'pivot_index': 203, 'pivot_date': '2025-10-27', 'pivot_type': 'H', 'pivot_price': 108900.0, 'prominence_pct': 0.1488, 'source_window': 7}, {'pivot_index': 241, 'pivot_date': '2025-12-18', 'pivot_type': 'L', 'pivot_price': 77800.0, 'prominence_pct': 0.0953, 'source_window': 7}, {'pivot_index': 258, 'pivot_date': '2026-01-15', 'pivot_type': 'H', 'pivot_price': 138900.0, 'prominence_pct': 0.3233, 'source_window': 7}, {'pivot_index': 274, 'pivot_date': '2026-02-06', 'pivot_type': 'L', 'pivot_price': 107000.0, 'prominence_pct': 0.1413, 'source_window': 7}, {'pivot_index': 287, 'pivot_date': '2026-03-03', 'pivot_type': 'H', 'pivot_price': 148500.0, 'prominence_pct': 0.2525, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.533,0,76.92307692307693,22.64,25.4,0.0,11.56,59.6,False
000815,True,True,True,True,True,True,True,False,296,7900848750.0,0.1777777777777778,7,388500.0,17142.0,2026-03-13,57.14,KOSPI,False,False,7,57.14,000815.KS,2,complete,,False,15.384615384615383,19.230769230769237,34.61538461538462,9,kr,True,True,True,passed,6813022170.000001,False,0.576,Low,FORMING_VCP,FORMING,2025-09-10,2026-03-13,348000.0,328000.0,,,,,0.11637931034482762,False,"{'technical_quality': 0.7941, 'volume_confirmation': 0.0, 'temporal_validity': 0.5196, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.0729, 0.0575], 'contraction_bars': [19, 11], 'recovery_bars': [4, 7], 'prior_run_up_pct': 0.3953033268101762, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 0.0, 'tightness_pct': 0.08764367816091954, 'volume_ratio_last10_vs_first_half': 1.885910129474486, 'natr_ratio_last10_vs_first10': 2.4058979050152782, 'range_ratio_last10_vs_first10': 1.9246280856640055}","[{'pivot_index': 176, 'pivot_date': '2025-09-10', 'pivot_type': 'H', 'pivot_price': 356500.0, 'prominence_pct': 0.0603, 'source_window': 7}, {'pivot_index': 195, 'pivot_date': '2025-10-15', 'pivot_type': 'L', 'pivot_price': 330500.0, 'prominence_pct': 0.0476, 'source_window': 7}, {'pivot_index': 199, 'pivot_date': '2025-10-21', 'pivot_type': 'H', 'pivot_price': 348000.0, 'prominence_pct': 0.0402, 'source_window': 7}, {'pivot_index': 210, 'pivot_date': '2025-11-05', 'pivot_type': 'L', 'pivot_price': 328000.0, 'prominence_pct': 0.052, 'source_window': 7}, {'pivot_index': 217, 'pivot_date': '2025-11-14', 'pivot_type': 'H', 'pivot_price': 389500.0, 'prominence_pct': 0.1142, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.576,0,53.84615384615385,19.0,24.91,2.31,13.05,59.27,False
000720,True,True,True,True,True,True,True,True,296,231976745250.0,0.0706613906161672,7,164400.0,2710670.0,2026-03-13,96.83,KOSPI,True,True,7,96.83,000720.KS,3,complete,,False,92.3076923076923,42.30769230769231,134.6153846153846,10,kr,True,True,True,passed,6813022170.000001,False,0.58,Low,FORMING_VCP,FORMING,2025-12-12,2026-03-13,122000.0,98000.0,,,,,0.3475409836065573,False,"{'technical_quality': 0.6667, 'volume_confirmation': 0.0921, 'temporal_validity': 0.6667, 'market_context': 1.0}","{'contractions': 2, 'depths_pct': [0.135, 0.1967], 'contraction_bars': [9, 6], 'recovery_bars': [18, 16], 'prior_run_up_pct': 0.45101663585951934, 'resistance_band_pct': 0.0, 'last_two_high_gap_pct': 0.0, 'higher_lows_ratio': 1.0, 'tightness_pct': 0.23934426229508196, 'volume_ratio_last10_vs_first_half': 1.0039517122999233, 'natr_ratio_last10_vs_first10': 1.9531373292149024, 'range_ratio_last10_vs_first10': 2.807984855415953}","[{'pivot_index': 237, 'pivot_date': '2025-12-12', 'pivot_type': 'H', 'pivot_price': 78500.0, 'prominence_pct': 0.1376, 'source_window': 7}, {'pivot_index': 246, 'pivot_date': '2025-12-26', 'pivot_type': 'L', 'pivot_price': 67900.0, 'prominence_pct': 0.0849, 'source_window': 7}, {'pivot_index': 264, 'pivot_date': '2026-01-23', 'pivot_type': 'H', 'pivot_price': 122000.0, 'prominence_pct': 0.2016, 'source_window': 7}, {'pivot_index': 270, 'pivot_date': '2026-02-02', 'pivot_type': 'L', 'pivot_price': 98000.0, 'prominence_pct': 0.1155, 'source_window': 7}, {'pivot_index': 286, 'pivot_date': '2026-02-27', 'pivot_type': 'H', 'pivot_price': 176900.0, 'prominence_pct': 0.3064, 'source_window': 7}]",False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],True,False,False,False,True,FORMING,0.58,0,100.0,24.72,23.33,0.46,9.16,57.67,False
001440,True,True,True,True,True,True,True,True,296,171720618250.0,0.1981258366800535,7,29950.0,2511892.0,2026-03-13,92.06,KOSPI,True,False,7,92.06,001440.KS,4,complete,,False,76.92307692307693,73.07692307692307,150.0,11,kr,True,True,True,passed,6813022170.000001,False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,False,False,False,NONE,0.0,0,92.3076923076923,23.11,0.0,0.0,0.0,23.11,False
001120,True,True,True,True,True,True,True,True,296,9514164375.0,0.1296482412060301,7,43300.0,209607.0,2026-03-13,77.78,KOSPI,True,True,7,77.78,001120.KS,3,complete,,False,46.15384615384615,42.30769230769231,88.46153846153845,10,kr,True,True,True,passed,6813022170.000001,False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,False,False,False,NONE,0.0,0,61.53846153846154,21.61,0.0,0.0,0.0,21.61,False
001270,True,True,True,True,True,True,True,True,296,6087804450.0,0.2208413001912046,7,81500.0,48148.0,2026-03-13,90.48,KOSPI,True,False,7,90.48,001270.KS,4,complete,,False,69.23076923076923,73.07692307692307,142.3076923076923,11,kr,True,True,False,liquidity_below_market_threshold,6813022170.000001,False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,False,False,False,NONE,0.0,0,46.15384615384615,20.82,0.0,0.0,0.0,20.82,False
001275,True,True,True,True,True,True,True,True,296,225374650.0,0.0881642512077294,7,37750.0,5308.0,2026-03-13,76.19,KOSPI,True,True,7,76.19,001275.KS,4,complete,,False,38.46153846153847,73.07692307692307,111.53846153846152,11,kr,True,True,False,liquidity_below_market_threshold,6813022170.000001,False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,False,False,False,NONE,0.0,0,23.076923076923077,20.03,0.0,0.0,0.0,20.03,False
001080,True,True,True,True,True,True,True,True,296,150042780.0,0.186385737439222,7,5020.0,59778.0,2026-03-13,85.71,KOSPI,True,False,7,85.71,001080.KS,3,complete,,False,53.84615384615385,42.30769230769231,96.15384615384616,10,kr,False,True,False,recent_data_quality_failed,6813022170.000001,False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,0.0,None,NONE,NONE,,,,,,,,,,False,"{'technical_quality': 0.0, 'volume_confirmation': 0.0, 'temporal_validity': 0.0, 'market_context': 0.0}",{},[],False,False,False,False,False,NONE,0.0,0,15.384615384615385,19.89,0.0,0.0,0.0,19.89,False
