symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass,met_count_fin,rs_score_fin,provider_symbol,fin_met_count,fetch_status,unavailable_reason,has_error,rs_percentile,fin_percentile,total_percentile,total_met_count
000660,True,True,True,True,True,True,True,True,330,4291682824000.0,0.0383631713554987,7,1128000.0,3805092.0,2026-04-17,98.67,KOSPI,True,True,7,98.67,000660.KS,6,complete,,False,100.0,98.48484848484848,198.4848484848485,13
000880,True,True,True,True,True,True,True,True,330,29502494600.0,0.1138047138047138,7,131600.0,223542.0,2026-04-17,84.67,KOSPI,True,True,7,84.67,000880.KS,6,complete,,False,57.57575757575758,98.48484848484848,156.06060606060606,13
001465,True,True,True,True,True,True,True,True,330,43488550.0,0.0675287356321838,7,32450.0,1660.0,2026-04-17,85.33,KOSPI,True,True,7,85.33,001465.KS,5,complete,,False,60.60606060606061,92.42424242424242,153.03030303030303,12
000670,True,True,True,True,True,True,True,True,330,1991891650.0,0.0900270867847848,7,65200.0,48748.0,2026-04-17,78.67,KOSPI,True,True,7,78.67,000670.KS,5,complete,,False,45.45454545454545,92.42424242424242,137.87878787878788,12
000500,True,True,True,True,True,True,True,True,330,3362170600.0,0.027170311464546,7,146800.0,131065.0,2026-04-17,94.0,KOSPI,True,True,7,94.0,000500.KS,4,complete,,False,87.87878787878788,75.75757575757575,163.63636363636363,11
001440,True,True,True,True,True,True,True,True,330,71860432500.0,0.0796252927400468,7,39300.0,9342506.0,2026-04-17,92.67,KOSPI,True,True,7,92.67,001440.KS,4,complete,,False,81.81818181818183,75.75757575757575,157.57575757575756,11
000990,True,True,True,True,True,True,True,True,330,33898454100.0,0.0581497797356828,7,106900.0,424678.0,2026-04-17,92.0,KOSPI,True,True,7,92.0,000990.KS,4,complete,,False,78.78787878787878,75.75757575757575,154.54545454545453,11
002020,True,True,True,True,True,True,True,True,330,4466020200.0,0.1304945054945054,7,63300.0,37208.0,2026-04-17,88.0,KOSPI,True,True,7,88.0,002020.KS,4,complete,,False,72.72727272727273,75.75757575757575,148.4848484848485,11
002025,True,True,True,True,True,True,True,True,330,151153025.0,0.0664556962025316,7,29500.0,1804.0,2026-04-17,78.0,KOSPI,True,True,7,78.0,002025.KS,4,complete,,False,42.42424242424242,75.75757575757575,118.18181818181816,11
001275,True,True,True,True,True,True,True,True,330,107789450.0,0.1183574879227052,7,36500.0,2687.0,2026-04-17,74.0,KOSPI,True,True,7,74.0,001275.KS,4,complete,,False,36.36363636363637,75.75757575757575,112.12121212121212,11
000725,True,True,True,True,True,True,True,True,330,966157050.0,0.0988235294117647,7,76600.0,9951.0,2026-04-17,73.33,KOSPI,True,True,7,73.33,000725.KS,4,complete,,False,33.33333333333333,75.75757575757575,109.09090909090908,11
002355,True,True,True,True,True,True,True,False,330,46290885.0,0.090146750524109,7,4340.0,5039.0,2026-04-17,66.67,KOSPI,False,True,7,66.67,002355.KS,4,complete,,False,27.27272727272727,75.75757575757575,103.03030303030302,11
000430,True,True,True,True,True,True,True,False,330,557890052.5,0.029475982532751,7,4445.0,198441.0,2026-04-17,53.33,KOSPI,False,True,7,53.33,000430.KS,4,complete,,False,9.090909090909092,75.75757575757575,84.84848484848484,11
000720,True,True,True,True,True,True,True,True,330,190279300400.0,0.1078629032258065,7,177000.0,688673.0,2026-04-17,97.33,KOSPI,True,True,7,97.33,000720.KS,3,complete,,False,96.96969696969695,42.42424242424242,139.39393939393938,10
000150,True,True,True,True,True,True,True,True,330,91284899000.0,0.0560681334279631,7,1330000.0,67468.0,2026-04-17,96.0,KOSPI,True,True,7,96.0,000150.KS,3,complete,,False,93.93939393939394,42.42424242424242,136.36363636363637,10
001820,True,True,True,True,True,True,True,True,330,13716438500.0,0.0581395348837209,7,64800.0,213470.0,2026-04-17,93.33,KOSPI,True,True,7,93.33,001820.KS,3,complete,,False,84.84848484848484,42.42424242424242,127.27272727272728,10
000155,True,True,True,True,True,True,True,True,330,8055596500.0,0.1601866251944012,7,540000.0,12160.0,2026-04-17,91.33,KOSPI,True,False,7,91.33,000155.KS,3,complete,,False,75.75757575757575,42.42424242424242,118.18181818181816,10
