as_of_ts,symbol,market,market_code,setup_family,candidate_stage,priority_tier,stock_grade,setup_grade,a_pp_score,setup_score,score,final_priority_score,regime_state,market_alias,market_alignment_score,breadth_support_score,rotation_support_score,leader_health_score,reason_codes,fail_codes,data_flags,data_confidence_score,pivot_price,stop_price,risk_unit_pct,entry_timeframe,suggested_entry,suggested_stop,current_price,volume_ratio,adr,vcp_pattern,breakout_level,stop_loss,risk_reward_ratio,passed,scores,execution,metrics
2026-04-22,AIRR,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,77.97,73.34,73.34,74.68,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,125.45,122.41,2.42,5m_ORH,125.45,122.41,123.95,1.09,2.42,False,125.45,122.41,4.13,True,"{'a_pp_score': 77.97, 'setup_score': 73.34, 'final_priority_score': 74.68, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 125.45, 'stop_price': 122.41, 'risk_unit_pct': 2.42}","{'prior_run_pct': 0.2, 'base_length': 15.0, 'compression_score': 80.71, 'readiness_score': 67.04, 'intraday_confirmation_score': 52.45, 'execution_quality_score': 65.18, 'pivot_distance_pct': -1.19, 'high_52w_proximity': 0.99}"
2026-04-22,VALE,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.13,72.96,72.96,76.57,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,17.96,17.57,2.15,5m_ORH,17.96,17.57,17.51,0.7,2.15,True,17.96,17.57,4.64,True,"{'a_pp_score': 78.13, 'setup_score': 72.96, 'final_priority_score': 76.57, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 17.96, 'stop_price': 17.57, 'risk_unit_pct': 2.15}","{'prior_run_pct': 0.32, 'base_length': 15.0, 'compression_score': 94.44, 'readiness_score': 66.78, 'intraday_confirmation_score': 27.0, 'execution_quality_score': 60.0, 'pivot_distance_pct': -2.49, 'high_52w_proximity': 0.98}"
2026-04-22,SLB,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,77.05,72.71,72.71,77.07,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,54.9,53.08,3.33,5m_ORH,54.9,53.08,54.35,0.9,3.42,True,54.9,53.08,3.01,True,"{'a_pp_score': 77.05, 'setup_score': 72.71, 'final_priority_score': 77.07, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 54.9, 'stop_price': 53.08, 'risk_unit_pct': 3.33}","{'prior_run_pct': 0.29, 'base_length': 15.0, 'compression_score': 74.43, 'readiness_score': 80.29, 'intraday_confirmation_score': 42.84, 'execution_quality_score': 68.56, 'pivot_distance_pct': -1.01, 'high_52w_proximity': 0.99}"
2026-04-22,MS,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,83.63,72.5,72.5,77.81,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,194.78,189.71,2.6,5m_ORH,194.78,189.71,191.05,0.7,2.6,True,194.78,189.71,3.84,True,"{'a_pp_score': 83.63, 'setup_score': 72.5, 'final_priority_score': 77.81, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 194.78, 'stop_price': 189.71, 'risk_unit_pct': 2.6}","{'prior_run_pct': 0.26, 'base_length': 15.0, 'compression_score': 82.55, 'readiness_score': 70.87, 'intraday_confirmation_score': 27.31, 'execution_quality_score': 60.31, 'pivot_distance_pct': -1.92, 'high_52w_proximity': 0.98}"
2026-04-22,ARMK,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,73.66,72.12,72.12,75.76,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,46.22,45.11,2.38,5m_ORH,46.22,45.11,45.25,1.23,2.38,True,46.22,45.11,4.19,True,"{'a_pp_score': 73.66, 'setup_score': 72.12, 'final_priority_score': 75.76, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 46.22, 'stop_price': 45.11, 'risk_unit_pct': 2.38}","{'prior_run_pct': 0.22, 'base_length': 15.0, 'compression_score': 81.63, 'readiness_score': 58.01, 'intraday_confirmation_score': 63.39, 'execution_quality_score': 66.0, 'pivot_distance_pct': -2.09, 'high_52w_proximity': 0.98}"
2026-04-22,JAZZ,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,75.36,72.01,72.01,77.68,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,207.69,202.63,2.43,5m_ORH,207.69,202.63,202.4,1.14,2.53,True,207.69,202.63,4.11,True,"{'a_pp_score': 75.36, 'setup_score': 72.01, 'final_priority_score': 77.68, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 207.69, 'stop_price': 202.63, 'risk_unit_pct': 2.43}","{'prior_run_pct': 0.29, 'base_length': 15.0, 'compression_score': 70.18, 'readiness_score': 62.88, 'intraday_confirmation_score': 71.87, 'execution_quality_score': 81.38, 'pivot_distance_pct': -2.55, 'high_52w_proximity': 0.98}"
2026-04-22,TBBB,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,77.76,71.97,71.97,76.18,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,39.75,38.55,3.02,5m_ORH,39.75,38.55,39.14,0.7,3.24,True,39.75,38.55,3.31,True,"{'a_pp_score': 77.76, 'setup_score': 71.97, 'final_priority_score': 76.18, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 39.75, 'stop_price': 38.55, 'risk_unit_pct': 3.02}","{'prior_run_pct': 0.26, 'base_length': 15.0, 'compression_score': 82.76, 'readiness_score': 76.57, 'intraday_confirmation_score': 27.57, 'execution_quality_score': 60.57, 'pivot_distance_pct': -1.53, 'high_52w_proximity': 0.98}"
2026-04-22,DLR,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.23,71.97,71.97,76.12,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,205.14,201.44,1.8,5m_ORH,205.14,201.44,200.86,1.05,1.91,True,205.14,201.44,5.54,True,"{'a_pp_score': 78.23, 'setup_score': 71.97, 'final_priority_score': 76.12, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 205.14, 'stop_price': 201.44, 'risk_unit_pct': 1.8}","{'prior_run_pct': 0.34, 'base_length': 15.0, 'compression_score': 82.62, 'readiness_score': 64.22, 'intraday_confirmation_score': 43.33, 'execution_quality_score': 58.7, 'pivot_distance_pct': -2.09, 'high_52w_proximity': 0.98}"
2026-04-22,CPRX,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,73.86,71.96,71.96,76.51,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,26.48,25.81,2.53,5m_ORH,26.48,25.81,25.94,0.59,2.53,True,26.48,25.81,3.95,True,"{'a_pp_score': 73.86, 'setup_score': 71.96, 'final_priority_score': 76.51, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 26.48, 'stop_price': 25.81, 'risk_unit_pct': 2.53}","{'prior_run_pct': 0.18, 'base_length': 15.0, 'compression_score': 88.03, 'readiness_score': 66.09, 'intraday_confirmation_score': 40.54, 'execution_quality_score': 73.54, 'pivot_distance_pct': -2.03, 'high_52w_proximity': 0.98}"
2026-04-22,HUBB,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.86,71.71,71.71,75.81,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,557.67,542.58,2.7,5m_ORH,557.67,542.58,549.75,0.83,2.7,True,557.67,542.58,3.7,True,"{'a_pp_score': 79.86, 'setup_score': 71.71, 'final_priority_score': 75.81, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 557.67, 'stop_price': 542.58, 'risk_unit_pct': 2.7}","{'prior_run_pct': 0.21, 'base_length': 15.0, 'compression_score': 90.08, 'readiness_score': 67.51, 'intraday_confirmation_score': 21.52, 'execution_quality_score': 52.47, 'pivot_distance_pct': -1.42, 'high_52w_proximity': 0.99}"
2026-04-22,RPRX,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,74.7,71.24,71.24,75.9,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,50.13,49.15,1.95,5m_ORH,50.13,49.15,49.72,0.91,1.95,True,50.13,49.15,5.12,True,"{'a_pp_score': 74.7, 'setup_score': 71.24, 'final_priority_score': 75.9, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 50.13, 'stop_price': 49.15, 'risk_unit_pct': 1.95}","{'prior_run_pct': 0.28, 'base_length': 15.0, 'compression_score': 73.01, 'readiness_score': 78.27, 'intraday_confirmation_score': 42.84, 'execution_quality_score': 67.85, 'pivot_distance_pct': -0.81, 'high_52w_proximity': 0.99}"
2026-04-22,GRID,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.53,71.05,71.05,73.39,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,184.97,182.09,1.56,5m_ORH,184.97,182.09,183.99,0.72,1.56,False,184.97,182.09,6.41,True,"{'a_pp_score': 78.53, 'setup_score': 71.05, 'final_priority_score': 73.39, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 184.97, 'stop_price': 182.09, 'risk_unit_pct': 1.56}","{'prior_run_pct': 0.19, 'base_length': 15.0, 'compression_score': 78.17, 'readiness_score': 77.83, 'intraday_confirmation_score': 25.89, 'execution_quality_score': 58.89, 'pivot_distance_pct': -0.53, 'high_52w_proximity': 1.0}"
2026-04-22,VOLT,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,77.08,71.03,71.03,73.33,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,39.02,38.23,2.02,5m_ORH,39.02,38.23,38.51,1.05,2.02,False,39.02,38.23,4.95,True,"{'a_pp_score': 77.08, 'setup_score': 71.03, 'final_priority_score': 73.33, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 39.02, 'stop_price': 38.23, 'risk_unit_pct': 2.02}","{'prior_run_pct': 0.33, 'base_length': 15.0, 'compression_score': 71.42, 'readiness_score': 72.9, 'intraday_confirmation_score': 46.45, 'execution_quality_score': 62.04, 'pivot_distance_pct': -1.3, 'high_52w_proximity': 0.99}"
2026-04-22,GRMN,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,78.79,70.86,70.86,76.02,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,273.59,267.47,2.24,5m_ORH,273.59,267.47,266.59,0.79,2.24,False,273.59,267.47,4.47,True,"{'a_pp_score': 78.79, 'setup_score': 70.86, 'final_priority_score': 76.02, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 273.59, 'stop_price': 267.47, 'risk_unit_pct': 2.24}","{'prior_run_pct': 0.38, 'base_length': 15.0, 'compression_score': 86.5, 'readiness_score': 65.07, 'intraday_confirmation_score': 27.25, 'execution_quality_score': 60.25, 'pivot_distance_pct': -2.56, 'high_52w_proximity': 0.98}"
2026-04-22,CRUS,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.72,70.77,70.77,76.07,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,173.17,167.47,3.29,5m_ORH,173.17,167.47,169.89,0.87,3.52,True,173.17,167.47,3.04,True,"{'a_pp_score': 79.72, 'setup_score': 70.77, 'final_priority_score': 76.07, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 173.17, 'stop_price': 167.47, 'risk_unit_pct': 3.29}","{'prior_run_pct': 0.46, 'base_length': 15.0, 'compression_score': 83.09, 'readiness_score': 64.82, 'intraday_confirmation_score': 30.79, 'execution_quality_score': 58.7, 'pivot_distance_pct': -1.9, 'high_52w_proximity': 0.98}"
2026-04-22,FLBR,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,75.05,70.68,70.68,73.76,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'NO_SECTOR_MAPPING', 'NO_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA', 'NEEDS_REVIEW']",30.0,26.28,25.85,1.63,5m_ORH,26.28,25.85,25.41,4.17,1.63,True,26.28,25.85,6.14,True,"{'a_pp_score': 75.05, 'setup_score': 70.68, 'final_priority_score': 73.76, 'data_confidence_score': 30.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 26.28, 'stop_price': 25.85, 'risk_unit_pct': 1.63}","{'prior_run_pct': 0.38, 'base_length': 20.0, 'compression_score': 88.84, 'readiness_score': 38.82, 'intraday_confirmation_score': 64.6, 'execution_quality_score': 72.6, 'pivot_distance_pct': -3.29, 'high_52w_proximity': 0.97}"
2026-04-22,GLW,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 2,A++,2-star,87.27,70.26,70.26,78.14,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,176.93,167.86,5.12,5m_ORH,176.93,167.86,168.76,0.67,5.34,True,176.93,167.86,1.95,True,"{'a_pp_score': 87.27, 'setup_score': 70.26, 'final_priority_score': 78.14, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 176.93, 'stop_price': 167.86, 'risk_unit_pct': 5.12}","{'prior_run_pct': 1.07, 'base_length': 15.0, 'compression_score': 80.81, 'readiness_score': 54.95, 'intraday_confirmation_score': 29.28, 'execution_quality_score': 62.28, 'pivot_distance_pct': -4.62, 'high_52w_proximity': 0.95}"
2026-04-22,FERG,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,74.17,70.06,70.06,74.17,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,269.22,262.71,2.42,5m_ORH,269.22,262.71,262.07,1.03,2.42,True,269.22,262.71,4.14,True,"{'a_pp_score': 74.17, 'setup_score': 70.06, 'final_priority_score': 74.17, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 269.22, 'stop_price': 262.71, 'risk_unit_pct': 2.42}","{'prior_run_pct': 0.24, 'base_length': 15.0, 'compression_score': 92.44, 'readiness_score': 51.34, 'intraday_confirmation_score': 39.54, 'execution_quality_score': 56.12, 'pivot_distance_pct': -2.66, 'high_52w_proximity': 0.96}"
2026-04-22,TDW,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,2-star,79.27,70.05,70.05,76.08,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,89.09,85.54,3.99,5m_ORH,89.09,85.54,85.64,0.65,4.14,True,89.09,85.54,2.51,True,"{'a_pp_score': 79.27, 'setup_score': 70.05, 'final_priority_score': 76.08, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 89.09, 'stop_price': 85.54, 'risk_unit_pct': 3.99}","{'prior_run_pct': 0.77, 'base_length': 20.0, 'compression_score': 86.96, 'readiness_score': 58.04, 'intraday_confirmation_score': 29.45, 'execution_quality_score': 62.45, 'pivot_distance_pct': -3.87, 'high_52w_proximity': 0.96}"
2026-04-22,MRTN,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,2-star,69.6,70.03,70.03,73.7,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE', 'VOLUME_CONFIRMATION']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,15.06,14.64,2.79,5m_ORH,15.06,14.64,14.75,1.15,2.89,True,15.06,14.64,3.59,True,"{'a_pp_score': 69.6, 'setup_score': 70.03, 'final_priority_score': 73.7, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 15.06, 'stop_price': 14.64, 'risk_unit_pct': 2.79}","{'prior_run_pct': 0.31, 'base_length': 15.0, 'compression_score': 83.36, 'readiness_score': 58.47, 'intraday_confirmation_score': 54.12, 'execution_quality_score': 62.84, 'pivot_distance_pct': -2.03, 'high_52w_proximity': 0.96}"
2026-04-22,IAC,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,B,Watch,74.12,69.99,69.99,74.26,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,45.87,44.77,2.38,5m_ORH,45.87,44.77,44.65,1.03,2.6,True,45.87,44.77,4.2,True,"{'a_pp_score': 74.12, 'setup_score': 69.99, 'final_priority_score': 74.26, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 45.87, 'stop_price': 44.77, 'risk_unit_pct': 2.38}","{'prior_run_pct': 0.34, 'base_length': 15.0, 'compression_score': 90.37, 'readiness_score': 52.97, 'intraday_confirmation_score': 40.47, 'execution_quality_score': 57.36, 'pivot_distance_pct': -2.65, 'high_52w_proximity': 0.97}"
2026-04-22,KGS,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 3,A+,Watch,80.87,69.42,69.42,76.98,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,65.24,63.51,2.65,5m_ORH,65.24,63.51,63.92,0.57,2.81,True,65.24,63.51,3.78,True,"{'a_pp_score': 80.87, 'setup_score': 69.42, 'final_priority_score': 76.98, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 65.24, 'stop_price': 63.51, 'risk_unit_pct': 2.65}","{'prior_run_pct': 0.83, 'base_length': 15.0, 'compression_score': 70.09, 'readiness_score': 68.19, 'intraday_confirmation_score': 36.66, 'execution_quality_score': 69.66, 'pivot_distance_pct': -2.02, 'high_52w_proximity': 0.98}"
2026-04-22,BK,US,US,BREAKOUT,PATTERN_INCLUDED,Tier 2,A++,Watch,86.33,69.37,69.37,76.34,RISK_ON,RISK_ON,100.0,100.0,100.0,100.0,"['TOP_RS_3M', 'TOP_RS_6M', 'NEAR_52W_HIGH', 'TIGHT_BASE', 'HIGHER_LOWS', 'RISK_WITHIN_ADR', 'REGIME_SUPPORTIVE']",[],"['HAS_DAILY', 'NO_INTRADAY', 'HAS_SECTOR_MAPPING', 'HAS_FUNDAMENTALS', 'NO_EVENT_DATA', 'NO_ESTIMATE_DATA']",55.0,139.29,136.59,1.94,5m_ORH,139.29,136.59,135.88,0.84,2.01,True,139.29,136.59,5.15,True,"{'a_pp_score': 86.33, 'setup_score': 69.37, 'final_priority_score': 76.34, 'data_confidence_score': 55.0}","{'entry_timeframe': '5m_ORH', 'pivot_price': 139.29, 'stop_price': 136.59, 'risk_unit_pct': 1.94}","{'prior_run_pct': 0.21, 'base_length': 15.0, 'compression_score': 86.13, 'readiness_score': 52.63, 'intraday_confirmation_score': 19.43, 'execution_quality_score': 49.75, 'pivot_distance_pct': -2.45, 'high_52w_proximity': 0.98}"
