symbol,market,setup_family,candidate_stage,stock_grade,setup_grade,regime_state,market_alias,market_alignment_score,breadth_support_score,rotation_support_score,leader_health_score,current_price,short_term_rise,consecutive_up_days,volume_ratio,rsi14,ma20_deviation,first_down_candle,stop_loss,risk_reward_ratio,reason_codes,fail_codes,data_flags,data_confidence_score,score,passed
ADN,US,PARABOLIC_SHORT,LEGACY_WATCH,B,4-star,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64,4.48,118.54,4,0.24,,81.08,True,4.72,,"['OVEREXTENDED_RUN', 'FIRST_DOWN_DAY']",[],"['HAS_DAILY', 'LEGACY_MODULE']",30.0,100.0,True
