as_of_ts,symbol,market,sector,setup_scope,stock_grade,a_pp_score,focus_seed_score,compression_score,high_52w_proximity,breakout_universe_pass,ep_universe_pass,pivot_price,stop_price,regime_state,market_alias,market_alignment_score,breadth_support_score,rotation_support_score,leader_health_score
2026-03-11,AAAU,US,,PATTERN_EXCLUDED_POOL,A+,84.25,81.01,82.76,0.9346,True,True,52.87281969451904,52.01919012168962,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-11,AAUC,US,Basic Materials,PATTERN_EXCLUDED_POOL,A+,78.32,77.29,76.0,0.9866,True,True,31.791760229110718,31.47384262681961,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-13,AA,US,Basic Materials,PATTERN_EXCLUDED_POOL,A+,77.56,64.73,52.5,0.9297,True,True,68.46840152740478,64.39665184020996,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-13,AAOI,US,Technology,PATTERN_EXCLUDED_POOL,B,74.24,59.4,46.98,0.7507,False,True,129.08896672058103,117.12701660919187,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-11,AAXJ,US,,PATTERN_EXCLUDED_POOL,B,65.97,48.56,22.0,0.9324,False,True,107.9578484725952,105.70203388849465,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-11,ABNB,US,Consumer Cyclical,PATTERN_EXCLUDED_POOL,B,63.92,55.32,32.5,0.9271,True,True,139.13899999999998,133.86684334577177,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2025-08-19,AACT,US,,PATTERN_EXCLUDED_POOL,B,62.27,62.44,57.27,0.9802,True,True,11.491479541778563,11.376564746360778,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-11,ABCB,US,Financial Services,PATTERN_EXCLUDED_POOL,Discard,50.0,37.66,21.49,0.8592,False,True,84.05397122192382,81.41647918689148,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
2026-03-13,ABM,US,Industrials,PATTERN_EXCLUDED_POOL,Discard,34.89,24.6,8.65,0.7323,False,True,45.72568030548095,44.29018035125731,RISK_OFF,RISK_OFF,1.64,1.64,1.64,1.64
