date,symbol,open,high,low,close,volume,adj_close,dividends,stock_splits,split_factor
2024-12-13,461460,55049,55262,55049,55262,49,55262,0.0,0.0,1.0
2024-12-16,461460,55785,55785,54990,55039,344,55039,0.0,0.0,1.0
2024-12-17,461460,55089,55089,54714,54714,176,54714,0.0,0.0,1.0
2024-12-18,461460,54714,55015,54674,55015,37,55015,0.0,0.0,1.0
2024-12-19,461460,54689,54694,54486,54506,264,54506,0.0,0.0,1.0
2024-12-20,461460,54482,54496,54106,54259,712,54259,0.0,0.0,1.0
2024-12-23,461460,54398,54521,54398,54437,23,54437,0.0,0.0,1.0
2024-12-24,461460,54294,54333,54166,54210,35,54210,0.0,0.0,1.0
2024-12-26,461460,54264,54264,53924,54106,90,54106,0.0,0.0,1.0
2024-12-27,461460,54091,54121,53894,54121,20120,54121,0.0,0.0,1.0
2024-12-30,461460,53953,54496,53835,54299,761,54299,0.0,0.0,1.0
2025-01-02,461460,54210,54876,54116,54496,2928,54496,0.0,0.0,1.0
2025-01-03,461460,54595,54768,54570,54669,22281,54669,0.0,0.0,1.0
2025-01-06,461460,55262,55262,54412,54467,535,54467,0.0,0.0,1.0
2025-01-07,461460,54427,54718,54407,54704,138,54704,0.0,0.0,1.0
2025-01-08,461460,54477,54630,54403,54630,1029,54630,0.0,0.0,1.0
2025-01-09,461460,54699,54857,54639,54773,45,54773,0.0,0.0,1.0
2025-01-10,461460,55252,55252,54452,54452,219,54452,0.0,0.0,1.0
2025-01-13,461460,54259,54358,54259,54294,27,54294,0.0,0.0,1.0
2025-01-14,461460,54319,54432,54269,54358,72,54358,0.0,0.0,1.0
2025-01-15,461460,54363,54363,54254,54259,1358,54259,0.0,0.0,1.0
2025-01-16,461460,54546,54704,54546,54649,55,54649,0.0,0.0,1.0
2025-01-17,461460,54684,54817,54684,54743,35,54743,0.0,0.0,1.0
2025-01-20,461460,54630,54857,54630,54738,11,54738,0.0,0.0,1.0
2025-01-21,461460,54906,54990,54758,54876,213,54876,0.0,0.0,1.0
2025-01-22,461460,54891,54901,54802,54896,443,54896,0.0,0.0,1.0
2025-01-23,461460,54837,54901,54832,54847,196,54847,0.0,0.0,1.0
2025-01-24,461460,54733,54901,54709,54738,289,54738,0.0,0.0,1.0
2025-01-31,461460,54990,54990,54817,54817,149,54817,0.0,0.0,1.0
2025-02-03,461460,54852,55049,54714,54936,2407,54936,0.0,0.0,1.0
2025-02-04,461460,54773,55010,54743,54847,493,54847,0.0,0.0,1.0
2025-02-05,461460,55034,55054,54896,55025,158,55025,0.0,0.0,1.0
2025-02-06,461460,55202,55271,55109,55109,500,55109,0.0,0.0,1.0
2025-02-07,461460,55054,55099,54857,54951,375,54951,0.0,0.0,1.0
2025-02-10,461460,54896,54955,54896,54946,34,54946,0.0,0.0,1.0
2025-02-11,461460,55039,55049,54916,54916,874,54916,0.0,0.0,1.0
2025-02-12,461460,54872,54872,54758,54763,34,54763,0.0,0.0,1.0
2025-02-13,461460,54615,54743,54600,54743,71,54743,0.0,0.0,1.0
2025-02-14,461460,54965,54990,54896,54985,74,54985,0.0,0.0,1.0
2025-02-17,461460,54951,55000,54857,54857,27,54857,0.0,0.0,1.0
2025-02-18,461460,54891,54941,54788,54817,2063,54817,0.0,0.0,1.0
2025-02-19,461460,54753,54886,54748,54872,373,54872,0.0,0.0,1.0
2025-02-20,461460,55365,55365,54753,54778,293,54778,0.0,0.0,1.0
2025-02-21,461460,54802,54906,54753,54906,34,54906,0.0,0.0,1.0
2025-02-24,461460,55084,55148,55069,55089,62,55089,0.0,0.0,1.0
2025-02-25,461460,55217,55296,55192,55227,647,55227,0.0,0.0,1.0
2025-02-26,461460,55405,55479,55405,55434,794,55434,0.0,0.0,1.0
2025-02-27,461460,55484,55484,55355,55405,20139,55405,0.0,0.0,1.0
2025-02-28,461460,55360,55573,55350,55558,244,55558,0.0,0.0,1.0
