date,symbol,open,high,low,close,volume,adj_close,dividends,stock_splits,split_factor
2024-11-20,KOSDAQ,689.03,691.0,682.03,682.91,934123936,682.91,0.0,0.0,1.0
2024-11-21,KOSDAQ,683.1,685.91,672.83,680.67,1016299158,680.67,0.0,0.0,1.0
2024-11-22,KOSDAQ,682.37,689.99,676.06,677.01,849327115,677.01,0.0,0.0,1.0
2024-11-25,KOSDAQ,683.37,698.51,683.37,696.83,784507220,696.83,0.0,0.0,1.0
2024-11-26,KOSDAQ,697.59,699.7,689.53,693.15,835545191,693.15,0.0,0.0,1.0
2024-11-27,KOSDAQ,693.8,696.15,686.37,692.0,942775549,692.0,0.0,0.0,1.0
2024-11-28,KOSDAQ,694.96,697.91,691.61,694.39,927237663,694.39,0.0,0.0,1.0
2024-11-29,KOSDAQ,694.24,694.24,677.08,678.19,888674468,678.19,0.0,0.0,1.0
2024-12-02,KOSDAQ,684.15,687.7,675.78,675.84,735007138,675.84,0.0,0.0,1.0
2024-12-03,KOSDAQ,678.98,692.81,678.98,690.8,834908008,690.8,0.0,0.0,1.0
2024-12-04,KOSDAQ,677.59,687.94,671.6,677.15,912110518,677.15,0.0,0.0,1.0
2024-12-05,KOSDAQ,679.79,680.02,669.27,670.94,746440194,670.94,0.0,0.0,1.0
2024-12-06,KOSDAQ,670.7,671.34,644.39,661.33,899216483,661.33,0.0,0.0,1.0
2024-12-09,KOSDAQ,649.35,649.35,627.01,627.01,890861301,627.01,0.0,0.0,1.0
2024-12-10,KOSDAQ,635.94,661.6,635.94,661.59,917262005,661.59,0.0,0.0,1.0
2024-12-11,KOSDAQ,661.71,677.55,661.71,675.92,971320515,675.92,0.0,0.0,1.0
2024-12-12,KOSDAQ,680.97,687.0,674.31,683.35,1035142447,683.35,0.0,0.0,1.0
2024-12-13,KOSDAQ,684.25,695.76,683.3,693.73,901945850,693.73,0.0,0.0,1.0
2024-12-16,KOSDAQ,699.81,701.67,695.67,698.53,1001731892,698.53,0.0,0.0,1.0
2024-12-17,KOSDAQ,699.52,699.52,691.58,694.47,981787202,694.47,0.0,0.0,1.0
2024-12-18,KOSDAQ,694.94,699.18,690.4,697.57,858876686,697.57,0.0,0.0,1.0
2024-12-19,KOSDAQ,682.53,688.29,679.85,684.36,761648258,684.36,0.0,0.0,1.0
2024-12-20,KOSDAQ,684.79,685.1,667.0,668.31,870059923,668.31,0.0,0.0,1.0
2024-12-23,KOSDAQ,674.26,683.16,671.09,679.24,657713640,679.24,0.0,0.0,1.0
2024-12-24,KOSDAQ,683.02,685.87,679.23,680.11,645103801,680.11,0.0,0.0,1.0
2024-12-26,KOSDAQ,684.21,684.36,674.81,675.64,829286499,675.64,0.0,0.0,1.0
2024-12-27,KOSDAQ,674.3,677.5,661.24,665.97,814127292,665.97,0.0,0.0,1.0
2024-12-30,KOSDAQ,662.68,679.68,661.92,678.19,644554166,678.19,0.0,0.0,1.0
2025-01-02,KOSDAQ,678.98,687.25,675.96,686.63,741587124,686.63,0.0,0.0,1.0
2025-01-03,KOSDAQ,688.04,706.46,687.73,705.76,871626030,705.76,0.0,0.0,1.0
2025-01-06,KOSDAQ,707.87,718.86,707.87,717.96,1109992880,717.96,0.0,0.0,1.0
2025-01-07,KOSDAQ,719.68,723.09,717.07,718.29,1230039625,718.29,0.0,0.0,1.0
2025-01-08,KOSDAQ,713.78,720.21,712.62,719.63,1124301750,719.63,0.0,0.0,1.0
2025-01-09,KOSDAQ,718.89,723.7,712.35,723.52,992523922,723.52,0.0,0.0,1.0
2025-01-10,KOSDAQ,722.21,723.47,715.68,717.89,914398003,717.89,0.0,0.0,1.0
2025-01-13,KOSDAQ,713.98,718.96,707.6,708.21,770836664,708.21,0.0,0.0,1.0
2025-01-14,KOSDAQ,712.03,718.6,709.11,718.04,911711452,718.04,0.0,0.0,1.0
2025-01-15,KOSDAQ,722.16,722.34,709.82,711.61,982777494,711.61,0.0,0.0,1.0
2025-01-16,KOSDAQ,720.35,725.78,720.35,724.24,822196863,724.24,0.0,0.0,1.0
2025-01-17,KOSDAQ,723.05,725.54,722.28,724.69,844070196,724.69,0.0,0.0,1.0
2025-01-20,KOSDAQ,727.59,728.51,722.77,727.66,756376851,727.66,0.0,0.0,1.0
2025-01-21,KOSDAQ,728.57,733.91,720.73,726.07,860868642,726.07,0.0,0.0,1.0
2025-01-22,KOSDAQ,731.17,733.89,729.46,732.31,917737627,732.31,0.0,0.0,1.0
2025-01-23,KOSDAQ,731.69,731.72,723.49,724.01,921233004,724.01,0.0,0.0,1.0
2025-01-24,KOSDAQ,725.78,731.7,722.82,728.74,763299520,728.74,0.0,0.0,1.0
2025-01-31,KOSDAQ,724.96,728.41,723.3,728.29,687448836,728.29,0.0,0.0,1.0
2025-02-03,KOSDAQ,718.26,718.26,700.57,703.8,843786203,703.8,0.0,0.0,1.0
2025-02-04,KOSDAQ,713.55,726.28,713.55,719.92,996620510,719.92,0.0,0.0,1.0
2025-02-05,KOSDAQ,724.6,731.92,724.6,730.98,815898537,730.98,0.0,0.0,1.0
2025-02-06,KOSDAQ,735.94,740.32,734.91,740.32,858061283,740.32,0.0,0.0,1.0
2025-02-07,KOSDAQ,739.88,744.68,737.61,742.9,973353714,742.9,0.0,0.0,1.0
2025-02-10,KOSDAQ,740.12,750.46,735.71,749.67,1005599352,749.67,0.0,0.0,1.0
2025-02-11,KOSDAQ,751.25,754.62,749.36,749.59,987198406,749.59,0.0,0.0,1.0
2025-02-12,KOSDAQ,748.65,748.65,742.85,745.18,895422568,745.18,0.0,0.0,1.0
2025-02-13,KOSDAQ,748.69,751.83,744.83,749.28,815852418,749.28,0.0,0.0,1.0
2025-02-14,KOSDAQ,752.08,758.72,752.04,756.32,901114792,756.32,0.0,0.0,1.0
2025-02-17,KOSDAQ,759.21,768.48,757.77,768.48,885361507,768.48,0.0,0.0,1.0
2025-02-18,KOSDAQ,769.93,773.77,765.99,773.65,1064611034,773.65,0.0,0.0,1.0
2025-02-19,KOSDAQ,774.12,778.98,772.63,778.27,939913640,778.27,0.0,0.0,1.0
2025-02-20,KOSDAQ,777.78,781.54,766.83,768.27,1045130301,768.27,0.0,0.0,1.0
2025-02-21,KOSDAQ,768.39,774.78,767.18,774.65,881243487,774.65,0.0,0.0,1.0
2025-02-24,KOSDAQ,766.94,773.51,764.48,773.33,904411705,773.33,0.0,0.0,1.0
2025-02-25,KOSDAQ,766.85,773.91,765.26,769.43,962424381,769.43,0.0,0.0,1.0
2025-02-26,KOSDAQ,769.0,774.2,766.69,771.41,909127367,771.41,0.0,0.0,1.0
2025-02-27,KOSDAQ,774.13,776.57,769.6,770.85,806160338,770.85,0.0,0.0,1.0
2025-02-28,KOSDAQ,760.1,760.1,743.95,743.96,860877844,743.96,0.0,0.0,1.0
2025-03-04,KOSDAQ,739.68,739.68,730.96,737.9,622276869,737.9,0.0,0.0,1.0
2025-03-05,KOSDAQ,743.35,748.82,740.69,746.95,684374715,746.95,0.0,0.0,1.0
2025-03-06,KOSDAQ,750.43,750.43,733.49,734.92,766879796,734.92,0.0,0.0,1.0
2025-03-07,KOSDAQ,729.43,738.1,725.97,727.7,731378055,727.7,0.0,0.0,1.0
2025-03-10,KOSDAQ,724.78,732.62,720.13,725.82,622760098,725.82,0.0,0.0,1.0
2025-03-11,KOSDAQ,710.2,721.7,706.96,721.5,757611773,721.5,0.0,0.0,1.0
2025-03-12,KOSDAQ,724.58,734.14,723.52,729.49,687840839,729.49,0.0,0.0,1.0
2025-03-13,KOSDAQ,735.75,737.29,722.28,722.8,774839374,722.8,0.0,0.0,1.0
2025-03-14,KOSDAQ,723.75,736.84,723.71,734.26,668141670,734.26,0.0,0.0,1.0
2025-03-17,KOSDAQ,740.14,743.77,735.32,743.51,693669930,743.51,0.0,0.0,1.0
2025-03-18,KOSDAQ,747.71,748.07,742.29,745.54,677134375,745.54,0.0,0.0,1.0
2025-03-19,KOSDAQ,743.21,747.53,737.52,738.35,721061736,738.35,0.0,0.0,1.0
2025-03-20,KOSDAQ,743.06,743.39,725.1,725.15,749018294,725.15,0.0,0.0,1.0
2025-03-21,KOSDAQ,724.94,727.15,713.82,719.41,735721739,719.41,0.0,0.0,1.0
2025-03-24,KOSDAQ,721.39,725.34,718.67,720.22,678079652,720.22,0.0,0.0,1.0
2025-03-25,KOSDAQ,725.34,725.84,709.67,711.26,729735132,711.26,0.0,0.0,1.0
2025-03-26,KOSDAQ,714.36,717.3,705.38,716.48,706699242,716.48,0.0,0.0,1.0
2025-03-27,KOSDAQ,710.98,718.2,706.86,707.49,766088993,707.49,0.0,0.0,1.0
2025-03-28,KOSDAQ,708.97,709.33,691.76,693.76,964194525,693.76,0.0,0.0,1.0
2025-03-31,KOSDAQ,683.42,686.17,671.91,672.85,895517699,672.85,0.0,0.0,1.0
2025-04-01,KOSDAQ,681.58,695.73,677.86,691.45,769528538,691.45,0.0,0.0,1.0
2025-04-02,KOSDAQ,695.37,696.48,683.3,684.85,799717067,684.85,0.0,0.0,1.0
2025-04-03,KOSDAQ,670.75,685.16,669.85,683.49,716602765,683.49,0.0,0.0,1.0
2025-04-04,KOSDAQ,677.23,697.72,674.66,687.39,976563377,687.39,0.0,0.0,1.0
2025-04-07,KOSDAQ,667.02,667.02,651.29,651.3,914731766,651.3,0.0,0.0,1.0
2025-04-08,KOSDAQ,666.01,668.82,656.07,658.45,872171575,658.45,0.0,0.0,1.0
2025-04-09,KOSDAQ,653.84,657.45,637.55,643.39,826310248,643.39,0.0,0.0,1.0
2025-04-10,KOSDAQ,670.12,681.79,669.99,681.79,925254115,681.79,0.0,0.0,1.0
2025-04-11,KOSDAQ,673.09,695.59,672.74,695.59,1049944175,695.59,0.0,0.0,1.0
2025-04-14,KOSDAQ,699.99,709.05,699.21,708.98,1050254443,708.98,0.0,0.0,1.0
2025-04-15,KOSDAQ,709.51,712.69,704.61,711.92,894426632,711.92,0.0,0.0,1.0
2025-04-16,KOSDAQ,710.38,711.38,698.58,699.11,978750260,699.11,0.0,0.0,1.0
2025-04-17,KOSDAQ,700.11,711.91,700.11,711.75,1082187431,711.75,0.0,0.0,1.0
2025-04-18,KOSDAQ,713.52,717.77,708.2,717.77,1156924183,717.77,0.0,0.0,1.0
2025-04-21,KOSDAQ,717.25,722.18,714.05,715.45,1164432863,715.45,0.0,0.0,1.0
2025-04-22,KOSDAQ,711.42,717.86,711.03,716.12,1277015428,716.12,0.0,0.0,1.0
2025-04-23,KOSDAQ,724.33,726.1,720.42,726.08,1050347212,726.08,0.0,0.0,1.0
2025-04-24,KOSDAQ,726.95,729.49,723.33,726.08,1150836607,726.08,0.0,0.0,1.0
2025-04-25,KOSDAQ,729.56,732.8,728.21,729.69,1010312750,729.69,0.0,0.0,1.0
2025-04-28,KOSDAQ,730.58,732.44,718.14,719.41,990322714,719.41,0.0,0.0,1.0
2025-04-29,KOSDAQ,722.94,727.8,721.42,726.46,943333984,726.46,0.0,0.0,1.0
2025-04-30,KOSDAQ,726.19,727.27,715.33,717.24,850397796,717.24,0.0,0.0,1.0
2025-05-02,KOSDAQ,716.6,723.77,714.07,721.86,735178377,721.86,0.0,0.0,1.0
2025-05-07,KOSDAQ,722.41,722.81,714.8,722.81,744459684,722.81,0.0,0.0,1.0
2025-05-08,KOSDAQ,725.81,730.72,725.81,729.59,730302443,729.59,0.0,0.0,1.0
2025-05-09,KOSDAQ,731.01,731.01,719.83,722.52,852590197,722.52,0.0,0.0,1.0
2025-05-12,KOSDAQ,724.47,727.56,719.23,725.4,1016087913,725.4,0.0,0.0,1.0
2025-05-13,KOSDAQ,731.11,735.85,730.76,731.88,1151961554,731.88,0.0,0.0,1.0
2025-05-14,KOSDAQ,732.2,739.05,726.51,739.05,970914062,739.05,0.0,0.0,1.0
2025-05-15,KOSDAQ,738.15,738.28,732.59,733.23,1108973249,733.23,0.0,0.0,1.0
2025-05-16,KOSDAQ,734.38,734.38,722.99,725.07,1124173729,725.07,0.0,0.0,1.0
2025-05-19,KOSDAQ,721.27,721.31,710.47,713.75,1319286832,713.75,0.0,0.0,1.0
2025-05-20,KOSDAQ,719.36,722.17,715.12,715.55,1018198005,715.55,0.0,0.0,1.0
2025-05-21,KOSDAQ,720.64,726.68,719.96,723.62,846438915,723.62,0.0,0.0,1.0
2025-05-22,KOSDAQ,720.96,720.96,714.71,717.67,1068236847,717.67,0.0,0.0,1.0
2025-05-23,KOSDAQ,720.5,720.5,713.22,715.98,985285124,715.98,0.0,0.0,1.0
2025-05-26,KOSDAQ,718.48,726.93,716.86,725.27,825198990,725.27,0.0,0.0,1.0
2025-05-27,KOSDAQ,727.0,727.16,723.66,727.11,848891345,727.11,0.0,0.0,1.0
2025-05-28,KOSDAQ,731.06,733.48,727.6,728.79,974171867,728.79,0.0,0.0,1.0
2025-05-29,KOSDAQ,733.22,736.29,731.64,736.29,886682511,736.29,0.0,0.0,1.0
2025-05-30,KOSDAQ,735.26,737.43,732.55,734.35,907815111,734.35,0.0,0.0,1.0
2025-06-02,KOSDAQ,735.14,741.41,733.97,740.29,846169410,740.29,0.0,0.0,1.0
2025-06-04,KOSDAQ,749.13,752.75,747.35,750.21,853355064,750.21,0.0,0.0,1.0
2025-06-05,KOSDAQ,751.59,761.17,750.17,756.23,861273588,756.23,0.0,0.0,1.0
2025-06-09,KOSDAQ,759.27,764.92,757.29,764.21,1055301118,764.21,0.0,0.0,1.0
2025-06-10,KOSDAQ,767.91,771.2,761.36,771.2,1351927648,771.2,0.0,0.0,1.0
2025-06-11,KOSDAQ,775.43,787.06,774.84,786.29,1566716471,786.29,0.0,0.0,1.0
2025-06-12,KOSDAQ,786.27,793.2,784.96,789.45,1288365758,789.45,0.0,0.0,1.0
2025-06-13,KOSDAQ,792.68,792.68,761.42,768.86,1096004622,768.86,0.0,0.0,1.0
2025-06-16,KOSDAQ,767.64,777.68,763.81,777.26,1111396074,777.26,0.0,0.0,1.0
2025-06-17,KOSDAQ,780.08,785.76,766.56,775.65,1136678019,775.65,0.0,0.0,1.0
2025-06-18,KOSDAQ,772.6,781.35,772.6,779.73,1006940370,779.73,0.0,0.0,1.0
2025-06-19,KOSDAQ,783.29,783.3,776.21,782.51,1103659388,782.51,0.0,0.0,1.0
2025-06-20,KOSDAQ,783.63,791.53,780.65,791.53,1110932295,791.53,0.0,0.0,1.0
2025-06-23,KOSDAQ,779.67,784.79,772.91,784.79,991615723,784.79,0.0,0.0,1.0
2025-06-24,KOSDAQ,796.06,801.34,794.87,800.93,1076177220,800.93,0.0,0.0,1.0
2025-06-25,KOSDAQ,802.92,803.93,793.03,798.21,1165502459,798.21,0.0,0.0,1.0
2025-06-26,KOSDAQ,799.21,799.21,779.72,787.95,938619650,787.95,0.0,0.0,1.0
2025-06-27,KOSDAQ,789.93,790.67,778.6,781.56,888662093,781.56,0.0,0.0,1.0
2025-06-30,KOSDAQ,783.53,784.65,778.58,781.5,801110446,781.5,0.0,0.0,1.0
2025-07-01,KOSDAQ,783.65,788.38,783.29,783.67,971142670,783.67,0.0,0.0,1.0
2025-07-02,KOSDAQ,784.73,787.11,769.91,782.17,945635774,782.17,0.0,0.0,1.0
2025-07-03,KOSDAQ,785.77,793.61,783.53,793.33,1087732758,793.33,0.0,0.0,1.0
2025-07-04,KOSDAQ,792.65,793.77,775.58,775.8,1131389159,775.8,0.0,0.0,1.0
2025-07-07,KOSDAQ,774.19,779.98,771.46,778.46,1416111646,778.46,0.0,0.0,1.0
2025-07-08,KOSDAQ,779.28,784.37,775.57,784.24,1205277647,784.24,0.0,0.0,1.0
2025-07-09,KOSDAQ,786.33,790.36,783.48,790.36,860876616,790.36,0.0,0.0,1.0
2025-07-10,KOSDAQ,794.64,798.73,792.05,797.7,905082870,797.7,0.0,0.0,1.0
2025-07-11,KOSDAQ,799.96,805.9,798.83,800.47,976326744,800.47,0.0,0.0,1.0
