date,symbol,open,high,low,close,volume,adj_close,dividends,stock_splits,split_factor
2024-12-13,460940,4110,4285,4110,4275,95616,4275,0.0,0.0,1.0
2024-12-16,460940,4300,4325,4225,4225,63740,4225,0.0,0.0,1.0
2024-12-17,460940,4240,4730,4205,4545,575170,4545,0.0,0.0,1.0
2024-12-18,460940,4535,4625,4415,4535,195906,4535,0.0,0.0,1.0
2024-12-19,460940,4415,4445,4270,4310,137350,4310,0.0,0.0,1.0
2024-12-20,460940,4315,4350,4125,4150,105712,4150,0.0,0.0,1.0
2024-12-23,460940,4140,4240,4140,4215,74800,4215,0.0,0.0,1.0
2024-12-24,460940,4235,4490,4180,4410,168900,4410,0.0,0.0,1.0
2024-12-26,460940,4650,5690,4625,5050,3339438,5050,0.0,0.0,1.0
2024-12-27,460940,4995,5085,4730,4830,595384,4830,0.0,0.0,1.0
2024-12-30,460940,4745,5450,4745,5350,1531442,5350,0.0,0.0,1.0
2025-01-02,460940,5750,6235,5700,5935,2628248,5935,0.0,0.0,1.0
2025-01-03,460940,6050,6370,5865,6095,1476752,6095,0.0,0.0,1.0
2025-01-06,460940,6540,6950,6260,6385,1527702,6385,0.0,0.0,1.0
2025-01-07,460940,6380,6500,6235,6305,453974,6305,0.0,0.0,1.0
2025-01-08,460940,6135,6305,5990,6075,438674,6075,0.0,0.0,1.0
2025-01-09,460940,5925,6415,5505,6390,1096990,6390,0.0,0.0,1.0
2025-01-10,460940,6305,6365,5935,5950,493658,5950,0.0,0.0,1.0
2025-01-13,460940,5800,6335,5800,6020,477120,6020,0.0,0.0,1.0
2025-01-14,460940,6020,6275,5850,6220,418772,6220,0.0,0.0,1.0
2025-01-15,460940,6250,6280,5875,5890,273666,5890,0.0,0.0,1.0
2025-01-16,460940,6040,7235,6040,6625,4550178,6625,0.0,0.0,1.0
2025-01-17,460940,6780,7090,6625,6930,1367576,6930,0.0,0.0,1.0
2025-01-20,460940,6950,7495,6750,7100,2763956,7100,0.0,0.0,1.0
2025-01-21,460940,7060,7275,6895,6920,904040,6920,0.0,0.0,1.0
2025-01-22,460940,7050,7050,6610,6650,554506,6650,0.0,0.0,1.0
2025-01-23,460940,6680,6685,6405,6405,270722,6405,0.0,0.0,1.0
2025-01-24,460940,6400,6685,6360,6460,262126,6460,0.0,0.0,1.0
2025-01-31,460940,6350,6715,6335,6640,358296,6640,0.0,0.0,1.0
2025-02-03,460940,6675,7250,6600,7090,1207072,7090,0.0,0.0,1.0
2025-02-04,460940,7175,7450,6865,6950,866330,6950,0.0,0.0,1.0
2025-02-05,460940,7095,8545,7035,7875,4624266,7875,0.0,0.0,1.0
2025-02-06,460940,7935,8040,7525,7665,928556,7665,0.0,0.0,1.0
2025-02-07,460940,7665,7900,7565,7775,621734,7775,0.0,0.0,1.0
2025-02-10,460940,7950,8725,7775,7825,2054578,7825,0.0,0.0,1.0
2025-02-11,460940,7855,7870,7550,7625,609392,7625,0.0,0.0,1.0
2025-02-12,460940,7640,7640,6800,6875,825536,6875,0.0,0.0,1.0
2025-02-13,460940,6750,7235,6735,7035,354218,7035,0.0,0.0,1.0
2025-02-14,460940,7215,7525,7085,7260,555974,7260,0.0,0.0,1.0
2025-02-17,460940,7480,7950,7450,7785,1018572,7785,0.0,0.0,1.0
2025-02-18,460940,7785,10100,7670,9825,9386128,9825,0.0,0.0,1.0
2025-02-19,460940,9735,9975,9025,9025,1706828,9025,0.0,0.0,1.0
2025-02-20,460940,9205,9415,8350,8455,1575602,8455,0.0,0.0,1.0
2025-02-21,460940,8380,9395,8185,8265,3439318,8265,0.0,0.0,1.0
2025-02-24,460940,8150,8230,7770,8220,529520,8220,0.0,0.0,1.0
2025-02-25,460940,8075,8400,7940,8045,525798,8045,0.0,0.0,1.0
2025-02-26,460940,7970,8215,7855,8160,351714,8160,0.0,0.0,1.0
2025-02-27,460940,8300,8430,8005,8010,362126,8010,0.0,0.0,1.0
2025-02-28,460940,7770,7770,7315,7325,483630,7325,0.0,0.0,1.0
2025-03-04,460940,7055,7525,7000,7480,237484,7480,0.0,0.0,1.0
2025-03-05,460940,7480,7830,7275,7450,336238,7450,0.0,0.0,1.0
2025-03-06,460940,7410,7445,7080,7100,247716,7100,0.0,0.0,1.0
2025-03-07,460940,6950,7195,6795,6810,212826,6810,0.0,0.0,1.0
2025-03-10,460940,6745,7080,6675,6775,188878,6775,0.0,0.0,1.0
2025-03-11,460940,6405,7050,6350,6965,297534,6965,0.0,0.0,1.0
2025-03-12,460940,7000,7250,6860,7215,213728,7215,0.0,0.0,1.0
2025-03-13,460940,7320,7345,6845,6845,244290,6845,0.0,0.0,1.0
2025-03-14,460940,6845,7225,6845,7135,292886,7135,0.0,0.0,1.0
2025-03-17,460940,7165,7190,6895,7150,266260,7150,0.0,0.0,1.0
2025-03-18,460940,7300,7300,6910,6975,144302,6975,0.0,0.0,1.0
2025-03-19,460940,7025,7025,6715,6725,155404,6725,0.0,0.0,1.0
2025-03-20,460940,6870,6870,6410,6440,167738,6440,0.0,0.0,1.0
2025-03-21,460940,6395,6505,6235,6250,141778,6250,0.0,0.0,1.0
2025-03-24,460940,6205,6370,6170,6230,136000,6230,0.0,0.0,1.0
2025-03-25,460940,6230,6350,5995,6020,170244,6020,0.0,0.0,1.0
2025-03-26,460940,6020,6325,5975,6280,127936,6280,0.0,0.0,1.0
2025-03-27,460940,6255,6275,6095,6180,92692,6180,0.0,0.0,1.0
2025-03-28,460940,6180,6185,5650,5785,130604,5785,0.0,0.0,1.0
2025-03-31,460940,5555,5870,5500,5665,152734,5665,0.0,0.0,1.0
2025-04-01,460940,5745,6095,5745,5885,143746,5885,0.0,0.0,1.0
2025-04-02,460940,6015,6200,5745,5755,126978,5755,0.0,0.0,1.0
2025-04-03,460940,5645,5960,5610,5815,104220,5815,0.0,0.0,1.0
