group_name,sector,industry,group_member_count,group_return_20d,group_return_60d,group_mansfield_rs,group_rs_slope_20d,group_pct_above_50dma,group_new_high_share,group_return_20d_score,group_return_60d_score,group_mansfield_score,group_rs_slope_score,industry_rs_pct,sector_rs_pct,group_strength_score,group_rank
Capital Markets,Financial Services,Capital Markets,85,0.03294828338588419,-0.05826271846745096,-0.42019590260254347,0.027932624575083952,0.49411764705882355,0.17647058823529413,47.874182177741694,39.89226241178638,51.581312781607394,48.172501825722655,23.270440251572328,56.25,41.56525559881916,104
Oil & Gas Refining & Marketing,Energy,Oil & Gas Refining & Marketing,18,0.019268997693370465,-0.029052507050770875,-6.009615515225888,0.01682250484673463,0.4444444444444444,0.3333333333333333,45.55353398552764,42.642750983097784,46.79537358573396,46.28942539054415,31.446540880503143,47.5,41.554126244522614,105
Airports & Air Services,Industrials,Airports & Air Services,10,0.02550495001092787,-0.06478607119523196,-9.189627153915698,0.02041336902893091,0.7,0.4,46.611443864578746,39.27801122173341,44.072489386707765,46.898048149682054,20.754716981132077,50.625,41.51644482448472,106
REIT - Residential,Real Estate,REIT - Residential,21,0.013450533761337615,-0.009606699705885452,-14.17534437620662,0.008903743831911694,0.5714285714285714,0.14285714285714285,44.56644971016053,44.473804860081664,39.80347021702259,44.947258732810155,37.10691823899371,41.875,41.07959297425662,107
Computer Hardware,Technology,Computer Hardware,34,0.06888090917054467,-0.09254470334573435,-4.956314510220774,0.0612787784610678,0.4411764705882353,0.08823529411764706,53.9700401737708,36.66420609050469,47.697262317351466,53.824408206740706,13.836477987421384,76.25,41.05093977191232,108
CLUSTER_1_2,FALLBACK_CLUSTER,CLUSTER_1_2,67,0.023299549235675503,-0.020240933664490063,-0.5061006839360328,-0.046637795841038984,0.16417910447761194,0.31343283582089554,46.23730449522572,43.4724653438914,51.50775683329955,35.53341197967491,33.9622641509434,49.375,40.69016483694936,109
Medical Care Facilities,Healthcare,Medical Care Facilities,54,0.045466040703343466,-0.05091796908472802,-14.615171729321151,0.038904047028503135,0.42592592592592593,0.2222222222222222,49.99778070052376,40.58385785928766,39.426868151946984,50.03207018210178,25.157232704402517,63.74999999999999,40.66560506786772,110
Lumber & Wood Production,Basic Materials,Lumber & Wood Production,6,0.0190899020102042,-0.04565191727532562,-18.186041322381737,0.012098710928370652,0.6666666666666666,0.16666666666666666,45.52315096095199,41.079719224721806,36.369311923714505,45.48878010230186,26.41509433962264,46.875,39.34533053626354,111
REIT - Diversified,Real Estate,REIT - Diversified,21,0.0013703572582759625,-0.023218357461077237,-8.818886174230315,-0.0023970330763594234,0.5238095238095238,0.2857142857142857,42.517085409011486,43.192105506448144,44.38993626118925,43.0318674305117,33.33333333333333,31.25,39.262260614234386,112
Insurance - Diversified,Financial Services,Insurance - Diversified,16,-0.04290807463912722,0.015623117151169846,-8.44805472781905,-0.05434537974702005,0.4375,0.4375,35.0053874120162,46.849491976196944,44.70746059778296,34.22703815289434,49.056603773584904,9.375,39.110150372374946,113
Telecom Services,Communication Services,Telecom Services,60,0.0034177636631751384,-0.023761223778305852,-7.570069847023819,-0.0037186096817429124,0.4666666666666667,0.2833333333333333,42.86442152575455,43.140988190657865,45.45923494030902,42.80787076587355,32.075471698113205,33.75,39.00031029385241,114
Oil & Gas Integrated,Energy,Oil & Gas Integrated,22,-0.016042016449415858,-0.003416352502913706,-14.279601036176777,-0.026128972081461595,0.5,0.4090909090909091,39.563130467561244,45.0566996221682,39.7142004770562,39.009493577278626,41.509433962264154,21.25,38.99329266378283,115
Luxury Goods,Consumer Cyclical,Luxury Goods,11,0.0073239117393472915,-0.06216452765769524,1.7636359785473368,0.002605044096380576,0.5454545454545454,0.2727272727272727,43.52708737507226,39.52486070311281,53.45121830338799,43.87967950466029,21.38364779874214,36.875,38.86713660511707,116
Pharmaceutical Retailers,Healthcare,Pharmaceutical Retailers,8,-0.05694978383285816,0.048337948747826015,-19.20046745054124,-0.06677236432738509,0.375,0.125,32.62325520215524,49.92998219023207,35.50070979602455,32.12076365758891,64.15094339622641,7.5,38.524364307608,117
Agricultural Inputs,Basic Materials,Agricultural Inputs,16,0.09171800141362145,-0.16012525953146714,-28.66608450758389,0.0880991003121257,0.6875,0.125,57.844281710982436,30.300693523608906,27.395777472797793,58.3702382514664,5.660377358490567,82.5,38.47596144319046,118
Gambling,Consumer Cyclical,Gambling,19,-0.02069863360916659,-0.005242714700355638,-14.386546312502313,-0.030744550192869043,0.47368421052631576,0.2631578947368421,38.77314987672363,44.88472591477248,39.62262860998364,38.22719000280505,40.25157232704403,18.75,37.1569954556909,119
Restaurants,Consumer Cyclical,Restaurants,57,0.025946226948198505,-0.07417377707057995,-18.983944746178285,0.01842403477439235,0.5789473684210527,0.17543859649122806,46.68630512193982,38.39404713969897,35.68610730943843,46.56087190424014,18.867924528301888,51.87500000000001,37.1444697428907,120
Pollution & Treatment Controls,Industrials,Pollution & Treatment Controls,21,0.01841447683128713,-0.09512944204871335,3.2526711339271315,0.01440568993729483,0.42857142857142855,0.19047619047619047,45.408567184016356,36.42082222172823,54.726204296221844,45.87979459308826,12.578616352201259,46.25,36.7188574851652,121
Railroads,Industrials,Railroads,13,-0.0008636386179368405,-0.03136849154582655,-7.573107344383523,-0.01102778963589667,0.3076923076923077,0.3076923076923077,42.13809496988467,42.424673517169296,45.456634083927014,41.569023222491495,30.81761006289308,30.625000000000004,36.56804554509292,122
Recreational Vehicles,Consumer Cyclical,Recreational Vehicles,15,-0.013644300878607922,-0.059974334323269186,-4.599333613490338,-0.016405867274053413,0.6,0.4,39.96989544271518,39.73109343622686,48.00292712411991,40.65748207670782,22.0125786163522,22.5,36.447323738941996,123
Internet Retail,Consumer Cyclical,Internet Retail,44,-0.030002447238487513,-0.005313247312106945,-3.9741593537984503,-0.036379010392130214,0.4090909090909091,0.09090909090909091,37.19478688578208,44.8780844310886,48.538232433271,37.2721940634628,39.62264150943396,13.125,36.19453788544341,124
Insurance - Reinsurance,Financial Services,Insurance - Reinsurance,8,-0.04941141861643988,0.019452490128868943,-9.635088024059595,-0.0548120410158966,0.125,0.375,33.90211537109698,47.2100729545474,43.69106362403382,34.147942800178235,50.943396226415096,8.75,35.71788638252983,125
Waste Management,Industrials,Waste Management,21,-0.011512995244990692,-0.052890926989843476,2.431677962141552,-0.018964132273834873,0.38095238095238093,0.14285714285714285,40.331464802174956,40.3980804237091,54.023229090796384,40.22387662025734,23.89937106918239,23.75,34.955325871961556,126
Insurance - Property & Casualty,Financial Services,Insurance - Property & Casualty,48,-0.05885603511070318,0.008136940916516686,-7.9061841210901305,-0.06652787308917982,0.25,0.2708333333333333,32.299865612868594,46.14457950971344,45.171437174166435,32.162202967022914,45.28301886792453,6.875000000000001,34.69989661138272,127
Financial Data & Stock Exchanges,Financial Services,Financial Data & Stock Exchanges,15,-0.03194466742089317,-0.03751208283314199,-11.110780278002931,-0.037574910137075486,0.4666666666666667,0.4,36.8652952839181,41.846181380240765,42.42750248733837,37.06949862150495,29.559748427672954,12.5,34.131516701664374,128
REIT - Office,Real Estate,REIT - Office,26,-0.004014142766144087,-0.04002031066826996,-17.671932279788216,-0.013739251381133709,0.38461538461538464,0.15384615384615385,41.603621758311846,41.61000191901218,36.809517667499506,41.1094521429544,28.930817610062892,28.749999999999996,33.92403600704824,129
Paper & Paper Products,Basic Materials,Paper & Paper Products,6,-0.035222901352915316,-0.0013663380464983648,-25.121518146964515,-0.046051207364899906,0.5,0.0,36.30915311253518,45.24973284787686,30.430811564593373,35.63283403484378,43.39622641509434,11.875,33.687815168360224,130
Medical Distribution,Healthcare,Medical Distribution,13,0.0019396455281842468,-0.07533524434060018,-13.908414083842722,-0.00447971694497135,0.38461538461538464,0.38461538461538464,42.6136633900631,38.28468119206605,40.03202921551059,42.6788691720949,18.238993710691823,32.5,33.43090266772192,131
Business Equipment & Supplies,Industrials,Business Equipment & Supplies,4,0.004837546614949506,-0.08354739882084838,-23.146987141717556,-0.004152668492815342,0.75,0.0,43.10528327938943,37.51140924543208,32.121503261838036,42.73430126900067,15.723270440251572,35.0,33.322051678882126,132
Household & Personal Products,Consumer Defensive,Household & Personal Products,34,0.05157619947296081,-0.14089660266099224,-28.70082424737731,0.045960133020842245,0.47058823529411764,0.08823529411764706,51.0343500961475,32.11130010257083,27.366031578974354,51.22802032320265,6.918238993710692,66.25,33.153607412431164,133
Apparel Manufacturing,Consumer Cyclical,Apparel Manufacturing,26,-0.019688909596316938,-0.051657943541252374,-10.60097889991091,-0.025644639680368325,0.46153846153846156,0.15384615384615385,38.94444640913958,40.51418046953175,42.864019794432394,39.091584045571686,24.528301886792452,20.0,32.98257982352409,134
Information Technology Services,Technology,Information Technology Services,78,-0.006518722976713621,-0.05907276432811475,-13.45348373836983,-0.012773313733995477,0.4358974358974359,0.11538461538461539,41.178727530019344,39.81598696652475,40.421563214152194,41.27317084857163,22.641509433962266,27.500000000000004,32.96399526337382,135
Electronics & Computer Distribution,Technology,Electronics & Computer Distribution,10,0.04990544860656162,-0.17112307952214947,-24.70909060338638,0.04216760034500584,0.5,0.0,50.75091241782843,29.265118061240354,30.78395254935869,50.58521636733807,5.031446540880504,65.625,32.79755081389016,136
Insurance - Specialty,Financial Services,Insurance - Specialty,17,-0.05343990266862991,-0.00600164541797201,-9.810290334757752,-0.05873580285803543,0.23529411764705882,0.11764705882352941,33.218695604654485,44.81326356773761,43.54104668773435,33.48289655019674,38.9937106918239,8.125,32.080694178563014,137
Lodging,Consumer Cyclical,Lodging,15,-0.08500562252833395,-0.0414866757717084,-13.42737081615808,-0.0943417431658443,0.5333333333333333,0.3333333333333333,27.863669591238704,41.47192621662016,40.44392239750099,27.447974444459106,28.30188679245283,3.75,31.05349923796123,138
Health Information Services,Healthcare,Health Information Services,66,-0.012961891443211492,-0.08317664718262281,-13.552844607211872,-0.020312662563014977,0.3333333333333333,0.21212121212121213,40.085664076999144,37.54631991859317,40.33648549415901,39.995311521791315,16.352201257861633,23.125,29.785518410645793,139
Resorts & Casinos,Consumer Cyclical,Resorts & Casinos,18,-0.0407406577173672,-0.043311699821915545,-14.297375599028562,-0.04545988943895954,0.2777777777777778,0.1111111111111111,35.37308293898434,41.30007851169062,39.69898101189924,35.733057693927826,27.67295597484277,10.0,29.12733882144059,140
Packaged Foods,Consumer Defensive,Packaged Foods,71,-0.008713678748977882,-0.10510455406041676,-20.170082988652794,-0.013249468667617876,0.4507042253521127,0.15492957746478872,40.806360122875965,35.48154687057228,34.67047672526069,41.19246639561147,10.69182389937107,25.624999999999996,28.401600166228597,141
Internet Content & Information,Communication Services,Internet Content & Information,85,-0.01554768745131373,-0.09308085004053804,-15.07425286202451,-0.021372078426355703,0.32941176470588235,0.12941176470588237,39.64699184172879,36.61372150702913,39.03378004273993,39.81574900616687,13.20754716981132,21.875,27.939490198551283,142
CLUSTER_0_0,FALLBACK_CLUSTER,CLUSTER_0_0,103,-0.024354861510273964,-0.06659561798014221,-10.072996681998811,-0.028735474270268624,0.02912621359223301,0.3300970873786408,38.15288220633856,39.1076208852805,43.31610444123954,38.56771230308952,20.125786163522015,16.875,27.80135942142278,143
Software - Infrastructure,Technology,Software - Infrastructure,184,-0.007271574341367831,-0.1149205355891088,-16.3739028113392,-0.01340756168805767,0.28804347826086957,0.08695652173913043,41.05100864193831,34.55725554567437,37.92095508694442,41.165670893075465,10.062893081761008,26.875,27.05975852999167,144
Beverages - Wineries & Distilleries,Consumer Defensive,Beverages - Wineries & Distilleries,13,0.04035836547345411,-0.24001015700406012,-42.88513603736157,0.03632485934380648,0.38461538461538464,0.0,49.13127951361266,22.77858098616658,15.22071802819697,49.594918497897886,2.515723270440252,60.0,26.16677829506186,145
Communication Services,Communication Services,Communication Services,1,0.060695603036701185,-0.2255238254904659,-42.886488305724946,0.05895791701901687,0.0,0.0,52.58142849409676,24.14264126974319,15.219560148736813,53.43104075457106,3.1446540880503147,73.75,25.194053952848776,146
Education & Training Services,Consumer Defensive,Education & Training Services,45,-0.028938534625288927,-0.13779991013797382,-18.808941065816075,-0.034814633921719976,0.37777777777777777,0.13333333333333333,37.37527634539211,32.40289050812894,35.835954168560626,37.537343363308814,8.176100628930817,15.0,24.752240938010985,147
Software - Application,Technology,Software - Application,254,-0.023389819017866985,-0.10338400186325479,-18.579720020128836,-0.029707142674662165,0.22440944881889763,0.07874015748031496,38.31659865804185,35.64355730887868,36.03222463367226,38.40302227995213,11.320754716981133,17.5,24.61127441116443,148
Consulting Services,Industrials,Consulting Services,21,-0.07129663777766392,-0.10258555036643631,-21.532371905017783,-0.07513084510887176,0.38095238095238093,0.14285714285714285,30.18935613612482,35.718741006984054,33.504017169028685,30.70406801628564,11.949685534591195,6.25,23.249811862380188,149
Tobacco,Consumer Defensive,Tobacco,10,-0.10308266098897205,-0.11875403932424429,-17.70177909323034,-0.10658296791327371,0.5,0.2,24.796956345588615,34.196285607416804,36.783961340684826,25.37318475512846,9.433962264150944,1.25,23.041954846754674,150
Broadcasting,Communication Services,Broadcasting,17,-0.0969298988602671,-0.08044051673411669,-14.843645126215138,-0.10447030917578701,0.11764705882352941,0.11764705882352941,25.840753268326793,37.80395911951781,39.23123786093434,25.73126351408043,17.61006289308176,1.875,21.95122808001105,151
Electronic Gaming & Multimedia,Communication Services,Electronic Gaming & Multimedia,28,-0.029126346497949925,-0.14314941656823432,-24.39443003642954,-0.03567591364137558,0.25,0.03571428571428571,37.343414646428855,31.899170898274072,31.053380583960603,37.391363339345425,6.289308176100629,14.374999999999998,21.409253876180443,152
CLUSTER_0_1,FALLBACK_CLUSTER,CLUSTER_0_1,280,-0.039057352680198755,-0.13687508540236312,-15.139957281486337,-0.04413060205663318,0.05357142857142857,0.03214285714285714,35.65865039325482,32.489973748625815,38.97752064941503,35.95836127358697,8.80503144654088,10.625,20.8847354967976,153
Personal Services,Consumer Cyclical,Personal Services,16,-0.07348765241415967,-0.19910578729284142,-21.63755745096103,-0.07884264529062061,0.375,0.125,29.817657330383746,26.6302135472085,33.41395207067174,30.07494757247013,4.40251572327044,5.625,20.13783929923037,154
Insurance Brokers,Financial Services,Insurance Brokers,23,-0.07958967887339546,-0.09000596075655777,-31.846517753682164,-0.08225842204018723,0.21739130434782608,0.0,28.782467555875453,36.90325887849801,24.672532272529736,29.49600073281306,14.465408805031446,4.375,19.38871772047319,155
Grocery Stores,Consumer Defensive,Grocery Stores,11,-0.07411721383549162,-0.13931333620251787,-24.867371140202724,-0.08574189686774794,0.2727272727272727,0.0,29.710854197008057,32.260383456924366,30.648424877866216,28.905579610385463,7.547169811320755,5.0,19.176416630919803,156
Textile Manufacturing,Consumer Cyclical,Textile Manufacturing,4,-0.0928396196642105,-0.25184881539476855,-36.64505266282826,-0.09432577639399597,0.5,0.0,26.534656388368667,21.663830594982862,20.563787913350986,27.450680684585098,1.8867924528301887,2.5,16.106037213631332,157
Consumer Electronics,Technology,Consumer Electronics,20,-0.12251705309779025,-0.21676286173186837,-22.67695691516828,-0.12703691479725523,0.2,0.0,21.499972283124734,24.967590132589677,32.52396653001118,21.9064043490328,3.7735849056603774,0.625,15.263694388145009,158
Infrastructure Operations,Industrials,Infrastructure Operations,1,-0.02545452117919922,-0.25555551729084436,-33.02738265584725,-0.02705107163844156,0.0,0.0,37.966328370114596,21.31480055692593,23.661416984720702,38.85320507732602,1.257861635220126,15.625,15.216928116958954,159
CLUSTER_0_2,FALLBACK_CLUSTER,CLUSTER_0_2,204,-0.09021712383704775,-0.33603553244784107,-31.3685203791603,-0.09599575416136641,0.08333333333333333,0.0,26.979554633583682,13.736650616460796,25.081817409233775,27.16763280950388,0.628930817610063,3.125,11.896277776266237,160
