date,score,regime,regime_name,description,strategy,details
2025-07-27,90.16408326995602,aggressive_bull,공격적 상승장 (Aggressive Bull Market),모든 주요 지수가 강세를 보이며 시장 심리가 매우 낙관적인 상태입니다.,"소형주, 성장주 비중 확대","{'scores': {'base_score': np.int64(60), 'tech_score': np.float64(30.164083269956016), 'raw_total_score': np.float64(90.16408326995602), 'total_score': np.float64(90.16408326995602)}, 'details': {'index_scores': {'SPY': {'above_ma50': np.True_, 'above_ma200': np.True_, 'score': np.int64(12)}, 'QQQ': {'above_ma50': np.True_, 'above_ma200': np.True_, 'score': np.int64(12)}, 'IWM': {'above_ma50': np.True_, 'above_ma200': np.True_, 'score': np.int64(12)}, 'MDY': {'above_ma50': np.True_, 'above_ma200': np.True_, 'score': np.int64(12)}, 'IBB': {'above_ma50': np.True_, 'above_ma200': np.True_, 'score': np.int64(12)}}, 'tech_scores': {'vix': {'value': 0, 'score': 8}, 'put_call_ratio': {'value': 1.0300000190734864, 'score': 4}, 'high_low_index': {'value': 71.12227805695143, 'score': 5.482970407593524}, 'advance_decline_trend': {'value': np.float64(33.513910779531194), 'score': np.float64(6.681112862362495)}, 'biotech_index': {'value': np.float64(5.03875968992249), 'score': 6}}, 'determined_regime': 'aggressive_bull', 'regime_name': '공격적 상승장 (Aggressive Bull Market)', 'description': '모든 지수가 강세를 보이며 소형주까지 상승하는 전면적 상승장입니다.', 'strategy': '소형주, 성장주 비중 확대'}, 'condition_analysis': {'aggressive_bull': {'all_above_ma50': True, 'ma200_distance_count': 2, 'ma200_distance_requirement_met': False, 'biotech_positive': True, 'vix_below_20': False, 'put_call_low': False, 'put_call_ratio': 1.0300000190734864, 'high_low_strong': True, 'high_low_index': 71.12227805695143, 'ad_line_rising': np.True_, 'ad_trend': np.float64(33.513910779531194), 'iwm_outperform': np.True_, 'essential_conditions_met': False, 'additional_conditions_ratio': np.float64(0.6), 'additional_conditions_met': np.False_, 'regime_qualified': False}, 'bull': {'large_cap_above_ma50': True, 'mid_small_below_ma50_count': 0, 'biotech_momentum_slow': False, 'vix_moderate': 0.0, 'put_call_moderate': False, 'put_call_ratio': 1.0300000190734864, 'high_low_moderate': False, 'high_low_index': 71.12227805695143, 'large_cap_leadership': np.False_, 'ad_line_flat_up': np.True_, 'ad_trend': np.float64(33.513910779531194), 'essential_conditions_met': False, 'additional_conditions_ratio': np.float64(0.2), 'additional_conditions_met': np.False_, 'regime_qualified': False}, 'correction': {'indices_below_ma50': 0, 'correction_range_count': 0, 'correction_duration_met': False, 'correction_duration_count': 0, 'vix_elevated': False, 'put_call_elevated': True, 'put_call_ratio': 1.0300000190734864, 'high_low_weak': False, 'high_low_index': 71.12227805695143, 'ad_line_declining': np.False_, 'ad_trend': np.float64(33.513910779531194), 'retest_after_bounce': np.False_, 'essential_conditions_met': False, 'additional_conditions_ratio': np.float64(0.2), 'additional_conditions_met': np.False_, 'regime_qualified': False}, 'risk_management': {'indices_below_ma200': 0, 'deep_correction_count': 0, 'individual_stock_correction': True, 'vix_high': False, 'put_call_very_high': False, 'put_call_ratio': 1.0300000190734864, 'high_low_very_weak': False, 'high_low_index': 71.12227805695143, 'ad_line_plunge': np.False_, 'ad_trend': np.float64(33.513910779531194), 'ma_inversion': np.False_, 'essential_conditions_met': False, 'additional_conditions_ratio': np.float64(0.0), 'additional_conditions_met': np.False_, 'regime_qualified': False}, 'bear': {'all_below_ma200': False, 'severe_decline_count': 0, 'prolonged_decline': False, 'downtrend_count': 0, 'vix_extreme': False, 'put_call_extreme': False, 'put_call_ratio': 1.0300000190734864, 'high_low_collapse': False, 'high_low_index': 71.12227805695143, 'ad_line_decline': np.False_, 'ad_trend': np.float64(33.513910779531194), 'biotech_crash': 0.0, 'essential_conditions_met': False, 'additional_conditions_ratio': np.float64(0.0), 'regime_qualified': False}}, 'determination_method': 'score_based', 'raw_score': np.float64(90.16408326995602), 'final_score': np.float64(90.16408326995602)}"
