symbol,added_date,added_timestamp,price,market_cap,adr_percent,perf_1w_pct,perf_1m_pct,volume,avg_volume60
MCVT,2025-08-18 00:00:00+00:00,1755451486.050089,4.909999847412109,599407424,31.568223260020183,-17.34007070515625,169.78020362125054,2533700,2534856.6666666665
KOD,2025-08-18 00:00:00+00:00,1755451486.050104,6.650000095367432,557710208,8.120300061788056,-19.296113105777067,68.35443076176666,521300,440249.15
ATNF,2025-08-18 00:00:00+00:00,1755451486.050113,3.539999961853028,1077345280,24.01129699977829,21.64947963712858,301.81612176451137,3316200,2327119.966666667
NCNA,,1755617778.847911,3.869999885559082,1445752192,7.235147754220132,-17.8343979996732,7488.23521161988,341400,215736602.25
PTON,,1755617778.847932,8.449999809265137,3238787840,4.970415216263432,3.808347086823849,36.51049646451057,9862200,14355650.0
NVAX,,1755617778.847945,9.710000038146973,1547069440,10.092693018131696,14.50472361212265,35.425382633550974,9477000,6299956.666666667
HOUS,,1755617778.847956,5.550000190734863,641337408,5.945944366938123,4.127584806339701,33.413471017011176,852900,1140761.6666666667
RKT,,1755617778.847969,17.829999923706055,37971312640,4.542902240091656,-2.408322512496941,18.550531708307805,11871600,17408515.0
UEC,,1755617778.848009,10.600000381469728,4290189312,3.8679229495957945,2.613750820501504,32.5000047683716,8084000,15134273.333333334
BIIB,,1755617778.848036,135.91000366210938,20276856832,4.002639273074946,5.413799257617802,10.784156605822435,1813200,1424406.6666666667
HNGE,,1755617778.848046,59.02999877929688,4326093312,5.387091937889514,5.429535648682138,24.90478390982269,782700,1042216.6666666666
EMBC,,1755617778.848055,13.479999542236328,805632256,3.7462917773744735,1.2012000831672642,31.00096785431712,566100,710395.0
XMTR,,1755617778.848072,47.38999938964844,2374726912,4.146444772938977,-0.1474919851971123,36.17816215116483,570000,791583.7833333333
TERN,,1755617778.848086,6.760000228881836,583698368,6.360943990822154,3.5222053856601043,19.8581629239317,1183100,976168.3333333334
FOXF,,1755617778.848111,29.020000457763672,1239596800,3.876636741055015,1.3622120448103736,10.216485157053468,381400,651988.3333333334
DNA,,1755617778.848138,13.800000190734863,741181504,9.637680473359696,19.377159946439136,21.90813217993777,1734500,1550731.7
ARHS,,1755617778.848145,12.399999618530272,1781924096,4.0080625475010585,2.225882123182465,45.02923206911069,2431100,1910053.3333333333
NGL,,1755617778.848156,5.0,634133952,4.399995803833008,2.880655609866367,16.2790646096578,863100,529804.45
IBP,,1755617778.848182,265.3399963378906,7362278912,3.3202674606865066,0.8207324729164966,42.863297497264426,345800,513335.0
OII,,1755617778.848193,22.90999984741211,2271715328,3.972063961034474,3.5714239521072777,10.303318933479,594800,785666.6666666666
TEN,,1755617778.848206,20.780000686645508,613247296,3.561115239008307,4.264929094100323,10.005300995577436,194600,330774.48333333334
CRDO,,1755617778.848214,118.73999786376952,18664349696,4.514064937495699,-5.295900091804661,24.023397235424216,2970200,5199566.666666667
REAL,,1755617778.848226,8.039999961853027,909796096,4.975119657066306,5.098037406846112,36.04061200396831,2868800,3269086.6
RDNT,,1755617778.848256,66.29000091552734,5143379456,4.208780927733901,4.229563688591642,14.411464423075104,777700,751113.3333333334
JMIA,,1755617778.848266,8.029999732971191,951549760,5.043589330961222,10.758617006499184,71.94859960995335,5181700,4088091.65
LC,,1755617778.848275,15.9399995803833,1801417984,3.3877037394504264,3.104783577308834,24.43402855766852,1916300,1672300.0
ATAI,,1755617778.848281,4.050000190734863,847706752,11.481478821484655,-1.9370441038567443,14.730884520102917,5002500,5549379.133333334
RERE,,1755617778.848293,4.400000095367432,1068050880,4.7727280362578295,10.27569134964217,19.565217813832536,3375600,2323830.0
GO,,1755617778.848303,17.920000076293945,1787932544,4.268969790130982,-3.135134722735433,30.23255652772732,3278700,3664635.0
PLTR,,1755617778.848314,174.02999877929688,387984326656,3.7407312259375742,-6.920897661080727,14.651825862618216,62454200,72841681.16666667
UNIT,,1755617778.848328,6.25,1547316736,3.200004577636719,-7.4074074074074066,18.37120741756295,1755800,2377576.6666666665
EA,,1755617778.848336,169.16000366210938,42402582528,3.150864102427641,-4.91821697481284,10.28098594120288,3600000,3033850.0
WLDN,,1755617778.84835,109.52999877929688,1560148096,8.235183733765696,-7.670908442054181,38.61048270356711,817700,351476.6666666667
TXG,,1755617778.848362,13.460000038146973,1671900800,3.566125516718244,5.074157667745993,16.637782345240517,2236400,3787637.683333333
ONDS,,1755617778.848374,4.010000228881836,1031073216,9.102250052915853,-6.526800360395524,78.22223239474826,33114800,25942581.266666666
KNSA,,1755617778.848383,33.720001220703125,2470750720,3.3659611362457773,2.8676097511020515,18.64884282259409,586400,820290.0
ASTH,,1755617778.84839,29.940000534057617,1377768576,3.3734141979487777,2.8865984246611465,29.94791382095892,366500,347155.0
FTAI,,1755617778.848399,142.4600067138672,14591750144,3.951979052851897,-0.0701394826311374,25.096601817481545,1062000,1629540.0
RSI,,1755617778.84841,20.01000022888184,4477110272,3.5981974268809003,3.517849497463499,37.525772966132266,1367600,1532601.6666666667
CECO,,1755617778.848418,46.58000183105469,1598949760,4.808926096426487,-0.7880701296533954,47.63867815356073,365300,325578.3333333333
IRTC,,1755617778.848427,157.92999267578125,5101252096,4.907237611230809,-2.7225212575083813,16.536295525984013,512200,487885.0
AEO,,1755617778.848433,12.859999656677246,2253350400,3.3437038620177093,2.5518317049255668,29.63709231624996,10602500,11724161.666666666
ASND,,1755617778.84844,194.0800018310547,11716065280,3.218772650256183,-0.9694835890933562,15.510056478950515,587800,473318.2
NKTR,,1755617778.848451,27.43000030517578,503992896,5.504915438328598,16.22881297372054,10.649452570188744,660000,2313023.333333333
CDTX,,1755617778.848459,63.2400016784668,1554198016,6.7994986363543415,2.000002707204507,10.85013588814412,450100,758408.4
AXL,,1755617778.848466,5.550000190734863,659178496,5.405408656303864,-2.802098885169768,22.516554827481272,3605300,3460605.0
FTRE,,1755617778.848475,7.920000076293945,724584000,5.757573823663212,8.344735133916558,69.95708874737944,1689000,2372843.333333333
PI,,1755617778.848485,165.74000549316406,4841107968,4.422590556362092,2.0378088817560647,42.25388589330803,268500,481971.6666666667
BE,,1755617778.848492,46.5,10087724032,5.096771896526377,12.72727272727272,83.35961703809826,9799700,8235498.333333333
AVAH,,1755617778.848499,7.039999961853027,1527029760,7.102272765757131,-2.7624283920971493,74.68981626151879,1155600,845658.25
CIVI,,1755617778.848507,33.5,3142100480,3.343280393685868,5.979118485146473,15.836790842405058,2593700,2383773.333333333
DYN,,1755617778.848514,12.329999923706056,1733017344,3.24411695868075,6.110155293799413,34.460194341560225,1934900,2970455.0
TTI,,1755617778.848527,4.179999828338623,553112000,7.177032646805675,5.289667461335212,23.66862978731088,1892600,1804645.0
GCT,,1755617778.848536,32.130001068115234,1197781888,7.407410485513709,4.487808351594258,45.71429560012283,1075700,773333.3333333334
ODP,,1755617778.848547,20.549999237060547,643195904,3.600972255919249,5.818739218986901,21.59763136638284,476600,471575.0
CRMD,,1755617778.848555,13.100000381469728,967003200,4.351149861833707,13.91304679538894,19.744066580766265,2476700,2363468.966666667
XPRO,,1755617778.848569,11.119999885559082,1302733184,6.29497095452766,7.025981887531607,33.17364524002326,1468700,1259646.6666666667
BHC,,1755617778.848576,8.020000457763672,2869570560,6.608475096259266,14.571435110909592,26.89873797353719,3468600,2880951.533333333
SLDP,,1755617778.848589,4.579999923706055,743046912,16.593881325432413,10.895878857040998,22.788201080055327,9711100,10234229.483333332
TGS,,1755617778.848601,28.46999931335449,4141984000,4.495963180600073,-2.832764318492609,11.3414143650431,122000,337689.4
OFIX,,1755617778.848613,14.510000228881836,572864832,3.1702276422529234,5.144927741549288,35.988754687260105,386700,431568.3333333333
STAA,,1755617778.848625,27.989999771118164,1379307648,3.251160610408821,2.1905819453814424,57.60134803151635,990200,1639665.0
VITL,,1755617778.84864,49.400001525878906,2216872448,3.906883088181126,6.903273111031383,33.8390726906018,823400,895613.3333333334
BMNR,,1755617778.848648,54.869998931884766,8751187968,8.474572264807433,-12.123638471039476,38.66565416997412,47714100,27162438.966666665
OKLO,,1755617778.84866,68.98999786376953,9842463744,4.899267991697573,-12.081054172881087,10.366340931422036,7525400,21489968.0
CSTL,,1755617778.848668,20.559999465942383,588868480,3.2149772143265096,6.308165996530479,22.966509032813363,360800,512871.6666666667
AEHR,,1755617778.848674,19.38999938964844,536078592,7.168640708624794,-0.3084903390098592,17.872331248352104,1336500,1437836.6666666667
LPX,,1755617778.848684,97.12999725341795,6865209856,3.016576122751487,1.600417158700096,12.850003018251233,672100,834757.1166666667
MDGL,,1755617778.848695,391.4299926757813,8394706432,10.842297022588916,9.033424143671676,18.278234661306914,805000,363486.6666666667
LENZ,,1755617778.848704,38.77000045776367,1044194112,3.533667089002288,6.71620837801139,15.455623417832244,720800,428676.6666666667
CLDX,,1755617778.848712,24.479999542236328,1575162112,5.718960588473148,2.857144230983444,10.970082207073917,1670800,1119750.0
AUPH,,1755617778.848719,12.220000267028809,1586128384,3.1914842972688624,7.950535304484951,41.76334604714713,2298200,2054058.3333333333
HOOD,,1755617778.848727,115.0199966430664,97563189248,4.6165864315505925,0.8151462310696189,10.23576833431168,35477400,44159193.333333336
CTOS,,1755617778.848735,6.139999866485596,1401273600,4.560264102556336,3.541316091501589,10.43165341142256,428900,690539.3333333334
ANIP,,1755617778.848742,89.70999908447266,1931821440,3.923759122042149,1.5508295261207783,37.1502737530647,720200,428245.0
ALGT,,1755617778.848748,57.36000061035156,1062293056,4.567641046035734,1.0570865161402487,11.486879999561062,550200,442570.0
SVV,,1755617778.848761,11.510000228881836,1796671872,3.562126784825061,2.1295453537699904,14.755738138711028,736200,745560.3166666667
NESR,,1755617778.848772,7.199999809265137,734518848,5.555557027275219,4.046238871158336,18.421050980480725,761300,778786.6666666666
LIND,,1755617778.848782,13.699999809265137,754995136,4.087587399553555,2.8528537773808926,11.021066773585364,387900,321963.3333333333
KSS,,1755617778.848791,13.640000343322754,1543938688,4.032252369625431,6.313331445310899,30.90211366077129,4946800,12661899.166666666
CC,,1755617778.8488,14.949999809265137,2251457792,3.618731592729901,20.37036809524828,10.169492597463115,3946100,4594489.75
FLYW,,1755617778.848808,12.649999618530272,1523982592,4.901185013878399,7.385398177251456,12.845669718849816,2352000,2602150.0
LMND,,1755617778.848818,59.7400016784668,4335653888,4.854364964350066,9.433965032943426,48.57001501782121,2791200,2854257.566666667
SOFI,,1755617778.848831,24.229999542236328,28122114048,3.3842332245811355,2.4524310066018407,14.508505278650484,45133300,70444065.0
VLRS,,1755617778.848845,6.110000133514404,689400000,5.728312552936923,1.8333355585734123,38.548760655851154,506100,848546.6666666666
PHAT,,1755617778.848856,10.100000381469728,713693632,4.257428603316615,-2.6974925807721983,28.991066154305265,689500,2295474.1
WGO,,1755617778.84887,34.220001220703125,986113024,3.18527210317117,4.872816734724461,15.102595854695576,462700,700736.6666666666
IDYA,,1755617778.848879,24.75,2125359616,3.773737435389047,4.917337176383407,13.480057799398873,1089200,1106961.6666666667
RDDT,,1755617778.848892,241.759994506836,43633082368,6.452683015375616,7.918931299009824,65.26078720502136,6920600,7710018.333333333
