date,put_call_ratio
2024-07-05,0.6239999771118164
2024-07-08,0.6184999942779541
2024-07-09,0.6255000114440918
2024-07-10,0.6425000190734863
2024-07-11,0.6460000038146972
2024-07-12,0.6230000019073486
2024-07-15,0.6559999942779541
2024-07-16,0.659499979019165
2024-07-17,0.7239999771118164
2024-07-18,0.7965000152587891
2024-07-19,0.8260000228881836
2024-07-22,0.7454999923706055
2024-07-23,0.7360000133514404
2024-07-24,0.9020000457763672
2024-07-25,0.9229999542236328
2024-07-26,0.8194999694824219
2024-07-29,0.8300000190734863
2024-07-30,0.8845000267028809
2024-07-31,0.8180000305175781
2024-08-01,0.9295000076293946
2024-08-02,1.169499969482422
2024-08-05,1.928499984741211
2024-08-06,1.3854999542236328
2024-08-07,1.3925000190734864
2024-08-08,1.1895000457763671
2024-08-09,1.0185000419616699
2024-08-12,1.0354999542236327
2024-08-13,0.9060000419616699
2024-08-14,0.8095000267028809
2024-08-15,0.7614999771118164
2024-08-16,0.7400000095367432
2024-08-19,0.7324999809265137
2024-08-20,0.7940000057220459
2024-08-21,0.8135000228881836
2024-08-22,0.8774999618530274
2024-08-23,0.7929999828338623
2024-08-26,0.8074999809265136
2024-08-27,0.7715000152587891
2024-08-28,0.8555000305175782
2024-08-29,0.7824999809265136
2024-08-30,0.75
2024-09-03,1.0359999656677246
2024-09-04,1.065999984741211
2024-09-05,0.9949999809265136
2024-09-06,1.11899995803833
2024-09-09,0.9725000381469726
2024-09-10,0.9539999961853027
2024-09-11,0.8845000267028809
2024-09-12,0.8534999847412109
2024-09-13,0.8279999732971192
2024-09-16,0.8569999694824219
2024-09-17,0.8805000305175781
2024-09-18,0.9114999771118164
2024-09-19,0.8164999961853028
2024-09-20,0.8074999809265136
2024-09-23,0.7945000171661377
2024-09-24,0.7695000171661377
2024-09-25,0.7704999923706055
2024-09-26,0.7684999942779541
2024-09-27,0.8479999542236328
2024-09-30,0.8364999771118165
2024-10-01,0.9630000114440918
2024-10-02,0.9449999809265137
2024-10-03,1.0244999885559083
2024-10-04,0.9604999542236328
2024-10-07,1.1319999694824219
2024-10-08,1.0710000038146972
2024-10-09,1.0430000305175782
2024-10-10,1.046500015258789
2024-10-11,1.0229999542236328
2024-10-14,0.9850000381469727
2024-10-15,1.0319999694824218
2024-10-16,0.9789999961853028
2024-10-17,0.9555000305175781
2024-10-18,0.9015000343322754
2024-10-21,0.9185000419616699
2024-10-22,0.9100000381469726
2024-10-23,0.9619999885559082
2024-10-24,0.9539999961853027
2024-10-25,1.0164999961853027
2024-10-28,0.9899999618530273
2024-10-29,0.9670000076293945
2024-10-30,1.0175000190734864
2024-10-31,1.1579999923706055
2024-11-01,1.0939999580383302
2024-11-04,1.0989999771118164
2024-11-05,1.0244999885559083
2024-11-06,0.8135000228881836
2024-11-07,0.7599999904632568
2024-11-08,0.746999979019165
2024-11-11,0.7485000133514405
2024-11-12,0.7355000019073487
2024-11-13,0.7010000228881836
2024-11-14,0.715500020980835
2024-11-15,0.8069999694824219
2024-11-18,0.7789999961853027
2024-11-19,0.8175000190734864
2024-11-20,0.8579999923706054
2024-11-21,0.8435000419616699
2024-11-22,0.7619999885559082
2024-11-25,0.7300000190734863
2024-11-26,0.7050000190734863
2024-11-27,0.7050000190734863
2024-11-29,0.6755000114440918
2024-12-02,0.6670000076293945
2024-12-03,0.6650000095367432
2024-12-04,0.6724999904632568
2024-12-05,0.6769999980926513
2024-12-06,0.6385000228881836
2024-12-09,0.7094999790191651
2024-12-10,0.7090000152587891
2024-12-11,0.6789999961853027
2024-12-12,0.6960000038146973
2024-12-13,0.690500020980835
2024-12-16,0.7344999790191651
2024-12-17,0.7934999942779541
2024-12-18,1.38100004196167
2024-12-19,1.2045000076293946
2024-12-20,0.9180000305175782
2024-12-23,0.8390000343322754
2024-12-24,0.7135000228881836
2024-12-26,0.7364999771118164
2024-12-27,0.7974999904632568
2024-12-30,0.8699999809265136
2024-12-31,0.8675000190734863
2025-01-02,0.8965000152587891
2025-01-03,0.8064999580383301
2025-01-06,0.8020000457763672
2025-01-07,0.8909999847412109
2025-01-08,0.8850000381469727
2025-01-10,0.9770000457763672
2025-01-13,0.9595000267028808
2025-01-14,0.9354999542236329
2025-01-15,0.80600004196167
2025-01-16,0.8300000190734863
2025-01-17,0.7985000133514404
2025-01-21,0.753000020980835
2025-01-22,0.7550000190734864
2025-01-23,0.7510000228881836
2025-01-24,0.7425000190734863
2025-01-27,0.8949999809265137
2025-01-28,0.8204999923706054
2025-01-29,0.8279999732971192
2025-01-30,0.7920000076293945
2025-01-31,0.821500015258789
2025-02-03,0.93100004196167
2025-02-04,0.8604999542236328
2025-02-05,0.7885000228881835
2025-02-06,0.775
2025-02-07,0.8270000457763672
2025-02-10,0.7905000209808349
2025-02-11,0.8010000228881836
2025-02-12,0.7945000171661377
2025-02-13,0.7550000190734864
2025-02-14,0.7385000228881836
2025-02-18,0.7675000190734863
2025-02-19,0.7635000228881836
2025-02-20,0.7829999923706055
2025-02-21,0.9104999542236328
2025-02-24,0.9489999771118164
2025-02-25,0.971500015258789
2025-02-26,0.9550000190734863
2025-02-27,1.05649995803833
2025-02-28,0.9814999580383301
2025-03-03,1.1390000343322755
2025-03-04,1.1755000114440919
2025-03-05,1.0965000152587892
2025-03-06,1.24350004196167
2025-03-07,1.16850004196167
2025-03-10,1.393000030517578
2025-03-11,1.3460000038146973
2025-03-12,1.2114999771118165
2025-03-13,1.2329999923706054
2025-03-14,1.0885000228881836
2025-03-17,1.0255000114440918
2025-03-18,1.0850000381469727
2025-03-19,0.9949999809265136
2025-03-20,0.9899999618530273
2025-03-21,0.9640000343322754
2025-03-24,0.8739999771118164
2025-03-25,0.8574999809265137
2025-03-26,0.9164999961853028
2025-03-27,0.9345000267028809
2025-03-28,1.0824999809265137
2025-03-31,1.1140000343322753
2025-04-01,1.0885000228881836
2025-04-02,1.0755000114440918
2025-04-03,1.5010000228881837
2025-04-04,2.0
2025-04-07,2.0
2025-04-08,2.0
2025-04-09,1.6809999465942382
2025-04-10,2.0
2025-04-11,1.8780000686645508
2025-04-14,1.544499969482422
2025-04-15,1.50600004196167
2025-04-16,1.6319999694824219
2025-04-17,1.4824999809265136
2025-04-21,1.690999984741211
2025-04-22,1.5284999847412108
2025-04-23,1.4225000381469726
2025-04-24,1.3234999656677247
2025-04-25,1.2420000076293944
2025-04-28,1.2574999809265137
2025-04-29,1.2085000038146974
2025-04-30,1.2350000381469726
2025-05-01,1.2300000190734863
2025-05-02,1.134000015258789
2025-05-05,1.181999969482422
2025-05-06,1.2380000114440919
2025-05-07,1.1774999618530273
2025-05-08,1.1239999771118163
2025-05-09,1.0949999809265136
2025-05-12,0.9194999694824219
2025-05-13,0.9109999656677246
2025-05-14,0.93100004196167
2025-05-15,0.8914999961853027
2025-05-16,0.8619999885559082
2025-05-19,0.9069999694824219
2025-05-20,0.9045000076293945
2025-05-21,1.04350004196167
2025-05-22,1.0140000343322755
2025-05-23,1.1145000457763672
2025-05-27,0.9479999542236328
2025-05-28,0.9654999732971191
2025-05-29,0.9590000152587891
2025-05-30,0.928499984741211
2025-06-02,0.9180000305175782
2025-06-03,0.8845000267028809
2025-06-04,0.8805000305175781
2025-06-05,0.9239999771118164
2025-06-06,0.8385000228881836
2025-06-09,0.8579999923706054
2025-06-10,0.8475000381469726
2025-06-11,0.8630000114440918
2025-06-12,0.9010000228881836
2025-06-13,1.040999984741211
2025-06-16,0.9555000305175781
2025-06-17,1.0800000190734864
2025-06-18,1.0069999694824219
2025-06-20,1.0300000190734864
