signal_date,intended_action_date,symbol,market,engine,family,family_cycle_id,signal_kind,signal_code,display_label,action_type,conviction_grade,screen_stage,signal_score,gp_score,gp_health,sigma_score,sigma_health,traffic_light,technical_light,growth_score,growth_health,eps_health,sales_health,growth_data_status,dashboard_score,dashboard_light,dashboard_position_bias,primary_source_tag,primary_source_stage,primary_source_style,source_priority_score,source_style_tags,trend_source_bonus,ug_source_bonus,source_fit_score,source_fit_label,cooldown_bucket,cooldown_blocked,support_zone_low,support_zone_high,stop_level,break_even_level,tp1_level,tp2_level,trailing_mode,tp_plan,trim_count,risk_free_armed,protected_stop_level,add_on_count,add_on_slot,max_add_ons,tranche_pct,next_addon_allowed,pyramid_state,base_position_units,current_position_units,blended_entry_price,last_trailing_confirmed_level,last_protected_stop_level,last_pyramid_reference_level,strategy_combo,signal_phase,reference_target_level,reference_exit_signal,contract_version,cycle_effect,position_units_before,position_units_after,position_delta_units,indicator_dog_rule_ids,source_tags,reason_codes,quality_flags,scope,is_screened,buy_eligible,source_buy_eligible,ema_alignment_state,ema_alignment_transition,market_condition_state,market_condition_reason,pullback_quality,pullback_context,industry_key,group_state,leader_state,breakdown_status,group_strength_score,leader_score,breakdown_score,buy_warning_summary,aux_signal_summary,conviction_reason,sizing_entry_price,sizing_stop_price,sizing_stop_distance_pct,sizing_risk_budget_pct,sizing_position_cap_pct,sizing_raw_position_pct,sizing_recommended_position_pct,sizing_tier,sizing_reason,sizing_status
2026-03-13,2026-03-16,222810,KR,UG,UG_STATE,,AUX,UG_TIGHT,Tight | UG_TIGHT,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,,,,,,,,,,,,,,,,,,,,,,,,,AUX,,,v2,STATE,,,,['IDOG.UG.SIGMA_SQUEEZE'],[],"['SIGMA_TIGHT_READY', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-13,2026-03-16,222810,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,-360201.8229,367265.9229,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-16,2026-03-17,036180,KR,UG,UG_STATE,,AUX,UG_TIGHT,Tight | UG_TIGHT,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,,,,,,,,,,,,,,,,,,,,,,,,,AUX,,,v2,STATE,,,,['IDOG.UG.SIGMA_SQUEEZE'],[],"['SIGMA_TIGHT_READY', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-16,2026-03-17,036180,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,-31053.917,31812.817,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-17,2026-03-18,204630,KR,UG,UG_STATE,,AUX,UG_TIGHT,Tight | UG_TIGHT,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,,,,,,,,,,,,,,,,,,,,,,,,,AUX,,,v2,STATE,,,,['IDOG.UG.SIGMA_SQUEEZE'],[],"['SIGMA_TIGHT_READY', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-17,2026-03-18,204630,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,-17353.9783,23933.0783,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT CHANNEL_8_ACTIVE,TIGHT,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-03-27,2026-03-30,008110,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,10922.1078,18787.8922,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['BELOW_200MA', 'LIQUIDITY_FAIL', 'EMA_TURN_DOWN', 'SUPPORT_SLOPE_WEAK', 'NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BEARISH,BEARISH_HOLD,UNKNOWN,,NONE,EMA_ZONE_TOUCH,Specialty Industrial Machinery,,,,,,,BELOW_200MA EMA_TURN_DOWN BEARISH_ALIGNMENT LIQUIDITY_FAIL CHANNEL_8_ACTIVE,,EMA_TURN_DOWN,,,,,,,,,NON_BUY,NON_BUY
2026-04-15,2026-04-16,138490,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,7807.7269,21505.2731,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']",['LIQUIDITY_FAIL'],all,False,True,False,BULLISH,BULLISH_HOLD,UNKNOWN,,MEDIUM,PRIOR_EXPANSION EMA_ZONE_TOUCH EMA_RISING REVERSAL_CONFIRMED,Specialty Chemicals,,,,,,,LIQUIDITY_FAIL,,LIQUIDITY_FAIL,,,,,,,,,NON_BUY,NON_BUY
2026-04-17,2026-04-20,000400,KR,UG,UG_STATE,,STATE,UG_STATE_RED,Red Light | UG_STATE_RED,STATE,C,,0.0,0.0,RED,0.0,ORANGE,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,2057.5841,2151.9159,,,,,,,,,,,,,,,,,,,,,,,STATE,,,v2,STATE,,,,"['IDOG.UG.STATE_TRAFFIC_LIGHT', 'IDOG.UG.VALIDATION_SCORE']",[],"['RED', 'VALIDATION_0', 'SIGMA_MR_SHORT', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['NO_PRIOR_EXPANSION', 'CHANNEL_8_ACTIVE']",all,False,True,False,BULLISH,BULLISH_HOLD,UNKNOWN,,MEDIUM,EMA_ZONE_TOUCH DRY_PULLBACK EMA_RISING,,,,,,,,CHANNEL_8_ACTIVE,,,,,,,,,,,NON_BUY,NON_BUY
2026-04-17,2026-04-20,000430,KR,UG,UG_STATE,,AUX,UG_W,W Base | UG_W,STATE,D,,0.0,0.0,RED,0.0,ORANGE,RED,RED,22.5,RED,RED,ORANGE,COMPLETE,6.75,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,,False,,,,,,,,,,,,,,,,,,,,,,,,,AUX,,,v2,STATE,,,,"['IDOG.UG.GP_W', 'IDOG.UG.VALIDATION_SCORE']",[],"['GP_W', 'UG_GROWTH_SALES_POSITIVE', 'UG_GROWTH_SALES_ACCEL', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],all,False,True,False,BULLISH,BULLISH_HOLD,UNKNOWN,,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,,,,,,,,,W,,,,,,,,,,NON_BUY,NON_BUY
