screen_date,scope,symbol,market,screen_stage,buy_eligible,source_buy_eligible,is_screened,source_tags,addon_ready,addon_block_reason,trailing_ratcheted,blended_entry_protected
2026-04-21,all,000020,KR,,True,False,False,[],False,,,
2026-04-21,all,000040,KR,,True,False,False,[],False,,,
2026-04-21,all,000050,KR,,True,False,False,[],False,,,
2026-04-21,all,000070,KR,,True,False,False,[],False,,,
2026-04-21,all,000080,KR,,True,False,False,[],False,,,
2026-04-21,all,000087,KR,,True,False,False,[],False,,,
2026-04-21,all,000100,KR,,True,False,False,[],False,,,
2026-04-21,all,000105,KR,,True,False,False,[],False,,,
2026-04-21,all,000120,KR,,True,False,False,[],False,,,
2026-04-21,all,000140,KR,,True,False,False,[],False,,,
2026-04-21,all,000145,KR,,True,False,False,[],False,,,
2026-04-21,all,000150,KR,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-21,all,000155,KR,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-21,all,000157,KR,,True,False,False,[],False,,,
2026-04-21,all,000180,KR,,True,False,False,[],False,,,
2026-04-21,all,000210,KR,,True,False,False,[],False,,,
2026-04-21,all,000215,KR,,True,False,False,[],False,,,
2026-04-21,all,000220,KR,,True,False,False,[],False,,,
2026-04-21,all,000225,KR,,True,False,False,[],False,,,
2026-04-21,all,000227,KR,,True,False,False,[],False,,,
2026-04-21,all,000230,KR,,True,False,False,[],False,,,
2026-04-21,all,000240,KR,,True,False,False,[],False,,,
2026-04-21,all,000250,KR,,True,False,False,[],False,,,
2026-04-21,all,000270,KR,,True,False,False,[],False,,,
2026-04-21,all,000300,KR,,True,False,False,[],False,,,
2026-04-21,all,000320,KR,,True,False,False,[],False,,,
2026-04-21,all,000325,KR,,True,False,False,[],False,,,
2026-04-21,all,000370,KR,,True,False,False,[],False,,,
2026-04-21,all,000390,KR,,True,False,False,[],False,,,
2026-04-21,all,000400,KR,,True,False,False,[],False,,,
2026-04-21,all,000430,KR,,True,False,False,[],False,,,
2026-04-21,all,000440,KR,,True,False,False,[],False,,,
2026-04-21,all,000480,KR,,True,False,False,[],False,,,
2026-04-21,all,000490,KR,,True,False,False,[],False,,,
2026-04-21,all,000500,KR,,True,False,False,[],False,,,
2026-04-21,all,000520,KR,,True,False,False,[],False,,,
2026-04-21,all,000540,KR,,True,False,False,[],False,,,
2026-04-21,all,000545,KR,,True,False,False,[],False,,,
2026-04-21,all,000590,KR,,True,False,False,[],False,,,
2026-04-21,all,000640,KR,,True,False,False,[],False,,,
2026-04-21,all,000650,KR,,True,False,False,[],False,,,
2026-04-21,all,000660,KR,,True,False,False,[],False,,,
2026-04-21,all,000670,KR,,True,False,False,[],False,,,
2026-04-21,all,000680,KR,,True,False,False,[],False,,,
2026-04-21,all,000700,KR,,True,False,False,[],False,,,
2026-04-21,all,000720,KR,,True,False,False,[],False,,,
2026-04-21,all,000725,KR,,True,False,False,[],False,,,
2026-04-21,all,000760,KR,,True,False,False,[],False,,,
2026-04-21,all,000810,KR,,True,False,False,[],False,,,
2026-04-21,all,000815,KR,,True,False,False,[],False,,,
2026-04-21,all,000850,KR,,True,False,False,[],False,,,
2026-04-21,all,000860,KR,,True,False,False,[],False,,,
2026-04-21,all,000880,KR,,True,False,False,[],False,,,
2026-04-21,all,000890,KR,,True,False,False,[],False,,,
2026-04-21,all,000910,KR,,True,False,False,[],False,,,
2026-04-21,all,000950,KR,,True,False,False,[],False,,,
2026-04-21,all,000970,KR,,True,False,False,[],False,,,
2026-04-21,all,000990,KR,,True,False,False,[],False,,,
2026-04-21,all,001000,KR,,True,False,False,[],False,,,
2026-04-21,all,001020,KR,,True,False,False,[],False,,,
2026-04-21,all,001040,KR,,True,False,False,[],False,,,
2026-04-21,all,001045,KR,,True,False,False,[],False,,,
2026-04-21,all,001060,KR,,True,False,False,[],False,,,
2026-04-21,all,001065,KR,,True,False,False,[],False,,,
2026-04-21,all,001067,KR,,True,False,False,[],False,,,
2026-04-21,all,001070,KR,,True,False,False,[],False,,,
2026-04-21,all,001080,KR,,True,False,False,[],False,,,
2026-04-21,all,001120,KR,,True,False,False,[],False,,,
2026-04-21,all,001130,KR,,True,False,False,[],False,,,
2026-04-21,all,001200,KR,,True,False,False,[],False,,,
2026-04-21,all,001210,KR,,True,False,False,[],False,,,
2026-04-21,all,001230,KR,,True,False,False,[],False,,,
2026-04-21,all,001250,KR,,True,False,False,[],False,,,
2026-04-21,all,001260,KR,,True,False,False,[],False,,,
2026-04-21,all,001270,KR,,True,False,False,[],False,,,
2026-04-21,all,001275,KR,,True,False,False,[],False,,,
2026-04-21,all,001290,KR,,True,False,False,[],False,,,
2026-04-21,all,001340,KR,,True,False,False,[],False,AVERAGING_DOWN_BLOCKED,False,False
2026-04-21,all,001360,KR,,True,False,False,[],False,,,
2026-04-21,all,001380,KR,,True,False,False,[],False,,,
2026-04-21,all,001390,KR,,True,False,False,[],False,,,
2026-04-21,all,001420,KR,,True,False,False,[],False,,,
2026-04-21,all,001430,KR,,True,False,False,[],False,,,
2026-04-21,all,001440,KR,,True,False,False,[],False,,,
2026-04-21,all,001450,KR,,True,False,False,[],False,,,
2026-04-21,all,001460,KR,,True,False,False,[],False,,,
2026-04-21,all,001465,KR,,True,False,False,[],False,,,
2026-04-21,all,001470,KR,,True,False,False,[],False,,,
2026-04-21,all,001500,KR,,True,False,False,[],False,,,
2026-04-21,all,001510,KR,,True,False,False,[],False,,,
2026-04-21,all,001515,KR,,True,False,False,[],False,,,
2026-04-21,all,001520,KR,,True,False,False,[],False,,,
2026-04-21,all,001525,KR,,True,False,False,[],False,,,
2026-04-21,all,001527,KR,,True,False,False,[],False,,,
2026-04-21,all,001530,KR,,True,False,False,[],False,,,
2026-04-21,all,001540,KR,,True,False,False,[],False,,,
2026-04-21,all,001550,KR,,True,False,False,[],False,,,
2026-04-21,all,001560,KR,,True,False,False,[],False,,,
2026-04-21,all,001570,KR,,True,False,False,[],False,,,
2026-04-21,all,001620,KR,,True,False,False,[],False,,,
2026-04-21,all,001630,KR,,True,False,False,[],False,,,
2026-04-21,all,001680,KR,,True,False,False,[],False,,,
2026-04-21,all,001685,KR,,True,False,False,[],False,,,
2026-04-21,all,001720,KR,,True,False,False,[],False,,,
2026-04-21,all,001740,KR,,True,False,False,[],False,,,
2026-04-21,all,001750,KR,,True,False,False,[],False,,,
2026-04-21,all,001755,KR,,True,False,False,[],False,,,
2026-04-21,all,001770,KR,,True,False,False,[],False,,,
2026-04-21,all,001780,KR,,True,False,False,[],False,,,
2026-04-21,all,001790,KR,,True,False,False,[],False,,,
2026-04-21,all,001795,KR,,True,False,False,[],False,,,
2026-04-21,all,001800,KR,,True,False,False,[],False,,,
2026-04-21,all,001810,KR,,True,False,False,[],False,,,
2026-04-21,all,001820,KR,,True,False,False,[],False,,,
2026-04-21,all,001840,KR,,True,False,False,[],False,,,
2026-04-21,all,001940,KR,,True,False,False,[],False,,,
2026-04-21,all,002020,KR,,True,False,False,[],False,,,
2026-04-21,all,002025,KR,,True,False,False,[],False,,,
2026-04-21,all,002030,KR,,True,False,False,[],False,,,
2026-04-21,all,002070,KR,,True,False,False,[],False,,,
2026-04-21,all,002100,KR,,True,False,False,[],False,,,
2026-04-21,all,002140,KR,,True,False,False,[],False,,,
2026-04-21,all,002150,KR,,True,False,False,[],False,,,
2026-04-21,all,002170,KR,,True,False,False,[],False,,,
2026-04-21,all,002200,KR,,True,False,False,[],False,,,
2026-04-21,all,002210,KR,,True,False,False,[],False,,,
2026-04-21,all,002220,KR,,True,False,False,[],False,,,
2026-04-21,all,002230,KR,,True,False,False,[],False,,,
2026-04-21,all,002240,KR,,True,False,False,[],False,,,
2026-04-21,all,002290,KR,,True,False,False,[],False,,,
2026-04-21,all,002310,KR,,True,False,False,[],False,,,
2026-04-21,all,002320,KR,,True,False,False,[],False,,,
2026-04-21,all,002350,KR,,True,False,False,[],False,,,
2026-04-21,all,002355,KR,,True,False,False,[],False,,,
2026-04-21,all,002360,KR,,True,False,False,[],False,,,
2026-04-21,all,002380,KR,,True,False,False,[],False,,,
2026-04-21,all,002390,KR,,True,False,False,[],False,,,
2026-04-21,all,002410,KR,,True,False,False,[],False,,,
2026-04-21,all,002420,KR,,True,False,False,[],False,,,
