signal_date,intended_action_date,symbol,market,engine,family,family_cycle_id,signal_kind,signal_code,display_label,action_type,conviction_grade,screen_stage,signal_score,gp_score,gp_health,sigma_score,sigma_health,traffic_light,technical_light,growth_score,growth_health,eps_health,sales_health,growth_data_status,dashboard_score,dashboard_light,dashboard_position_bias,primary_source_tag,primary_source_stage,primary_source_style,source_priority_score,source_style_tags,trend_source_bonus,ug_source_bonus,source_fit_score,source_fit_label,cooldown_bucket,cooldown_blocked,support_zone_low,support_zone_high,stop_level,break_even_level,tp1_level,tp2_level,trailing_mode,tp_plan,trim_count,risk_free_armed,protected_stop_level,add_on_count,add_on_slot,max_add_ons,tranche_pct,next_addon_allowed,pyramid_state,base_position_units,current_position_units,blended_entry_price,last_trailing_confirmed_level,last_protected_stop_level,last_pyramid_reference_level,strategy_combo,signal_phase,reference_target_level,reference_exit_signal,contract_version,source_tags,reason_codes,quality_flags,_legacy_visible,_artifact_action_type,scope,cycle_effect,position_units_before,position_units_after,position_delta_units,indicator_dog_rule_ids,is_screened,buy_eligible,source_buy_eligible
2026-04-16,2026-04-17,1275,KR,UG,UG_PULLBACK,UG:UG_PULLBACK:001275:2026-04-16,EVENT,UG_BUY_PBB,UG PBB Buy | UG_BUY_PBB,BUY,D,INTEGRATED,57.65,45.0,ORANGE,68.0,GREEN,GREEN,GREEN,17.0,RED,RED,ORANGE,COMPLETE,44.65,ORANGE,REDUCED,MM_INTEGRATED,INTEGRATED,LEADERSHIP,3.8,['LEADERSHIP'],1.5,2.5,58.0,TACTICAL,UG_BUY_PBB,False,34350.4466,36917.5,34350.4466,,,,,,,,,,,,,,,,,,,,,,ENTRY,38650.0,UG_SELL_MR_SHORT_OR_PBS,v2,['MM_INTEGRATED'],"['SIGMA_PBB', 'SIGMA_LOWER_BAND_SUPPORT', 'VALIDATION_58', 'GP_ABOVE_200MA', 'GP_BULLISH_ALIGNMENT', 'GP_SUPPORT_TREND', 'SIGMA_SQUEEZE_READY', 'UG_GROWTH_EPS_POSITIVE', 'UG_GROWTH_SALES_POSITIVE', 'UG_GROWTH_SALES_ACCEL', 'SOURCE_PRIMARY_MM_INTEGRATED', 'SOURCE_STYLE_LEADERSHIP', 'SOURCE_FIT_TACTICAL']",['LIQUIDITY_FAIL'],,,screened,,,,,,,,
2026-04-16,2026-04-17,880,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:000880:2026-04-16,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,WEEKLY_FOCUS,,,,,,,,,,,,,,,,QMG_WEEKLY,WEEKLY_FOCUS,TREND,15.3,"['TREND', 'LEADERSHIP', 'WATCH']",5.5,4.5,100.0,PRIMARY,TF_MOMENTUM,False,103400.0,124610.4617,103400.0,133600.0,178900.0,209100.0,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,123473.29988924938,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,133600.0,123473.29988924938,123473.29988924938,123473.29988924938,,,,,v2,"['QMG_WEEKLY', 'MM_INTEGRATED', 'QMG_UNIVERSE']","['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_PRIMARY_QMG_WEEKLY', 'SOURCE_STYLE_TREND', 'SOURCE_FIT_PRIMARY']",['BREAKOUT_FAKEOUT_RISK'],,,screened,,,,,,,,
2026-04-17,2026-04-20,001340,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:001340:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,A,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,6230.0,7027.827,6230.0,7970.0,11450.0,13190.0,MOMENTUM_SWING_ATR_CHANDELIER,TP_MOMENTUM_2R_3R,0.0,False,7084.285714285714,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,7970.0,7084.285714285714,7084.285714285714,7084.285714285714,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",[],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,003010,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:003010:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,A,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,5250.0,5939.7668,5250.0,6180.0,8040.0,8970.0,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,5939.766771021262,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,6180.0,5939.766771021262,5939.766771021262,5939.766771021262,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,005070,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:005070:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,46600.0,54324.9504,46600.0,57100.0,78100.0,88600.0,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,54324.95041184724,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,57100.0,54324.95041184724,54324.95041184724,54324.95041184724,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,005490,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:005490:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,C,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,325000.0,365031.6966,325000.0,385000.0,505000.0,565000.0,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,365031.6966001785,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,385000.0,365031.6966001785,365031.6966001785,365031.6966001785,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,005750,KR,UG,UG_PULLBACK,,EVENT,UG_BUY_PBB,UG PBB Buy | UG_BUY_PBB,WATCH,D,,15.0,0.0,RED,15.0,GREEN,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,25.5,RED,AVOID,,,,0.0,[],0.0,0.0,0.0,NONE,UG_BUY_PBB,False,5268.2895,5746.5,5268.2895,,,,,,,,,,,,,,,,,,,,,,ENTRY,6080.0,UG_SELL_MR_SHORT_OR_PBS,v2,[],"['SIGMA_PBB', 'SIGMA_LOWER_BAND_SUPPORT', 'PBB_BAND_SUPPORT', 'VALIDATION_15', 'UG_GROWTH_DATA_MISSING', 'UG_DASHBOARD_SCORE_UNDER30', 'SOURCE_FIT_NONE']","['LIQUIDITY_FAIL', 'CHANNEL_8_ACTIVE']",True,WATCH,all,NONE,,,,"['IDOG.UG.VALIDATION_SCORE', 'IDOG.UG.SIGMA_PBB']",False,True,False
2026-04-17,2026-04-20,006400,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:006400:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,S,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,375000.0,473291.6617,375000.0,513000.0,789000.0,927000.0,MOMENTUM_SWING,TP_MOMENTUM_2R_3R,0.0,False,473291.6617370485,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,513000.0,473291.6617370485,473291.6617370485,473291.6617370485,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,009190,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:009190:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,A,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,1200.0,1410.5187,1200.0,1550.0,2250.0,2600.0,MOMENTUM_SWING_ATR_CHANDELIER,TP_MOMENTUM_2R_3R,0.0,False,1417.357142857143,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,1550.0,1417.357142857143,1417.357142857143,1417.357142857143,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
2026-04-17,2026-04-20,010820,KR,TREND,TF_MOMENTUM,TREND:TF_MOMENTUM:010820:2026-04-17,EVENT,TF_BUY_MOMENTUM,Momentum Buy | TF_BUY_MOMENTUM,BUY,A,,,,,,,,,,,,,,,,,,,,0.0,[],0.0,0.0,0.0,NONE,TF_MOMENTUM,False,6570.0,11401.8271,6570.0,13480.0,23845.0,30755.0,MOMENTUM_RATCHET,TP_MOMENTUM_1P5R_2P5R,0.0,False,11001.961802374346,0.0,0.0,2.0,,False,INITIAL,1.0,1.0,13480.0,11001.961802374346,11001.961802374346,11001.961802374346,,,,,v2,[],"['RSI_STRONG', 'MACD_UP', 'DONCHIAN_HIGH', 'STRONG_CLOSE', 'TACTICAL_SWING', 'SOURCE_FIT_NONE']",['BREAKOUT_FAKEOUT_RISK'],True,BUY,all,OPEN,0.0,1.0,1.0,['IDOG.TF.MOMENTUM_CHASE'],False,True,False
