symbol,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,bars,tv_median20,distance_to_52w_high,met_count,close,volume,date,rs_score,rs_benchmark,recommended_rs_pass,recommended_distance_to_high_pass
AA,True,True,True,True,True,True,True,True,330,353562364.55955505,0.13315712824337467,7,65.62000274658203,10622300.0,2026-04-17,100.0,SPY,True,True
