screen_date,scope,symbol,market,screen_stage,buy_eligible,source_buy_eligible,is_screened,source_tags,addon_ready,addon_block_reason,trailing_ratcheted,blended_entry_protected
2026-04-22,all,ABI,US,,True,False,False,[],False,,,
2026-04-22,all,ABIG,US,,True,False,False,[],False,,,
2026-04-22,all,ABL,US,,True,False,False,[],False,,,
2026-04-22,all,ABLD,US,,True,False,False,[],False,,,
2026-04-22,all,ABLG,US,,True,False,False,[],False,,,
2026-04-22,all,ABLLL,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ABLLW,US,,True,False,False,[],False,,,
2026-04-22,all,ABLS,US,,True,False,False,[],False,,,
2026-04-22,all,ABLV,US,,True,False,False,[],False,,,
2026-04-22,all,ABLVW,US,,True,False,False,[],False,,,
2026-04-22,all,ABM,US,,True,False,False,[],False,,,
2026-04-22,all,ABNB,US,,True,False,False,[],False,,,
2026-04-22,all,ABNG,US,,True,False,False,[],False,,,
2026-04-22,all,ABNY,US,,True,False,False,[],False,,,
2026-04-22,all,ABOS,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ABOT,US,,True,False,False,[],False,,,
2026-04-22,all,ABP,US,,True,False,False,[],False,,,
2026-04-22,all,ABPWW,US,,True,False,False,[],False,,,
2026-04-22,all,ABR,US,,True,False,False,[],False,,,
2026-04-22,all,ABSI,US,,True,False,False,[],False,,,
2026-04-22,all,ABT,US,,True,False,False,[],False,,,
2026-04-22,all,ABTC,US,,True,False,False,[],False,,,
2026-04-22,all,ABTS,US,,True,False,False,[],False,,,
2026-04-22,all,ABUF,US,,True,False,False,[],False,,,
2026-04-22,all,ABUS,US,,True,False,False,[],False,,,
2026-04-22,all,ABVC,US,,True,False,False,[],False,,,
2026-04-22,all,ABVE,US,,True,False,False,[],False,,,
2026-04-22,all,ABVEW,US,,True,False,False,[],False,,,
2026-04-22,all,ABVX,US,,True,False,False,[],False,,,
2026-04-22,all,ABX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ABXB,US,,True,False,False,[],False,,,
2026-04-22,all,ABXL,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AC,US,,True,False,False,[],False,,,
2026-04-22,all,ACA,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACAA,US,,True,False,False,[],False,,,
2026-04-22,all,ACAD,US,,True,False,False,[],False,,,
2026-04-22,all,ACB,US,,True,False,False,[],False,,,
2026-04-22,all,ACCL,US,,True,False,False,[],False,,,
2026-04-22,all,ACCO,US,,True,False,False,[],False,,,
2026-04-22,all,ACCS,US,,True,False,False,[],False,,,
2026-04-22,all,ACDC,US,,True,False,False,[],False,,,
2026-04-22,all,ACEL,US,,True,False,False,[],False,,,
2026-04-22,all,ACEP,US,,True,False,False,[],False,,,
2026-04-22,all,ACES,US,,True,False,False,[],False,,,
2026-04-22,all,ACET,US,,True,False,False,[],False,,,
2026-04-22,all,ACFN,US,,True,False,False,[],False,,,
2026-04-22,all,ACGL,US,,True,False,False,[],False,,,
2026-04-22,all,ACGLN,US,,True,False,False,[],False,,,
2026-04-22,all,ACGLO,US,,True,False,False,[],False,,,
2026-04-22,all,ACGR,US,,True,False,False,[],False,,,
2026-04-22,all,ACH,US,,True,False,False,[],False,,,
2026-04-22,all,ACHC,US,,True,False,False,[],False,,,
2026-04-22,all,ACHR,US,,True,False,False,[],False,,,
2026-04-22,all,ACHV,US,,True,False,False,[],False,,,
2026-04-22,all,ACI,US,,True,False,False,[],False,,,
2026-04-22,all,ACIC,US,,True,False,False,[],False,,,
2026-04-22,all,ACIO,US,,True,False,False,[],False,,,
2026-04-22,all,ACIU,US,,True,False,False,[],False,,,
2026-04-22,all,ACIW,US,,True,False,False,[],False,,,
2026-04-22,all,ACKY,US,,True,False,False,[],False,,,
2026-04-22,all,ACLC,US,,True,False,False,[],False,,,
2026-04-22,all,ACLO,US,,True,False,False,[],False,,,
2026-04-22,all,ACLS,US,ACTIONABLE,True,True,True,"['MM_ACTIONABLE', 'TV_MARKET_LEADER', 'MM_INTEGRATED']",False,,,
2026-04-22,all,ACLX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACM,US,,True,False,False,[],False,,,
2026-04-22,all,ACMR,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACN,US,,True,False,False,[],False,,,
2026-04-22,all,ACNB,US,,True,False,False,[],False,,,
2026-04-22,all,ACNT,US,,True,False,False,[],False,,,
2026-04-22,all,ACOG,US,,True,False,False,[],False,,,
2026-04-22,all,ACON,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,,,
2026-04-22,all,ACONW,US,,True,False,False,[],False,,,
2026-04-22,all,ACP,US,,True,False,False,[],False,,,
2026-04-22,all,ACR,US,,True,False,False,[],False,,,
2026-04-22,all,ACRE,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACRS,US,ACTIONABLE,True,True,True,"['MM_ACTIONABLE', 'TV_BREAKOUT_STRENGTH', 'MM_INTEGRATED']",False,,,
2026-04-22,all,ACRV,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,AVERAGING_DOWN_BLOCKED,False,False
2026-04-22,all,ACSI,US,,True,False,False,[],False,,,
2026-04-22,all,ACT,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACTG,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACTS,US,,True,False,False,[],False,,,
2026-04-22,all,ACTU,US,,True,False,False,[],False,,,
2026-04-22,all,ACTV,US,,True,False,False,[],False,,,
2026-04-22,all,ACU,US,,True,False,False,[],False,,,
2026-04-22,all,ACV,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACVA,US,,True,False,False,[],False,,,
2026-04-22,all,ACVF,US,,True,False,False,[],False,,,
2026-04-22,all,ACVT,US,,True,False,False,[],False,,,
2026-04-22,all,ACWI,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACWV,US,,True,False,False,[],False,,,
2026-04-22,all,ACWX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ACXP,US,,True,False,False,[],False,,,
2026-04-22,all,AD,US,,True,False,False,[],False,,,
2026-04-22,all,ADAC,US,,True,False,False,[],False,,,
2026-04-22,all,ADAG,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADAM,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADAMH,US,,True,False,False,[],False,,,
2026-04-22,all,ADAMI,US,,True,False,False,[],False,,,
2026-04-22,all,ADAML,US,,True,False,False,[],False,,,
2026-04-22,all,ADAMM,US,,True,False,False,[],False,,,
2026-04-22,all,ADAMN,US,,True,False,False,[],False,,,
2026-04-22,all,ADAMO,US,,True,False,False,[],False,,,
2026-04-22,all,ADAMZ,US,,True,False,False,[],False,,,
2026-04-22,all,ADAP,US,,True,False,False,[],False,,,
2026-04-22,all,ADBE,US,,True,False,False,[],False,,,
2026-04-22,all,ADBG,US,,True,False,False,[],False,,,
2026-04-22,all,ADBU,US,,True,False,False,[],False,,,
2026-04-22,all,ADC,US,,True,False,False,[],False,,,
2026-04-22,all,ADCT,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADD,US,,True,False,False,[],False,,,
2026-04-22,all,ADEA,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,AVERAGING_DOWN_BLOCKED,False,False
2026-04-22,all,ADFI,US,,True,False,False,[],False,,,
2026-04-22,all,ADGM,US,,True,False,False,[],False,,,
2026-04-22,all,ADI,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADIL,US,,True,False,False,[],False,,,
2026-04-22,all,ADIV,US,,True,False,False,[],False,,,
2026-04-22,all,ADM,US,,True,False,False,[],False,,,
2026-04-22,all,ADMA,US,,True,False,False,[],False,,,
2026-04-22,all,ADME,US,,True,False,False,[],False,,,
2026-04-22,all,ADN,US,,True,False,False,[],False,,,
2026-04-22,all,ADNT,US,,True,False,False,[],False,,,
2026-04-22,all,ADNWW,US,,True,False,False,[],False,,,
2026-04-22,all,ADP,US,,True,False,False,[],False,,,
2026-04-22,all,ADPT,US,,True,False,False,[],False,,,
2026-04-22,all,ADPV,US,,True,False,False,[],False,,,
2026-04-22,all,ADSE,US,,True,False,False,[],False,,,
2026-04-22,all,ADSEW,US,,True,False,False,[],False,,,
2026-04-22,all,ADSK,US,,True,False,False,[],False,,,
2026-04-22,all,ADT,US,,True,False,False,[],False,,,
2026-04-22,all,ADTN,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADTX,US,,True,False,False,[],False,,,
2026-04-22,all,ADUR,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,,,
2026-04-22,all,ADUS,US,,True,False,False,[],False,,,
2026-04-22,all,ADV,US,,True,False,False,[],False,,,
2026-04-22,all,ADVB,US,,True,False,False,[],False,,,
2026-04-22,all,ADVE,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADVM,US,,True,False,False,[],False,,,
2026-04-22,all,ADVWW,US,,True,False,False,[],False,,,
2026-04-22,all,ADX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ADXN,US,,True,False,False,[],False,,,
2026-04-22,all,AEAQ,US,,True,False,False,[],False,,,
2026-04-22,all,AEBI,US,,True,False,False,[],False,,,
2026-04-22,all,AEC,US,,True,False,False,[],False,,,
2026-04-22,all,AEE,US,,True,False,False,[],False,,,
2026-04-22,all,AEF,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AEFC,US,,True,False,False,[],False,,,
2026-04-22,all,AEG,US,,True,False,False,[],False,,,
2026-04-22,all,AEHL,US,,True,False,False,[],False,,,
2026-04-22,all,AEHR,US,TV_MARKET_LEADER,True,True,True,"['TV_MARKET_LEADER', 'TV_HIGH_VOLATILITY', 'MM_INTEGRATED']",False,,,
2026-04-22,all,AEI,US,,True,False,False,[],False,,,
2026-04-22,all,AEIS,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AEM,US,,True,False,False,[],False,,,
2026-04-22,all,AEMD,US,,True,False,False,[],False,,,
2026-04-22,all,AEMS,US,,True,False,False,[],False,,,
2026-04-22,all,AENT,US,,True,False,False,[],False,,,
2026-04-22,all,AENTW,US,,True,False,False,[],False,,,
2026-04-22,all,AEO,US,,True,False,False,[],False,,,
2026-04-22,all,AEON,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AEP,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AER,US,,True,False,False,[],False,,,
2026-04-22,all,AERO,US,,True,False,False,[],False,,,
2026-04-22,all,AERT,US,,True,False,False,[],False,,,
2026-04-22,all,AERTW,US,,True,False,False,[],False,,,
2026-04-22,all,AES,US,,True,False,False,[],False,,,
2026-04-22,all,AESI,US,TV_MARKET_LEADER,True,True,True,"['TV_MARKET_LEADER', 'TV_HIGH_VOLATILITY']",False,AVERAGING_DOWN_BLOCKED,False,False
2026-04-22,all,AESR,US,,True,False,False,[],False,,,
2026-04-22,all,AETH,US,,True,False,False,[],False,,,
2026-04-22,all,AEVA,US,,True,False,False,[],False,,,
2026-04-22,all,AEVAW,US,,True,False,False,[],False,,,
2026-04-22,all,AEXA,US,,True,False,False,[],False,,,
2026-04-22,all,AEYE,US,,True,False,False,[],False,,,
2026-04-22,all,AFB,US,,True,False,False,[],False,,,
2026-04-22,all,AFBI,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFCG,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,,,
2026-04-22,all,AFG,US,,True,False,False,[],False,,,
2026-04-22,all,AFGB,US,,True,False,False,[],False,,,
2026-04-22,all,AFGC,US,,True,False,False,[],False,,,
2026-04-22,all,AFGD,US,,True,False,False,[],False,,,
2026-04-22,all,AFGE,US,,True,False,False,[],False,,,
2026-04-22,all,AFIF,US,,True,False,False,[],False,,,
2026-04-22,all,AFIX,US,,True,False,False,[],False,,,
2026-04-22,all,AFJK,US,,True,False,False,[],False,,,
2026-04-22,all,AFJKR,US,,True,False,False,[],False,,,
2026-04-22,all,AFJKU,US,,True,False,False,[],False,,,
2026-04-22,all,AFK,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFL,US,,True,False,False,[],False,,,
2026-04-22,all,AFLG,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFMC,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFOS,US,,True,False,False,[],False,,,
2026-04-22,all,AFRI,US,,True,False,False,[],False,,,
2026-04-22,all,AFRIW,US,,True,False,False,[],False,,,
2026-04-22,all,AFRM,US,,True,False,False,[],False,,,
2026-04-22,all,AFSC,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFSM,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AFYA,US,,True,False,False,[],False,,,
2026-04-22,all,AG,US,,True,False,False,[],False,,,
2026-04-22,all,AGAE,US,,True,False,False,[],False,,,
2026-04-22,all,AGCC,US,,True,False,False,[],False,,,
2026-04-22,all,AGCO,US,,True,False,False,[],False,,,
2026-04-22,all,AGD,US,,True,False,False,[],False,,,
2026-04-22,all,AGEM,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AGEN,US,,True,False,False,[],False,,,
2026-04-22,all,AGFY,US,,True,False,False,[],False,,,
2026-04-22,all,AGG,US,,True,False,False,[],False,,,
2026-04-22,all,AGGA,US,,True,False,False,[],False,,,
2026-04-22,all,AGGH,US,,True,False,False,[],False,,,
2026-04-22,all,AGGS,US,,True,False,False,[],False,,,
2026-04-22,all,AGGY,US,,True,False,False,[],False,,,
2026-04-22,all,AGH,US,,True,False,False,[],False,,,
2026-04-22,all,AGI,US,,True,False,False,[],False,,,
2026-04-22,all,AGIG,US,,True,False,False,[],False,,,
2026-04-22,all,AGIH,US,,True,False,False,[],False,,,
2026-04-22,all,AGIO,US,,True,False,False,[],False,,,
2026-04-22,all,AGIX,US,,True,False,False,[],False,,,
2026-04-22,all,AGL,US,,True,False,False,[],False,,,
2026-04-22,all,AGM,US,,True,False,False,[],False,,,
2026-04-22,all,AGMH,US,,True,False,False,[],False,,,
2026-04-22,all,AGMI,US,,True,False,False,[],False,,,
2026-04-22,all,AGNC,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AGNCL,US,,True,False,False,[],False,,,
2026-04-22,all,AGNCM,US,,True,False,False,[],False,,,
2026-04-22,all,AGNCN,US,,True,False,False,[],False,,,
2026-04-22,all,AGNCO,US,,True,False,False,[],False,,,
2026-04-22,all,AGNCP,US,,True,False,False,[],False,,,
2026-04-22,all,AGNG,US,,True,False,False,[],False,,,
2026-04-22,all,AGO,US,,True,False,False,[],False,,,
2026-04-22,all,AGOX,US,,True,False,False,[],False,,,
2026-04-22,all,AGPU,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,,,
2026-04-22,all,AGQ,US,,True,False,False,[],False,,,
2026-04-22,all,AGQI,US,,True,False,False,[],False,,,
2026-04-22,all,AGRH,US,,True,False,False,[],False,,,
2026-04-22,all,AGRI,US,,True,False,False,[],False,,,
2026-04-22,all,AGRO,US,TV_HIGH_VOLATILITY,True,True,True,"['TV_HIGH_VOLATILITY', 'MM_INTEGRATED']",False,,,
2026-04-22,all,AGRW,US,,True,False,False,[],False,,,
2026-04-22,all,AGRZ,US,,True,False,False,[],False,,,
2026-04-22,all,AGS,US,,True,False,False,[],False,,,
2026-04-22,all,AGX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AGYS,US,,True,False,False,[],False,,,
2026-04-22,all,AGZ,US,,True,False,False,[],False,,,
2026-04-22,all,AGZD,US,,True,False,False,[],False,,,
2026-04-22,all,AHCO,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AHG,US,,True,False,False,[],False,,,
2026-04-22,all,AHH,US,,True,False,False,[],False,,,
2026-04-22,all,AHL,US,,True,False,False,[],False,,,
2026-04-22,all,AHLT,US,,True,False,False,[],False,,,
2026-04-22,all,AHMA,US,,True,False,False,[],False,,,
2026-04-22,all,AHR,US,,True,False,False,[],False,,,
2026-04-22,all,AHRT,US,,True,False,False,[],False,,,
2026-04-22,all,AHT,US,,True,False,False,[],False,,,
2026-04-22,all,AHYB,US,,True,False,False,[],False,,,
2026-04-22,all,AI,US,,True,False,False,[],False,,,
2026-04-22,all,AIA,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIB,US,,True,False,False,[],False,,,
2026-04-22,all,AIBD,US,,True,False,False,[],False,,,
2026-04-22,all,AIBU,US,,True,False,False,[],False,,,
2026-04-22,all,AIDX,US,,True,False,False,[],False,,,
2026-04-22,all,AIEQ,US,,True,False,False,[],False,,,
2026-04-22,all,AIFD,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIFE,US,,True,False,False,[],False,,,
2026-04-22,all,AIFER,US,,True,False,False,[],False,,,
2026-04-22,all,AIFEU,US,,True,False,False,[],False,,,
2026-04-22,all,AIFF,US,,True,False,False,[],False,,,
2026-04-22,all,AIFU,US,,True,False,False,[],False,,,
2026-04-22,all,AIG,US,,True,False,False,[],False,,,
2026-04-22,all,AIHS,US,,True,False,False,[],False,,,
2026-04-22,all,AII,US,,True,False,False,[],False,,,
2026-04-22,all,AIIA,US,,True,False,False,[],False,,,
2026-04-22,all,AIIO,US,,True,False,False,[],False,,,
2026-04-22,all,AIM,US,,True,False,False,[],False,,,
2026-04-22,all,AIMD,US,,True,False,False,[],False,,,
2026-04-22,all,AIMDW,US,,True,False,False,[],False,,,
2026-04-22,all,AIN,US,,True,False,False,[],False,,,
2026-04-22,all,AINP,US,,True,False,False,[],False,,,
2026-04-22,all,AIO,US,,True,False,False,[],False,,,
2026-04-22,all,AIOO,US,,True,False,False,[],False,,,
2026-04-22,all,AIOS,US,,True,False,False,[],False,,,
2026-04-22,all,AIOT,US,,True,False,False,[],False,,,
2026-04-22,all,AIP,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIPI,US,,True,False,False,[],False,,,
2026-04-22,all,AIPO,US,,True,False,False,[],False,AVERAGING_DOWN_BLOCKED,False,False
2026-04-22,all,AIQ,US,,True,False,False,[],False,,,
2026-04-22,all,AIR,US,,True,False,False,[],False,,,
2026-04-22,all,AIRE,US,,True,False,False,[],False,,,
2026-04-22,all,AIRG,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIRI,US,,True,False,False,[],False,,,
2026-04-22,all,AIRJ,US,,True,False,False,[],False,,,
2026-04-22,all,AIRJW,US,,True,False,False,[],False,,,
2026-04-22,all,AIRL,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIRO,US,,True,False,False,[],False,,,
2026-04-22,all,AIRR,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIRS,US,,True,False,False,[],False,,,
2026-04-22,all,AIRT,US,,True,False,False,[],False,,,
2026-04-22,all,AIRTP,US,,True,False,False,[],False,,,
2026-04-22,all,AIS,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AISP,US,,True,False,False,[],False,,,
2026-04-22,all,AISPW,US,,True,False,False,[],False,,,
2026-04-22,all,AIT,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIUP,US,,True,False,False,[],False,,,
2026-04-22,all,AIV,US,,True,False,False,[],False,,,
2026-04-22,all,AIVC,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIVI,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AIVL,US,,True,False,False,[],False,,,
2026-04-22,all,AIXC,US,,True,False,False,[],False,,,
2026-04-22,all,AIXI,US,,True,False,False,[],False,,,
2026-04-22,all,AIYY,US,,True,False,False,[],False,,,
2026-04-22,all,AIZ,US,,True,False,False,[],False,,,
2026-04-22,all,AIZN,US,,True,False,False,[],False,,,
2026-04-22,all,AJAN,US,,True,False,False,[],False,,,
2026-04-22,all,AJG,US,,True,False,False,[],False,,,
2026-04-22,all,AJUL,US,,True,False,False,[],False,,,
2026-04-22,all,AKA,US,,True,False,False,[],False,,,
2026-04-22,all,AKAF,US,,True,False,False,[],False,,,
2026-04-22,all,AKAM,US,,True,False,False,[],False,,,
2026-04-22,all,AKAN,US,TV_BREAKOUT_STRENGTH,True,True,True,['TV_BREAKOUT_STRENGTH'],False,,,
2026-04-22,all,AKBA,US,,True,False,False,[],False,,,
2026-04-22,all,AKR,US,,True,False,False,[],False,,,
2026-04-22,all,AKRO,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,AKTS,US,,True,False,False,[],False,,,
2026-04-22,all,AKTX,US,,True,False,False,[],False,,,
2026-04-22,all,AKYA,US,,True,False,False,[],False,,,
2026-04-22,all,AL,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALAB,US,,True,False,False,[],False,,,
2026-04-22,all,ALAI,US,,True,False,False,[],False,,,
2026-04-22,all,ALAR,US,,True,False,False,[],False,,,
2026-04-22,all,ALB,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALBG,US,,True,False,False,[],False,,,
2026-04-22,all,ALBT,US,,True,False,False,[],False,,,
2026-04-22,all,ALC,US,,True,False,False,[],False,,,
2026-04-22,all,ALCO,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALCY,US,,True,False,False,[],False,,,
2026-04-22,all,ALCYU,US,,True,False,False,[],False,,,
2026-04-22,all,ALCYW,US,,True,False,False,[],False,,,
2026-04-22,all,ALDF,US,,True,False,False,[],False,,,
2026-04-22,all,ALDFU,US,,True,False,False,[],False,,,
2026-04-22,all,ALDFW,US,,True,False,False,[],False,,,
2026-04-22,all,ALDX,US,,True,False,False,[],False,,,
2026-04-22,all,ALE,US,,True,False,False,[],False,,,
2026-04-22,all,ALEC,US,,True,False,False,[],False,,,
2026-04-22,all,ALEX,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALF,US,,True,False,False,[],False,,,
2026-04-22,all,ALFUU,US,,True,False,False,[],False,,,
2026-04-22,all,ALFUW,US,,True,False,False,[],False,,,
2026-04-22,all,ALG,US,,True,False,False,[],False,,,
2026-04-22,all,ALGM,US,,True,False,False,[],False,,,
2026-04-22,all,ALGN,US,,True,False,False,[],False,,,
2026-04-22,all,ALGS,US,,True,False,False,[],False,,,
2026-04-22,all,ALGT,US,,True,False,False,[],False,,,
2026-04-22,all,ALHC,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALIL,US,,True,False,False,[],False,,,
2026-04-22,all,ALIT,US,,True,False,False,[],False,,,
2026-04-22,all,ALK,US,,True,False,False,[],False,,,
2026-04-22,all,ALKS,US,INTEGRATED,True,True,True,['MM_INTEGRATED'],False,,,
2026-04-22,all,ALKT,US,,True,False,False,[],False,,,
2026-04-22,all,ALL,US,,True,False,False,[],False,,,
2026-04-22,all,ALLE,US,,True,False,False,[],False,,,
2026-04-22,all,ALLO,US,,True,False,False,[],False,,,
2026-04-22,all,ALLR,US,,True,False,False,[],False,,,
2026-04-22,all,ALLT,US,,True,False,False,[],False,,,
2026-04-22,all,ALLW,US,,True,False,False,[],False,,,
