as_of_ts,scope,symbol,market,screen_stage,source_disposition,buy_eligible,source_buy_eligible,watch_only,is_screened,peg_ready,open_cycle,source_count,source_tags,primary_source_tag,primary_source_stage,primary_source_style,source_style_tags,source_overlap_bonus,source_priority_score,trend_source_bonus,ug_source_bonus,sector,industry,group_name,industry_key,group_state,leader_state,breakdown_status,group_strength_score,leader_score,breakdown_score,ug_signal_score,gp_score,gp_health,sigma_score,sigma_health,technical_light,growth_score,growth_health,eps_health,sales_health,growth_data_status,dashboard_score,dashboard_light,dashboard_position_bias,registry_as_of_ts,ema_alignment_state,ema_alignment_transition,market_condition_state,market_condition_reason,pullback_quality,pullback_context,buy_warning_summary,aux_signal_summary,conviction_reason
2026-04-22,all,BBD,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Banks - Regional,Banks - Regional,Banks - Regional,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_RISING,EMA_TURN_DOWN CHANNEL_8_ACTIVE,W,EMA_TURN_DOWN
2026-04-22,all,BBDO,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Banks - Regional,Banks - Regional,Banks - Regional,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_ZONE_TOUCH DRY_PULLBACK EMA_RISING,EMA_TURN_DOWN LIQUIDITY_FAIL CHANNEL_8_ACTIVE,W DRY_PULLBACK,EMA_TURN_DOWN
2026-04-22,all,BBEM,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,DRY_PULLBACK EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W DRY_PULLBACK,LIQUIDITY_FAIL
2026-04-22,all,BBGI,US,TV_HIGH_VOLATILITY,buy_eligible,True,True,False,True,False,False,1,['TV_HIGH_VOLATILITY'],TV_HIGH_VOLATILITY,TV_HIGH_VOLATILITY,VOLATILITY,['VOLATILITY'],0.0,4.0,0.5,1.0,Communication Services,Broadcasting,Broadcasting,Broadcasting,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION DRY_PULLBACK EMA_RISING REVERSAL_CONFIRMED,CHANNEL_8_ACTIVE,SETUP DRY_PULLBACK,
2026-04-22,all,BBH,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,MIXED,MIXED_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,NONE,EMA_ZONE_TOUCH,EMA_TURN_DOWN MIXED_ALIGNMENT LIQUIDITY_FAIL CHANNEL_8_ACTIVE,W SQUEEZE,EMA_TURN_DOWN
2026-04-22,all,BBIO,US,ACTIONABLE,buy_eligible,True,True,False,True,False,False,2,"['MM_ACTIONABLE', 'MM_INTEGRATED']",MM_ACTIONABLE,ACTIONABLE,BREAKOUT,"['BREAKOUT', 'LEADERSHIP']",5.0,12.1,4.0,6.5,Healthcare,Biotechnology,Biotechnology,Biotechnology,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_ZONE_TOUCH EMA_RISING,EMA_TURN_DOWN,W,EMA_TURN_DOWN
2026-04-22,all,BBLGW,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,-20.0,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-03-11,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_ZONE_TOUCH,EMA_TURN_DOWN LIQUIDITY_FAIL,,EMA_TURN_DOWN
2026-04-22,all,BBMC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W,LIQUIDITY_FAIL
2026-04-22,all,BBP,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,DRY_PULLBACK EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W DRY_PULLBACK,LIQUIDITY_FAIL
2026-04-22,all,BBSC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W,LIQUIDITY_FAIL
2026-04-22,all,BBT,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Banks - Regional,Banks - Regional,Banks - Regional,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,NONE,EMA_ZONE_TOUCH,EMA_TURN_DOWN CHANNEL_8_ACTIVE,W,EMA_TURN_DOWN
2026-04-22,all,BBVA,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Banks - Diversified,Banks - Diversified,Banks - Diversified,,,,,,,0.0,0.0,RED,0.0,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_ZONE_TOUCH,EMA_TURN_DOWN,,EMA_TURN_DOWN
2026-04-22,all,BC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Consumer Cyclical,Recreational Vehicles,Recreational Vehicles,Recreational Vehicles,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_FROM_MIXED,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION,,,
2026-04-22,all,BCAX,US,TV_MARKET_LEADER,buy_eligible,True,True,False,True,False,False,2,"['TV_MARKET_LEADER', 'MM_INTEGRATED']",TV_MARKET_LEADER,TV_MARKET_LEADER,LEADERSHIP,['LEADERSHIP'],5.0,10.8,3.0,5.0,Healthcare,Biotechnology,Biotechnology,Biotechnology,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,CHANNEL_8_ACTIVE,SETUP,
2026-04-22,all,BCHI,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,40.0,40.0,GREEN,0.0,ORANGE,ORANGE,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,43.0,ORANGE,WATCH,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION DRY_PULLBACK EMA_RISING,LIQUIDITY_FAIL,SETUP NH60 W DRY_PULLBACK,LIQUIDITY_FAIL
2026-04-22,all,BCPC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Basic Materials,Specialty Chemicals,Specialty Chemicals,Specialty Chemicals,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_FROM_MIXED,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_ZONE_TOUCH EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP BUILDUP W SQUEEZE,LIQUIDITY_FAIL
2026-04-22,all,BCUS,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,DRY_PULLBACK EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W DRY_PULLBACK,LIQUIDITY_FAIL
2026-04-22,all,BDEC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,40.0,40.0,GREEN,0.0,ORANGE,ORANGE,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,43.0,ORANGE,WATCH,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL,SETUP BUILDUP NH60 W SQUEEZE,LIQUIDITY_FAIL
2026-04-22,all,BDIV,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_FROM_MIXED,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,DRY_PULLBACK EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP BUILDUP W SQUEEZE DRY_PULLBACK,LIQUIDITY_FAIL
2026-04-22,all,BDRY,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,MIXED,MIXED_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_RISING,MIXED_ALIGNMENT LIQUIDITY_FAIL CHANNEL_8_ACTIVE,,LIQUIDITY_FAIL
2026-04-22,all,BDTX,US,TV_BREAKOUT_STRENGTH,buy_eligible,True,True,False,True,False,True,1,['TV_BREAKOUT_STRENGTH'],TV_BREAKOUT_STRENGTH,TV_BREAKOUT_STRENGTH,BREAKOUT,['BREAKOUT'],0.0,5.8,2.5,4.0,Healthcare,Biotechnology,Biotechnology,Biotechnology,,,,,,,15.0,15.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,25.5,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,,NH60,
2026-04-22,all,BE,US,TV_MARKET_LEADER,buy_eligible,True,True,False,True,False,False,3,"['TV_MARKET_LEADER', 'TV_HIGH_VOLATILITY', 'MM_INTEGRATED']",TV_MARKET_LEADER,TV_MARKET_LEADER,LEADERSHIP,"['LEADERSHIP', 'VOLATILITY']",10.0,12.5,2.0,3.5,Industrials,Electrical Equipment & Parts,Electrical Equipment & Parts,Electrical Equipment & Parts,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_RISING,,,
2026-04-22,all,BEAM,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Healthcare,Biotechnology,Biotechnology,Biotechnology,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,CHANNEL_8_ACTIVE,,
2026-04-22,all,BEEM,US,TV_BREAKOUT_STRENGTH,buy_eligible,True,True,False,True,False,True,1,['TV_BREAKOUT_STRENGTH'],TV_BREAKOUT_STRENGTH,TV_BREAKOUT_STRENGTH,BREAKOUT,['BREAKOUT'],0.0,5.8,2.5,4.0,Technology,Solar,Solar,Solar,,,,,,,80.0,70.0,GREEN,10.0,GREEN,GREEN,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,71.0,GREEN,FULL,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_ZONE_TOUCH EMA_RISING REVERSAL_CONFIRMED,BELOW_200MA,NH60 W,
2026-04-22,all,BELFA,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Technology,Electronic Components,Electronic Components,Electronic Components,,,,,,,15.0,15.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,25.5,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP NH60,LIQUIDITY_FAIL
2026-04-22,all,BELFB,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Technology,Electronic Components,Electronic Components,Electronic Components,,,,,,,15.0,15.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,25.5,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,MEDIUM,PRIOR_EXPANSION EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL,SETUP NH60,LIQUIDITY_FAIL
2026-04-22,all,BELT,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING REVERSAL_CONFIRMED,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W,LIQUIDITY_FAIL
2026-04-22,all,BEP,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Utilities,Utilities - Renewable,Utilities - Renewable,Utilities - Renewable,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_ZONE_TOUCH REVERSAL_CONFIRMED,EMA_TURN_DOWN CHANNEL_8_ACTIVE,,EMA_TURN_DOWN
2026-04-22,all,BESF,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,-20.0,RED,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BEARISH,BEARISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_ZONE_TOUCH,BEARISH_ALIGNMENT LIQUIDITY_FAIL CHANNEL_8_ACTIVE,,BEARISH_ALIGNMENT
2026-04-22,all,BFC,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Banks - Regional,Banks - Regional,Banks - Regional,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_ZONE_TOUCH REVERSAL_CONFIRMED,EMA_TURN_DOWN LIQUIDITY_FAIL CHANNEL_8_ACTIVE,,EMA_TURN_DOWN
2026-04-22,all,BFEB,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,40.0,40.0,GREEN,0.0,ORANGE,ORANGE,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,43.0,ORANGE,WATCH,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP BUILDUP NH60 W SQUEEZE,LIQUIDITY_FAIL
2026-04-22,all,BFH,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Financial Services,Credit Services,Credit Services,Credit Services,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_RISING,CHANNEL_8_ACTIVE,SETUP W,
2026-04-22,all,BFLY,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,Healthcare,Medical Devices,Medical Devices,Medical Devices,,,,,,,25.0,25.0,ORANGE,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,32.5,ORANGE,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,PRIOR_EXPANSION EMA_RISING,,W,
2026-04-22,all,BFOR,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-04-22,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_RISING,LIQUIDITY_FAIL CHANNEL_8_ACTIVE,SETUP W,LIQUIDITY_FAIL
2026-04-22,all,BFRE,US,INTEGRATED,buy_eligible,True,True,False,True,False,False,1,['MM_INTEGRATED'],MM_INTEGRATED,INTEGRATED,LEADERSHIP,['LEADERSHIP'],0.0,3.8,1.5,2.5,,,,,,,,,,,0.0,0.0,RED,0.0,ORANGE,RED,,UNKNOWN,UNKNOWN,UNKNOWN,MISSING,15.0,RED,AVOID,2026-03-06,BULLISH,BULLISH_HOLD,RISK_ON,CORE_RISK_ON|TOP_RISK_ON|MARKET_UPTREND|BREADTH_BENCHMARK_ONLY|LEADERSHIP_LOCAL_SCREENERS,LOW,EMA_ZONE_TOUCH DRY_PULLBACK,EMA_TURN_DOWN LIQUIDITY_FAIL,SQUEEZE DRY_PULLBACK,EMA_TURN_DOWN
