symbol,setup_type,passed,current_price,short_term_rise,consecutive_up_days,volume_ratio,rsi14,ma20_deviation,first_down_candle,stop_loss,risk_reward_ratio,score
IKNA,Parabolic Short,True,17.15999984741211,1143.478254109114,3,5.572828466808568,88.20686466814001,98.27834995470262,False,18.52199935913086,1.1150099190820535,5
FIG,Parabolic Short,True,122.0,419.7239292940348,0,10.193090250138791,99.85187339505487,273.8495291487616,False,150.06599807739258,0.6059703264551495,4
