symbol,sector,rs_score,close_price,sma_30,volume_ratio,relative_strength,above_30w_ma,ma_trending_up,volume_surge,breakout_occurred,positive_rs,sustained_breakout,entry_type,obv_rising,healthy_pattern,resistance_level,market_favorable,date,screening_date
AWI,Industrials,90.03,188.5200042724609,151.87966562906902,2.527289617230736,1.1462180394775556,True,True,True,True,True,True,A형,True,True,162.31700057983397,True,68,2025-08-04
AXIL,Technology,94.41,7.909999847412109,6.160000038146973,2.834387793077782,1.141656226934887,True,True,True,True,True,True,A형,True,True,7.837499999999999,True,67,2025-08-03
BE,Industrials,97.85,34.34000015258789,22.47800006866455,2.2750862279452395,1.3536162483114618,True,True,True,True,True,True,A형,True,True,33.040049362182614,True,67,2025-08-04
BPAY,,87.95,33.42900085449219,27.39506664276123,3.2270457164809834,1.0414818562479138,True,True,True,True,True,True,A형,True,True,32.413998985290526,True,66,2025-08-04
BPMC,Healthcare,91.69,127.95999908447266,97.04700063069662,2.5569619978575706,1.004448086356521,True,True,True,True,True,True,A형,True,True,123.01550521850585,True,63,2025-08-04
BWFG,Financial Services,88.27,39.09000015258789,32.868666648864746,2.310257589696412,1.0713293048120534,True,True,True,True,True,True,A형,True,True,38.19949913024902,True,68,2025-08-04
BWMN,Industrials,91.67,36.130001068115234,25.167333285013836,2.382047816396495,1.1305630184583078,True,True,True,True,True,True,A형,True,True,35.4730001449585,True,67,2025-08-04
CHAT,,89.75,49.90999984741211,40.990199915568034,2.015259428405734,1.0297979347295756,True,True,True,True,True,True,A형,True,True,48.68274898529052,True,66,2025-08-04
CNEQ,,88.9,29.350000381469727,25.752966499328615,2.9792048691038198,1.0163139255758376,True,True,True,True,True,True,A형,True,True,29.298000144958493,True,63,2025-08-04
COUR,Consumer Defensive,93.67,12.369999885559082,8.25133334795634,3.7845006435277155,1.3941830312285335,True,True,True,True,True,True,A형,True,True,11.865499782562255,True,67,2025-08-04
CYBR,Technology,89.69,414.0,367.467002360026,6.860527933470632,1.1201981979942313,True,True,True,True,True,True,A형,True,True,390.45,True,68,2025-08-04
DEFI,,90.91,132.20399475097656,112.75326588948568,2.426951939964873,1.008330908932484,True,True,True,True,True,True,A형,True,True,130.3020034790039,True,68,2025-08-03
ECNS,,90.06,35.380001068115234,28.379333432515462,4.696000314008714,1.009598198864811,True,True,True,True,True,True,A형,True,True,33.95300159454346,True,67,2025-08-04
FCA,,87.4,25.88999938964844,21.626000086466473,7.695984703632887,1.0266962227847136,True,True,True,True,True,True,A형,True,True,25.39349956512451,True,67,2025-08-04
FDTS,,85.11,51.369998931884766,43.7,2.5742574257425743,1.0112227328109338,True,True,True,True,True,True,A형,True,True,49.99850101470947,True,65,2025-08-04
FFTY,,86.24,34.22999954223633,29.662000147501622,2.0355844077780785,1.0177537318113985,True,True,True,True,True,True,A형,True,True,32.56599884033203,True,68,2025-08-03
FIG,,99.16,23.246999740600582,21.669499842325845,3.7712833545108007,1.0119990119380258,True,True,True,True,True,True,A형,True,True,22.63375072479248,True,63,2025-08-04
FNGO,,90.32,109.39700317382812,89.4863338470459,2.2242548493928402,1.009066240412688,True,True,True,True,True,True,A형,True,True,107.35,True,66,2025-08-04
FSS,Industrials,91.03,122.56999969482422,92.88099975585938,2.42465410369769,1.15464347584397,True,True,True,True,True,True,A형,True,True,108.68000144958495,True,68,2025-08-04
GAMR,,89.92,84.53700256347656,70.35200030008951,2.2089656549520766,1.0218733972518972,True,True,True,True,True,True,A형,True,True,83.13924942016601,True,63,2025-08-04
GCAD,,85.89,42.3129997253418,36.31389993031819,2.8632175761871013,1.0142639722131104,True,True,True,True,True,True,A형,True,True,42.20850028991699,True,65,2025-08-04
GHLD,Financial Services,93.9,19.86000061035156,14.849666690826416,2.0402144014783308,1.0252540856481673,True,True,True,True,True,True,A형,True,True,19.142499637603766,True,68,2025-08-04
HDSN,Basic Materials,91.28,9.550000190734863,6.766000080108642,2.335983264495138,1.1472739517124624,True,True,True,True,True,True,A형,True,True,8.132000398635864,True,68,2025-08-04
HWM,Industrials,94.12,184.8999938964844,136.93900044759116,2.312319934567693,1.0309027852796158,True,True,True,True,True,True,A형,True,True,182.029500579834,True,63,2025-08-04
INDV,Healthcare,96.32,17.139999389648438,11.767999935150147,2.500917195517699,1.0545835246295914,True,True,True,True,True,True,A형,True,True,16.3875,True,67,2025-08-04
IQM,,86.92,78.96800231933594,66.78356679280598,2.323307234411199,1.0136799046894518,True,True,True,True,True,True,A형,True,True,74.73649826049804,True,68,2025-08-03
IRMD,Healthcare,88.29,60.84000015258789,55.17633349100749,2.1533615990308905,1.0095955481715146,True,True,True,True,True,True,A형,True,True,59.137499999999996,True,63,2025-08-04
ISSC,Industrials,97.22,16.1299991607666,9.469666624069214,3.8533943739955974,1.1855191218434764,True,True,True,True,True,True,A형,True,True,15.978999710083007,True,66,2025-08-04
JOBY,Industrials,98.17,17.780000686645508,8.063666725158692,2.985026774634378,1.4674260102244712,True,True,True,True,True,True,A형,True,True,17.62249927520752,True,66,2025-08-04
KEMQ,,86.83,22.78199958801269,19.327866554260254,3.887889514303952,1.0286371344560543,True,True,True,True,True,True,A형,True,True,22.21099920272827,True,66,2025-08-04
KEP,Utilities,94.97,14.15999984741211,8.485333363215128,4.426536921595459,1.276580045882592,True,True,True,True,True,True,A형,True,True,14.050499963760375,True,63,2025-08-04
LASR,Technology,96.91,19.6299991607666,11.246666749318441,2.140355194025098,1.090311622240797,True,True,True,True,True,True,A형,True,True,19.34200057983398,True,63,2025-08-04
MAKX,,86.77,49.75400161743164,40.34266688028971,2.237762237762238,1.0454873853294477,True,True,True,True,True,True,A형,True,True,47.9882999420166,True,66,2025-08-04
MIR,Industrials,94.4,21.709999084472656,16.74633321762085,2.2126435490400245,1.068311576169316,True,True,True,True,True,True,A형,True,True,21.10899934768676,True,63,2025-08-03
MISL,,86.49,39.43999862670898,32.4792999903361,2.034435497687168,1.035706463425508,True,True,True,True,True,True,A형,True,True,37.81950130462646,True,66,2025-08-04
ODDS,,88.28,32.54999923706055,28.147599983215333,2.110410875165558,1.0157748062349774,True,True,True,True,True,True,A형,True,True,30.81799869537353,True,68,2025-08-03
OKYO,Healthcare,98.0,2.990000009536743,1.6007333278656006,2.5476642736075346,1.057342778570835,True,True,True,True,True,True,A형,True,True,2.954499900341034,True,66,2025-08-04
OLO,Technology,95.56,10.119999885559082,7.525333309173584,5.256249357277922,1.1544325312967192,True,True,True,True,True,True,A형,True,True,9.651999855041504,True,64,2025-08-04
PFGC,Consumer Defensive,87.98,98.77999877929688,84.40933278401693,2.5088749819939498,1.0352990271444846,True,True,True,True,True,True,A형,True,True,95.9975028991699,True,66,2025-08-04
PSIL,,91.21,17.204999923706055,13.122066593170166,2.427836966924306,1.032150526560763,True,True,True,True,True,True,A형,True,True,16.5394998550415,True,67,2025-08-04
PVLA,Healthcare,97.1,38.619998931884766,22.45816644032796,2.5918701287931896,1.2891532944480957,True,True,True,True,True,True,A형,True,True,37.34829921722412,True,67,2025-08-04
RMBS,Technology,91.39,72.41000366210938,57.86066665649414,2.2391615787702515,1.1806089427272766,True,True,True,True,True,True,A형,True,True,66.54750289916991,True,68,2025-08-04
RMNI,Technology,95.35,5.239999771118164,3.3163333336512246,3.0168709575286083,1.260060511277385,True,True,True,True,True,True,A형,True,True,5.111000108718872,True,65,2025-08-04
RSI,Consumer Cyclical,95.47,19.350000381469727,13.229666709899902,3.0726078222554576,1.3028040153678113,True,True,True,True,True,True,A형,True,True,14.962499999999999,True,68,2025-08-04
SANM,Technology,92.69,110.95999908447266,85.71366653442382,3.314276742520141,1.15342774308038,True,True,True,True,True,True,A형,True,True,101.67849884033203,True,68,2025-08-04
SIXG,,86.03,53.959999084472656,46.80533332824707,2.9408550170246754,1.016085759873698,True,True,True,True,True,True,A형,True,True,52.03150043487548,True,64,2025-08-03
SOC,Energy,93.01,31.690000534057617,24.602000109354655,2.1936492827724074,1.403924948860239,True,True,True,True,True,True,A형,True,True,31.625500869750976,True,66,2025-08-04
SPTN,Consumer Defensive,90.66,26.51000022888184,19.349333381652833,7.635084489169381,1.4524151319160583,True,True,True,True,True,True,A형,True,True,25.355500507354733,True,63,2025-08-04
SVT,Industrials,98.83,46.68000030517578,12.877666695912678,7.7340881272949815,1.205409132131007,True,True,True,True,True,True,A형,True,True,44.79250144958496,True,64,2025-08-04
TCI,Real Estate,91.65,46.209999084472656,30.80833320617676,4.888103651354535,1.054537820502325,True,True,True,True,True,True,A형,True,True,44.403001594543454,True,63,2025-08-03
TLSA,Healthcare,97.66,2.380000114440918,1.2786666750907898,2.2972004491921876,1.31122373190379,True,True,True,True,True,True,A형,True,True,1.7954999864101409,True,68,2025-08-04
TOYO,Technology,97.26,6.099999904632568,3.3478333314259845,6.772640911969601,1.708363165116665,True,True,True,True,True,True,A형,True,True,3.7050000905990603,True,68,2025-08-04
TPB,Consumer Defensive,94.27,78.13999938964844,65.93766733805339,2.0851532840756013,1.0745493313869945,True,True,True,True,True,True,A형,True,True,77.1875,True,66,2025-08-04
UTES,,89.12,81.9800033569336,70.10300025939941,2.0717013247225,1.058168681761356,True,True,True,True,True,True,A형,True,True,76.8645034790039,True,68,2025-08-04
VERV,Healthcare,96.02,11.0600004196167,6.009500002861023,5.8483908900402675,1.8036723060059943,True,True,True,True,True,True,A형,True,True,10.83474974632263,True,63,2025-08-04
VRNA,Healthcare,97.93,104.83000183105467,67.41499926249186,8.575453325871253,1.1484665042692135,True,True,True,True,True,True,A형,True,True,100.225,True,65,2025-08-04
WNS,Technology,89.93,74.69999694824219,58.22100003560384,8.522574151260399,1.1457025573979873,True,True,True,True,True,True,A형,True,True,71.33549652099609,True,65,2025-08-04
X,Basic Materials,92.18,52.0099983215332,38.55533339182536,2.4447114440287914,1.3225585886723215,True,True,True,True,True,True,A형,True,True,51.528001594543454,True,64,2025-08-04
XGN,Healthcare,98.01,8.630000114440918,5.397333335876465,3.3075077825995822,1.2164357139342241,True,True,True,True,True,True,A형,True,True,7.55249981880188,True,68,2025-08-04
