symbol,sector,rs_score,close_price,sma_30,volume_ratio,relative_strength,above_30w_ma,ma_trending_up,volume_surge,breakout_occurred,positive_rs,sustained_breakout,entry_type,obv_rising,healthy_pattern,resistance_level,market_favorable,date,screening_date
CRVS,Healthcare,98.5,21.40999984741211,7.134833296140035,8.657453827115688,2.7148936863398885,True,True,True,True,True,True,A형,True,True,9.120000362396242,True,69,2026-01-22
CYBR,Technology,89.69,414.0,367.467002360026,6.860527933470632,1.1201981979942313,True,True,True,True,True,True,A형,True,True,390.45,True,68,2025-08-17
DAIO,Technology,85.64,3.3299999237060547,2.7399999856948853,2.411862650555054,1.0218818938997771,True,True,True,True,True,True,A형,True,True,3.306000018119812,True,65,2025-08-20
DBRG,Financial Services,88.28,15.380000114440918,11.521333376566568,5.351452310797859,1.116432545193868,True,True,True,True,True,True,A형,True,True,14.772500181198119,True,66,2026-01-22
DCO,Industrials,89.48,90.54000091552734,67.01766637166341,2.3276511401053863,1.0496872665449075,True,True,True,True,True,True,A형,True,True,89.3,True,64,2025-08-20
DVAX,Healthcare,88.96,15.380000114440918,10.59266668955485,4.051331151808069,1.3962652990768363,True,True,True,True,True,True,A형,True,True,14.943499565124512,True,65,2026-01-22
DXJS,,87.78,51.41999816894531,42.201880009969074,2.739036680578044,1.0409123219927057,True,True,True,True,True,True,A형,True,True,47.328999710083,True,68,2026-01-22
ECNS,,90.06,35.380001068115234,28.379333432515462,4.696000314008714,1.009598198864811,True,True,True,True,True,True,A형,True,True,33.95300159454346,True,67,2025-08-17
EFO,,85.0,68.13999938964844,59.98166694641113,2.2114981116240036,1.0139001382575237,True,True,True,True,True,True,A형,True,True,64.19149971008301,True,68,2026-01-22
EIS,,85.18,117.9800033569336,99.44966684977213,2.3332349952469924,1.0368498755085889,True,True,True,True,True,True,A형,True,True,114.06649971008301,True,67,2026-01-22
EM,Consumer Cyclical,92.19,1.2999999523162842,1.124833329518636,7.385465082766968,1.112660121012873,True,True,True,True,True,True,A형,True,True,1.1295500099658968,True,69,2025-08-20
EMEQ,,88.22,41.95700073242188,34.91319974263509,3.3698972138854213,1.0681659716234289,True,True,True,True,True,True,A형,True,True,41.88550014495849,True,66,2026-01-22
ENLT,Utilities,96.42,51.77000045776367,32.3959997177124,2.165503489531406,1.068504504192804,True,True,True,True,True,True,A형,True,True,50.27399826049805,True,67,2026-01-22
EPU,,92.4,82.62999725341797,60.32066663106283,2.830798899178401,1.0604669691720838,True,True,True,True,True,True,A형,True,True,79.13500289916992,True,68,2026-01-22
ERAS,Healthcare,98.93,6.760000228881836,2.3546666860580445,6.313141873832798,1.853436753494502,True,True,True,True,True,True,A형,True,True,6.50749990940094,True,67,2026-01-22
EWO,,85.12,34.880001068115234,30.926333300272624,2.8940980881130507,1.0279482364835075,True,True,True,True,True,True,A형,True,True,34.48499927520752,True,64,2026-01-22
EZJ,,85.63,49.25,40.24100017547608,2.2145988183724032,1.043226697949483,True,True,True,True,True,True,A형,True,True,47.30050086975098,True,68,2025-08-20
FCA,,87.4,25.88999938964844,21.62600008646648,7.695984703632887,1.0266962227847136,True,True,True,True,True,True,A형,True,True,25.39349956512451,True,67,2025-08-17
FDTS,,85.11,51.369998931884766,43.7,2.5742574257425743,1.0112227328109338,True,True,True,True,True,True,A형,True,True,49.99850101470947,True,65,2025-08-17
FEP,,85.53,50.650001525878906,43.82000033060709,2.0579701291958097,1.011030607988144,True,True,True,True,True,True,A형,True,True,48.22199840545654,True,68,2025-08-20
FER,Industrials,85.14,54.84999847412109,48.40533307393392,2.35729186421392,1.03459741666515,True,True,True,True,True,True,A형,True,True,52.4019998550415,True,68,2025-08-19
FIG,Technology,99.16,23.246999740600582,21.669499842325845,3.7712833545108007,1.0119990119380258,True,True,True,True,True,True,A형,True,True,22.63375072479248,True,63,2025-08-17
FLKR,,90.76,36.7599983215332,28.384166463216147,2.127722719804971,1.035164511021044,True,True,True,True,True,True,A형,True,True,34.92199840545654,True,68,2026-01-22
FNGO,,90.32,109.39700317382812,89.4863338470459,2.22425484939284,1.009066240412688,True,True,True,True,True,True,A형,True,True,107.35,True,66,2025-08-17
FOLD,Healthcare,93.99,14.18000030517578,7.899333333969116,6.557984057445858,1.3463863964546756,True,True,True,True,True,True,A형,True,True,13.661000108718872,True,64,2026-01-22
FOSLL,,89.8,22.600000381469727,16.07366673151652,5.0793314998942245,1.1533174346148756,True,True,True,True,True,True,A형,True,True,21.86900043487549,True,68,2026-01-22
FSI,Basic Materials,96.47,7.5,5.0992666482925415,3.807848367051613,1.3432868459679743,True,True,True,True,True,True,A형,True,True,7.41000018119812,True,68,2025-08-20
FSS,Industrials,91.03,122.56999969482422,92.88099975585938,2.42465410369769,1.15464347584397,True,True,True,True,True,True,A형,True,True,108.68000144958496,True,68,2025-08-17
FTAI,Industrials,95.63,245.72999572753903,158.45066757202147,2.3919659051312063,1.1498498753937525,True,True,True,True,True,True,A형,True,True,240.30249710083007,True,67,2026-01-22
GAMR,,89.92,84.53700256347656,70.35200030008951,2.2089656549520766,1.0218733972518972,True,True,True,True,True,True,A형,True,True,83.13924942016601,True,63,2025-08-17
GCAD,,85.11,50.84000015258789,44.526133346557614,3.5343035343035343,1.0540840092311876,True,True,True,True,True,True,A형,True,True,50.7394998550415,True,67,2026-01-22
GHLD,Financial Services,93.9,19.86000061035156,14.849666690826416,2.0402144014783308,1.0252540856481671,True,True,True,True,True,True,A형,True,True,19.14249963760377,True,68,2025-08-17
GIFI,Industrials,92.63,11.960000038146973,8.543999973932902,3.690920864290096,1.0121438873421564,True,True,True,True,True,True,A형,True,True,11.399999999999999,True,66,2026-01-22
GLTR,,92.01,233.44000244140625,169.77100168863933,2.0079244613534666,1.0559565877892414,True,True,True,True,True,True,A형,True,True,228.1139953613281,True,68,2026-01-22
GOEX,,94.73,88.08999633789062,60.72366600036621,3.3825911435620126,1.0372582575663873,True,True,True,True,True,True,A형,True,True,87.05799942016601,True,65,2026-01-22
HAL,Energy,87.02,32.630001068115234,24.51733334859212,2.002889155309861,1.0850527942280905,True,True,True,True,True,True,A형,True,True,32.034001159667966,True,67,2026-01-22
HDSN,Basic Materials,91.28,9.550000190734863,6.766000080108642,2.335983264495138,1.1472739517124624,True,True,True,True,True,True,A형,True,True,8.132000398635864,True,68,2025-08-17
HTBK,Financial Services,86.64,12.420000076293944,10.196999963124593,5.3198027639748595,1.033334799312636,True,True,True,True,True,True,A형,True,True,12.245500326156616,True,64,2026-01-22
HWM,Industrials,94.12,184.8999938964844,136.93900044759116,2.312319934567693,1.0309027852796158,True,True,True,True,True,True,A형,True,True,182.029500579834,True,63,2025-08-17
IDXX,Healthcare,89.89,658.0599975585938,477.9989949544271,2.0510219950352084,1.198964384200446,True,True,True,True,True,True,A형,True,True,653.7139953613281,True,67,2025-08-20
INDV,Healthcare,96.32,17.139999389648438,11.767999935150147,2.500917195517699,1.0545835246295914,True,True,True,True,True,True,A형,True,True,16.3875,True,67,2025-08-17
INTR,Financial Services,86.32,8.0600004196167,6.368333339691162,2.035356748831844,1.0259106280195738,True,True,True,True,True,True,A형,True,True,7.946749782562255,True,68,2025-08-19
ION,,87.26,33.81999969482422,27.00193328857421,2.3585584030833835,1.0566348494767728,True,True,True,True,True,True,A형,True,True,33.221501159667966,True,65,2025-08-20
IRMD,Healthcare,88.29,60.84000015258789,55.17633349100749,2.1533615990308905,1.0095955481715146,True,True,True,True,True,True,A형,True,True,59.1375,True,63,2025-08-17
ISSC,Industrials,97.22,16.1299991607666,9.469666624069214,3.853394373995597,1.1855191218434764,True,True,True,True,True,True,A형,True,True,15.978999710083007,True,66,2025-08-17
ITA,,85.87,232.97000122070312,203.28199971516926,2.3290851836585715,1.0328873872546018,True,True,True,True,True,True,A형,True,True,232.5219947814942,True,67,2026-01-22
IWML,,86.02,27.167999267578125,22.272433217366537,2.030456852791878,1.044626578553876,True,True,True,True,True,True,A형,True,True,25.906500434875486,True,68,2026-01-22
JEQ,Financial Services,88.09,8.100000381469727,6.765333382288615,3.9199184567998295,1.001397687313287,True,True,True,True,True,True,A형,True,True,7.875499963760376,True,68,2025-08-20
JOBY,Industrials,98.17,17.780000686645508,8.063666725158692,2.985026774634378,1.4674260102244712,True,True,True,True,True,True,A형,True,True,17.62249927520752,True,66,2025-08-17
KEMQ,,86.72,22.78199958801269,19.32786655426025,3.887889514303952,1.0286371344560543,True,True,True,True,True,True,A형,True,True,22.27274971008301,True,64,2025-08-20
KEP,Utilities,94.97,14.15999984741211,8.485333363215128,4.426536921595459,1.276580045882592,True,True,True,True,True,True,A형,True,True,14.050499963760377,True,63,2025-08-17
KROP,,96.2,31.84199905395508,25.14646685918172,2.7318548387096775,1.019979680913712,True,True,True,True,True,True,A형,True,True,31.432651710510253,True,67,2026-01-22
KSTR,,86.9,20.75,17.253666623433432,2.020048567712829,1.0544207888889923,True,True,True,True,True,True,A형,True,True,20.358500289916993,True,67,2026-01-22
LASR,Technology,96.91,19.6299991607666,11.24666674931844,2.140355194025098,1.090311622240797,True,True,True,True,True,True,A형,True,True,19.34200057983398,True,63,2025-08-17
LQDA,Healthcare,96.25,25.950000762939453,15.635333410898845,2.385768331019172,1.2566030793876606,True,True,True,True,True,True,A형,True,True,25.317499637603767,True,68,2025-08-20
LTM,Industrials,92.94,44.130001068115234,35.359666442871095,2.164761718623759,1.0007021606555508,True,True,True,True,True,True,A형,True,True,42.721501159667966,True,55,2025-08-20
MAKX,,86.77,49.75400161743164,40.34266688028971,2.237762237762238,1.0454873853294475,True,True,True,True,True,True,A형,True,True,47.9882999420166,True,66,2025-08-17
MGNR,,87.85,47.80500030517578,39.287466812133786,2.4307463795024136,1.0433139083331406,True,True,True,True,True,True,A형,True,True,45.48505153656006,True,68,2026-01-22
MISL,,86.49,39.43999862670898,32.4792999903361,2.034435497687168,1.035706463425508,True,True,True,True,True,True,A형,True,True,37.81950130462646,True,66,2025-08-17
MRCY,Industrials,92.7,66.69999694824219,48.551666259765625,2.6150380132160915,1.250256904342821,True,True,True,True,True,True,A형,True,True,66.45249710083007,True,68,2025-08-20
MTSI,Technology,92.85,220.67999267578125,149.13866704305013,2.3589610422397804,1.2663632455338178,True,True,True,True,True,True,A형,True,True,181.40249710083006,True,68,2026-01-22
NLR,,89.6,117.12999725341795,89.18566691080729,2.0463580744017578,1.0759999114538803,True,True,True,True,True,True,A형,True,True,116.15649681091308,True,64,2025-08-19
NXTC,Healthcare,99.16,6.170000076293945,1.0608999888102213,4.821593948591462,1.2179968410586135,True,True,True,True,True,True,A형,True,True,6.099000072479248,True,65,2025-08-20
OIH,,85.08,317.4800109863281,265.1276667277018,2.358922520360222,1.0557591660407664,True,True,True,True,True,True,A형,True,True,303.8955139160156,True,67,2026-01-22
OKYO,Healthcare,98.0,2.990000009536743,1.6007333278656006,2.5476642736075346,1.057342778570835,True,True,True,True,True,True,A형,True,True,2.954499900341034,True,66,2025-08-17
OLO,Technology,88.67,10.390000343322754,7.841666666666667,3.0411635769945504,1.0500025717402337,True,True,True,True,True,True,A형,True,True,10.017750072479245,True,66,2026-01-22
OND,,87.62,43.84099960327149,36.085833104451496,3.698744769874477,1.0390775369374647,True,True,True,True,True,True,A형,True,True,42.94000072479248,True,64,2025-08-20
ONTF,Technology,89.75,7.960000038146973,5.549999968210856,4.415232224442787,1.3796213540657294,True,True,True,True,True,True,A형,True,True,7.6950003623962395,True,66,2026-01-22
OPPJ,,86.17,51.41999816894531,42.20733324686686,2.6923591596413754,1.0409353920035773,True,True,True,True,True,True,A형,True,True,49.68499927520752,True,68,2026-01-22
OZEM,,87.77,35.470001220703125,28.710200055440268,2.433628318584071,1.0167145744344102,True,True,True,True,True,True,A형,True,True,34.66550159454346,True,67,2026-01-22
PBYI,Healthcare,94.68,5.730000019073486,3.293666672706604,4.342679534941142,1.53773791906611,True,True,True,True,True,True,A형,True,True,5.519499945640564,True,68,2025-08-20
PFGC,Consumer Defensive,87.98,98.77999877929688,84.40933278401693,2.5088749819939498,1.0352990271444846,True,True,True,True,True,True,A형,True,True,95.9975028991699,True,66,2025-08-17
PHLT,Healthcare,97.17,7.639999866485596,3.05633331934611,10.38196206210673,2.156748391570682,True,True,True,True,True,True,A형,True,True,7.3529997825622555,True,66,2026-01-22
PPLT,,94.56,220.13999938964844,137.12999979654947,5.078774036334977,1.2080613064713224,True,True,True,True,True,True,A형,True,True,214.42450637817382,True,65,2026-01-22
PSIL,,89.04,17.204999923706055,13.122066593170166,2.427836966924306,1.032150526560763,True,True,True,True,True,True,A형,True,True,16.5394998550415,True,65,2025-08-20
PVLA,Healthcare,97.1,38.619998931884766,22.45816644032796,2.5918701287931896,1.2891532944480957,True,True,True,True,True,True,A형,True,True,37.34829921722412,True,67,2025-08-17
QIPT,Healthcare,89.84,3.5199999809265137,2.334000007311503,6.889927814858447,1.3509774920515396,True,True,True,True,True,True,A형,True,True,3.4294999003410336,True,64,2026-01-22
RAPT,Healthcare,99.92,57.56999969482422,24.49533322652181,8.881452583119493,1.674253376902375,True,True,True,True,True,True,A형,True,True,36.52750072479248,True,69,2026-01-22
RILYG,,90.8,22.06999969482422,18.469333330790203,2.637374272101641,1.0546143263754388,True,True,True,True,True,True,A형,True,True,21.840499782562254,True,68,2026-01-22
RMBS,Technology,91.39,72.41000366210938,57.86066665649414,2.2391615787702515,1.1806089427272766,True,True,True,True,True,True,A형,True,True,66.54750289916991,True,68,2025-08-17
RMNI,Technology,95.35,5.239999771118164,3.3163333336512246,3.0168709575286083,1.260060511277385,True,True,True,True,True,True,A형,True,True,5.111000108718872,True,65,2025-08-17
RPTX,Healthcare,92.75,2.569999933242798,1.746233340104421,6.229742276869822,1.1840246255525815,True,True,True,True,True,True,A형,True,True,2.527000081539154,True,65,2026-01-22
RSI,Consumer Cyclical,92.3,19.350000381469727,13.229666709899902,3.0726078222554576,1.3028040153678113,True,True,True,True,True,True,A형,True,True,19.30399971008301,True,66,2026-01-22
RVMD,Healthcare,97.26,118.63999938964844,54.720499674479164,4.206949534060092,1.4778134920401944,True,True,True,True,True,True,A형,True,True,115.53424797058103,True,67,2026-01-22
RVRC,Healthcare,97.71,1.5,0.5479999860127767,20.0,2.8393140382072706,True,True,True,True,True,True,A형,True,True,1.4249999999999998,True,67,2026-01-22
SANM,Technology,92.69,110.95999908447266,85.71366653442382,3.314276742520141,1.15342774308038,True,True,True,True,True,True,A형,True,True,101.67849884033204,True,68,2025-08-17
SHLD,,88.0,75.13999938964844,64.22600021362305,2.6634048819604708,1.1133518397512214,True,True,True,True,True,True,A형,True,True,74.18454704284667,True,67,2026-01-22
SLVP,,96.06,41.18999862670898,26.19066645304362,2.2686845812769563,1.1057656693593383,True,True,True,True,True,True,A형,True,True,39.130498695373525,True,68,2026-01-22
SNN,Healthcare,85.47,36.13999938964844,28.401666514078777,2.0353520628815263,1.1437926581045457,True,True,True,True,True,True,A형,True,True,34.998000144958496,True,67,2026-01-22
SOC,Energy,93.01,31.690000534057617,24.60200010935465,2.1936492827724074,1.403924948860239,True,True,True,True,True,True,A형,True,True,31.625500869750976,True,66,2025-08-17
SOCL,,88.69,56.630001068115234,47.77533353169759,2.504318457357513,1.0194829441075175,True,True,True,True,True,True,A형,True,True,55.90749855041503,True,67,2025-08-20
SPTN,Consumer Defensive,90.66,26.51000022888184,19.34933338165284,7.635084489169381,1.4524151319160583,True,True,True,True,True,True,A형,True,True,25.355500507354733,True,63,2025-08-17
SVT,Industrials,98.47,46.68000030517578,12.877666695912678,7.7340881272949815,1.205409132131007,True,True,True,True,True,True,A형,True,True,44.79250144958496,True,64,2026-01-22
TBPH,Healthcare,92.65,13.149999618530272,10.03716656366984,2.363523871976408,1.1303874238739773,True,True,True,True,True,True,A형,True,True,12.5875,True,68,2025-08-20
THTX,Healthcare,93.79,3.390000104904175,2.671333344777425,2.472656403207198,1.0301909054361147,True,True,True,True,True,True,A형,True,True,3.2300000905990602,True,67,2026-01-22
TLSA,Healthcare,97.66,2.380000114440918,1.2786666750907898,2.297200449192188,1.31122373190379,True,True,True,True,True,True,A형,True,True,1.7954999864101409,True,68,2025-08-17
TOYO,Technology,91.62,6.099999904632568,3.3478333314259845,6.772640911969601,1.708363165116665,True,True,True,True,True,True,A형,True,True,5.870999836921691,True,66,2025-08-20
TPB,Consumer Defensive,94.27,78.13999938964844,65.93766733805339,2.0851532840756013,1.0745493313869945,True,True,True,True,True,True,A형,True,True,77.1875,True,66,2025-08-17
TPTA,,88.87,21.01000022888184,17.589033349355063,2.101694915254237,1.0127790369923642,True,True,True,True,True,True,A형,True,True,20.9,True,64,2025-08-20
UFO,,92.24,43.880001068115234,34.306999588012694,3.1302866541353382,1.0712025742265023,True,True,True,True,True,True,A형,True,True,42.028001594543454,True,67,2026-01-22
UTES,,89.12,81.9800033569336,70.10300025939941,2.0717013247225,1.058168681761356,True,True,True,True,True,True,A형,True,True,76.8645034790039,True,68,2025-08-17
UWM,,85.94,54.630001068115234,45.170667012532554,2.966869253829262,1.0447942383761577,True,True,True,True,True,True,A형,True,True,52.44949913024902,True,68,2026-01-22
VERV,Healthcare,93.17,11.0600004196167,6.009500002861023,5.8483908900402675,1.8036723060059943,True,True,True,True,True,True,A형,True,True,10.83474974632263,True,63,2026-01-22
VRNA,Healthcare,97.93,104.83000183105467,67.41499926249186,8.575453325871253,1.1484665042692137,True,True,True,True,True,True,A형,True,True,100.225,True,65,2025-08-17
WNS,Technology,89.93,74.69999694824219,58.22100003560384,8.522574151260399,1.145702557397987,True,True,True,True,True,True,A형,True,True,71.33549652099609,True,65,2025-08-17
X,Basic Materials,87.68,52.0099983215332,38.55533339182536,2.4447114440287914,1.3225585886723215,True,True,True,True,True,True,A형,True,True,51.528001594543454,True,64,2026-01-22
XGN,Healthcare,98.01,8.630000114440918,5.397333335876465,3.3075077825995822,1.216435713934224,True,True,True,True,True,True,A형,True,True,7.55249981880188,True,68,2025-08-17
YXI,,88.06,20.350000381469727,16.322333335876465,2.4007717750826902,1.0027045530450442,True,True,True,True,True,True,A형,True,True,19.90250072479248,True,64,2026-01-22
