ticker,sector,close,volume,rs_score,momentum_score,core_signals,rsi_14,macd,macd_signal,adx,date,golden_cross,short_ma_aligned,long_ma_aligned,macd_crossover,macd_hist_increasing,rsi_uptrend,stoch_crossover,strong_trend,positive_trend,bollinger_breakout,volume_surge,new_high,price_momentum,cup_handle_breakout,healthy_ma_distance,uptrend_confirmed,above_30w_3d,stage_2a,vwap_breakout,obv_rising,ad_new_high,rs_rank,sector_strong,signal
AZ,Technology,11.420000076293944,540200,98.66,15,6,63.31659929039859,0.4282307918041255,0.35696023608902105,25.781637414482237,2025-07-15,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True
GRNQ,Industrials,2.4200000762939453,391500,97.74,15,6,76.65805368524542,0.19865687805387866,0.15159350788591908,32.82142021824284,2025-07-15,False,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True
KTOS,Industrials,51.709999084472656,9418900,96.12,15,5,67.9465751309113,2.3285195635050115,1.938101284304515,17.04424268183,2025-07-15,False,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
OCFT,Technology,7.53000020980835,102500,97.56,15,5,72.58064888270198,0.12507376605096088,0.10917198052919558,27.48872787248033,2025-07-15,False,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True
RMNI,Technology,5.239999771118164,1196200,96.32,13,5,84.24437215224904,0.36247437501501256,0.21016384319834497,55.59802575200155,2025-07-15,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True
INUV,Technology,5.25,279000,99.83,11,6,89.33335791695356,0.9070241344036156,0.9226943490824993,91.93394210335897,2025-07-15,False,True,True,False,False,True,False,True,True,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True
MSTR,Technology,434.5799865722656,18448500,96.56,11,5,70.5316334916835,10.54280857282754,5.912570243666421,21.966434748037695,2025-07-15,False,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True
