symbol,added_date,added_timestamp,sector,rs_score,close_price,sma_30,volume_ratio,relative_strength,above_30w_ma,ma_trending_up,volume_surge,breakout_occurred,positive_rs,sustained_breakout,entry_type,obv_rising,healthy_pattern,resistance_level,market_favorable,date,screening_date
AXIL,2025-08-03 00:00:00+00:00,1754154517.326461,Technology,94.41,7.909999847412109,6.160000038146973,2.834387793077782,1.141656226934887,True,True,True,True,True,True,A형,True,True,7.837499999999999,True,67,2025-08-02
ECNS,2025-08-03 00:00:00+00:00,1754154517.326469,,90.03,35.380001068115234,28.379333432515462,4.696000314008714,1.009598198864811,True,True,True,True,True,True,A형,True,True,33.95300159454346,True,67,2025-08-02
KEP,2025-08-03 00:00:00+00:00,1754154517.326477,Utilities,95.29,14.15999984741211,8.485333363215128,4.426536921595459,1.276580045882592,True,True,True,True,True,True,A형,True,True,14.050499963760377,True,63,2025-08-02
AIBU,2025-08-03 00:00:00+00:00,1754154517.326484,,94.22,45.5989990234375,34.62473335266113,2.055488274799075,1.0028494858174353,True,True,True,True,True,True,A형,True,True,44.08000144958496,True,62,2025-08-02
SIXG,2025-08-03 00:00:00+00:00,1754154517.326493,,86.03,53.959999084472656,46.80533332824707,2.9408550170246754,1.016085759873698,True,True,True,True,True,True,A형,True,True,52.03150043487548,True,64,2025-08-02
SVT,2025-08-03 00:00:00+00:00,1754154517.3265,Industrials,98.85,46.68000030517578,12.877666695912678,7.734088127294981,1.205409132131007,True,True,True,True,True,True,A형,True,True,44.79250144958496,True,64,2025-08-02
XGN,2025-08-03 00:00:00+00:00,1754154517.326507,Healthcare,97.75,8.399999618530273,5.389666652679443,3.1223042476618823,1.1646096504319252,True,True,True,True,True,True,A형,True,True,7.55249981880188,True,68,2025-08-02
GAMR,2025-08-03 00:00:00+00:00,1754154517.326515,,90.01,84.53700256347656,70.35200030008951,2.2089656549520766,1.0218733972518972,True,True,True,True,True,True,A형,True,True,83.13924942016601,True,63,2025-08-02
ALAI,2025-08-03 00:00:00+00:00,1754154517.326523,,90.92,30.625,26.31690006256104,6.548545775825016,1.0218735245240114,True,True,True,True,True,True,A형,True,True,30.599499130249026,True,63,2025-08-02
FCA,2025-08-03 00:00:00+00:00,1754154517.326547,,87.11,25.88999938964844,21.626000086466476,7.695984703632887,1.0266962227847136,True,True,True,True,True,True,A형,True,True,25.39349956512451,True,67,2025-08-02
RSI,2025-08-03 00:00:00+00:00,1754154517.326572,Consumer Cyclical,95.82,20.15999984741211,13.256666692097982,2.500399925588506,1.335092611032532,True,True,True,True,True,True,A형,True,True,14.9625,True,68,2025-08-02
CYBR,2025-08-03 00:00:00+00:00,1754154517.326581,Technology,88.59,411.4700012207031,367.3826690673829,6.399213689797091,1.0951042484244489,True,True,True,True,True,True,A형,True,True,390.45,True,68,2025-08-02
SANM,2025-08-03 00:00:00+00:00,1754154517.326588,Technology,93.54,116.04000091552734,85.88299992879232,2.6937748592412256,1.1864636292870208,True,True,True,True,True,True,A형,True,True,101.67849884033204,True,68,2025-08-02
ATFV,2025-08-03 00:00:00+00:00,1754154517.326597,,90.42,31.402999877929688,25.994099934895832,2.490174500864644,1.0421230139412554,True,True,True,True,True,True,A형,True,True,29.00350065231323,True,68,2025-08-02
TOYO,2025-08-03 00:00:00+00:00,1754154517.326604,Technology,96.87,5.670000076293945,3.3335000038146974,5.8906978315206375,1.5619106733117385,True,True,True,True,True,True,A형,True,True,3.70500009059906,True,68,2025-08-02
BPMC,2025-08-03 00:00:00+00:00,1754154517.326612,Healthcare,90.78,127.95999908447266,97.04700063069662,2.5569619978575706,1.004448086356521,True,True,True,True,True,True,A형,True,True,123.01550521850584,True,63,2025-08-02
CHAT,2025-08-03 00:00:00+00:00,1754154517.32662,,90.84,49.90999984741211,40.990199915568034,2.015259428405734,1.0297979347295756,True,True,True,True,True,True,A형,True,True,48.68274898529052,True,66,2025-08-02
JOBY,2025-08-03 00:00:00+00:00,1754154517.326627,Industrials,98.03,17.780000686645508,8.063666725158692,2.985026774634378,1.4674260102244712,True,True,True,True,True,True,A형,True,True,17.62249927520752,True,66,2025-08-02
X,2025-08-03 00:00:00+00:00,1754154517.326635,Basic Materials,91.23,52.0099983215332,38.55533339182536,2.444711444028792,1.3225585886723217,True,True,True,True,True,True,A형,True,True,51.528001594543454,True,64,2025-08-02
ARKF,2025-08-03 00:00:00+00:00,1754154517.326643,,94.38,54.72999954223633,40.32766679128011,2.209887717409917,1.0663657634732562,True,True,True,True,True,True,A형,True,True,53.025201797485344,True,66,2025-08-02
DEFI,2025-08-03 00:00:00+00:00,1754154517.326651,,90.91,132.20399475097656,112.75326588948568,2.426951939964873,1.008330908932484,True,True,True,True,True,True,A형,True,True,130.3020034790039,True,68,2025-08-02
AIR,2025-08-03,1754216789.752342,Industrials,85.67,83.63999938964844,64.21866594950357,2.786718006114501,1.110532283777959,True,True,True,True,True,True,A형,True,True,82.10850028991699,True,66,2025-08-03
OKYO,2025-08-03,1754216789.75236,Healthcare,97.37,2.990000009536743,1.6007333278656006,2.5476642736075346,1.057342778570835,True,True,True,True,True,True,A형,True,True,2.954499900341034,True,66,2025-08-03
MAKX,2025-08-03,1754216789.752375,,87.75,49.75400161743164,40.34266688028971,2.237762237762238,1.0454873853294477,True,True,True,True,True,True,A형,True,True,47.9882999420166,True,66,2025-08-03
KEMQ,2025-08-03,1754216789.752387,,87.64,22.78199958801269,19.327866554260254,3.887889514303952,1.0286371344560543,True,True,True,True,True,True,A형,True,True,22.21099920272827,True,66,2025-08-03
BPAY,2025-08-03,1754216789.752397,,88.41,33.42900085449219,27.39506664276123,3.2270457164809834,1.0414818562479138,True,True,True,True,True,True,A형,True,True,32.413998985290526,True,66,2025-08-03
TCI,2025-08-03,1754216789.752408,Real Estate,91.65,46.209999084472656,30.80833320617676,4.888103651354535,1.054537820502325,True,True,True,True,True,True,A형,True,True,44.403001594543454,True,63,2025-08-03
SPTN,2025-08-03,1754216789.752418,Consumer Defensive,89.48,26.51000022888184,19.349333381652833,7.635084489169381,1.4524151319160583,True,True,True,True,True,True,A형,True,True,25.355500507354733,True,63,2025-08-03
HWM,2025-08-03,1754216789.752427,Industrials,93.17,184.8999938964844,136.93900044759116,2.312319934567693,1.0309027852796158,True,True,True,True,True,True,A형,True,True,182.029500579834,True,63,2025-08-03
