date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol
2025-10-16 00:00:00-04:00,20.270000457763672,20.27199935913086,20.208999633789062,20.208999633789062,20.128646850585938,101400,0.0,0.0,PQNT
2025-10-17 00:00:00-04:00,20.1299991607666,20.207000732421875,20.1299991607666,20.207000732421875,20.126657485961914,300,0.0,0.0,PQNT
2025-10-20 00:00:00-04:00,20.40999984741211,20.410999298095703,20.399999618530273,20.410999298095703,20.329843521118164,100,0.0,0.0,PQNT
2025-10-21 00:00:00-04:00,20.350000381469727,20.350000381469727,20.349000930786133,20.349000930786133,20.26809310913086,900,0.0,0.0,PQNT
2025-10-22 00:00:00-04:00,20.299999237060547,20.30699920654297,20.299999237060547,20.30699920654297,20.22625732421875,200,0.0,0.0,PQNT
2025-10-23 00:00:00-04:00,20.290000915527344,20.329999923706055,20.290000915527344,20.329999923706055,20.24916648864746,300,0.0,0.0,PQNT
2025-10-24 00:00:00-04:00,20.413000106811523,20.413000106811523,20.400999069213867,20.400999069213867,20.319883346557617,100,0.0,0.0,PQNT
2025-10-27 00:00:00-04:00,20.56999969482422,20.56999969482422,20.545000076293945,20.55500030517578,20.4732723236084,1000,0.0,0.0,PQNT
2025-10-28 00:00:00-04:00,20.554000854492188,20.554000854492188,20.554000854492188,20.554000854492188,20.47227668762207,300,0.0,0.0,PQNT
2025-10-29 00:00:00-04:00,20.459999084472656,20.459999084472656,20.33099937438965,20.33099937438965,20.25016212463379,1600,0.0,0.0,PQNT
2025-10-30 00:00:00-04:00,20.204999923706055,20.204999923706055,20.204999923706055,20.204999923706055,20.124664306640625,100,0.0,0.0,PQNT
2025-10-31 00:00:00-04:00,20.253000259399414,20.253000259399414,20.253000259399414,20.253000259399414,20.172473907470703,100,0.0,0.0,PQNT
2025-11-03 00:00:00-05:00,20.231000900268555,20.270000457763672,20.231000900268555,20.236000061035156,20.155540466308594,500,0.0,0.0,PQNT
2025-11-04 00:00:00-05:00,20.02899932861328,20.02899932861328,20.02899932861328,20.02899932861328,19.949363708496094,100,0.0,0.0,PQNT
2025-11-05 00:00:00-05:00,20.179000854492188,20.179000854492188,20.179000854492188,20.179000854492188,20.09876823425293,100,0.0,0.0,PQNT
2025-11-06 00:00:00-05:00,20.15999984741211,20.15999984741211,20.114999771118164,20.114999771118164,20.03502082824707,300,0.0,0.0,PQNT
2025-11-07 00:00:00-05:00,20.15999984741211,20.194000244140625,20.1200008392334,20.194000244140625,20.11370849609375,500,0.0,0.0,PQNT
2025-11-10 00:00:00-05:00,20.420000076293945,20.420000076293945,20.420000076293945,20.420000076293945,20.338809967041016,100,0.0,0.0,PQNT
2025-11-11 00:00:00-05:00,20.589000701904297,20.589000701904297,20.589000701904297,20.589000701904297,20.507137298583984,100,0.0,0.0,PQNT
