date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,symbol
2024-12-30 05:00:00+00:00,1.2799999713897705,1.3200000524520874,1.2699999809265137,1.2999999523162842,1.2999999523162842,106400,0.0,0.0,ORIO
2024-12-31 05:00:00+00:00,1.2699999809265137,1.3600000143051147,1.2699999809265137,1.3600000143051147,1.3600000143051147,63700,0.0,0.0,ORIO
2025-01-02 05:00:00+00:00,1.3700000047683716,1.3760000467300415,1.3049999475479126,1.3300000429153442,1.3300000429153442,24900,0.0,0.0,ORIO
2025-01-03 05:00:00+00:00,1.309999942779541,1.3300000429153442,1.2999999523162842,1.309999942779541,1.309999942779541,24800,0.0,0.0,ORIO
2025-01-06 05:00:00+00:00,1.340000033378601,1.3799999952316284,1.309999942779541,1.3600000143051147,1.3600000143051147,98500,0.0,0.0,ORIO
2025-01-07 05:00:00+00:00,1.3700000047683716,1.375,1.3009999990463257,1.340000033378601,1.340000033378601,63500,0.0,0.0,ORIO
2025-01-08 05:00:00+00:00,1.309999942779541,1.309999942779541,1.2699999809265137,1.2699999809265137,1.2699999809265137,122800,0.0,0.0,ORIO
2025-01-10 05:00:00+00:00,1.2699999809265137,1.2799999713897705,1.2400000095367432,1.2599999904632568,1.2599999904632568,45800,0.0,0.0,ORIO
2025-01-13 05:00:00+00:00,1.25,1.25,1.159999966621399,1.2000000476837158,1.2000000476837158,98700,0.0,0.0,ORIO
2025-01-14 05:00:00+00:00,1.2050000429153442,1.2300000190734863,1.149999976158142,1.1799999475479126,1.1799999475479126,48500,0.0,0.0,ORIO
2025-01-15 05:00:00+00:00,1.2200000286102295,1.2300000190734863,1.2000000476837158,1.2100000381469729,1.2100000381469729,9700,0.0,0.0,ORIO
2025-01-16 05:00:00+00:00,1.2200000286102295,1.25,1.190000057220459,1.225000023841858,1.225000023841858,21200,0.0,0.0,ORIO
2025-01-17 05:00:00+00:00,1.25,1.2899999618530271,1.2200000286102295,1.25,1.25,49700,0.0,0.0,ORIO
2025-01-21 05:00:00+00:00,1.2999999523162842,1.2999999523162842,1.25,1.284999966621399,1.284999966621399,146200,0.0,0.0,ORIO
2025-01-22 05:00:00+00:00,1.309999942779541,1.309999942779541,1.25,1.274999976158142,1.274999976158142,99700,0.0,0.0,ORIO
2025-01-23 05:00:00+00:00,1.2999999523162842,1.350000023841858,1.2699999809265137,1.340000033378601,1.340000033378601,75000,0.0,0.0,ORIO
2025-01-24 05:00:00+00:00,1.3700000047683716,1.3700000047683716,1.3300000429153442,1.340000033378601,1.340000033378601,92700,0.0,0.0,ORIO
2025-01-27 05:00:00+00:00,1.2699999809265137,1.3300000429153442,1.2599999904632568,1.2699999809265137,1.2699999809265137,26300,0.0,0.0,ORIO
2025-01-28 05:00:00+00:00,1.2599999904632568,1.309999942779541,1.2200000286102295,1.2899999618530271,1.2899999618530271,61900,0.0,0.0,ORIO
2025-01-29 05:00:00+00:00,1.2799999713897705,1.309999942779541,1.2799999713897705,1.2899999618530271,1.2899999618530271,40200,0.0,0.0,ORIO
2025-01-30 05:00:00+00:00,1.2899999618530271,1.3700000047683716,1.2899999618530271,1.3450000286102295,1.3450000286102295,112300,0.0,0.0,ORIO
2025-01-31 05:00:00+00:00,1.3200000524520874,1.350000023841858,1.309999942779541,1.3200000524520874,1.3200000524520874,18000,0.0,0.0,ORIO
2025-02-03 05:00:00+00:00,1.2000000476837158,1.340000033378601,1.159999966621399,1.25,1.25,81100,0.0,0.0,ORIO
2025-02-04 05:00:00+00:00,1.2400000095367432,1.3300000429153442,1.2400000095367432,1.3200000524520874,1.3200000524520874,48800,0.0,0.0,ORIO
2025-02-05 05:00:00+00:00,1.340000033378601,1.340000033378601,1.25,1.2649999856948853,1.2649999856948853,50000,0.0,0.0,ORIO
2025-02-06 05:00:00+00:00,1.2599999904632568,1.274999976158142,1.2300000190734863,1.2450000047683716,1.2450000047683716,76700,0.0,0.0,ORIO
2025-02-07 05:00:00+00:00,1.2300000190734863,1.2949999570846558,1.215000033378601,1.2549999952316284,1.2549999952316284,82600,0.0,0.0,ORIO
2025-02-10 05:00:00+00:00,1.25,1.2599999904632568,1.2000000476837158,1.2100000381469729,1.2100000381469729,98400,0.0,0.0,ORIO
2025-02-11 05:00:00+00:00,1.1799999475479126,1.2300000190734863,1.1799999475479126,1.2000000476837158,1.2000000476837158,38800,0.0,0.0,ORIO
2025-02-12 05:00:00+00:00,1.1699999570846558,1.2300000190734863,1.1699999570846558,1.2000000476837158,1.2000000476837158,55500,0.0,0.0,ORIO
2025-02-13 05:00:00+00:00,1.1829999685287476,1.2300000190734863,1.1829999685287476,1.225000023841858,1.225000023841858,31900,0.0,0.0,ORIO
2025-02-14 05:00:00+00:00,1.2300000190734863,1.2649999856948853,1.2100000381469729,1.2450000047683716,1.2450000047683716,58000,0.0,0.0,ORIO
2025-02-18 05:00:00+00:00,1.2300000190734863,1.2350000143051147,1.2029999494552612,1.215000033378601,1.215000033378601,43500,0.0,0.0,ORIO
